PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 7, filenames: A:[7]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[8]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
37,533,-4.007360458,-3.046992779,1
37,549,-3.372443438,-2.884196997,1
37,565,-2.676167488,-3.113674164,1
37,581,-2.064110994,-4.069374084,1
37,597,-3.936065197,-3.595852137,1
37,613,-4.191588879,-2.716384411,1
37,629,-5.225954533,-2.715940475,1
37,645,-6.948757172,-2.471308708,1
37,661,-7.10833168,-1.890049696,1
37,677,-7.032466888,-2.204075813,1
37,693,-5.904324532,-3.139641523,1
37,709,-5.086862564,-3.036087036,1
37,725,-4.957958698,-3.264106512,1
37,741,-4.97235775,-2.131917477,1
37,757,-5.004742622,-0.8092207909,1
37,773,-4.989428043,-0.5746395588,1
37,789,-4.806851864,-0.4841820002,1
37,805,-4.303534985,-0.8220613003,1
37,821,-4.741436481,-2.031878233,1
37,837,-4.496829033,-1.12660861,1
37,853,-4.466672897,-0.6851439476,1
37,869,-4.660096645,-0.2133168429,1
37,885,-4.256901741,0.2067695856,1
37,901,-3.233162403,-1.914583206,1
37,917,-2.476365089,-2.184635639,1
37,933,-1.978781223,-0.1237182915,1
37,949,-4.416142941,-0.1047062576,1
37,965,-4.300619125,-0.6212864518,1
37,981,-3.791159391,-0.5584698319,1
37,997,-3.56328392,-0.2661559582,1
37,1013,-3.563020706,-0.2578448057,1
37,1029,-3.158611774,-0.1891827881,1
37,1045,-2.702985287,-0.05969113111,1
37,1061,-2.465118885,0.2040092349,1
37,1077,-2.257935762,0.1522296667,1
37,1093,-2.058006763,0.07370707393,1
37,1109,-2.086614609,0.2453044057,1
37,1125,-1.730843425,0.3832787275,1
37,1141,-1.050923586,0.5224026442,1
37,1157,0.3505512476,0.87843436,1
37,1173,0.01010537148,0.6502666473,1
37,1189,-0.6458801031,0.02225896344,1
37,1205,-0.7059389353,-0.1960026026,1
37,1221,-0.7827111483,-1.726033211,1
37,1237,-1.321268916,-1.687558413,1
37,1253,-1.466754913,-0.766993165,1
37,1269,-1.528773546,-0.2408454418,1
37,1285,-1.934513807,0.006625970826,1
37,1301,-1.959145665,0.3949503899,1
37,1317,-2.059082985,0.421884656,1
37,1333,-2.053410769,0.2950345278,1
37,1349,-2.007894039,0.03170473874,1
37,1365,-2.147830963,0.1819982827,1
37,1381,-2.073749542,1.449739337,1
37,1397,-2.041409969,0.6523323059,1
37,1413,-2.033073902,0.06489793956,1
37,1429,-2.271499157,-0.2705874443,1
37,1445,-2.24330759,-0.267286092,1
37,1461,-2.359543324,0.1567309797,1
37,1477,-2.362823725,0.4022864103,1
37,1493,-2.387254,0.4169435203,1
37,1509,-2.602954865,0.3337209523,1
37,1525,-3.095340967,0.3746037185,1
53,21,-4.995537758,-4.18460989,1
53,37,-4.955967426,-3.19795537,1
53,53,-5.36066103,-2.224311829,1
53,69,-5.795662403,-2.113940477,1
53,85,-5.581842422,-3.026482344,1
53,101,-5.224725723,-4.012413502,1
53,117,-5.223027229,-4.531142235,1
53,133,-5.764093399,-5.004312992,1
53,149,-5.75769043,-4.921859741,1
53,165,-6.080400467,-4.794378281,1
53,181,-6.324899197,-4.928621769,1
53,197,-6.740023136,-5.208803654,1
53,213,-6.660207748,-4.423864365,1
53,229,-6.156050682,-4.623547077,1
53,245,-5.869409084,-3.863501787,1
53,261,-5.800272465,-2.671551943,1
53,277,-4.709421158,-2.364310265,1
53,293,-4.655976772,-2.078259468,1
53,309,-4.718560219,-2.191661358,1
53,325,-4.709329605,-3.465455294,1
53,341,-5.235465527,-2.673036575,1
53,357,-5.420427799,-2.379317522,1
53,373,-5.493925571,-2.649312258,1
53,389,-5.410672188,-2.634189367,1
53,405,-5.58178091,-2.63976717,1
53,421,-5.6165061,-3.205658436,1
53,437,-5.393937111,-3.72095561,1
53,453,-5.047351837,-4.13633728,1
53,469,-5.171269417,-4.063579559,1
53,485,-4.893317699,-3.170773745,1
53,501,-5.07660532,-3.932199001,1
53,517,-4.465951443,-3.515892029,1
53,533,-4.148292065,-2.658248186,1
53,549,-3.872682571,-2.641676188,1
53,565,-3.750669003,-3.055875301,1
53,581,-3.353307247,-5.082860947,1
53,597,-3.887285709,-4.832407475,1
53,613,-4.310186863,-2.988818407,1
53,629,-5.377412319,-2.365709305,1
53,645,-6.382483959,-2.139372349,1
53,661,-6.896002769,-2.156703472,1
53,677,-7.236300945,-2.262695312,1
53,693,-6.190975666,-2.556787729,1
53,709,-5.355046272,-2.448692083,1
53,725,-5.025505543,-3.048760891,1
53,741,-5.471702576,-3.204984426,1
53,757,-5.340844631,-1.377559781,1
53,773,-4.916083336,-0.9406634569,1
53,789,-4.958791733,-0.4040145576,1
53,805,-4.929114342,-0.6818265915,1
53,821,-3.708593369,-0.6421156526,1
53,837,-3.742938042,-1.832740068,1
53,853,-3.879018307,-1.734113455,1
53,869,-4.072259903,-0.7282946706,1
53,885,-3.369730711,1.532719254,1
53,901,-3.39705801,-4.379159927,1
53,917,-5.889791489,-4.73008728,1
53,933,-3.195301294,-0.452554971,1
53,949,-3.160355091,-1.414724588,1
53,965,-4.139591694,-0.9279842973,1
53,981,-3.626007318,-0.8041362762,1
53,997,-3.201325417,-0.412332803,1
53,1013,-3.569655418,-0.2145457566,1
53,1029,-3.140236616,-0.2219395787,1
53,1045,-2.272788048,-0.3008445501,1
53,1061,-1.995707512,0.8000459075,1
53,1077,-1.847871542,0.3458087444,1
53,1093,-1.882292628,-0.008071392775,1
53,1109,-1.91311419,0.01031294465,1
53,1125,-2.206218958,0.56837672,1
53,1141,-1.493127465,0.3728867471,1
53,1157,-0.8102924824,0.5170705914,1
53,1173,-0.605145216,1.364278316,1
53,1189,-3.015755653,0.2828261852,1
53,1205,-0.4316889644,0.682483077,1
53,1221,-1.118086934,-0.2926182151,1
53,1237,-1.499310017,-0.952694416,1
53,1253,-1.290234089,-0.7001481056,1
53,1269,-1.339476705,-0.562500596,1
53,1285,-1.583481193,0.04708467424,1
53,1301,-1.593263626,0.4995129704,1
53,1317,-1.836431026,0.4478312135,1
53,1333,-2.087801695,-0.1497665048,1
53,1349,-2.203737259,-0.2457657456,1
53,1365,-2.047915459,-0.1343379617,1
53,1381,-1.81878376,0.4470467567,1
53,1397,-2.008837223,0.7444865704,1
53,1413,-2.316642761,0.4212372303,1
53,1429,-2.541963816,0.04923003912,1
53,1445,-2.718150616,0.1791785061,1
53,1461,-2.509195566,0.4243994653,1
53,1477,-2.096939564,0.3446249962,1
53,1493,-1.799964309,0.4740881026,1
53,1509,-1.744285107,0.5744313002,1
53,1525,-2.44340992,0.6972023249,1
69,21,-4.782238007,-3.955614567,1
69,37,-4.866690159,-3.355545044,1
69,53,-5.181877613,-2.356316328,1
69,69,-5.650634766,-2.06385231,1
69,85,-6.050681591,-2.816462517,1
69,101,-5.275069237,-3.569649696,1
69,117,-5.301829815,-3.857386589,1
69,133,-5.39215517,-4.409883022,1
69,149,-5.278873444,-4.97518301,1
69,165,-6.027171135,-5.111543655,1
69,181,-6.686189651,-4.604034901,1
69,197,-6.787736416,-4.343108177,1
69,213,-7.098719597,-4.197648525,1
69,229,-6.566354275,-4.471909046,1
69,245,-6.022378445,-3.789942741,1
69,261,-7.201424122,-2.986838818,1
69,277,-5.864039421,-2.789286137,1
69,293,-5.315735817,-2.768882513,1
69,309,-5.183496475,-2.616229773,1
69,325,-4.992453575,-3.306191683,1
69,341,-5.424998283,-3.469800472,1
69,357,-5.416409016,-3.305889845,1
69,373,-5.843198299,-3.338715553,1
69,389,-5.988419056,-3.046548367,1
69,405,-6.105288506,-2.796814203,1
69,421,-6.216732025,-3.485730171,1
69,437,-4.81736517,-3.31156373,1
69,453,-3.828574181,-3.252871275,1
69,469,-4.945401192,-3.56454277,1
69,485,-4.904288769,-3.507499933,1
69,501,-5.580993652,-4.340568066,1
69,517,-4.573056221,-3.171919823,1
69,533,-4.346551418,-2.503204107,1
69,549,-4.400343418,-2.784570694,1
69,565,-4.232604027,-3.164039612,1
69,581,-4.484985352,-3.473022223,1
69,597,-4.649338245,-3.779401064,1
69,613,-4.495234013,-2.498669624,1
69,629,-5.26610899,-2.597068548,1
69,645,-6.097863674,-2.213381529,1
69,661,-6.409032822,-2.68567872,1
69,677,-6.237168312,-3.103314877,1
69,693,-6.007070065,-2.226233959,1
69,709,-5.476165295,-2.534186125,1
69,725,-5.673160076,-3.50299716,1
69,741,-4.832078457,-2.628878832,1
69,757,-4.446247101,-1.805398464,1
69,773,-4.175206184,-1.489764929,1
69,789,-4.040364742,-0.8450679779,1
69,805,-3.709695816,-0.2079150677,1
69,821,-3.534493923,-0.7023948431,1
69,837,-3.158318758,-1.594974518,1
69,853,-2.34227562,-0.6870182753,1
69,869,-1.819146872,-0.8437492847,1
69,885,-3.53220582,6.540785313,1
69,901,-3.636693239,-1.090535641,1
69,917,-4.306395531,-1.199478865,1
69,933,-4.62103653,-0.9569909573,1
69,949,-3.807976484,-1.004016638,1
69,965,-4.058735371,-0.8081930876,1
69,981,-3.586629868,-0.8556717038,1
69,997,-3.065202951,-0.4184729457,1
69,1013,-3.14436698,-0.2829908729,1
69,1029,-2.875045776,-0.1019092202,1
69,1045,-1.683273792,-0.05862313509,1
69,1061,-1.59375596,1.014565706,1
69,1077,-1.700522304,-0.1209170818,1
69,1093,-1.80002737,-0.8669871092,1
69,1109,-1.962811708,-0.8520076275,1
69,1125,-1.891251802,0.127325207,1
69,1141,-1.280421853,0.7289515734,1
69,1157,-1.029632092,0.9683419466,1
69,1173,-0.8316144943,1.042611003,1
69,1189,-1.447665215,0.2080532312,1
69,1205,-1.112882733,0.6146686077,1
69,1221,-1.5596596,0.006826221943,1
69,1237,-1.916540742,-0.9846547246,1
69,1253,-1.8600806,-0.636631012,1
69,1269,-1.886233807,-0.1974042654,1
69,1285,-1.636497855,0.2904854715,1
69,1301,-1.507620454,0.6265388727,1
69,1317,-1.912288189,0.3618961871,1
69,1333,-2.083265066,-0.2467682958,1
69,1349,-2.084535837,-0.2578313649,1
69,1365,-2.23943305,-0.2109465003,1
69,1381,-1.961956739,0.08769088984,1
69,1397,-2.0572052,0.5425210595,1
69,1413,-2.32484293,0.6182632446,1
69,1429,-2.48742485,0.4692533016,1
69,1445,-2.800335407,0.6229813695,1
69,1461,-2.899728537,0.6996572018,1
69,1477,-2.658108711,0.6389489174,1
69,1493,-2.32543087,0.7088267207,1
69,1509,-1.633021235,0.8425419927,1
69,1525,-1.713369489,0.4864382744,1
85,21,-4.080051899,-4.063245773,1
85,37,-4.942705631,-3.420521975,1
85,53,-5.527689457,-3.912609816,1
85,69,-5.973160267,-3.046236515,1
85,85,-6.040449619,-3.059593678,1
85,101,-5.524236679,-3.39167285,1
85,117,-5.602395535,-3.167969227,1
85,133,-5.537603378,-4.088959217,1
85,149,-5.526474476,-4.819429398,1
85,165,-5.858909607,-4.983510494,1
85,181,-6.569764137,-4.087464333,1
85,197,-7.114306927,-3.730941296,1
85,213,-7.257602692,-4.095362663,1
85,229,-6.591361046,-4.163703442,1
85,245,-5.987001896,-3.748123884,1
85,261,-5.880408764,-3.158313274,1
85,277,-5.729651451,-2.659655571,1
85,293,-5.401323795,-3.412988901,1
85,309,-4.344421387,-3.099190235,1
85,325,-4.331596851,-3.589402676,1
85,341,-5.31272459,-3.733772755,1
85,357,-5.502599239,-3.292877674,1
85,373,-6.577020168,-2.823796034,1
85,389,-7.140688896,-2.925506115,1
85,405,-7.089340687,-3.206127167,1
85,421,-6.839692116,-3.760660648,1
85,437,-6.167362213,-3.749041319,1
85,453,-5.45114851,-3.501783371,1
85,469,-4.782798767,-3.453049183,1
85,485,-5.281871796,-3.145148993,1
85,501,-5.624251842,-2.87482357,1
85,517,-4.917679787,-2.36017704,1
85,533,-4.506872654,-2.583194256,1
85,549,-4.788021564,-3.193810701,1
85,565,-4.998170853,-2.740269899,1
85,581,-5.114116192,-3.036880732,1
85,597,-5.270863056,-2.567972422,1
85,613,-4.785536289,-1.836462736,1
85,629,-5.344711304,-1.943206787,1
85,645,-6.232493877,-2.180353403,1
85,661,-6.600852966,-2.03514719,1
85,677,-6.58630085,-2.161928654,1
85,693,-6.040542603,-2.193586588,1
85,709,-5.395189285,-2.820989847,1
85,725,-5.171085358,-2.916828632,1
85,741,-2.993979931,-2.936707497,1
85,757,-3.156760693,-1.77666533,1
85,773,-3.509390831,-1.734668374,1
85,789,-3.420040369,-1.356437206,1
85,805,-3.446492672,-0.06011629105,1
85,821,-3.660080671,-0.2326619029,1
85,837,-4.243445873,-0.5949857235,1
85,853,-4.641814709,-0.2311493158,1
85,869,-3.325690031,-0.7969381213,1
85,885,-3.822829008,-1.143089056,1
85,901,-3.613071442,-1.581137419,1
85,917,-3.422232628,-1.140909314,1
85,933,-3.709409237,-1.250200272,1
85,949,-3.636841774,-0.8655969501,1
85,965,-3.482184887,-0.479338944,1
85,981,-3.53098917,-0.6180875301,1
85,997,-2.921563864,-0.3855972588,1
85,1013,-2.755976677,-0.1590811163,1
85,1029,-2.550952196,0.07671712339,1
85,1045,-1.993353844,0.2783036828,1
85,1061,-1.888366342,0.452686429,1
85,1077,-1.942229748,-0.1773196459,1
85,1093,-2.073408842,-1.005089521,1
85,1109,-2.142971516,-1.16354394,1
85,1125,-2.06329155,-0.1299674809,1
85,1141,-1.829038024,0.9992959499,1
85,1157,-2.468086243,0.8957793713,1
85,1173,-1.797212005,1.260703325,1
85,1189,-2.120711327,0.8257673979,1
85,1205,-1.955304623,1.790465593,1
85,1221,-1.843327641,0.8751911521,1
85,1237,-2.018213272,-0.6032572985,1
85,1253,-2.387872696,-0.3037930131,1
85,1269,-2.317363977,0.1877839863,1
85,1285,-1.561861753,1.218720675,1
85,1301,-1.955864549,0.9444053173,1
85,1317,-2.183079958,0.2757808268,1
85,1333,-2.371767044,-0.0408320874,1
85,1349,-2.315382719,0.01541607082,1
85,1365,-2.143618345,-0.1719159782,1
85,1381,-1.964291811,-0.1135229915,1
85,1397,-1.651916742,0.1860013902,1
85,1413,-1.998297691,0.9417280555,1
85,1429,-2.414307117,1.073553801,1
85,1445,-2.480258942,1.554689407,1
85,1461,-2.563507795,1.192920208,1
85,1477,-2.419442654,0.9169976115,1
85,1493,-2.903382063,0.8158538938,1
85,1509,-1.877379298,0.6081796885,1
85,1525,-1.192331791,0.2237216234,1
101,21,-4.102540016,-4.694080353,1
101,37,-5.618947506,-3.633877039,1
101,53,-5.903046608,-4.774075031,1
101,69,-6.103180408,-3.812600136,1
101,85,-6.117378712,-3.307713747,1
101,101,-6.105577946,-3.404410601,1
101,117,-5.954185486,-3.215072632,1
101,133,-5.836812973,-3.891995192,1
101,149,-5.757205009,-4.45796299,1
101,165,-5.633042336,-4.506443024,1
101,181,-5.8059268,-4.030652046,1
101,197,-6.216719627,-3.652082682,1
101,213,-6.279308319,-3.724633217,1
101,229,-6.122289181,-3.702535868,1
101,245,-6.023867607,-3.645284414,1
101,261,-5.928138733,-3.372526407,1
101,277,-5.661582947,-3.110555887,1
101,293,-5.015166283,-3.587685347,1
101,309,-4.58126688,-3.598191261,1
101,325,-4.720742226,-3.691639662,1
101,341,-4.967679977,-3.545212746,1
101,357,-6.146193027,-3.446543694,1
101,373,-7.497977734,-2.840572596,1
101,389,-7.301079273,-2.868395805,1
101,405,-7.672662735,-3.572062016,1
101,421,-7.441552639,-3.981440067,1
101,437,-6.883979797,-4.361072063,1
101,453,-6.209819317,-4.42638588,1
101,469,-5.08970499,-3.783184767,1
101,485,-5.231336117,-2.794085503,1
101,501,-6.743509769,-1.765025377,1
101,517,-5.269638062,-1.865720987,1
101,533,-4.820198536,-2.165142536,1
101,549,-4.87551403,-2.371769667,1
101,565,-5.267899036,-2.417895079,1
101,581,-5.921361446,-2.625826836,1
101,597,-6.216262817,-1.877046585,1
101,613,-5.870959282,-1.147167802,1
101,629,-5.823843002,-1.029807091,1
101,645,-6.291855812,-2.012511253,1
101,661,-7.091440678,-1.929648161,1
101,677,-6.521778107,-2.246821642,1
101,693,-5.986575127,-2.478769302,1
101,709,-5.409810066,-2.674213409,1
101,725,-4.796222687,-2.47767067,1
101,741,-3.73176837,-2.289550781,1
101,757,-3.061132193,-1.720146656,1
101,773,-3.112094879,-1.702286959,1
101,789,-3.349711418,-1.690967917,1
101,805,-3.349726439,-1.208062768,1
101,821,-3.424714565,-0.6454286575,1
101,837,-3.98592639,-0.7534834146,1
101,853,-4.056400299,-0.8370447159,1
101,869,-3.254259586,-0.7833837271,1
101,885,-3.531816006,-0.8099645972,1
101,901,-3.227827787,-0.7578728795,1
101,917,-2.415996552,-0.8307346106,1
101,933,-3.150501013,-0.9675069451,1
101,949,-3.209801674,-0.7678256035,1
101,965,-3.097787619,-0.3809795678,1
101,981,-2.959743977,-0.2777196169,1
101,997,-2.729346991,-0.4406284392,1
101,1013,-2.578681469,0.05119683594,1
101,1029,-2.314610481,0.2877795696,1
101,1045,-2.120929956,0.362896204,1
101,1061,-2.14216423,0.09014444798,1
101,1077,-2.749479771,-0.2244371772,1
101,1093,-2.218153954,-0.743023932,1
101,1109,-2.194655418,-0.79623878,1
101,1125,-2.598009825,-0.5885183811,1
101,1141,-2.596348763,0.115722239,1
101,1157,-2.370954514,0.4867575765,1
101,1173,-2.259232521,1.414754629,1
101,1189,-2.145869255,1.554184198,1
101,1205,-1.897912383,1.261663079,1
101,1221,-1.727032781,0.72057724,1
101,1237,-1.316305757,-0.5283882618,1
101,1253,-1.858405352,-0.3338029385,1
101,1269,-2.222129107,0.3713643551,1
101,1285,-2.158669949,1.202884912,1
101,1301,-2.310972214,1.18992722,1
101,1317,-2.378934145,0.3334053755,1
101,1333,-2.909533978,0.1793683469,1
101,1349,-3.009896994,0.1292337179,1
101,1365,-2.346426964,0.2321524769,1
101,1381,-1.777811766,0.08673553169,1
101,1397,-1.838170648,0.590940237,1
101,1413,-2.068419695,1.062574863,1
101,1429,-2.481240988,1.024280548,1
101,1445,-2.774236917,0.6894887686,1
101,1461,-2.55503583,1.464041948,1
101,1477,-2.585307837,1.560142279,1
101,1493,-4.308907032,1.158387899,1
101,1509,-4.122853279,1.051748514,1
101,1525,-1.80467546,1.057546258,1
117,21,-4.693832397,-4.863478661,1
117,37,-4.659190655,-3.874439478,1
117,53,-5.040499687,-4.41742897,1
117,69,-5.10182333,-3.182086706,1
117,85,-5.589150906,-3.185028076,1
117,101,-6.140434742,-3.333384752,1
117,117,-5.947051048,-3.230315685,1
117,133,-5.677034855,-3.604558945,1
117,149,-5.544404984,-4.182571888,1
117,165,-5.376457691,-4.332229137,1
117,181,-5.420054913,-4.288691998,1
117,197,-5.308491707,-3.851867676,1
117,213,-5.349552631,-3.668679714,1
117,229,-5.675351143,-3.7779634,1
117,245,-6.058206081,-4.045182228,1
117,261,-6.258359909,-3.883185625,1
117,277,-5.477347851,-4.165942192,1
117,293,-4.662732601,-4.351869106,1
117,309,-4.671964169,-4.359788418,1
117,325,-4.944456577,-3.359684467,1
117,341,-5.329743385,-3.085816622,1
117,357,-5.896184921,-4.305868149,1
117,373,-6.386641502,-2.897164106,1
117,389,-7.210105419,-2.610410213,1
117,405,-7.598212242,-2.808827639,1
117,421,-6.665454388,-3.119465351,1
117,437,-6.182125092,-3.769874096,1
117,453,-4.847334862,-4.278218269,1
117,469,-3.771781921,-4.409715652,1
117,485,-2.932448864,-4.075841904,1
117,501,-5.094089031,-2.308211088,1
117,517,-5.390085697,-2.184498549,1
117,533,-5.296093941,-1.83038497,1
117,549,-5.22573185,-1.949549675,1
117,565,-5.425353527,-2.666067839,1
117,581,-6.177853107,-2.676422119,1
117,597,-6.371481895,-2.319758654,1
117,613,-5.879921436,-1.550814629,1
117,629,-5.687427998,-1.245253801,1
117,645,-6.011795998,-2.564498663,1
117,661,-6.437004566,-2.669287682,1
117,677,-7.175949574,-2.209517717,1
117,693,-6.916292191,-2.154987812,1
117,709,-5.833724499,-2.112356663,1
117,725,-5.119294643,-1.927432656,1
117,741,-4.171206474,-2.776451826,1
117,757,-3.176179647,-2.82689929,1
117,773,-2.845313787,-1.868597984,1
117,789,-3.144137383,-1.951510549,1
117,805,-2.628003836,-1.674197435,1
117,821,-2.830483198,-1.410765409,1
117,837,-3.394510746,-1.1090312,1
117,853,-3.418666124,-1.032099962,1
117,869,-2.88689661,-0.8603092432,1
117,885,-2.842264175,-0.7703298926,1
117,901,-2.519262552,-0.4964063466,1
117,917,-2.195778608,-0.6702928543,1
117,933,-2.724184275,-0.9817513824,1
117,949,-3.058175802,-0.6103239059,1
117,965,-2.94653368,-0.4469155669,1
117,981,-2.846796751,0.3815142214,1
117,997,-2.561495304,0.3179984391,1
117,1013,-2.104872465,-0.1710399091,1
117,1029,-1.698250294,0.1735347509,1
117,1045,-1.815441608,0.1946346909,1
117,1061,-1.947645307,0.0418272689,1
117,1077,-2.139932871,-0.3401995003,1
117,1093,-2.279900551,-0.4730826318,1
117,1109,-2.371376038,-0.5242980123,1
117,1125,-2.691210985,-1.152681589,1
117,1141,-2.304746151,-0.298401922,1
117,1157,-1.709386587,-0.4320997596,1
117,1173,-1.800819874,0.7049911022,1
117,1189,-2.881147146,1.742804289,1
117,1205,-2.178668022,1.229295135,1
117,1221,-1.683297753,0.5194306374,1
117,1237,-1.416857958,0.2652210593,1
117,1253,-1.560241938,-0.1625874639,1
117,1269,-2.156746864,0.4936185181,1
117,1285,-2.988492489,0.9096013308,1
117,1301,-3.383908987,0.5931003094,1
117,1317,-2.862397671,0.01133053005,1
117,1333,-2.579771996,0.08177390695,1
117,1349,-2.289013386,0.2314950973,1
117,1365,-2.169123411,0.5687859058,1
117,1381,-2.083139181,0.8359365463,1
117,1397,-2.252973795,0.5396314859,1
117,1413,-2.417724609,0.9780667424,1
117,1429,-2.887458801,0.6776576042,1
117,1445,-3.340940475,0.569626689,1
117,1461,-2.830366611,1.577062368,1
117,1477,-2.43534565,1.021341443,1
117,1493,-2.412066221,1.167367697,1
117,1509,-2.499550343,1.521484375,1
117,1525,-2.447464466,1.011942387,1
133,21,-4.46698904,-4.537826061,1
133,37,-3.844702244,-4.02644968,1
