PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
1205,341,-1.356132507,-0.5250625014,1
1205,357,-2.238119841,-0.4039407372,1
1205,373,-2.28591156,-0.3447973132,1
1205,389,-1.99307704,-0.9420310855,1
1205,405,-1.419892669,-1.146497607,1
1205,421,-0.4132746458,-1.383953691,1
1205,437,-0.5929445624,-1.562688112,1
1205,453,-1.526248217,-0.7532269955,1
1205,469,-2.054662704,-0.8617156148,1
1205,485,-2.514555216,-0.7439873815,1
1205,501,-2.39080286,-0.1532022953,1
1205,517,-2.058240891,0.2744863033,1
1205,533,-1.879269361,0.9859622717,1
1205,549,0.02601738274,-1.366430521,1
1205,565,0.3770437241,-1.218863964,1
1205,581,0.5475751758,-1.302553892,1
1205,597,0.753356874,-0.634505868,1
1205,613,1.354053974,-0.01628226042,1
1205,629,0.835695982,-0.1568983197,1
1205,645,0.4400767982,-0.460652113,1
1205,661,0.4507414401,-0.3188605309,1
1205,677,0.5494543314,-0.7310504913,1
1205,693,0.634788394,-0.7054253221,1
1205,709,0.2344489396,0.1435722113,1
1205,725,0.2993335426,0.1838213503,1
1205,741,-0.0586656481,-0.697137177,1
1205,757,-0.3509832919,-0.560774684,1
1205,773,-0.7068687677,-0.7756086588,1
1205,789,-0.9286164641,-1.501922011,1
1205,805,1.112646818,-1.582939863,1
1205,821,2.341187477,-1.169186115,1
1205,837,2.689370632,-1.581725597,1
1205,853,1.671357155,-0.7647150755,1
1205,869,1.701119661,-0.9880484343,1
1205,885,1.865152359,-0.4599551857,1
1205,901,2.247411728,0.005799263716,1
1205,917,2.961858273,-0.03280800581,1
1205,933,3.300428629,-0.04426022619,1
1205,949,3.223997116,-0.09486404806,1
1205,965,2.828216553,0.3228965104,1
1205,981,2.669180393,0.2498019636,1
1205,997,2.838047504,0.334343344,1
1205,1013,2.945723772,0.6178847551,1
1205,1029,2.836656094,0.5370598435,1
1205,1045,2.6310606,0.2978340685,1
1205,1061,2.600657463,0.3352966309,1
1205,1077,2.620355368,0.6051102877,1
1205,1093,2.600025415,1.031289577,1
1205,1109,2.792745113,0.919413209,1
1205,1125,2.704995155,0.2493130267,1
1205,1141,2.514253378,0.6227232218,1
1205,1157,2.86790657,0.7871317863,1
1205,1173,3.941911221,0.5220636129,1
1205,1189,3.204403162,0.06809943914,1
1205,1205,2.822084188,-0.1050668061,1
1205,1221,2.699147224,-0.2804444432,1
1205,1237,2.457844496,-0.5813072324,1
1205,1253,2.562914371,-0.1841632128,1
1205,1269,2.622283459,0.2832980454,1
1205,1285,2.690164566,0.338768661,1
1205,1301,2.736449003,0.2225321531,1
1205,1317,2.480196476,-0.33408463,1
1205,1333,2.683201075,-0.01797157899,1
1205,1349,2.756539822,0.1198795438,1
1205,1365,2.770428181,0.07318846136,1
1205,1381,3.343710423,-0.05159659684,1
1205,1397,3.233231783,0.5398466587,1
1205,1413,2.790510416,1.404694557,1
1205,1429,2.590682745,1.058566451,1
1205,1445,2.350218296,1.020437956,1
1205,1461,2.149749994,0.6263408065,1
1205,1477,1.924587011,0.5775572062,1
1205,1493,1.711388111,0.4075251818,1
1205,1509,1.761073709,0.7297821045,1
1205,1525,2.426033497,1.979789495,1
1221,21,-0.8223326206,-2.027702093,1
1221,37,-1.310980558,-1.561542392,1
1221,53,-1.304798007,-1.305514574,1
1221,69,-1.442198515,-1.486190081,1
1221,85,-1.369701743,-1.777323961,1
1221,101,-1.244855523,-1.723871708,1
1221,117,-1.216417432,-1.46604228,1
1221,133,-1.254975796,-1.620987654,1
1221,149,-0.9654369354,-1.382946014,1
1221,165,-0.95294559,-1.385677338,1
1221,181,-0.2325164676,-1.493037224,1
1221,197,-0.1093728244,-1.957907438,1
1221,213,-0.2237701118,-1.581704617,1
1221,229,-0.7271092534,-0.5505510569,1
1221,245,-1.115740895,-1.187158823,1
1221,261,-1.515325189,-1.477783322,1
1221,277,-1.689760804,-1.32567656,1
1221,293,-1.537556767,-1.191946387,1
1221,309,-1.13909173,-0.8836318254,1
1221,325,-0.8267292976,-0.8440638781,1
1221,341,-1.007074118,-0.6932080984,1
1221,357,-1.083343625,-0.9850966334,1
1221,373,-1.041919827,-1.434546709,1
1221,389,-1.432924867,-1.358028889,1
1221,405,-0.7762359977,-0.9490662813,1
1221,421,-0.6261621714,-1.585204363,1
1221,437,-0.7716833353,-1.74510169,1
1221,453,-1.219446182,-1.164091825,1
1221,469,-1.734232187,-1.109570265,1
1221,485,-2.214498758,-1.581447363,1
1221,501,-1.559040189,-0.5227606893,1
1221,517,-0.315367341,0.5597249866,1
1221,533,-0.06013798714,-0.179165259,1
1221,549,-0.2937731147,-1.064033747,1
1221,565,-0.2055639327,-0.9347730875,1
1221,581,0.1255224049,-0.7603899837,1
1221,597,0.7424141765,-0.8188369274,1
1221,613,0.8828446865,-0.4660214782,1
1221,629,0.7517305613,-0.6475102901,1
1221,645,0.718431592,-0.1170786619,1
1221,661,0.5740513206,0.09554973245,1
1221,677,0.674636364,-0.336245805,1
1221,693,0.6148425937,-0.527769804,1
1221,709,0.03872704506,-0.004283428192,1
1221,725,-0.02099528909,0.2092663795,1
1221,741,-0.01252196729,-0.3511867821,1
1221,757,-0.0589293465,-0.4136564136,1
1221,773,0.07233152539,-0.3300193548,1
1221,789,0.4164761305,-1.18991673,1
1221,805,0.9991061091,-0.6533947587,1
1221,821,1.657454491,-0.2433342934,1
1221,837,1.926336288,-0.2089650929,1
1221,853,2.445414305,-0.4453446865,1
1221,869,2.386508703,-0.5185978413,1
1221,885,2.500451088,-0.3202447593,1
1221,901,2.826693296,-0.06333048642,1
1221,917,2.653456926,-0.008001312613,1
1221,933,2.900994062,-0.1648980826,1
1221,949,3.076697826,-0.2643705308,1
1221,965,2.959106207,0.3509810567,1
1221,981,2.873470545,0.3517120481,1
1221,997,2.841789246,0.08448751271,1
1221,1013,3.083108902,0.4693201184,1
1221,1029,3.312651396,0.2880656123,1
1221,1045,3.108045578,0.09978921711,1
1221,1061,3.142886639,0.1739843935,1
1221,1077,3.294945478,0.5350438952,1
1221,1093,3.406209946,0.7646608949,1
1221,1109,3.921191692,0.5583288074,1
1221,1125,3.99688077,0.4916007221,1
1221,1141,3.443999529,0.6102395058,1
1221,1157,3.446352243,0.6171132922,1
1221,1173,3.411262751,0.4770094752,1
1221,1189,3.172399521,0.1813239008,1
1221,1205,2.998637676,-0.2790085673,1
1221,1221,2.919883251,-1.086393714,1
1221,1237,2.997285366,-0.4159165919,1
1221,1253,3.288886309,0.05813297629,1
1221,1269,3.332787752,-0.003811448812,1
1221,1285,2.969712734,-0.2268414795,1
1221,1301,2.687950611,0.108528696,1
1221,1317,2.808773756,0.02074398845,1
1221,1333,3.090816259,0.1179401353,1
1221,1349,3.110239983,0.2625093162,1
1221,1365,3.144403219,0.1147636175,1
1221,1381,3.347570896,-0.1253409684,1
1221,1397,3.271906137,0.1617109776,1
1221,1413,2.825837612,1.202820659,1
1221,1429,2.747583151,1.061397314,1
1221,1445,2.524846792,1.179993868,1
1221,1461,2.61655426,0.7845453024,1
1221,1477,1.696532845,0.7400719523,1
1221,1493,1.665821195,0.4421666265,1
1221,1509,1.743450642,0.8398451805,1
1221,1525,2.103021622,2.081265926,1
1237,21,-0.228777647,-2.12973547,1
1237,37,-0.5020727515,-2.134074211,1
1237,53,-0.05760607123,-1.71528244,1
1237,69,-0.6164271235,-1.709754825,1
1237,85,-1.269309521,-1.481392741,1
1237,101,-1.300380588,-1.141772747,1
1237,117,-1.246447206,-1.352251291,1
1237,133,-1.055157781,-1.115761042,1
1237,149,-0.9608191252,-1.445794106,1
1237,165,-0.5274589658,-1.55536449,1
1237,181,0.5964327455,-1.455906034,1
1237,197,-0.02739107609,-1.454312086,1
1237,213,-0.7709366083,-1.385890245,1
1237,229,-1.06742692,-0.9284478426,1
1237,245,-1.019153953,-1.155719995,1
1237,261,-0.9882467389,-1.903181195,1
1237,277,-0.8680131435,-1.284168959,1
1237,293,-0.7665034533,-1.257227182,1
1237,309,-1.17403245,-1.194663286,1
1237,325,-0.6135696173,-1.348680019,1
1237,341,-0.7898290157,-1.223980308,1
1237,357,-1.210384846,-1.464067101,1
1237,373,-1.488171101,-1.64127183,1
1237,389,0.191028595,-1.324594498,1
1237,405,0.5544470549,-2.102510929,1
1237,421,-0.5624502897,-1.86808753,1
1237,437,-0.7927978039,-1.54794991,1
1237,453,-0.857065618,-1.593192101,1
1237,469,-1.291173458,-1.569360018,1
1237,485,-1.467162132,-1.521033287,1
1237,501,-1.095198631,-0.731292367,1
1237,517,0.08988559246,0.1358249784,1
1237,533,-0.1113738418,-0.3526939154,1
1237,549,-0.342836678,-0.8984627724,1
1237,565,-0.4409033656,-1.007746816,1
1237,581,0.08516824245,-0.688243866,1
1237,597,0.4280231595,-0.782854259,1
1237,613,0.6674113274,-0.7441792488,1
1237,629,0.9438472986,-1.186696887,1
1237,645,1.187451601,0.5687087774,1
1237,661,0.6332999468,-0.1031516492,1
1237,677,0.419226408,-0.4516121149,1
1237,693,0.4850208759,-0.5529067516,1
1237,709,0.6581445932,-0.2963001728,1
1237,725,0.8033144474,0.1937083155,1
1237,741,1.50480938,0.2014453113,1
1237,757,2.613887072,0.1593777686,1
1237,773,0.814510107,-0.6158027649,1
1237,789,1.125365853,-3.92797184,1
1237,805,2.037426949,-0.3441586196,1
1237,821,2.327551365,0.06187933683,1
1237,837,2.392374754,0.1735796928,1
1237,853,2.729872465,-0.3951464295,1
1237,869,2.749463797,-0.6426007748,1
1237,885,2.854377985,-0.5169942379,1
1237,901,2.734884501,-0.393561542,1
1237,917,2.694577456,-0.08414642513,1
1237,933,2.867602348,-0.2702640295,1
1237,949,3.137212515,-0.4676856101,1
1237,965,3.170619011,-0.3672887087,1
1237,981,2.683670044,-0.1656259,1
1237,997,2.841644049,-0.2658074498,1
1237,1013,3.245751858,-0.2314893156,1
1237,1029,3.761104584,0.03429956734,1
1237,1045,3.813091278,0.09382340312,1
1237,1061,3.6961689,0.2263956964,1
1237,1077,3.730649233,0.4987995327,1
1237,1093,3.566847324,0.6039476395,1
1237,1109,3.574883938,0.6676696539,1
1237,1125,3.575030088,0.8010770679,1
1237,1141,3.448123217,0.4113655388,1
1237,1157,3.265895844,0.4623399675,1
1237,1173,3.073594809,0.724327445,1
1237,1189,3.204465151,0.6898170114,1
1237,1205,3.141199112,-0.2385233492,1
1237,1221,2.975886345,-0.9472838044,1
1237,1237,3.432719707,-0.0999288559,1
1237,1253,3.694424868,0.2689779997,1
1237,1269,3.403756857,-0.6835249066,1
1237,1285,3.555617809,-0.7519959211,1
1237,1301,3.41126585,-0.157307744,1
1237,1317,3.129603624,0.1019962728,1
1237,1333,3.162352324,0.3888676167,1
1237,1349,2.992410898,0.4300208688,1
1237,1365,3.08477354,0.2076795101,1
1237,1381,3.601992846,-0.01549616456,1
1237,1397,3.848974466,0.05943527818,1
1237,1413,3.885667086,0.6815276146,1
1237,1429,3.16963625,0.7078307867,1
1237,1445,2.883296967,0.9701213837,1
1237,1461,3.409051657,0.8564998507,1
1237,1477,2.755570412,0.8235109448,1
1237,1493,2.515728235,0.6074221134,1
1237,1509,2.120473623,0.7339469194,1
1237,1525,1.375301003,1.142134547,1
1253,21,-0.5018619299,-2.505300999,1
1253,37,-0.2927898169,-2.382866383,1
1253,53,0.22886163,-2.198448896,1
1253,69,-0.1574701071,-2.063524723,1
1253,85,-1.193622112,-1.213116884,1
1253,101,-1.431034207,-1.169641256,1
1253,117,-1.20037806,-0.9940571785,1
1253,133,-0.6973132491,-0.8806148171,1
1253,149,-0.4113853574,-1.291755438,1
1253,165,-0.3575616181,-1.867986679,1
1253,181,-0.06848987937,-2.003608465,1
1253,197,-0.6394032836,-1.862219691,1
1253,213,-1.160400033,-1.571512818,1
1253,229,-1.497439623,-1.330474615,1
1253,245,-1.026036978,-1.061485887,1
1253,261,-0.3472149372,-1.279381752,1
1253,277,-0.3492564261,-1.573799849,1
1253,293,-0.620616436,-1.534627795,1
1253,309,-1.560795903,-1.68463254,1
1253,325,-0.6377711296,-2.144206047,1
1253,341,-0.9264823198,-2.065495491,1
1253,357,-1.032419443,-1.165683508,1
1253,373,-0.717191875,-1.707278967,1
1253,389,-0.4415818751,-2.375870705,1
1253,405,-0.3275699019,-1.947880983,1
1253,421,-0.8884519339,-1.98273921,1
1253,437,-1.193682313,-2.265903473,1
1253,453,-0.8069157004,-2.078528404,1
1253,469,-0.7207781672,-1.900048971,1
1253,485,-1.066201448,-1.499590874,1
1253,501,-1.116209149,-1.058418632,1
1253,517,-0.3542349935,-0.8729252815,1
1253,533,-0.04758739471,-0.6731095314,1
1253,549,-0.03831791878,-0.9454498887,1
1253,565,0.5416253805,-1.300034642,1
1253,581,0.5583456755,-1.050563574,1
1253,597,0.5038737059,-0.7290537357,1
1253,613,0.9317064285,-0.8480285406,1
1253,629,0.8554053307,-1.212490916,1
1253,645,0.9397710562,-0.3736404479,1
1253,661,0.8621069789,-0.5262622833,1
1253,677,0.650604248,-0.5215638876,1
1253,693,0.6967915297,-0.6474949121,1
1253,709,1.131758928,-0.5868651867,1
1253,725,1.531594753,-0.005408138037,1
1253,741,1.665877461,0.1529192775,1
1253,757,1.79005456,-0.06872928888,1
1253,773,1.450185657,-0.5333280563,1
1253,789,1.739117026,-0.5078383088,1
1253,805,1.887869596,-0.1671711951,1
1253,821,1.803825617,0.1664339453,1
1253,837,2.318194866,0.2209463567,1
1253,853,3.024317026,-0.1424464583,1
1253,869,3.531015158,-0.3985644281,1
1253,885,4.173720837,-0.1086739898,1
1253,901,3.272284508,-0.3510532379,1
1253,917,3.029231548,-0.3061945736,1
1253,933,2.842651129,-0.3922656178,1
1253,949,3.248219967,-0.3915336728,1
1253,965,3.833011627,-0.4104315042,1
1253,981,2.954516888,-0.5576317906,1
1253,997,3.702511311,-1.394338608,1
1253,1013,3.975787163,-1.471462965,1
1253,1029,3.675308466,0.01244116202,1
1253,1045,3.818797112,0.2399325669,1
1253,1061,3.595668077,0.2760292888,1
1253,1077,3.415794611,0.38729316,1
1253,1093,3.086316109,0.4479127228,1
1253,1109,2.835659504,0.7588974237,1
1253,1125,3.01493454,1.022166252,1
1253,1141,3.025403261,0.3483852446,1
1253,1157,2.993312836,0.3779626489,1
1253,1173,3.02761817,1.049123406,1
1253,1189,3.066339254,1.537007928,1
1253,1205,3.282440186,0.9984740615,1
1253,1221,3.102007151,-0.0529525876,1
1253,1237,2.878608704,0.1639311761,1
1253,1253,3.144852638,0.225576669,1
1253,1269,3.032167912,-0.8169072866,1
1253,1285,3.753491879,-0.6299318075,1
1253,1301,3.46046114,0.07878960669,1
1253,1317,3.010814428,0.0486761108,1
1253,1333,3.456730127,0.1972919405,1
1253,1349,3.394518614,0.3183351159,1
1253,1365,3.551089048,0.3608712554,1
1253,1381,3.868026733,0.3516485989,1
1253,1397,4.02191925,0.7135734558,1
1253,1413,3.96116662,1.190981507,1
1253,1429,3.587504625,1.190862894,1
1253,1445,3.255519152,1.356105089,1
1253,1461,3.462216854,1.038795114,1
1253,1477,3.929515839,0.3226221204,1
1253,1493,3.756650686,0.3094769418,1
1253,1509,2.992536068,0.4898840785,1
1253,1525,1.770864487,1.004827499,1
1269,21,-0.09537404776,-2.642065287,1
1269,37,-0.6120567918,-2.616307735,1
1269,53,-1.010219812,-2.467049599,1
1269,69,-3.178513765,-2.061685562,1
1269,85,-1.636502028,-1.34866488,1
1269,101,-1.112978458,-1.540196776,1
1269,117,-0.9311861396,-1.314081669,1
1269,133,-0.5622912645,-1.39052546,1
1269,149,-0.4113013148,-1.677969575,1
1269,165,-0.3725782037,-2.058446407,1
1269,181,-0.8224620223,-2.437343597,1
1269,197,-1.146107435,-2.049861908,1
1269,213,-1.641329288,-1.487277031,1
1269,229,-1.487673283,-1.433429956,1
1269,245,-0.9139490724,-1.432219505,1
1269,261,-0.4316821694,-1.844426274,1
1269,277,-0.5668125153,-2.156863928,1
1269,293,-0.7375000119,-1.922905445,1
1269,309,-0.9069319963,-2.21177268,1
1269,325,-1.207378864,-2.342658997,1
1269,341,-1.656613827,-2.408855677,1
1269,357,-0.7314457893,-2.302422047,1
1269,373,-0.4687611759,-2.020992279,1
1269,389,-0.4618720114,-2.066741467,1
1269,405,-0.7302727103,-1.974125147,1
1269,421,-0.6585673094,-2.044587135,1
1269,437,-0.7427591681,-2.446596861,1
1269,453,-0.7201294899,-2.285243273,1
1269,469,-0.6063002944,-2.195069075,1
1269,485,-0.6495190263,-1.644836664,1
1269,501,-0.5234217644,-1.396477342,1
1269,517,-0.189032793,-1.158548594,1
1269,533,0.340911448,-0.9628216028,1
1269,549,0.5864497423,-1.08784914,1
1269,565,1.19636941,-1.312424302,1
1269,581,1.024439812,-1.835222363,1
1269,597,0.7578155994,-1.081687689,1
1269,613,1.219859838,-0.9916452169,1
1269,629,1.14169085,-1.53082037,1
1269,645,1.313923597,-0.74467659,1
1269,661,1.267466068,-0.480779022,1
1269,677,0.9515957832,-0.5169010758,1
1269,693,1.160243988,-0.4877690971,1
1269,709,1.39524436,-0.421200484,1
1269,725,1.736208439,0.001596406102,1
1269,741,1.932119131,0.3504903316,1
1269,757,1.527935505,-0.1181929931,1
1269,773,1.573315859,-0.3684586585,1
1269,789,2.070280075,-0.09579791129,1
1269,805,2.275510311,-0.3981609344,1
1269,821,1.416538715,0.1238951907,1
1269,837,1.988731146,0.03220820427,1
1269,853,2.772341013,-0.2782852948,1
1269,869,3.553570271,-0.4138527811,1
1269,885,3.651328564,-0.3387898803,1
1269,901,3.518191338,-0.438724041,1
1269,917,3.222766876,-0.3608481586,1
1269,933,2.706505537,-0.2673532963,1
1269,949,2.748677969,-0.251924932,1
1269,965,3.037034512,-0.1872786582,1
1269,981,3.429874659,-0.6588782072,1
1269,997,3.417127609,-2.128620386,1
1269,1013,4.047890663,-0.4517877698,1
1269,1029,3.083781719,0.2324062735,1
1269,1045,3.005246162,0.6426196694,1
1269,1061,3.207618237,0.3840682805,1
1269,1077,3.52925539,0.4845775962,1
1269,1093,2.905131817,0.3781125546,1
1269,1109,2.438708305,0.810048461,1
1269,1125,2.708161354,1.265905619,1
1269,1141,2.804207802,0.6536237001,1
1269,1157,2.856853008,0.4878461957,1
1269,1173,2.995585203,0.794572711,1
1269,1189,3.659736872,1.146072865,1
1269,1205,4.284165382,0.832018733,1
1269,1221,2.838576794,0.381629169,1
1269,1237,2.087464333,0.159238264,1
1269,1253,2.489525318,0.1346137077,1
1269,1269,3.199529886,-0.6695779562,1
1269,1285,4.505059242,-0.4609778225,1
1269,1301,3.825496912,0.06938862056,1
1269,1317,3.35229826,0.2701636851,1
1269,1333,4.553165913,0.3696419299,1
1269,1349,4.115265846,0.3690748811,1
1269,1365,3.736900806,0.4120751023,1
1269,1381,3.952690601,0.4494954944,1
1269,1397,4.086856842,0.717485249,1
1269,1413,4.11077261,1.162482977,1
1269,1429,3.958270073,1.325268269,1
1269,1445,3.203303337,0.9714704752,1
1269,1461,3.040161133,0.8431873322,1
1269,1477,3.342801094,0.872107923,1
1269,1493,4.164805412,0.2423323691,1
1269,1509,3.643016338,0.3326590061,1
1269,1525,2.4248209,1.372686148,1
1285,21,0.09702563286,-3.278245926,1
1285,37,-0.9478646517,-2.913142443,1
1285,53,-0.694745779,-1.993755341,1
1285,69,0.02815514803,-0.2422790527,1
1285,85,-0.622623086,-1.504667163,1
1285,101,-0.3044853806,-1.641775012,1
1285,117,-0.1758365333,-2.069804907,1
1285,133,-0.3240923584,-2.214880466,1
1285,149,-0.244213894,-2.141363621,1
1285,165,-0.01704242826,-2.123535872,1
1285,181,-0.8265206814,-2.586092234,1
1285,197,-1.230760455,-2.059370518,1
1285,213,-1.345562458,-1.487307787,1
1285,229,-1.333456039,-1.278056502,1
1285,245,-0.9703352451,-1.735450268,1
1285,261,-0.4307850003,-2.670217991,1
1285,277,-0.6387546659,-2.078504086,1
1285,293,-0.6375278831,-1.93458581,1
1285,309,-0.7070005536,-2.193148613,1
1285,325,-0.9710152149,-2.312511921,1
1285,341,-0.7602688074,-2.802718639,1
1285,357,-0.132645607,-2.85269022,1
1285,373,0.01662680507,-2.264400482,1
1285,389,-0.02045503259,-1.592159033,1
1285,405,-0.3973103166,-1.50094223,1
1285,421,-0.3872959614,-1.869603753,1
1285,437,-0.2715551257,-2.188556671,1
1285,453,-0.2986720502,-2.337590456,1
1285,469,-0.699311614,-2.772649288,1
1285,485,-0.0218565464,-1.996096969,1
1285,501,0.112446785,-1.431491613,1
1285,517,0.4054737091,-1.294659376,1
1285,533,1.266992807,-1.346077204,1
1285,549,1.411404133,-1.031737208,1
1285,565,1.185651541,-0.8488008976,1
1285,581,1.025134325,-2.248495102,1
1285,597,1.125066638,-1.71782434,1
1285,613,1.7306391,-1.077336311,1
1285,629,1.472734451,-0.5623936057,1
1285,645,1.300739765,-0.3878988624,1
1285,661,1.266080976,-0.3116058409,1
1285,677,1.457636118,-0.4100774527,1
1285,693,1.474773169,-0.2996049523,1
1285,709,1.890601039,-0.2030215859,1
1285,725,2.104035854,-0.02272921801,1
1285,741,2.040591478,0.1523712277,1
1285,757,2.052764416,-0.4218810499,1
1285,773,1.702949405,-0.6133948565,1
1285,789,1.708628893,-0.4457838833,1
1285,805,1.778308511,-0.3371161819,1
1285,821,1.635345817,-0.2344489396,1
1285,837,2.306019068,-0.6729844809,1
1285,853,3.11796689,-1.495414734,1
1285,869,3.020608425,-0.8930200934,1
1285,885,2.519412756,-1.066444635,1
1285,901,2.690612078,-0.6177951097,1
1285,917,2.903471708,0.06569211185,1
1285,933,2.806407928,-0.0008706152439,1
1285,949,3.250360966,0.06362636387,1
1285,965,3.973898888,-0.1396030784,1
1285,981,3.438040972,-1.278695703,1
1285,997,3.840676069,-0.9260817766,1
1285,1013,6.303117275,-0.2690561414,1
1285,1029,5.275537491,0.4909866452,1
1285,1045,3.005912304,0.5275474191,1
1285,1061,3.166879654,-0.04065783322,1
1285,1077,3.046613693,0.2523829043,1
1285,1093,2.98205924,1.256316781,1
1285,1109,3.17509675,0.8540289402,1
1285,1125,2.87514925,1.102467775,1
1285,1141,2.51230979,1.803454638,1
1285,1157,2.748181581,0.6308782101,1
1285,1173,2.828920603,0.7666302919,1
1285,1189,2.981673956,1.061846018,1
1285,1205,3.169817209,0.7742814422,1
1285,1221,2.677494287,0.1354708374,1
1285,1237,2.453089476,0.2873692214,1
1285,1253,2.440283775,0.08492055535,1
1285,1269,2.956857681,0.4928118587,1
1285,1285,3.455741405,-0.1010506228,1
1285,1301,3.528810024,-0.01153355092,1
1285,1317,3.573964596,0.5312066078,1
1285,1333,4.033687592,0.6282581091,1
1285,1349,3.790346861,0.2996578813,1
1285,1365,3.908754587,0.5870281458,1
1285,1381,3.938671112,0.6727440357,1
1285,1397,3.866499662,0.7648753524,1
1285,1413,3.611850977,1.058299422,1
1285,1429,3.106729984,1.535672665,1
1285,1445,3.072817087,1.193345904,1
1285,1461,3.083667278,1.002747893,1
1285,1477,2.942265511,1.257181168,1
1285,1493,2.968113661,0.3587909937,1
1285,1509,3.212303162,0.4054262638,1
1285,1525,2.622179508,0.9204540253,1
1301,21,-0.9860115647,-3.904650927,1
1301,37,-1.059321404,-3.046246767,1
1301,53,-0.3878218532,-1.626220703,1
1301,69,0.1372199059,-0.5480248928,1
1301,85,-0.3179197609,-1.084068775,1
1301,101,0.5350183249,-1.689371824,1
1301,117,0.5699806213,-2.355842829,1
1301,133,0.1024958342,-2.198853254,1
1301,149,-0.2590468824,-2.226610899,1
1301,165,-0.1387454271,-2.189971209,1
1301,181,-0.6026231647,-2.405303955,1
1301,197,-0.8225966692,-2.540766716,1
1301,213,-0.9314045906,-1.578289628,1
1301,229,-0.8701219559,-1.32128191,1
1301,245,-0.8209787607,-1.522958994,1
1301,261,-0.8620721698,-1.963828921,1
1301,277,-0.4483386278,-2.087659121,1
1301,293,-0.4269728661,-1.320218325,1
1301,309,-0.9306662083,-1.299327374,1
1301,325,-0.5679786205,-1.821155071,1
1301,341,-0.1968629956,-2.204279423,1
1301,357,-0.004810899496,-2.43991518,1
1301,373,0.06303192675,-2.793708563,1
1301,389,-0.2322612852,-2.089342594,1
1301,405,-0.1833211333,-1.37048018,1
1301,421,-0.412054956,-1.702777982,1
1301,437,-0.03273451328,-1.954387903,1
1301,453,0.1820937991,-2.120772123,1
1301,469,-0.1705479622,-2.559523821,1
1301,485,0.2528496087,-2.118095636,1
1301,501,0.3725071251,-1.664771795,1
1301,517,0.5687122941,-1.48347187,1
1301,533,0.9129661918,-1.613577604,1
1301,549,0.9559767842,-1.235968947,1
1301,565,1.043643117,-1.099676847,1
1301,581,1.52805686,-1.689170837,1
1301,597,1.795627832,-2.037437677,1
1301,613,2.217206478,-0.8900520802,1
1301,629,2.244515896,-0.4224632978,1
1301,645,1.905792952,-0.493731916,1
1301,661,1.728332281,-0.3478518724,1
1301,677,1.44067502,-0.177474618,1
1301,693,1.545582414,-0.2736272216,1
1301,709,1.980759859,-0.4193165302,1
1301,725,2.36687541,-0.3533282578,1
1301,741,2.218682766,-0.09369044006,1
1301,757,1.855305433,-0.729203999,1
1301,773,1.595486641,-0.8743929267,1
1301,789,1.602461576,-0.6894207001,1
1301,805,1.577559948,-0.4966854453,1
1301,821,1.370618105,-0.4392986894,1
1301,837,1.60520184,-0.3025423288,1
1301,853,2.149333477,-0.4399448931,1
1301,869,2.964715242,-0.881965816,1
1301,885,1.675512791,-0.8169588447,1
1301,901,1.906876087,-0.5258730054,1
1301,917,2.987288713,0.06007555127,1
1301,933,3.243807077,-0.08383874595,1
1301,949,3.517932653,-0.04536449909,1
1301,965,3.159486532,-0.3039258122,1
1301,981,3.154997587,-0.2986198366,1
1301,997,3.425555468,-0.3084282577,1
1301,1013,3.953134537,-0.2283130884,1
1301,1029,7.372638702,-3.029841423,1
1301,1045,3.134679079,0.3899664283,1
1301,1061,2.889033079,0.03627711535,1
1301,1077,2.772470951,0.2261089683,1
1301,1093,2.857194662,0.5828700066,1
1301,1109,3.064972162,0.6829718351,1
1301,1125,2.877815485,0.6512932777,1
1301,1141,2.532432795,2.951916218,1
1301,1157,2.844702721,1.229535103,1
1301,1173,2.75658989,0.7284696102,1
1301,1189,2.585264683,0.575502336,1
1301,1205,2.731541157,0.315032661,1
1301,1221,2.03068161,-1.835774899,1
1301,1237,3.768181801,-0.9866837263,1
1301,1253,3.405719519,0.04783436656,1
1301,1269,2.964277029,0.3495642543,1
1301,1285,2.731218576,0.4445315003,1
1301,1301,2.930011511,1.048482299,1
1301,1317,3.220714092,0.5265445113,1
1301,1333,3.367538214,0.47894153,1
1301,1349,3.417470217,0.8767666817,1
1301,1365,3.664284468,1.093102932,1
1301,1381,3.883687973,0.9203597307,1
1301,1397,3.685398817,0.5354554057,1
1301,1413,3.252951622,0.2493248582,1
1301,1429,2.958617449,1.943437099,1
1301,1445,2.990158558,1.279263377,1
1301,1461,3.819948912,0.7315494418,1
1301,1477,3.416244507,1.004804254,1
1301,1493,3.207460642,0.8558752537,1
1301,1509,3.266659737,1.276422024,1
1301,1525,3.278623104,2.214250088,1
1317,21,-0.1194270849,-3.421067953,1
1317,37,-0.7246539593,-2.634231806,1
1317,53,-0.7753514051,-2.051356792,1
1317,69,-0.2535498738,-0.9864878654,1
1317,85,-0.008026480675,-0.9845809937,1
1317,101,0.1438117176,-2.452895403,1
1317,117,0.2968086898,-2.899339199,1
1317,133,-0.003982424736,-2.226699591,1
1317,149,-0.4721077979,-2.164210558,1
