PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[10]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
207,1921,-3.932663918,-0.6211779714,1
207,1953,-4.917216301,-1.854283094,1
207,1985,-4.366979599,-19.2504921,1
207,2017,15.08003616,0.2195174694,1
239,33,-0.1985594332,0.03786481917,1
239,65,0.01745613664,0.08346679807,1
239,97,0.09492845088,-0.1810943037,1
239,129,0.04744084179,0.3045882881,1
239,161,-0.215141207,0.1636082232,1
239,193,-0.3221558332,0.07550908625,1
239,225,-0.1350205094,0.00832621567,1
239,257,-0.08333986253,-0.3171944618,1
239,289,-0.1315667778,-0.01678459346,1
239,321,-0.06320102513,0.04847445339,1
239,353,-0.03482843563,0.03808725625,1
239,385,-0.07529915124,0.05557316169,1
239,417,0.1837768406,0.0715900138,1
239,449,0.5898061395,0.09764274955,1
239,481,0.4813713133,-0.07758621871,1
239,513,-0.008072942495,-0.1388420314,1
239,545,-0.2288112342,0.004359785467,1
239,577,-0.3170835674,-0.03219975904,1
239,609,-0.08934505284,-0.1382457167,1
239,641,0.286994338,0.1948854774,1
239,673,-0.02277204022,0.4691408277,1
239,705,-0.1350989491,0.3583652675,1
239,737,-0.0003705173731,0.303782016,1
239,769,0.02756842412,0.1157491803,1
239,801,0.02766945213,-0.1436896175,1
239,833,0.177958414,0.09745072573,1
239,865,0.02966488898,0.1551775336,1
239,897,-0.3473249078,0.1219257712,1
239,929,0.06104762852,-0.4493967295,1
239,961,0.1506911218,-0.6788138151,1
239,993,-0.2100047469,0.04412484169,1
239,1025,-0.2008354664,0.5943674445,1
239,1057,-0.2347911596,0.1544187069,1
239,1089,0.2540468574,0.1273057163,1
239,1121,-0.1862179637,-0.3964784145,1
239,1153,-0.5342073441,-0.7168258429,1
239,1185,0.3536887765,0.8024309874,1
239,1217,-0.1977397799,-0.5801929235,1
239,1249,-0.8784739375,-0.9716958404,1
239,1281,-0.5488984585,-1.057621002,1
239,1313,-0.4466040432,-1.221978307,1
239,1345,8.656368256,-1.898898482,1
239,1377,-1.760314703,-6.495355606,1
239,1409,-2.308293343,-5.533951759,1
239,1441,-2.209741354,-4.028463364,1
239,1473,-1.723973155,-2.155240059,1
239,1505,11.96414757,2.855836868,1
239,1537,-6.38301754,-19.7922554,1
239,1569,-7.399712086,2.011766672,1
239,1601,-1.012457371,-0.05975469947,1
239,1633,-2.587062836,1.45066309,1
239,1665,-2.932556629,1.501011848,1
239,1697,-2.300552845,-0.09623849392,1
239,1729,-3.142068148,-0.6458889842,1
239,1761,-3.651213169,0.107855618,1
239,1793,-3.671089649,0.0692865476,1
239,1825,-4.16935873,0.5401759744,1
239,1857,-4.319555283,-0.4905332923,1
239,1889,-4.267359257,-1.81606555,1
239,1921,-4.632285595,-1.040841222,1
239,1953,-6.456565857,-0.6901686192,1
239,1985,-4.267173767,-18.68386459,1
239,2017,-3.757238388,-0.06478126347,1
271,33,0.1775633842,-0.01990135014,1
271,65,0.129823938,0.08843848854,1
271,97,-0.02418389916,0.5985198021,1
271,129,0.0571632497,0.552495718,1
271,161,0.007076598704,0.147533536,1
271,193,0.137768209,0.241963774,1
271,225,0.2243243009,-0.06864818186,1
271,257,0.1365221441,-0.3441752493,1
271,289,0.09075099975,-0.07987495512,1
271,321,0.2590970695,0.1588366479,1
271,353,0.0801211521,0.1083157659,1
271,385,-0.2074007988,-0.09159804881,1
271,417,0.01806020737,-0.08843240142,1
271,449,0.3840680718,0.1410878599,1
271,481,0.4621502757,-0.03463502973,1
271,513,-0.05022098124,-0.3812778592,1
271,545,-0.1630947292,-0.1667683572,1
271,577,-0.2550821006,-0.225045383,1
271,609,-0.2722905874,-0.2423802912,1
271,641,0.02301945537,0.0705486536,1
271,673,-0.1230516061,0.3313992023,1
271,705,-0.03630813584,0.4504213035,1
271,737,0.08514146507,0.4698611796,1
271,769,0.05791471899,0.2190700769,1
271,801,0.1628041118,-0.06078803539,1
271,833,0.1506123096,0.07900521904,1
271,865,-0.1358516216,0.008553951979,1
271,897,-0.4115243852,-0.1733814776,1
271,929,-0.2379547358,-0.4032601416,1
271,961,-0.05836874247,-0.550906539,1
271,993,-0.2578690052,-0.6518484354,1
271,1025,-0.4992100596,0.4479957819,1
271,1057,-0.4674613476,0.06940859556,1
271,1089,0.3558366299,-0.4860818982,1
271,1121,-0.06481140852,-1.022334814,1
271,1153,-1.103121638,-1.094265699,1
271,1185,-1.229369521,-0.5209592581,1
271,1217,0.5202513933,0.3640848398,1
271,1249,1.963960052,-0.751842618,1
271,1281,-0.681065917,-1.2225945,1
271,1313,-1.146792054,-5.717093468,1
271,1345,-1.404052496,-4.427554607,1
271,1377,-2.148587942,-7.325231552,1
271,1409,-2.502330065,-6.507596493,1
271,1441,-2.089066505,-3.907940865,1
271,1473,-1.559087634,-2.075466156,1
271,1505,16.0515461,-9.008555412,1
271,1537,0.4007703662,0.9032281637,1
271,1569,-0.3967378139,-0.07711440325,1
271,1601,-1.340948582,0.4905412197,1
271,1633,-2.044783592,1.332023382,1
271,1665,-2.328130245,1.353817225,1
271,1697,-2.575140715,-0.2105141431,1
271,1729,-4.107982635,-0.3564571142,1
271,1761,-4.337649822,-1.260186911,1
271,1793,-4.378317833,-0.8453176618,1
271,1825,-4.54642725,0.452313602,1
271,1857,-4.656745911,0.4226595759,1
271,1889,-5.22256279,-0.2289733887,1
271,1921,-5.324604988,-0.1781440973,1
271,1953,-7.246948242,-0.1261387467,1
271,1985,-7.575304508,-0.425096035,1
271,2017,-5.669522762,0.004112355411,1
303,33,0.1541368961,-0.03819161654,1
303,65,0.0321945399,-0.07070726901,1
303,97,-0.01838315278,0.3988627791,1
303,129,0.03577782214,0.09342704713,1
303,161,0.2309887856,-0.1621428281,1
303,193,0.217605263,0.1042300612,1
303,225,0.1663544774,0.09563607723,1
303,257,0.1045893729,0.03703956306,1
303,289,0.0682548508,0.05206392705,1
303,321,0.2450369596,-0.03068763018,1
303,353,0.02233943343,0.001837365329,1
303,385,-0.3161019087,-0.1603872776,1
303,417,-0.006248235703,-0.03471949697,1
303,449,0.3713696599,0.004662826657,1
303,481,0.2527323663,-0.3956781328,1
303,513,-0.1464085281,0.08386071026,1
303,545,-0.03620667011,0.08190733194,1
303,577,0.1408260018,-0.4075742364,1
303,609,-0.07548154891,-0.3113857806,1
303,641,-0.1811987609,-0.05456760526,1
303,673,-0.2230342925,0.1924109459,1
303,705,0.07870548964,0.352678597,1
303,737,0.3358587027,0.4566531181,1
303,769,0.1213391423,0.421495229,1
303,801,-0.0138162002,0.01507142559,1
303,833,-0.09427988529,-0.0753788203,1
303,865,-0.1002358794,0.2206991762,1
303,897,0.06882984936,-0.1468374282,1
303,929,0.6777496338,-17.28555489,1
303,961,0.08821761608,-0.6030858159,1
303,993,-4.108227253,-5.710241795,1
303,1025,-4.363463879,-5.586623192,1
303,1057,-0.8090689182,-0.7866537571,1
303,1089,-1.335074186,-1.16443038,1
303,1121,-1.882482052,-1.051820159,1
303,1153,-2.103698969,-0.3085539341,1
303,1185,-1.810269356,-0.7372812629,1
303,1217,0.8165149689,0.1118901372,1
303,1249,2.438147545,-0.867856741,1
303,1281,-0.6287171841,-1.290770888,1
303,1313,-1.113907099,-2.308060408,1
303,1345,-3.270014763,-3.333501577,1
303,1377,-3.008080959,-4.903128624,1
303,1409,-1.536456585,-4.734877586,1
303,1441,-1.012130737,-2.800048828,1
303,1473,-0.01834964752,-1.446056604,1
303,1505,-0.5728225708,-0.6628366709,1
303,1537,-0.765060842,0.2408692837,1
303,1569,-0.9275728464,-0.2954947352,1
303,1601,-0.8161851168,-0.4764921367,1
303,1633,-1.423868179,-0.283590734,1
303,1665,-1.997554541,0.2774196863,1
303,1697,-2.801255226,0.1304725409,1
303,1729,-3.733252525,0.8407693505,1
303,1761,-4.606579781,0.102141574,1
303,1793,-3.755164623,0.4290603995,1
303,1825,-4.65845871,0.5075162649,1
303,1857,-4.713130951,0.9195221663,1
303,1889,-3.430546284,0.9112371206,1
303,1921,-4.415573597,0.9723210335,1
303,1953,-5.373025417,1.326325536,1
303,1985,-5.688494205,0.01438740268,1
303,2017,-5.052109718,-0.1608324498,1
335,33,-0.13039428,-0.03898762167,1
335,65,-0.1477933079,0.02648191154,1
335,97,0.0821506381,-0.04882481694,1
335,129,0.1239415333,-0.1381585002,1
335,161,0.305598855,-0.1793641001,1
335,193,0.1429739296,-0.05031573772,1
335,225,0.09672876447,0.2362020612,1
335,257,0.4188642204,0.2557731271,1
335,289,-0.01709997281,0.1424747556,1
335,321,-0.1116616428,-0.1040083766,1
335,353,-0.03338180855,-0.1498676836,1
335,385,-0.05253903568,0.05395251513,1
335,417,0.1639885306,0.02165853977,1
335,449,0.411270678,-0.3592899144,1
335,481,0.1424040794,-0.4307607412,1
335,513,-0.00241368264,-0.2724626958,1
335,545,0.1555318385,-0.2925220728,1
335,577,0.05877770483,-0.4825384617,1
335,609,-0.05946806818,-0.4820676744,1
335,641,-0.1347329021,-0.2181155682,1
335,673,-0.1391000003,0.1429608017,1
335,705,0.2385138273,0.03646342456,1
335,737,0.4702227712,-0.3225160837,1
335,769,0.3216011822,-0.06991308928,1
335,801,0.06261225045,-0.1068064868,1
335,833,-0.1238736659,-0.2328023016,1
335,865,0.0003992393613,0.0645891726,1
335,897,0.1992782801,0.01080358028,1
335,929,0.2381154001,0.1427795291,1
335,961,-0.6079260111,-0.08064675331,1
335,993,-3.898823261,-5.692442894,1
335,1025,-4.087242603,-5.58002758,1
335,1057,-2.212260723,-1.74720645,1
335,1089,-2.115089655,-1.12495172,1
335,1121,-2.657579422,-1.157789469,1
335,1153,-2.776872396,-0.5390865803,1
335,1185,-1.427871346,-0.7640018463,1
335,1217,-0.2160866261,-1.090972185,1
335,1249,-0.4556598663,-1.049644709,1
335,1281,-2.313811779,-1.787476778,1
335,1313,-3.087348223,-2.495550632,1
335,1345,-3.808898926,-2.246890783,1
335,1377,-1.696493149,-3.46297574,1
335,1409,-0.05339443684,-3.894134521,1
335,1441,-0.7234003544,-2.510592699,1
335,1473,-1.133810878,-1.47621417,1
335,1505,-1.391794801,-1.034626484,1
335,1537,-1.666089058,-0.5592460632,1
335,1569,-1.407652736,-1.066458821,1
335,1601,-1.126111746,-2.500131607,1
335,1633,-1.463301897,-0.7885630131,1
335,1665,-2.094163656,-0.1139602661,1
335,1697,-3.073681831,0.1930941194,1
335,1729,-4.177798748,0.7709914446,1
335,1761,-3.861281633,0.6705031395,1
335,1793,-3.508731365,1.789522886,1
335,1825,-4.325628757,0.4978672564,1
335,1857,-4.148263454,0.8893487453,1
335,1889,-3.305760145,1.345774889,1
335,1921,-2.881635427,1.481864572,1
335,1953,-2.189349651,1.29950738,1
335,1985,-2.534867287,0.1104614362,1
335,2017,-3.945702553,-0.2817132771,1
367,33,-0.08228562027,-0.07701267302,1
367,65,-0.3249538541,0.08089037985,1
367,97,-0.212589249,0.07713706046,1
367,129,0.2741710544,0.2382946014,1
367,161,0.3681031466,0.3058549464,1
367,193,0.1394197047,0.1891871095,1
367,225,0.07648313791,0.1316740215,1
367,257,-0.05614652485,0.2503933311,1
367,289,-0.2909597754,0.2059139907,1
367,321,-0.2667843103,0.09966173768,1
367,353,-0.0128708221,0.06758628786,1
367,385,0.3209946156,0.1375325322,1
367,417,0.4126928747,0.1019910648,1
367,449,0.2845274508,-0.05815815181,1
367,481,-0.3522102237,0.05564484745,1
367,513,-0.3191498816,-0.3107496202,1
367,545,0.207125932,-0.4203421474,1
