PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 1, filenames: A:[1]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[2]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
37,740,5.018016815,-1.492105722,1
37,756,1.571035862,-8.38938427,1
37,772,1.999523163,-2.911285639,1
37,788,22.5079155,-6.551310539,1
37,804,25.90890884,-10.34962273,1
37,820,21.6261692,-16.51846313,1
37,836,23.34109879,-19.22909546,1
37,852,14.17585564,-8.029054642,1
37,868,14.57324314,-5.44806385,1
37,884,22.83851433,-9.442897797,1
37,900,26.66884041,1.971812248,1
37,916,27.31363297,2.74698019,1
37,932,17.1006012,-4.03267765,1
37,948,4.356915474,-6.653119087,1
37,964,8.931028366,0.2291069031,1
37,980,-6.2986269,4.217790127,1
37,996,-9.722173691,-2.224889755,1
37,1012,-7.7323246,-4.622423172,1
37,1028,-7.839803696,-8.399644852,1
37,1044,-3.231089592,-6.962001801,1
37,1060,-4.698615074,-6.144990921,1
37,1076,8.219360352,-6.498300552,1
37,1092,20.21600342,-25.09187126,1
37,1108,NaN,NaN,2
37,1124,NaN,NaN,2
53,20,NaN,NaN,2
53,36,1.148468256,-0.6541398764,1
53,52,-0.1807271242,1.213905334,1
53,68,-0.5557663441,8.667077065,1
53,84,-0.1263900995,13.73689175,1
53,100,NaN,NaN,2
53,116,4.501778603,14.54253197,1
53,132,6.45945549,7.574579239,1
53,148,4.526026726,3.183024406,1
53,164,7.116666794,-2.088486671,1
53,180,5.917554379,-3.857552528,1
53,196,-8.286756516,1.674912572,1
53,212,0.5432324409,-7.7667346,1
53,228,4.686869621,-0.4739031792,1
53,244,26.05678558,4.020453453,1
53,260,23.40613937,-0.6637420654,1
53,276,NaN,NaN,2
53,292,16.71034622,-6.708703995,1
53,308,18.15346527,-14.71792793,1
53,324,12.3773632,-24.0632534,1
53,340,9.622704506,-14.6456871,1
53,356,1.802253723,-27.32473564,1
53,372,4.153454304,-17.56486702,1
53,388,9.514565468,3.082872152,1
53,404,6.749146938,14.33771038,1
53,420,NaN,NaN,2
53,436,NaN,NaN,2
53,452,1.478046894,17.23987961,1
53,468,0.8774008751,13.75989628,1
53,484,-8.462259293,2.69699955,1
53,500,-14.68252945,4.257471085,1
53,516,-4.368842125,9.062520027,1
53,532,-4.184129715,7.522935867,1
53,548,-16.04564285,14.06209373,1
53,564,-7.326162338,14.31255054,1
53,580,-11.91150284,12.06173897,1
53,596,-6.809289455,13.7170248,1
53,612,-2.694193363,13.34581566,1
53,628,13.50064564,13.59681225,1
53,644,-9.655260086,13.07816315,1
53,660,NaN,NaN,2
53,676,-17.60233688,2.232393742,1
53,692,-7.709197998,5.688865662,1
53,708,-6.815202713,-3.472010851,1
53,724,-4.29579258,-3.737207174,1
53,740,3.450664997,-0.9093593359,1
53,756,NaN,NaN,2
53,772,9.012880325,0.07970583439,1
53,788,7.77996254,0.422727108,1
53,804,16.98842049,0.824280262,1
53,820,23.51534081,-1.37358284,1
53,836,22.13990974,-17.01457214,1
53,852,21.47293091,-16.47091866,1
53,868,25.52242851,0.8107709885,1
53,884,20.26316261,3.300512791,1
53,900,13.36663532,-7.772593498,1
53,916,3.007521629,-2.699852705,1
53,932,-2.251070976,-2.285209894,1
53,948,-2.046854496,0.3761880398,1
53,964,1.111847639,0.6552195549,1
53,980,-7.11476469,-7.575987339,1
53,996,-17.94528198,-6.928654671,1
53,1012,-11.94671059,-8.298901558,1
53,1028,-6.855261803,-6.090043068,1
53,1044,NaN,NaN,2
53,1060,-1.608441353,-22.16106796,1
53,1076,-2.648504257,-17.69057846,1
53,1092,NaN,NaN,2
53,1108,1.443536282,-15.26692677,1
53,1124,-12.52864361,-22.42784882,1
69,20,-0.4142143726,2.338216782,1
69,36,0.3164026141,-0.06521832943,1
69,52,0.2558284998,2.574506283,1
69,68,7.681973934,11.55559731,1
69,84,-4.953800201,21.94822311,1
69,100,9.845355034,20.27613831,1
69,116,6.557155609,18.68649864,1
69,132,1.417108536,6.038578033,1
69,148,-2.131186485,-2.146333694,1
69,164,4.899981499,-4.610134602,1
69,180,5.289470196,-6.045278549,1
69,196,-2.264493227,-2.650102615,1
69,212,-2.464699507,-0.8916664124,1
69,228,7.40655899,3.869404554,1
69,244,13.08982372,9.059970856,1
69,260,15.96896362,-1.368697166,1
69,276,11.59561539,-7.477916718,1
69,292,10.75373459,-7.807199478,1
69,308,12.01885605,-12.18988991,1
69,324,11.68369293,-20.05291367,1
69,340,7.195915222,-13.70726967,1
69,356,0.7939271927,-11.3514576,1
69,372,2.218561172,1.863071442,1
69,388,3.545187473,-8.741086006,1
69,404,NaN,NaN,2
69,420,-4.873695374,23.73580551,1
69,436,-11.54766464,12.68194389,1
69,452,-11.18229198,13.7060709,1
69,468,-13.96032143,10.90781498,1
69,484,-11.24053192,7.012865067,1
69,500,-10.0832386,6.176879883,1
69,516,NaN,NaN,2
69,532,-5.545690536,12.89108276,1
69,548,-13.97113705,15.13695717,1
69,564,-12.81374359,15.44632626,1
69,580,5.200517654,16.53162003,1
69,596,12.67301464,14.97387695,1
69,612,13.16969109,13.17380524,1
69,628,9.621027946,11.48919296,1
69,644,-9.182074547,11.37805367,1
69,660,-16.40070152,9.815270424,1
69,676,-18.82289505,-1.75395155,1
69,692,-18.75738144,-4.970038891,1
69,708,-18.29695892,-10.31378555,1
69,724,-3.228728294,-3.930268288,1
69,740,NaN,NaN,2
69,756,NaN,NaN,2
69,772,5.598273277,1.677545071,1
69,788,2.548161507,-1.157168388,1
69,804,16.51591682,-13.53042793,1
69,820,23.0019207,-2.368974686,1
69,836,20.48268509,-8.364824295,1
69,852,18.36245155,-16.48288727,1
69,868,27.92161179,-3.897661686,1
69,884,13.51715851,1.928806067,1
69,900,NaN,NaN,2
69,916,-2.366606712,-3.235969782,1
69,932,-11.74777126,0.3948930502,1
69,948,-0.603187561,5.027768135,1
69,964,-4.689526558,-2.061262608,1
69,980,-19.60833359,-0.4885971546,1
69,996,-20.38954926,-2.913975954,1
69,1012,-16.60055161,-5.75765419,1
69,1028,-18.48079681,-9.116839409,1
69,1044,-4.806162834,-7.00283432,1
69,1060,NaN,NaN,2
69,1076,-6.407473087,-16.11021805,1
69,1092,-8.32566452,-1.232326508,1
69,1108,-8.911348343,-0.9883146286,1
69,1124,-18.24948883,8.215364456,1
85,20,-0.9218294621,1.222646475,1
85,36,-1.514216304,0.6100385189,1
85,52,0.2188178301,3.883891106,1
85,68,0.4124023914,3.183506012,1
85,84,6.674558163,23.29021454,1
85,100,8.362233162,11.93736172,1
85,116,1.868142009,17.08520126,1
85,132,-1.732957482,1.672440529,1
85,148,-4.031680107,-8.826604843,1
85,164,NaN,NaN,2
85,180,-7.305032253,0.9702227116,1
85,196,8.297855377,2.1850214,1
85,212,9.644115448,11.66713142,1
85,228,NaN,NaN,2
85,244,NaN,NaN,2
85,260,12.2271452,-4.995638847,1
85,276,12.90416336,2.894821167,1
85,292,7.322587013,-3.410545349,1
85,308,4.741531372,-9.632478714,1
85,324,7.378356934,-14.35799789,1
85,340,10.86763,-15.0151701,1
85,356,NaN,NaN,2
85,372,-4.070807457,-8.370548248,1
85,388,1.135574102,-7.50163269,1
85,404,-4.364537239,1.735303402,1
85,420,-7.712512016,16.24720001,1
85,436,-13.1381855,21.55298996,1
85,452,-14.00715065,12.20403004,1
85,468,-10.57855988,24.67557907,1
85,484,-6.441446304,10.362813,1
85,500,-5.063879013,21.36737633,1
85,516,-17.57043839,20.66401672,1
85,532,-19.85195541,6.35069561,1
85,548,-14.24829102,13.99502277,1
85,564,-11.03003979,11.47546768,1
85,580,1.443986893,18.71449661,1
85,596,7.082595348,16.53486633,1
85,612,-3.515380383,13.0079937,1
85,628,NaN,NaN,2
85,644,NaN,NaN,2
85,660,-2.788236141,-1.959619045,1
85,676,-21.11124802,3.971015215,1
85,692,-19.1930027,-4.600394726,1
85,708,-18.68186569,-9.073417664,1
85,724,-15.30498028,-6.607554436,1
85,740,3.828513861,10.21568584,1
85,756,-2.332391262,11.62865257,1
85,772,2.097573519,2.735219002,1
85,788,-4.651998997,-0.7341880798,1
85,804,10.65174675,-11.03364182,1
85,820,11.62606239,-14.22579193,1
85,836,16.93644905,-3.575176239,1
85,852,NaN,NaN,2
85,868,6.489309311,-4.883724689,1
85,884,2.334694862,-1.341861725,1
85,900,-3.675207138,-0.3937841058,1
85,916,-4.28708744,-1.53594017,1
85,932,-13.73146915,-0.5997753739,1
85,948,-15.75990772,1.436352015,1
85,964,-12.21754646,-2.440159559,1
85,980,NaN,NaN,2
85,996,-22.36470795,-3.292970181,1
85,1012,-7.481222153,-3.91718483,1
85,1028,-7.592933655,-3.569069862,1
85,1044,-7.990987778,-2.769928932,1
85,1060,-10.11345673,-12.00940609,1
85,1076,-6.487380028,-2.185276747,1
85,1092,-11.38741875,-4.393681526,1
85,1108,-7.882521629,20.01830673,1
85,1124,NaN,NaN,2
101,20,NaN,NaN,2
101,36,2.430272102,4.598355293,1
101,52,7.148948193,1.009442329,1
101,68,NaN,NaN,2
101,84,3.274247646,22.84654808,1
101,100,-3.197463036,13.98650169,1
101,116,-3.358194828,0.7239990234,1
101,132,4.793735027,1.444850922,1
101,148,2.163192749,-13.59548092,1
101,164,8.105028152,-9.349637032,1
101,180,8.629263878,-11.82554436,1
101,196,-5.064441681,5.010595798,1
101,212,1.796565056,11.98875618,1
101,228,11.93886089,12.19189644,1
101,244,16.08022308,8.306933403,1
101,260,11.28266144,2.324469566,1
101,276,NaN,NaN,2
101,292,8.052484512,1.622312546,1
101,308,20.2762413,-7.625837326,1
101,324,20.50248337,-10.68145943,1
101,340,17.81855392,-8.404340744,1
101,356,NaN,NaN,2
101,372,4.114518642,-4.078806877,1
101,388,-1.706852436,-6.232303619,1
101,404,NaN,NaN,2
101,420,-9.215551376,9.931927681,1
101,436,-12.51439667,15.69714928,1
101,452,NaN,NaN,2
101,468,-10.28062916,24.60857391,1
101,484,-7.195173264,11.4148674,1
101,500,-19.93024063,15.95007133,1
101,516,-21.35337448,15.36279583,1
101,532,-20.13542175,8.912192345,1
101,548,-16.24926758,20.4436779,1
101,564,-15.89608574,12.52373505,1
101,580,-4.071623802,19.39681244,1
101,596,2.629729271,13.65185928,1
101,612,-5.459998131,9.864016533,1
101,628,NaN,NaN,2
101,644,NaN,NaN,2
101,660,-14.76198578,1.144390345,1
101,676,-12.18555927,4.951004028,1
101,692,-12.90566826,9.676104546,1
101,708,-4.83146286,2.210347176,1
101,724,-17.22024918,6.696775913,1
101,740,-12.70848083,9.993963242,1
101,756,NaN,NaN,2
101,772,-0.1533231735,3.67927599,1
101,788,-11.22369862,-5.43155098,1
101,804,-8.862856865,-9.794957161,1
101,820,-5.168655396,-14.16611576,1
101,836,11.17887688,-21.6180687,1
101,852,-0.4801597595,-8.242408752,1
101,868,3.330052376,4.46043396,1
101,884,0.4705047607,2.564960003,1
101,900,-0.03576564789,2.904607773,1
101,916,-14.0542717,-3.58339119,1
101,932,-20.24568558,-1.370888948,1
101,948,-8.095046997,-3.516888618,1
101,964,-19.08213425,-4.839240074,1
101,980,NaN,NaN,2
101,996,NaN,NaN,2
101,1012,-11.10787964,-3.76557827,1
101,1028,-9.798601151,-0.8203635216,1
101,1044,-15.63092804,-9.051056862,1
101,1060,-11.50247383,-0.7874627113,1
101,1076,-7.921419144,3.428453445,1
101,1092,NaN,NaN,2
101,1108,-10.6914444,4.0791502,1
101,1124,NaN,NaN,2
117,20,NaN,NaN,2
117,36,-2.197148323,0.3737444878,1
117,52,4.164031506,1.673262596,1
117,68,6.855913162,13.91998196,1
117,84,NaN,NaN,2
117,100,10.24637032,17.74330139,1
117,116,8.541559219,10.79782009,1
117,132,7.201856613,0.8537425995,1
117,148,NaN,NaN,2
117,164,8.05181694,-15.85710907,1
117,180,4.881166935,-4.366514206,1
117,196,1.160840034,-2.638094902,1
117,212,-2.553355217,11.94310093,1
117,228,7.524118423,19.18244743,1
117,244,11.16885662,0.5467233658,1
117,260,15.40673351,7.803826332,1
117,276,14.75841427,5.227687359,1
117,292,10.05267906,4.619051456,1
117,308,8.810620308,1.651945591,1
117,324,22.23893738,-8.565688133,1
117,340,15.02429581,2.820415497,1
117,356,15.7693224,-3.552991867,1
117,372,4.088088989,-0.5907292366,1
117,388,-2.933745861,-6.274587154,1
117,404,-6.703140259,4.429181576,1
117,420,NaN,NaN,2
117,436,NaN,NaN,2
117,452,-23.12346649,18.51317215,1
117,468,-20.78022385,24.13598251,1
117,484,-15.00104618,21.1074791,1
117,500,-13.92524433,12.5130291,1
117,516,-19.37136841,16.74543571,1
117,532,-17.23649216,10.17730427,1
117,548,-3.552615166,8.91794014,1
117,564,-13.33611584,20.61128998,1
117,580,0.7978138924,8.109566689,1
117,596,1.585658789,8.394241333,1
117,612,7.899250031,7.747345448,1
117,628,0.01632022858,-5.655051231,1
117,644,-8.035823822,0.9398164749,1
117,660,-8.944225311,0.7202224731,1
117,676,-14.11056423,-3.636018276,1
117,692,-11.25119591,9.652494431,1
117,708,-4.392525673,5.048870087,1
117,724,-18.42103195,5.86020565,1
117,740,-16.09103775,7.257482052,1
117,756,NaN,NaN,2
117,772,-7.583904743,5.377969742,1
117,788,-9.774718285,-0.2499684095,1
117,804,-17.58393097,-8.790662766,1
117,820,-1.796644688,-19.85140991,1
117,836,1.748087406,-21.8251915,1
117,852,-1.186777353,-6.025766373,1
117,868,-1.767901182,7.075340748,1
117,884,-5.33872366,8.125211716,1
117,900,-9.29957962,9.040588379,1
117,916,-13.33987141,-3.178818226,1
117,932,-21.16478539,-2.412195444,1
117,948,NaN,NaN,2
117,964,-16.0972271,-6.158602715,1
117,980,-19.17388535,-7.586050987,1
117,996,-20.7501812,-7.940814972,1
117,1012,-20.54913521,-6.588333607,1
117,1028,-14.14276314,-7.453533173,1
117,1044,-17.26884651,-4.556521416,1
117,1060,-15.07051754,9.660825729,1
117,1076,-8.265711784,3.591502666,1
117,1092,-14.23343658,8.573689461,1
117,1108,-11.50668144,8.00304985,1
117,1124,-13.73892784,13.78334045,1
133,20,12.36563015,-10.45679188,1
133,36,1.415537834,-1.315070868,1
133,52,6.520574093,1.256929398,1
133,68,NaN,NaN,2
133,84,10.33537292,12.64113235,1
133,100,7.219263077,13.57392502,1
133,116,5.932919979,11.11528683,1
133,132,4.800409794,-12.75915432,1
133,148,-8.976119995,-11.68370152,1
133,164,-7.545000076,-17.03672791,1
133,180,4.094872475,-12.5750742,1
133,196,0.6116325855,-0.6881284714,1
133,212,10.35716057,14.37575054,1
133,228,2.209529877,18.21663666,1
133,244,7.128705025,11.46084785,1
133,260,24.49248505,-3.726484299,1
133,276,23.85432243,-4.819170475,1
133,292,8.648058891,-0.686986208,1
133,308,23.23400879,-10.69043541,1
133,324,20.12194633,-3.258687019,1
133,340,NaN,NaN,2
133,356,13.69418621,0.08773875237,1
133,372,6.207213402,6.451248646,1
133,388,-0.8477807045,-5.942664146,1
133,404,-7.57752943,-8.132914543,1
133,420,-12.36879444,-7.708488941,1
133,436,-17.56450272,-2.083424568,1
133,452,-12.08670807,9.277263641,1
133,468,-20.8134613,18.05898285,1
133,484,-16.81690216,21.05615616,1
133,500,-3.101717949,27.74715996,1
133,516,-5.629508972,26.94776154,1
133,532,-14.69348145,24.38204002,1
133,548,-2.480294228,13.06482124,1
133,564,-7.998463154,24.27575111,1
133,580,-2.631132126,9.801685333,1
133,596,4.321256638,5.064271927,1
133,612,-5.702208996,3.161582232,1
133,628,13.42547703,0.0296330452,1
133,644,NaN,NaN,2
133,660,9.096338272,-5.118076801,1
133,676,1.702589035,0.9270983934,1
133,692,-4.298199654,8.833883286,1
133,708,-14.33777428,-7.507174492,1
133,724,-17.40598297,5.693562508,1
133,740,-7.259043694,2.77975893,1
133,756,-14.81324768,6.603720188,1
133,772,-17.24515915,1.812124729,1
133,788,-15.94331932,2.75229311,1
133,804,-21.12469101,-2.983609676,1
133,820,-8.355721474,-16.92852783,1
133,836,-6.748273849,-10.39701748,1
133,852,-12.09290028,-5.800446987,1
133,868,-6.091065407,9.48694706,1
133,884,NaN,NaN,2
133,900,-16.67769432,3.556936264,1
133,916,-23.79849243,8.728238106,1
133,932,-26.81145287,3.270543337,1
133,948,-20.25487518,-10.77283192,1
133,964,-13.37532616,-9.28120327,1
133,980,-14.46277809,-9.205664635,1
133,996,-23.28541183,-10.1028347,1
133,1012,-26.71317673,-8.105312347,1
133,1028,-26.01116562,-5.440991402,1
133,1044,-23.61784744,-3.817480564,1
133,1060,-19.43125534,5.031307697,1
133,1076,-15.99912262,3.614357948,1
133,1092,-4.298295498,0.5181097984,1
133,1108,-9.546516418,5.027736664,1
133,1124,-8.015490532,15.88161945,1
149,20,6.737533569,-13.63293362,1
149,36,17.86373138,-4.613109112,1
149,52,15.26861763,1.968809605,1
149,68,NaN,NaN,2
149,84,NaN,NaN,2
149,100,6.751970768,9.30714035,1
149,116,6.42638588,9.613083839,1
149,132,-0.1374852955,5.863732338,1
149,148,-8.920513153,-10.69605064,1
149,164,-9.973218918,0.02039575577,1
149,180,0.8882808685,-8.389328003,1
149,196,2.679025173,3.739539146,1
149,212,-1.339887857,24.81356812,1
149,228,-0.5541143417,19.5773468,1
149,244,19.69342232,4.324273109,1
149,260,24.32732773,-2.599873781,1
149,276,25.05179596,-9.533281326,1
149,292,26.80075264,-6.372731686,1
149,308,11.25149632,3.718484402,1
149,324,20.77973747,1.372402191,1
149,340,11.20267391,-9.816652298,1
149,356,17.80636215,5.216159344,1
149,372,NaN,NaN,2
149,388,0.08518302441,-5.45956707,1
149,404,-0.9822392464,-6.292460442,1
149,420,-4.096715927,-5.433834076,1
149,436,-3.036420822,4.470567226,1
149,452,-5.09607029,12.16747665,1
149,468,-4.692323685,18.06993484,1
149,484,-2.362625122,21.52937698,1
149,500,-12.7950716,21.97480583,1
149,516,-2.516861916,12.73489475,1
149,532,-1.334411144,25.96039009,1
149,548,-5.911059856,12.90864277,1
149,564,-4.968905926,26.16054726,1
149,580,-2.950154781,1.735629082,1
149,596,-3.861259937,4.34027195,1
149,612,-3.251287937,0.6968693733,1
149,628,-2.827266216,-2.493532896,1
149,644,10.44182968,-11.63856888,1
149,660,5.949369907,-4.63854599,1
149,676,-4.964634895,5.70233202,1
149,692,1.588882208,4.932668209,1
149,708,-7.03262043,-8.940429688,1
149,724,-15.19490719,1.830347538,1
149,740,-15.67205811,1.712434053,1
149,756,-16.83943176,4.940724373,1
149,772,NaN,NaN,2
149,788,NaN,NaN,2
149,804,-15.47093582,1.120786667,1
149,820,NaN,NaN,2
149,836,NaN,NaN,2
149,852,-7.789981842,0.2521796227,1
149,868,-3.815367699,0.7122597694,1
149,884,NaN,NaN,2
149,900,-13.43691444,8.074737549,1
149,916,-4.161083221,16.64995384,1
149,932,-12.27410889,14.65988159,1
149,948,-25.06575584,2.358763695,1
149,964,-23.43521881,-7.374134064,1
149,980,-23.58634567,-9.669083595,1
149,996,NaN,NaN,2
149,1012,-25.75691032,-12.08989716,1
149,1028,NaN,NaN,2
149,1044,-16.6377449,10.82476616,1
149,1060,0.523399353,0.4598173499,1
149,1076,0.3582630157,-5.077787399,1
149,1092,1.770551443,-1.324455261,1
149,1108,2.800594091,1.403085709,1
149,1124,-8.946960449,20.32301331,1
165,20,NaN,NaN,2
165,36,14.92081451,-9.332446098,1
165,52,14.06061363,0.7517728806,1
165,68,10.98016548,11.61962223,1
165,84,10.09433651,5.814239502,1
165,100,11.97807884,-0.2554283142,1
165,116,5.795994282,8.734275818,1
165,132,0.5052121878,12.34565735,1
165,148,NaN,NaN,2
165,164,-10.19807243,-5.263670921,1
165,180,-13.14231968,9.87348938,1
165,196,-3.933787346,22.40788269,1
165,212,-3.940602303,27.08106804,1
165,228,2.849402189,24.15688896,1
165,244,6.815939903,18.6943779,1
165,260,22.62954712,8.85294342,1
165,276,24.3733902,4.382015228,1
165,292,25.76079178,-5.395825386,1
165,308,22.96351051,-4.850157261,1
165,324,12.65999031,10.07231522,1
165,340,10.94011784,-1.100476265,1
165,356,15.81829262,7.860610962,1
165,372,-3.137184143,8.885442734,1
165,388,-7.02690506,2.54688406,1
165,404,-3.238124609,-4.075549126,1
165,420,-2.510584831,-3.382096052,1
165,436,0.3484916687,5.474114418,1
165,452,-6.452421188,11.34617424,1
165,468,NaN,NaN,2
165,484,-14.52021599,25.65780067,1
165,500,-3.16843605,13.75960255,1
165,516,-3.72065258,11.4169035,1
165,532,1.544230461,27.34731865,1
165,548,-5.674553871,30.20448494,1
165,564,5.374083996,14.6653986,1
165,580,-0.8835008144,4.050343513,1
165,596,-6.243826389,6.692510128,1
165,612,11.74609661,1.806259871,1
165,628,4.534281731,-2.649030685,1
165,644,-0.5136473179,-12.42541122,1
165,660,4.350101948,-12.957798,1
165,676,-3.253214836,5.484672546,1
165,692,-10.6401844,-2.066169262,1
165,708,-10.77270889,-7.12293911,1
165,724,NaN,NaN,2
165,740,NaN,NaN,2
165,756,0.483420372,5.886032104,1
165,772,NaN,NaN,2
165,788,-10.84488297,2.672967911,1
165,804,-12.91712189,-1.675208092,1
165,820,-7.689198494,4.253463268,1
165,836,NaN,NaN,2
165,852,-8.010310173,5.348978043,1
165,868,-1.586382866,11.32109261,1
165,884,4.788776398,17.6353302,1
165,900,-3.632725716,6.423966408,1
165,916,-6.003914833,17.63606071,1
165,932,-9.826291084,14.93809319,1
165,948,-18.37546158,2.158561707,1
165,964,-17.38512802,-14.29498863,1
165,980,-8.282636642,-8.345596313,1
165,996,-14.42603874,-7.495393753,1
165,1012,-15.09904671,-14.29628468,1
165,1028,-17.32035446,10.33089924,1
165,1044,-8.373586655,9.655568123,1
165,1060,-3.380806923,3.709887505,1
165,1076,9.30002594,-0.3414156437,1
165,1092,8.943901062,-0.4160771966,1
165,1108,5.866872311,9.111571312,1
165,1124,NaN,NaN,2
181,20,14.63356018,-18.09280586,1
181,36,21.39777374,0.9498164058,1
181,52,20.83916473,0.09990549088,1
181,68,13.94403076,9.543958664,1
181,84,4.474696159,-0.1131973267,1
181,100,9.102468491,-2.792952538,1
181,116,4.032793045,-5.394941807,1
181,132,0.5650315285,4.03583622,1
181,148,-3.22737813,18.18054771,1
181,164,-0.5540156364,-2.191784382,1
181,180,2.240168571,8.516004562,1
181,196,-7.79473114,18.0141983,1
181,212,2.287487507,11.38227367,1
181,228,4.084888458,20.26138306,1
181,244,9.580970764,18.33613396,1
181,260,11.38085651,6.006689072,1
181,276,11.32615089,-0.698928833,1
181,292,20.85165024,3.552843571,1
181,308,19.86748886,8.43434906,1
181,324,13.38298035,13.46473122,1
181,340,NaN,NaN,2
181,356,NaN,NaN,2
181,372,-5.73837328,11.19423103,1
181,388,NaN,NaN,2
181,404,-1.217931151,-2.862706661,1
181,420,-0.2361254692,-3.232011557,1
181,436,-0.6679644585,1.436412334,1
181,452,-3.966991425,5.337780952,1
181,468,NaN,NaN,2
181,484,-11.60069561,22.13235474,1
181,500,-10.4204216,8.470094681,1
181,516,-6.636974812,28.02215195,1
181,532,0.396282196,25.19753075,1
181,548,1.772559524,22.93969536,1
181,564,-6.656600952,20.64110565,1
181,580,-0.5967881083,7.656661987,1
181,596,5.940448284,16.77288437,1
181,612,6.033463478,12.64067554,1
181,628,0.4321470261,-5.402827263,1
