PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 4, filenames: A:[4]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[5]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
69,180,-8.959839821,-14.90114212,1
69,196,-10.95715046,-12.79470825,1
69,212,-11.75281334,-10.26210785,1
69,228,-13.7618885,-11.87122345,1
69,244,-14.67244911,-12.40156651,1
69,260,-14.83194637,-12.70127201,1
69,276,-15.15524673,-13.76143551,1
69,292,-15.53813457,-13.36525154,1
69,308,-17.72736359,-14.0121336,1
69,324,-18.63505936,-13.80648518,1
69,340,-17.7330265,-12.49431515,1
69,356,-16.49757957,-11.21710014,1
69,372,-16.97440529,-11.69185448,1
69,388,-19.1901722,-10.64762592,1
69,404,-19.76876259,-10.23143101,1
69,420,-19.75815392,-10.85915375,1
69,436,-18.96524239,-10.88541794,1
69,452,-17.77097893,-10.1703968,1
69,468,-16.85855865,-10.50519848,1
69,484,-16.22541046,-9.24135685,1
69,500,-15.97509098,-9.317617416,1
69,516,-15.55577087,-9.253952026,1
69,532,-15.07917404,-9.458439827,1
69,548,-14.65246391,-9.703053474,1
69,564,-14.73188019,-11.59878826,1
69,580,NaN,NaN,2
69,596,NaN,NaN,2
69,612,-13.93777847,-9.501003265,1
69,628,-12.16535091,-8.196153641,1
69,644,-12.76633263,-7.274997234,1
69,660,-13.92438126,-6.37522316,1
69,676,-13.58280373,-5.48648262,1
69,692,-13.16115189,-3.674178123,1
69,708,-13.03146744,-2.72456336,1
69,724,-12.25661373,-2.192498207,1
69,740,-11.36725235,-5.181247234,1
69,756,-11.66741467,-5.635224342,1
69,772,-11.20601273,-3.315336704,1
69,788,-9.739719391,-3.137962818,1
69,804,-8.839742661,-3.593968153,1
69,820,-8.355201721,-2.382225275,1
69,836,-9.500462532,-2.224253893,1
69,852,-10.54844379,-2.217461109,1
69,868,-9.562572479,-4.027799606,1
69,884,-8.431567192,-4.262865543,1
69,900,-6.67016983,-4.50942421,1
69,916,-6.815885544,-4.308458328,1
69,932,-5.438562393,-1.679445505,1
69,948,NaN,NaN,2
69,964,-4.070192337,-0.6606835723,1
69,980,-4.807346344,-0.1949564219,1
69,996,-4.805916309,-1.747219324,1
69,1012,-4.662542343,-2.050995111,1
69,1028,-5.587767601,-2.093408585,1
69,1044,-6.903423309,-2.090931416,1
69,1060,-7.114964962,-2.187828541,1
69,1076,-6.661102772,-2.246976852,1
69,1092,-5.77983427,-1.14126718,1
69,1108,-5.594816208,0.4106053114,1
69,1124,-5.746871948,2.423847914,1
85,20,NaN,NaN,2
85,36,0.01702921093,-0.03804367781,1
85,52,-0.06891483068,-0.2407512814,1
85,68,NaN,NaN,2
85,84,-0.5385222435,-0.3242316544,1
85,100,-0.7676943541,-0.3805049956,1
85,116,-0.1914717704,-0.04465341568,1
85,132,NaN,NaN,2
85,148,-1.826793194,7.009197235,1
85,164,-5.124964714,4.218166351,1
85,180,NaN,NaN,2
85,196,-12.45981121,-9.484153748,1
85,212,-13.08841991,-10.93451881,1
85,228,-14.51255417,-12.08737183,1
85,244,-15.25592422,-12.43814754,1
85,260,-14.38741398,-11.77160263,1
85,276,-14.67922783,-13.10679817,1
85,292,-16.01123619,-14.12342548,1
85,308,NaN,NaN,2
85,324,NaN,NaN,2
85,340,NaN,NaN,2
85,356,-17.78365326,-11.37248421,1
85,372,-16.84350395,-11.25170135,1
85,388,-17.64422607,-11.49150562,1
85,404,-17.81012154,-10.20674324,1
85,420,-17.66366005,-11.15771961,1
85,436,NaN,NaN,2
85,452,-18.00832367,-11.56313038,1
85,468,-15.98887634,-9.499522209,1
85,484,-15.73287868,-9.034584999,1
85,500,-15.50566196,-8.979913712,1
85,516,-14.80792141,-9.313998222,1
85,532,-14.22995949,-9.447797775,1
85,548,-14.38561058,-10.23819733,1
85,564,-14.39651203,-11.73280239,1
85,580,-14.4617939,-10.61760235,1
85,596,-14.45982838,-9.781555176,1
85,612,-13.78811741,-9.261622429,1
85,628,NaN,NaN,2
85,644,-13.75239563,-8.484776497,1
85,660,-14.4870491,-7.916378975,1
85,676,-13.37681293,-6.756403446,1
85,692,-12.94187069,-5.173315048,1
85,708,-12.51892185,-3.792576313,1
85,724,-11.81898022,-2.019021749,1
85,740,-10.75233555,-5.832538605,1
85,756,-11.38931561,-6.353134155,1
85,772,-10.83425522,-3.774278641,1
85,788,NaN,NaN,2
85,804,NaN,NaN,2
85,820,-8.275741577,-3.000927925,1
85,836,-8.752524376,-3.338245392,1
85,852,-10.32447624,-3.01540184,1
85,868,-10.44512177,-3.24825263,1
85,884,-9.689301491,-4.222550392,1
85,900,-6.795936584,-5.169192791,1
85,916,NaN,NaN,2
85,932,-5.256699085,-2.295722485,1
85,948,-5.231630325,-1.678452969,1
85,964,-5.449356556,-1.750139236,1
85,980,-5.289914131,-2.08330822,1
85,996,NaN,NaN,2
85,1012,-4.943248749,-2.781677246,1
85,1028,-5.511753559,-1.85673213,1
85,1044,-6.416170597,-1.66182065,1
85,1060,-6.932557583,-2.059626579,1
85,1076,-6.942132473,-1.803401947,1
85,1092,-6.481452942,0.9287792444,1
85,1108,-6.054400444,2.056157112,1
85,1124,-4.818497658,2.037168503,1
101,20,NaN,NaN,2
101,36,0.2218671292,-0.2805295587,1
101,52,0.2894824445,-0.6405366659,1
101,68,0.3445926309,-0.4535868764,1
101,84,0.3490407467,-0.4079400897,1
101,100,-0.2605912387,-0.5930879712,1
101,116,-0.3638818264,0.07581937313,1
101,132,NaN,NaN,2
101,148,NaN,NaN,2
101,164,-6.921684265,3.135612488,1
101,180,NaN,NaN,2
101,196,NaN,NaN,2
101,212,-14.22961617,-12.12229824,1
101,228,-14.77243805,-12.59794998,1
101,244,-14.54987049,-12.84500313,1
101,260,-13.66794014,-11.75539875,1
101,276,-14.13941097,-11.5073843,1
101,292,-15.89656353,-13.16539383,1
101,308,NaN,NaN,2
101,324,-17.45265961,-12.79342461,1
101,340,-17.1166687,-11.42236328,1
101,356,-16.2985878,-11.20225143,1
101,372,-16.41926003,-11.09294319,1
101,388,-16.69466782,-11.68697071,1
101,404,-16.11612892,-12.23964405,1
101,420,-17.1115036,-12.91421127,1
101,436,NaN,NaN,2
101,452,-16.3609314,-11.96619511,1
101,468,-14.85524368,-9.482414246,1
101,484,-14.23969364,-9.357520103,1
101,500,-14.01234055,-8.120025635,1
101,516,NaN,NaN,2
101,532,-13.62493801,-8.788585663,1
101,548,-13.81565857,-11.01207829,1
101,564,-14.46712208,-11.18429279,1
101,580,-14.53279495,-9.438799858,1
101,596,-13.98807621,-8.91130352,1
101,612,-13.71019936,-8.915924072,1
101,628,-13.49101448,-9.604901314,1
101,644,NaN,NaN,2
101,660,NaN,NaN,2
101,676,-13.42606449,-7.984093666,1
101,692,NaN,NaN,2
101,708,-13.25230217,-5.323834419,1
101,724,-12.2638588,-4.569438457,1
101,740,-11.68476295,-5.631229401,1
101,756,-10.91824055,-5.803603649,1
101,772,-10.56486702,-4.285601616,1
101,788,-10.02867031,-3.804132462,1
101,804,-8.478346825,-4.110731125,1
101,820,-8.457820892,-4.345817566,1
101,836,-7.81977272,-4.789470673,1
101,852,-10.23529911,-4.320075512,1
101,868,-11.39733982,-4.302275181,1
101,884,-10.49162197,-4.643680096,1
101,900,-8.540548325,-5.064884663,1
101,916,-7.071630478,-4.172117233,1
101,932,-6.197156906,-2.806668758,1
101,948,-6.889874935,-2.674424648,1
101,964,-6.715786934,-2.635690689,1
101,980,-6.060875893,-3.207952023,1
101,996,NaN,NaN,2
101,1012,NaN,NaN,2
101,1028,-5.566719532,-1.881798506,1
101,1044,-6.422424316,-1.140662074,1
101,1060,NaN,NaN,2
101,1076,-6.578297138,-0.7403181195,1
101,1092,-6.620320797,2.117645979,1
101,1108,-5.894571304,2.581385612,1
101,1124,NaN,NaN,2
117,20,-0.185027957,-1.628679514,1
117,36,0.1124622822,-0.4616676569,1
117,52,0.163766712,-0.1138789952,1
117,68,0.2392758131,-0.1464529634,1
117,84,0.4140198827,-0.1858671308,1
117,100,0.2925051451,-0.7048573494,1
117,116,-0.3701019287,-1.130882263,1
117,132,NaN,NaN,2
117,148,NaN,NaN,2
117,164,NaN,NaN,2
117,180,NaN,NaN,2
117,196,NaN,NaN,2
117,212,-13.76732826,-12.39081097,1
117,228,-13.84824562,-11.83937359,1
117,244,-13.91877079,-11.90522671,1
117,260,-13.61526299,-11.79250431,1
117,276,-14.18341541,-11.93317127,1
117,292,-15.69591141,-12.42649364,1
117,308,-16.41809845,-13.1774025,1
117,324,-16.22112083,-12.43424702,1
117,340,-15.93634319,-11.35530376,1
117,356,-15.48695469,-10.91305256,1
117,372,-15.50537586,-10.87448406,1
117,388,-14.83380318,-13.31746006,1
117,404,NaN,NaN,2
117,420,-14.98696899,-12.23645592,1
117,436,-16.21056747,-11.96365261,1
117,452,-15.87252426,-10.16390991,1
117,468,-15.95168209,-9.345067978,1
117,484,-16.48929977,-8.588977814,1
117,500,NaN,NaN,2
117,516,NaN,NaN,2
117,532,-12.95754528,-7.964328766,1
117,548,-12.37129593,-10.55303001,1
117,564,NaN,NaN,2
117,580,-12.96988297,-9.092814445,1
117,596,NaN,NaN,2
117,612,-13.80936432,-8.186821938,1
117,628,-14.02453518,-8.573606491,1
117,644,-13.25907803,-8.974967003,1
117,660,NaN,NaN,2
117,676,-13.230546,-7.821538925,1
117,692,-11.9344759,-5.324073315,1
117,708,NaN,NaN,2
117,724,-11.43186188,-5.656369686,1
117,740,-10.82141209,-6.337296963,1
117,756,-10.8425951,-6.111315727,1
117,772,-9.617628098,-4.800817013,1
117,788,-9.866202354,-5.216299057,1
117,804,-9.753811836,-5.848750591,1
117,820,-9.491063118,-6.078617096,1
117,836,-8.969745636,-6.017652512,1
117,852,-9.874552727,-6.244479656,1
117,868,-11.40103817,-6.399386406,1
117,884,-9.738931656,-5.680881023,1
117,900,-7.056929588,-5.907104969,1
117,916,NaN,NaN,2
117,932,-8.08234024,-4.075345039,1
117,948,NaN,NaN,2
117,964,-6.345979691,-3.29805541,1
117,980,-6.266786098,-4.98765564,1
117,996,-5.673005104,-6.246288776,1
117,1012,-5.161800385,-5.709310532,1
117,1028,-5.089027882,-2.517999649,1
117,1044,NaN,NaN,2
117,1060,-5.804344654,-0.5741755962,1
117,1076,-5.540431976,0.2119246125,1
117,1092,-5.056554317,0.5660720468,1
117,1108,-4.03069973,0.3090674877,1
117,1124,-3.42416954,0.4354782104,1
133,20,-0.3611696362,-1.968870401,1
133,36,-0.3713160753,-0.2715605497,1
133,52,-0.354085803,0.506403923,1
133,68,0.04440806806,0.3495992422,1
133,84,0.3675245345,-0.01102846861,1
133,100,NaN,NaN,2
133,116,NaN,NaN,2
133,132,-8.055721283,3.230102062,1
133,148,-8.108976364,-10.36337566,1
133,164,-9.358410835,-12.61515903,1
133,180,NaN,NaN,2
133,196,-11.40783215,-11.28179932,1
133,212,-11.40986538,-11.00943375,1
133,228,-11.85375404,-11.01956367,1
133,244,-12.46644497,-11.07333469,1
133,260,-12.94678974,-11.90188789,1
133,276,-13.38545609,-12.12186146,1
133,292,-14.79399776,-11.86074829,1
133,308,-16.13500977,-12.35684013,1
133,324,-16.00725174,-12.70209217,1
133,340,-15.50579548,-11.5722723,1
133,356,-15.42296028,-10.72057438,1
133,372,-15.08322048,-10.00745296,1
133,388,NaN,NaN,2
133,404,-14.55291939,-7.55235815,1
133,420,-14.71042442,-9.460993767,1
133,436,-14.63184929,-10.8622036,1
133,452,-16.372118,-11.01410961,1
133,468,-16.19178391,-10.16497993,1
133,484,-15.31148624,-9.09442234,1
133,500,NaN,NaN,2
133,516,NaN,NaN,2
133,532,NaN,NaN,2
133,548,-10.60432625,-9.514499664,1
133,564,NaN,NaN,2
133,580,-12.36445999,-8.793009758,1
133,596,-12.43462753,-9.24891758,1
133,612,-13.41904163,-7.94983387,1
133,628,-14.1396904,-8.148351669,1
133,644,-14.0450592,-7.774736881,1
133,660,-12.57490253,-7.972685814,1
133,676,-12.37580109,-7.267827034,1
133,692,-12.65259171,-7.146808624,1
133,708,NaN,NaN,2
133,724,-9.426553726,-7.131090164,1
133,740,-11.25083447,-7.112093449,1
133,756,NaN,NaN,2
133,772,-8.577167511,-6.140901089,1
133,788,-8.811374664,-6.525262356,1
133,804,-9.492177963,-6.419291019,1
133,820,-9.063232422,-6.609490871,1
133,836,-9.068067551,-7.193576813,1
133,852,NaN,NaN,2
133,868,-10.09473038,-7.467141628,1
133,884,-9.097105026,-5.722444534,1
133,900,-7.001080036,-6.803579807,1
133,916,-6.012266636,-5.234446526,1
133,932,-6.789718151,-5.522656441,1
133,948,-7.199087143,-5.272079945,1
133,964,-6.659312725,-4.044094563,1
133,980,NaN,NaN,2
133,996,NaN,NaN,2
133,1012,NaN,NaN,2
133,1028,-4.329999924,-4.225197315,1
133,1044,-4.175761223,-1.887887716,1
133,1060,-4.123893738,-1.104993105,1
133,1076,-4.781080246,-0.6759519577,1
133,1092,-5.174575329,0.6474019289,1
133,1108,-3.771471024,0.5434484482,1
133,1124,-3.445815325,1.53100419,1
149,20,-0.5482368469,-1.452527642,1
149,36,NaN,NaN,2
149,52,NaN,NaN,2
149,68,-0.4072783589,0.5188695192,1
149,84,0.5072501898,0.2635430098,1
149,100,NaN,NaN,2
149,116,-4.774684906,2.483871698,1
149,132,-9.354017258,-10.10954762,1
149,148,-11.46614838,-12.11585236,1
149,164,-9.671618462,-10.76511765,1
149,180,-10.61504841,-11.29483509,1
149,196,-10.35866165,-11.04367256,1
149,212,-10.31840611,-11.36425304,1
149,228,-10.7971611,-11.03566551,1
149,244,-11.66038609,-11.34668636,1
149,260,-12.45774651,-11.61552525,1
149,276,-13.50428104,-11.94848251,1
149,292,-14.90462208,-12.1100111,1
149,308,-15.85989666,-12.47077274,1
149,324,-15.55564594,-13.56540585,1
149,340,-15.01173306,-12.95674419,1
149,356,-15.72593689,-10.85851192,1
149,372,-14.45013618,-9.469508171,1
149,388,-13.73050976,-6.939799309,1
149,404,-14.086483,-7.118746281,1
149,420,-13.98341942,-8.313028336,1
149,436,-14.76240349,-10.38727665,1
149,452,-14.65739536,-11.26265621,1
149,468,-15.29916573,-10.52615356,1
149,484,-16.20836067,-10.05043411,1
149,500,-14.12388515,-9.147586823,1
149,516,NaN,NaN,2
149,532,-11.21928215,-8.327187538,1
149,548,-9.844460487,-9.494908333,1
149,564,-10.72347736,-10.02468586,1
149,580,-11.23771095,-8.440581322,1
149,596,-12.01202202,-8.870797157,1
149,612,-12.573102,-7.698067188,1
149,628,-12.70577717,-8.738288879,1
149,644,-13.69073296,-7.30973959,1
149,660,-12.12334728,-7.532187939,1
149,676,-12.02253532,-7.130386353,1
149,692,-11.7471323,-7.106282711,1
149,708,NaN,NaN,2
149,724,NaN,NaN,2
149,740,-9.066707611,-7.370671272,1
149,756,-9.899682045,-5.665493965,1
149,772,-8.385002136,-5.171652794,1
149,788,NaN,NaN,2
149,804,-8.524412155,-5.749087811,1
149,820,-8.472865105,-6.340342999,1
149,836,-8.612464905,-7.551273823,1
149,852,-8.958626747,-8.038730621,1
149,868,-8.058204651,-7.728767395,1
149,884,-7.670162678,-6.234111786,1
149,900,-6.386282921,-6.170899868,1
149,916,NaN,NaN,2
149,932,-7.283272743,-3.777974367,1
149,948,-7.053803444,-5.447268009,1
149,964,-6.822793961,-4.778218269,1
149,980,-7.483511448,-6.416021347,1
149,996,NaN,NaN,2
149,1012,-4.184681892,-4.905991077,1
149,1028,-3.846853733,-3.539579391,1
149,1044,-4.372300625,-2.448981524,1
149,1060,-4.501044273,-1.963703513,1
149,1076,-4.906829834,-1.691161156,1
149,1092,-4.632601738,-0.4324524403,1
149,1108,-3.805614471,0.2841113508,1
149,1124,NaN,NaN,2
165,20,NaN,NaN,2
165,36,NaN,NaN,2
165,52,-0.1360340118,0.604278326,1
165,68,-0.05926054716,0.2823319435,1
165,84,NaN,NaN,2
165,100,NaN,NaN,2
165,116,NaN,NaN,2
165,132,-9.359945297,-9.29197979,1
165,148,-13.10855293,-12.93326569,1
165,164,-9.641592026,-10.22621155,1
165,180,-10.66560459,-10.89166355,1
165,196,-10.36991024,-11.07779312,1
165,212,-11.27606106,-10.77427769,1
165,228,-12.81448841,-10.63008976,1
165,244,-12.55813599,-11.18534565,1
165,260,-12.57924366,-11.41518307,1
165,276,-13.8959465,-11.42688847,1
165,292,-15.58230305,-11.95585918,1
165,308,-16.9084816,-12.14263916,1
165,324,-16.83581161,-12.81906509,1
165,340,-15.41925526,-13.81945324,1
165,356,-15.92504978,-11.56161499,1
165,372,-14.01898861,-9.292016029,1
165,388,-13.1862669,-8.066494942,1
165,404,-13.60364914,-7.766864777,1
165,420,-14.38751984,-8.263661385,1
165,436,-14.44605637,-9.395745277,1
165,452,-14.39290905,-10.35275841,1
165,468,-14.73169422,-10.14173031,1
165,484,-14.94643974,-10.22032738,1
165,500,-13.20560074,-9.491737366,1
165,516,-12.0640583,-9.420599937,1
165,532,-10.64468098,-9.135632515,1
165,548,-9.48871994,-9.135891914,1
165,564,-8.626081467,-8.854523659,1
165,580,NaN,NaN,2
165,596,-11.48458767,-8.415782928,1
165,612,-11.03099442,-7.42257309,1
165,628,-9.791881561,-8.216654778,1
165,644,-10.92763329,-8.750908852,1
165,660,NaN,NaN,2
165,676,NaN,NaN,2
165,692,-11.15270996,-6.286510468,1
165,708,-9.840372086,-6.41037035,1
165,724,-8.868609428,-6.123953819,1
165,740,-8.286976814,-8.369374275,1
165,756,-8.607600212,-4.884663105,1
165,772,-8.010606766,-3.977376938,1
165,788,NaN,NaN,2
165,804,-8.233192444,-5.19303751,1
165,820,-8.64593029,-6.111413479,1
165,836,-8.535690308,-7.555699348,1
165,852,-7.48046875,-7.79955864,1
165,868,-6.69709444,-7.350906372,1
165,884,-6.134352684,-6.86467123,1
165,900,-5.938292027,-6.027400017,1
165,916,-6.217792988,-4.572422028,1
165,932,-6.804545879,-3.648114204,1
165,948,-7.106637001,-4.103450775,1
165,964,-6.538323879,-5.112328053,1
165,980,-6.543333054,-5.341598988,1
165,996,-5.961103439,-5.837163925,1
165,1012,-4.583247185,-4.385051727,1
165,1028,-4.462869644,-2.967348814,1
165,1044,-4.758414745,-2.502254963,1
165,1060,-4.816405773,-2.587546825,1
165,1076,-4.940714359,-2.265421867,1
165,1092,-3.41939497,-1.383229494,1
165,1108,-4.2183671,-1.390779138,1
165,1124,-4.184080124,0.2722098827,1
181,20,NaN,NaN,2
181,36,-3.883774757,4.043460846,1
181,52,0.2723374367,-0.2303359509,1
181,68,-0.2098343372,-0.8823280334,1
181,84,0.4327607155,-3.054795742,1
181,100,2.81061697,-10.39385414,1
181,116,NaN,NaN,2
181,132,-11.13524342,-8.012731552,1
181,148,NaN,NaN,2
181,164,NaN,NaN,2
181,180,-10.5166893,-10.01556873,1
181,196,NaN,NaN,2
181,212,-10.52617359,-9.582937241,1
181,228,NaN,NaN,2
181,244,-11.32191467,-11.03801346,1
181,260,-12.02541447,-11.31822681,1
181,276,-13.32803917,-10.82759094,1
181,292,-14.5191946,-11.04066849,1
181,308,-15.37846756,-10.21289635,1
