PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
837,1076,3.137960434,-1.193793774,1
837,1092,2.838204384,-1.426529646,1
837,1108,2.595518589,-1.589191794,1
837,1124,2.874306679,-0.7495385408,1
853,20,3.253470421,-10.7204628,1
853,36,2.871211529,-8.133690834,1
853,52,NaN,NaN,2
853,68,3.484128952,-8.440849304,1
853,84,3.705463409,-9.347473145,1
853,100,3.98958087,-9.503772736,1
853,116,NaN,NaN,2
853,132,NaN,NaN,2
853,148,NaN,NaN,2
853,164,3.15809536,-8.736642838,1
853,180,4.045771599,-9.434396744,1
853,196,2.744681358,-8.764293671,1
853,212,1.996169209,-7.084444523,1
853,228,1.982830048,-6.130456924,1
853,244,1.562587857,-4.913522243,1
853,260,1.229953527,-4.071484089,1
853,276,1.163724422,-4.525922298,1
853,292,0.9598755836,-5.686224937,1
853,308,0.3041796088,-6.045197487,1
853,324,0.6957050562,-5.570744038,1
853,340,1.862094879,-4.296226501,1
853,356,0.9618701339,-3.093845129,1
853,372,0.4836773276,-2.133146048,1
853,388,-0.02281296253,-2.086008072,1
853,404,-0.008581802249,-2.214464188,1
853,420,0.1433179379,-2.237670898,1
853,436,-0.2672564089,-2.231847525,1
853,452,-0.4232605994,-2.061616182,1
853,468,2.887413979,-2.648519516,1
853,484,3.471963644,-1.271746993,1
853,500,NaN,NaN,2
853,516,NaN,NaN,2
853,532,NaN,NaN,2
853,548,NaN,NaN,2
853,564,1.439489126,0.218191281,1
853,580,1.331935287,-0.3142025173,1
853,596,1.940859914,-0.7112454176,1
853,612,2.589397192,-0.8648782372,1
853,628,3.212985277,0.350016892,1
853,644,2.918066263,0.2617444396,1
853,660,NaN,NaN,2
853,676,4.57631731,-0.5786699057,1
853,692,5.028517723,-0.3715335131,1
853,708,6.132563591,-0.0112285614,1
853,724,4.59946537,0.8121855855,1
853,740,3.916444302,0.8536674976,1
853,756,3.148925781,0.7334494591,1
853,772,3.00960207,0.4296101928,1
853,788,2.759583712,-0.04650367796,1
853,804,NaN,NaN,2
853,820,NaN,NaN,2
853,836,3.916306734,0.3557103872,1
853,852,3.356151581,1.590773821,1
853,868,3.605879545,2.028418779,1
853,884,4.978178024,2.265085697,1
853,900,NaN,NaN,2
853,916,2.945103884,1.707952142,1
853,932,2.632265329,0.5668635964,1
853,948,2.349373817,0.3980426788,1
853,964,2.296392918,0.1638616025,1
853,980,NaN,NaN,2
853,996,NaN,NaN,2
853,1012,NaN,NaN,2
853,1028,NaN,NaN,2
853,1044,NaN,NaN,2
853,1060,3.391581535,-1.063392878,1
853,1076,2.887956858,-1.423252583,1
853,1092,2.614686966,-1.491737485,1
853,1108,2.14073348,-1.279906511,1
853,1124,2.02262187,-0.1374703795,1
869,20,NaN,NaN,2
869,36,NaN,NaN,2
869,52,3.095801353,-8.430521965,1
869,68,3.168089151,-9.182770729,1
869,84,3.905431747,-9.197566986,1
869,100,4.82968235,-9.07892704,1
869,116,4.429848671,-9.319963455,1
869,132,3.753807545,-9.410030365,1
869,148,3.37731576,-10.26630878,1
869,164,3.26097393,-9.191120148,1
869,180,3.287887096,-8.25560379,1
869,196,NaN,NaN,2
869,212,3.371751308,-8.163516998,1
869,228,3.241513252,-7.25197649,1
869,244,2.613912821,-5.357286453,1
869,260,1.477400303,-4.090595245,1
869,276,NaN,NaN,2
869,292,NaN,NaN,2
869,308,1.025156021,-4.770895958,1
869,324,0.917707324,-5.295742989,1
869,340,NaN,NaN,2
869,356,NaN,NaN,2
869,372,0.5964263678,-1.808951139,1
869,388,-0.07062706351,-1.449102402,1
869,404,0.4178470969,-1.742904782,1
869,420,NaN,NaN,2
869,436,NaN,NaN,2
869,452,NaN,NaN,2
869,468,NaN,NaN,2
869,484,2.885725021,-1.491219401,1
869,500,NaN,NaN,2
869,516,1.795440197,-0.3753863275,1
869,532,NaN,NaN,2
869,548,6.089264393,0.4774755836,1
869,564,3.640454292,0.2797642946,1
869,580,2.685684919,0.6747766137,1
869,596,3.471131086,-0.5411734581,1
869,612,3.435504913,-0.543155551,1
869,628,NaN,NaN,2
869,644,4.231345177,1.226503015,1
869,660,5.223172665,-0.1946522743,1
869,676,5.474556923,-0.1891189814,1
869,692,4.8469944,0.01429995894,1
869,708,4.261156082,0.2218337655,1
869,724,4.391004562,1.025617003,1
869,740,4.045900822,1.331177473,1
869,756,1.927869797,0.8478158116,1
869,772,2.608697176,0.4485432506,1
869,788,3.641167641,-0.182045877,1
869,804,6.232088089,0.2686688304,1
869,820,NaN,NaN,2
869,836,NaN,NaN,2
869,852,5.794228554,2.006494045,1
869,868,3.760240078,1.349217296,1
869,884,3.86361742,1.470677495,1
869,900,3.442276001,1.349042892,1
869,916,2.962466717,2.007577419,1
869,932,NaN,NaN,2
869,948,NaN,NaN,2
869,964,2.727616787,2.544035435,1
869,980,NaN,NaN,2
869,996,NaN,NaN,2
869,1012,4.361979485,0.05331218243,1
869,1028,NaN,NaN,2
869,1044,3.510548115,-0.1000809073,1
869,1060,3.046448469,-0.9630840421,1
869,1076,2.804235935,-1.488252044,1
869,1092,2.345339775,-1.963984251,1
869,1108,3.016467094,-1.688080788,1
869,1124,1.500102758,-1.297722101,1
885,20,NaN,NaN,2
885,36,3.688856602,-8.298055649,1
885,52,3.302704811,-9.524614334,1
885,68,2.832286119,-9.652786255,1
885,84,3.324295998,-9.43638134,1
885,100,4.441027164,-9.69015789,1
885,116,4.034388065,-9.457252502,1
885,132,3.409617186,-9.403485298,1
885,148,3.258996248,-9.455224991,1
885,164,2.694214821,-8.567685127,1
885,180,NaN,NaN,2
885,196,3.108192682,-8.002333641,1
885,212,NaN,NaN,2
885,228,3.633846998,-6.533689976,1
885,244,2.437151909,-5.369635105,1
885,260,1.347631454,-4.27145195,1
885,276,0.9061233997,-3.667857409,1
885,292,0.8789979219,-3.148438931,1
885,308,0.9116518497,-3.690468788,1
885,324,1.439865112,-4.071832657,1
885,340,NaN,NaN,2
885,356,NaN,NaN,2
885,372,0.3326094747,-1.662911773,1
885,388,0.4513651133,-1.320749044,1
885,404,1.009306431,-1.432125092,1
885,420,1.396836162,-1.814044118,1
885,436,1.826560974,-1.83608079,1
885,452,2.6472013,-1.692756176,1
885,468,2.545802593,-1.865218163,1
885,484,2.760905266,-1.411251068,1
885,500,3.202810764,-0.8146979809,1
885,516,3.567584038,0.02936637402,1
885,532,NaN,NaN,2
885,548,NaN,NaN,2
885,564,5.678061485,-0.3699696064,1
885,580,4.51164341,0.1385654211,1
885,596,3.726626873,-0.1055379212,1
885,612,4.001197815,-0.2480987608,1
885,628,NaN,NaN,2
885,644,5.401328087,-0.6632879376,1
885,660,5.568428993,0.5243513584,1
885,676,5.263492584,1.567732573,1
885,692,4.908247471,0.7915526628,1
885,708,4.441160679,0.596562326,1
885,724,4.8893857,1.729466915,1
885,740,NaN,NaN,2
885,756,NaN,NaN,2
885,772,NaN,NaN,2
885,788,5.343693733,0.964266777,1
885,804,6.063033104,0.5489174128,1
885,820,5.650639057,0.4486191273,1
885,836,NaN,NaN,2
885,852,NaN,NaN,2
885,868,3.636714458,0.7332562208,1
885,884,4.269619942,0.5084617138,1
885,900,3.832501411,0.7537461519,1
885,916,NaN,NaN,2
885,932,NaN,NaN,2
885,948,NaN,NaN,2
885,964,NaN,NaN,2
885,980,NaN,NaN,2
885,996,NaN,NaN,2
885,1012,3.630531073,-0.2003709376,1
885,1028,3.120845079,-0.4684057832,1
885,1044,3.146190882,-0.6380233169,1
885,1060,3.019499302,-1.095941544,1
885,1076,2.45855546,-1.518968225,1
885,1092,1.731831312,-1.980371356,1
885,1108,1.143333793,-2.319366455,1
885,1124,NaN,NaN,2
901,20,NaN,NaN,2
901,36,3.964744568,-8.21544075,1
901,52,NaN,NaN,2
901,68,NaN,NaN,2
901,84,3.594219208,-9.158874512,1
901,100,4.17401886,-8.526199341,1
901,116,4.127057076,-8.326499939,1
901,132,3.818781376,-8.651538849,1
901,148,3.48251915,-8.494100571,1
901,164,3.067869663,-7.841593742,1
901,180,2.934191465,-7.850225449,1
901,196,2.868860722,-8.68576622,1
901,212,2.516804457,-7.798778057,1
901,228,2.458082676,-7.154862881,1
901,244,1.959604621,-6.635138512,1
901,260,0.8898272514,-5.234914303,1
901,276,NaN,NaN,2
901,292,0.1789078712,-5.4304533,1
901,308,0.891695261,-5.089121819,1
901,324,0.5196411014,-3.271177292,1
901,340,-0.1646491587,-3.894787788,1
901,356,0.1344436109,-2.68289113,1
901,372,0.5969297886,-1.811004758,1
901,388,1.207689166,-1.328193069,1
901,404,2.132985115,-1.148473024,1
901,420,2.942271948,-1.153578401,1
901,436,3.612823248,-1.383059502,1
901,452,3.904098272,-0.9637007713,1
901,468,3.474945307,-0.9268615246,1
901,484,3.780703068,-1.13249445,1
901,500,4.235822678,-0.201644063,1
901,516,4.402263641,0.5247530937,1
901,532,4.101573944,0.4447642863,1
901,548,3.47449708,0.4541229606,1
901,564,NaN,NaN,2
901,580,5.340672016,-0.2413155735,1
901,596,4.506104469,0.08579951525,1
901,612,4.977571011,-0.02412265539,1
901,628,5.454406261,-1.081313729,1
901,644,5.841377258,-0.6144433618,1
901,660,5.676205158,0.2502915561,1
901,676,5.508167267,1.363194466,1
901,692,4.715886116,0.8610022068,1
901,708,NaN,NaN,2
901,724,5.531932354,1.589766741,1
901,740,6.957159042,2.091819048,1
901,756,6.989462852,1.402775526,1
901,772,4.382936478,2.323071003,1
901,788,NaN,NaN,2
901,804,4.663007259,1.801090479,1
901,820,5.032970905,0.7154384851,1
901,836,2.619062901,0.656473875,1
901,852,3.455734253,1.501463175,1
901,868,NaN,NaN,2
901,884,NaN,NaN,2
901,900,3.008305311,0.2156409621,1
901,916,NaN,NaN,2
901,932,NaN,NaN,2
901,948,5.323571205,0.5352486968,1
901,964,5.049375534,-0.1027391031,1
901,980,4.359633446,-0.06837718189,1
901,996,3.400684595,-0.09155365825,1
901,1012,3.489232063,-0.276984036,1
901,1028,3.018308878,-0.4627007842,1
901,1044,2.774107218,-0.6687717438,1
901,1060,2.623343945,-1.257358074,1
901,1076,2.521644831,-1.832505941,1
901,1092,1.900224209,-2.260053873,1
901,1108,1.258451462,-2.336662769,1
901,1124,0.7860532999,-2.835441589,1
917,20,NaN,NaN,2
917,36,2.520022869,-8.433307648,1
917,52,NaN,NaN,2
917,68,3.167378664,-9.607214928,1
917,84,4.399321556,-8.525538445,1
917,100,3.764408112,-7.135721207,1
917,116,4.121683598,-7.301997185,1
917,132,4.602243423,-7.785579205,1
917,148,5.149345398,-7.362134457,1
917,164,4.100785255,-7.324175835,1
917,180,3.217150211,-7.907995224,1
917,196,3.160719395,-9.085394859,1
917,212,1.967766285,-8.414762497,1
917,228,1.524800539,-7.834438324,1
917,244,1.176212549,-7.656099319,1
917,260,0.502717495,-6.492844582,1
917,276,-0.3237070143,-4.587040901,1
917,292,NaN,NaN,2
917,308,NaN,NaN,2
917,324,-0.2260923684,-3.205899,1
917,340,0.02995896339,-2.587086201,1
917,356,0.622066915,-2.277239323,1
917,372,1.35991323,-1.895037055,1
917,388,2.064778566,-0.9704557657,1
917,404,2.531756163,-0.469394505,1
917,420,NaN,NaN,2
917,436,4.98655653,-0.9175957441,1
917,452,4.811306953,-0.1702280045,1
917,468,4.789827347,-0.547290206,1
917,484,5.245047569,-0.5323903561,1
917,500,5.842858315,0.05014324188,1
917,516,NaN,NaN,2
917,532,4.115226269,0.2217969894,1
917,548,4.011041164,0.552513361,1
917,564,4.704465389,0.2552128136,1
917,580,NaN,NaN,2
917,596,4.585346699,0.3776336312,1
917,612,4.763473034,0.1582303643,1
917,628,5.205701828,-0.03021641076,1
917,644,6.089922428,-0.02810084075,1
917,660,6.032617569,0.4554581344,1
917,676,5.66059351,1.284964561,1
917,692,NaN,NaN,2
917,708,5.39307785,1.22253561,1
917,724,5.769172668,1.648972154,1
917,740,6.430018902,1.666631579,1
917,756,7.297828674,1.445132136,1
917,772,NaN,NaN,2
917,788,NaN,NaN,2
917,804,4.348671436,1.631828308,1
917,820,6.007626534,0.7251101732,1
917,836,5.512378693,0.5173214674,1
917,852,4.361310959,0.2789152861,1
917,868,3.292839766,0.5132773519,1
917,884,3.086615562,0.2771577239,1
917,900,3.996936083,0.374160111,1
917,916,3.916316509,1.072809458,1
917,932,NaN,NaN,2
917,948,4.997630119,0.1412877738,1
917,964,3.541764259,0.3112788796,1
917,980,3.451963186,-0.1914456487,1
917,996,3.83429575,-0.4569686949,1
917,1012,3.575695992,-0.3871503174,1
917,1028,2.83510232,-0.7055025101,1
917,1044,2.542778254,-0.6031435132,1
917,1060,2.27577424,-0.8118376732,1
917,1076,2.281546593,-1.75629425,1
917,1092,2.650921345,-2.488587856,1
917,1108,2.768563271,-2.982214689,1
917,1124,1.840574503,-3.199451923,1
933,20,NaN,NaN,2
933,36,NaN,NaN,2
933,52,2.61824131,-8.471439362,1
933,68,3.571311474,-8.539944649,1
933,84,3.387903452,-7.960589409,1
933,100,3.663209438,-7.332531452,1
933,116,4.16365242,-6.90928793,1
933,132,4.681595802,-7.254469872,1
933,148,4.21985817,-6.76837492,1
933,164,3.658520222,-6.43823576,1
933,180,NaN,NaN,2
933,196,2.105700493,-8.137199402,1
933,212,1.869511962,-8.47382164,1
933,228,1.572751045,-8.355879784,1
933,244,1.588598967,-7.338897228,1
933,260,1.321738362,-6.132745266,1
933,276,-0.01529473066,-5.332688332,1
933,292,NaN,NaN,2
933,308,-0.519703567,-4.0012784,1
933,324,0.4303238392,-3.155270576,1
933,340,1.425370336,-2.092283249,1
933,356,2.165953875,-1.544144988,1
933,372,3.083203316,-1.068931818,1
933,388,3.544657707,-0.1382845044,1
933,404,3.62369442,-0.4188141823,1
933,420,NaN,NaN,2
933,436,3.883007526,0.3861556053,1
933,452,4.968405724,0.3391031027,1
933,468,5.186955452,0.9710916877,1
933,484,5.59753561,0.280217886,1
933,500,6.502173424,0.08723706007,1
933,516,6.46600914,0.3045277297,1
933,532,5.078422546,0.212525636,1
933,548,4.326223373,0.06219021976,1
933,564,4.658691883,-0.5296310782,1
933,580,5.229576588,0.3097331524,1
933,596,5.41121769,0.4473871589,1
933,612,5.41952467,0.3132632375,1
933,628,5.511532784,-0.2674589753,1
933,644,5.573505402,-0.2343885005,1
933,660,5.512004852,0.6470341682,1
933,676,5.740679741,1.996745706,1
933,692,6.590681553,1.417799234,1
933,708,6.270046234,1.770457149,1
933,724,5.71227932,1.79285574,1
933,740,6.020215988,1.55804348,1
933,756,6.902793884,1.026068568,1
933,772,NaN,NaN,2
933,788,6.2070961,0.6623737812,1
933,804,5.964755058,0.1242282391,1
933,820,5.104487896,0.1580127478,1
933,836,4.249848366,0.380987972,1
933,852,NaN,NaN,2
933,868,3.956985474,-0.02555319667,1
933,884,5.029613495,0.4196038246,1
933,900,5.43803978,0.5013691783,1
933,916,5.273351669,1.248407841,1
933,932,5.892737389,0.6706074476,1
933,948,NaN,NaN,2
933,964,3.530606985,0.4793632329,1
933,980,2.952010393,-0.3066740036,1
933,996,2.948939085,-0.7022480965,1
933,1012,3.16314435,-0.947817862,1
933,1028,NaN,NaN,2
933,1044,2.477478027,-1.159067273,1
933,1060,1.922608018,-0.9432266951,1
933,1076,1.977932215,-1.765818715,1
933,1092,1.773727775,-2.711288929,1
933,1108,2.167538166,-3.469349623,1
933,1124,1.682896018,-3.950603485,1
949,20,3.044700623,-8.57711792,1
949,36,2.377757549,-7.368096352,1
949,52,2.13393116,-8.286459923,1
949,68,2.901674032,-8.064776421,1
949,84,3.508161068,-7.494751453,1
949,100,4.092170715,-7.338901997,1
949,116,3.978364944,-6.780752659,1
949,132,3.724782705,-6.55777359,1
949,148,4.063462734,-6.286578655,1
949,164,4.804208279,-5.630659103,1
949,180,4.430691242,-6.433124542,1
949,196,NaN,NaN,2
949,212,3.71502471,-7.92214489,1
949,228,2.627251387,-8.850859642,1
949,244,2.293000698,-7.856598854,1
949,260,2.351028442,-6.604818821,1
949,276,NaN,NaN,2
949,292,0.5764474273,-4.317137718,1
949,308,0.7862970829,-3.434577465,1
949,324,2.04468751,-2.177628517,1
949,340,2.985132694,-1.242745757,1
949,356,3.482187271,-0.6153914928,1
949,372,4.024131775,-0.6783782244,1
949,388,4.031640053,-0.4719480276,1
949,404,4.075126171,-1.043296099,1
949,420,4.31396389,-1.580678701,1
949,436,5.21737957,0.8789725304,1
949,452,4.426393509,0.04452827573,1
949,468,5.360262394,0.8417825103,1
949,484,5.8735075,0.4938344359,1
949,500,6.002807617,0.3594327569,1
949,516,6.241122246,0.3458211124,1
949,532,5.684508801,0.02608834207,1
949,548,4.655722618,-0.3445997238,1
949,564,4.647031307,-0.4355472028,1
949,580,5.363960266,-0.4107572436,1
949,596,5.758626461,-0.009780235589,1
949,612,6.072114468,0.2669968009,1
949,628,5.65697813,-0.771459341,1
949,644,NaN,NaN,2
949,660,NaN,NaN,2
949,676,5.452740669,2.233664513,1
949,692,5.847260952,1.860659719,1
949,708,NaN,NaN,2
949,724,5.46901226,1.623002887,1
949,740,5.600235462,1.298438787,1
949,756,5.91544342,0.5432718396,1
949,772,5.840809822,-0.003182068467,1
949,788,6.911848545,-0.4695786238,1
949,804,6.378520489,-1.472140312,1
949,820,5.112054825,-0.8116417527,1
949,836,3.798014641,0.1465214491,1
949,852,3.385036707,0.02150873095,1
949,868,4.007537365,1.492441535,1
949,884,5.558110237,1.689888,1
949,900,NaN,NaN,2
949,916,6.871246338,1.92564404,1
949,932,6.243304729,0.4566767514,1
949,948,NaN,NaN,2
949,964,NaN,NaN,2
949,980,2.813259602,-0.8353328109,1
949,996,2.503546953,-0.9904267788,1
949,1012,2.290110826,-1.476718187,1
949,1028,1.941905618,-1.158607483,1
949,1044,1.612691402,-1.638870716,1
949,1060,1.53902638,-1.824333668,1
949,1076,1.244073033,-2.658737898,1
949,1092,1.219451427,-3.323992968,1
949,1108,1.457894087,-3.481612206,1
949,1124,1.148952603,-3.671224117,1
965,20,NaN,NaN,2
965,36,3.195095539,-9.148616791,1
965,52,NaN,NaN,2
965,68,3.549162149,-8.699341774,1
965,84,NaN,NaN,2
965,100,3.745948315,-7.362418175,1
965,116,3.769909382,-7.023510933,1
965,132,3.711354733,-6.422591209,1
965,148,4.629980564,-5.722994804,1
965,164,5.611925125,-5.422938824,1
965,180,5.466514587,-5.68817234,1
965,196,4.918628216,-5.670662403,1
965,212,4.103159904,-6.769665718,1
965,228,NaN,NaN,2
965,244,2.571817398,-7.359404564,1
965,260,2.716917753,-6.129368305,1
965,276,2.761806726,-5.873112202,1
965,292,2.302711487,-3.305778027,1
965,308,NaN,NaN,2
965,324,3.528607845,-0.5594768524,1
965,340,4.012820244,-0.2926403284,1
965,356,4.226903915,-0.2312320471,1
965,372,4.39127636,-1.044755697,1
965,388,4.702775478,-0.7112658024,1
965,404,4.166621208,-1.405651927,1
965,420,4.670743465,-2.658533096,1
965,436,4.852199078,-1.907695651,1
965,452,5.172233105,-0.3345839381,1
965,468,6.59599638,0.4113018811,1
965,484,6.310910225,0.3592891991,1
965,500,5.602818966,-0.05974060297,1
965,516,NaN,NaN,2
965,532,5.333508968,-0.1182462424,1
965,548,5.103318691,-0.4865346253,1
965,564,5.273658276,-0.3656875789,1
965,580,5.755592823,-0.3880497813,1
965,596,6.006468773,-0.1080389619,1
965,612,5.911923885,0.08426140249,1
965,628,5.861938953,-0.1549420059,1
965,644,5.789040565,0.04520153999,1
965,660,6.414903164,0.6819767952,1
965,676,6.812037468,1.439716935,1
965,692,6.935834408,1.532011509,1
965,708,6.692916393,2.351770401,1
965,724,5.48786974,2.005221128,1
965,740,4.958445549,0.9477551579,1
965,756,5.098172665,0.2689932585,1
965,772,6.061702728,0.173628062,1
965,788,NaN,NaN,2
965,804,NaN,NaN,2
965,820,NaN,NaN,2
965,836,5.737895966,-0.240584597,1
965,852,4.336738586,0.5025351048,1
965,868,5.296719074,1.112679362,1
965,884,5.632753372,2.063884735,1
965,900,4.520134449,3.941864729,1
965,916,NaN,NaN,2
965,932,NaN,NaN,2
965,948,NaN,NaN,2
965,964,3.933996201,-0.6903330088,1
965,980,3.747617722,-1.237272501,1
965,996,2.613805532,-1.512248158,1
965,1012,1.801065683,-1.811794519,1
965,1028,1.212511301,-1.5318048,1
965,1044,0.8810440302,-1.582218409,1
965,1060,1.194823861,-2.4345994,1
965,1076,1.168058753,-3.556445599,1
965,1092,1.200698853,-3.716869354,1
965,1108,0.3667536974,-3.625378847,1
965,1124,-0.02326953411,-3.340764046,1
981,20,4.371243954,-8.27491951,1
981,36,4.20998764,-8.908302307,1
981,52,3.726425409,-8.879638672,1
981,68,3.301019192,-9.113394737,1
981,84,3.440567017,-7.929338932,1
981,100,4.026457787,-7.040877342,1
981,116,4.206348419,-6.987793922,1
981,132,4.124526024,-6.492544174,1
981,148,5.153858185,-5.762079716,1
981,164,5.137998104,-5.255335808,1
981,180,4.483044147,-4.822424412,1
981,196,3.185227156,-4.624628067,1
981,212,2.838890076,-7.350198269,1
981,228,2.651477814,-7.376356602,1
981,244,2.874622345,-6.411624432,1
981,260,3.311144829,-5.092952251,1
981,276,3.825582981,-4.599970818,1
981,292,3.17842865,-2.545429945,1
981,308,3.445709944,-1.554450154,1
981,324,NaN,NaN,2
981,340,4.464585304,-0.8761689663,1
981,356,4.599527359,-1.060046792,1
981,372,NaN,NaN,2
981,388,NaN,NaN,2
981,404,4.513565063,-1.554780364,1
981,420,5.946277618,-2.097858906,1
981,436,NaN,NaN,2
981,452,5.930025101,-0.7101004124,1
981,468,6.751255035,0.1885398924,1
981,484,6.538368225,0.3619584441,1
981,500,5.522389412,-0.1267458797,1
981,516,5.132955074,-0.1449189782,1
981,532,5.166888714,-0.06621834636,1
981,548,5.186583042,-0.4379880428,1
981,564,5.63233614,-0.05020010471,1
981,580,5.580757141,-0.04428356886,1
981,596,5.99761343,-0.07878050208,1
981,612,6.355081558,-0.05586628616,1
981,628,6.135313988,0.4666172564,1
981,644,6.080696583,1.095641017,1
981,660,6.702292919,1.547589898,1
981,676,5.945506096,1.188187361,1
981,692,5.562133789,1.184400082,1
981,708,4.958456516,1.217781305,1
981,724,5.74290514,1.691045284,1
981,740,5.509967804,0.7218994498,1
981,756,5.093350887,0.4696484804,1
981,772,5.36797142,0.5668213964,1
981,788,5.742346287,-0.2463747561,1
981,804,5.557321548,-0.3865006566,1
981,820,4.944699287,-0.05961467326,1
981,836,5.568532944,0.1565317959,1
981,852,NaN,NaN,2
981,868,7.157295704,2.478506327,1
981,884,7.616850853,2.45189929,1
981,900,NaN,NaN,2
981,916,3.629433155,0.7065253258,1
981,932,3.56333518,0.8351019025,1
981,948,3.664501905,-0.3980996013,1
981,964,3.791479826,-1.024397254,1
981,980,3.413815022,-1.557567358,1
981,996,2.788692474,-2.070052147,1
981,1012,2.206213474,-2.525934219,1
981,1028,1.482703447,-2.597116709,1
981,1044,0.6997553706,-2.87526226,1
981,1060,0.7762596607,-2.986080408,1
981,1076,1.625528336,-3.320729971,1
981,1092,1.053771615,-3.436394691,1
981,1108,-0.02906692028,-3.602309942,1
981,1124,-0.9554465413,-3.748522758,1
997,20,NaN,NaN,2
997,36,3.212020874,-8.246975899,1
997,52,3.62761116,-8.052024841,1
997,68,NaN,NaN,2
997,84,3.833821297,-7.920578003,1
997,100,4.262821198,-7.118841648,1
997,116,4.286084652,-6.508025646,1
997,132,4.449140072,-6.500688553,1
997,148,5.057461739,-5.44095993,1
997,164,5.158617973,-4.357387543,1
997,180,3.596993923,-5.275424004,1
997,196,2.287109375,-6.009822369,1
997,212,1.82524538,-6.728027821,1
997,228,2.1281147,-6.64563179,1
997,244,2.900719643,-5.970602512,1
997,260,3.404042959,-4.506740093,1
997,276,3.736432076,-3.504850626,1
997,292,3.561038971,-1.897738934,1
997,308,3.34069562,-1.500526309,1
997,324,NaN,NaN,2
997,340,3.839088917,-1.219385147,1
997,356,3.795427799,-1.160268068,1
997,372,4.241696358,-1.312204838,1
997,388,3.926124573,-1.647477984,1
997,404,4.166935921,-1.39620173,1
997,420,5.595966816,-1.995876193,1
997,436,NaN,NaN,2
997,452,6.39384985,-1.056727171,1
997,468,6.826869011,-0.2187574953,1
997,484,7.168186665,0.85936445,1
997,500,6.452905178,0.4113323689,1
997,516,NaN,NaN,2
997,532,5.299223423,-0.3028846383,1
997,548,5.381563187,-1.028258085,1
997,564,5.271046162,-1.013873339,1
997,580,5.768093586,-0.4205774367,1
997,596,6.915327549,-0.1371875107,1
997,612,6.57251358,0.2610121071,1
997,628,6.079532146,0.7808833122,1
997,644,6.281737804,1.5444839,1
997,660,6.231397629,1.905152082,1
997,676,NaN,NaN,2
997,692,5.272599697,0.9632916451,1
997,708,NaN,NaN,2
997,724,5.692525387,1.538290739,1
997,740,6.012760639,1.212613702,1
997,756,5.55422163,1.364257812,1
997,772,5.394586086,1.086268187,1
997,788,5.245936871,0.6049660444,1
997,804,4.952004433,0.09469974041,1
997,820,5.034339905,0.3026496172,1
997,836,7.253512383,0.5618700981,1
997,852,NaN,NaN,2
997,868,NaN,NaN,2
997,884,NaN,NaN,2
997,900,4.197821617,-0.5567743778,1
997,916,2.662382126,-0.1242354661,1
997,932,2.713689327,-0.2364104688,1
997,948,3.128813028,-0.6737183332,1
997,964,3.22764349,-1.185750127,1
997,980,3.003186703,-1.803234339,1
997,996,2.771625757,-2.205364704,1
997,1012,2.384586811,-2.65416646,1
997,1028,1.019307733,-3.321800232,1
997,1044,NaN,NaN,2
997,1060,0.3439370394,-3.779129982,1
997,1076,0.1777850986,-3.52720356,1
997,1092,-0.4131290615,-3.693888664,1
997,1108,-0.4141702056,-4.143733025,1
997,1124,-1.290549994,-4.144061089,1
1013,20,NaN,NaN,2
1013,36,2.94889617,-7.6333251,1
1013,52,3.498062372,-7.920470715,1
1013,68,NaN,NaN,2
1013,84,3.737446308,-8.033603668,1
1013,100,4.582169533,-6.774748802,1
1013,116,4.817237854,-6.025318623,1
1013,132,4.919588566,-6.400774956,1
1013,148,5.492280483,-5.714582443,1
1013,164,NaN,NaN,2
1013,180,3.113734484,-5.035313129,1
1013,196,2.242107391,-5.972548962,1
1013,212,2.196974993,-6.454437256,1
1013,228,2.215567112,-5.857757092,1
1013,244,2.680169106,-6.417365074,1
1013,260,3.092365026,-3.705160856,1
1013,276,3.609951973,-2.067006111,1
1013,292,3.693198442,-1.927458763,1
1013,308,2.883108854,-1.827624798,1
1013,324,2.772764683,-1.295606732,1
1013,340,2.927726984,-1.043151617,1
1013,356,3.225079536,-0.8314933181,1
1013,372,3.502072096,-0.8367693424,1
1013,388,3.670650005,-1.160435915,1
1013,404,4.40366745,-1.200149894,1
1013,420,5.003204346,-2.406419992,1
1013,436,4.922650814,-2.506569862,1
1013,452,5.200811863,-2.90104723,1
1013,468,NaN,NaN,2
1013,484,NaN,NaN,2
1013,500,6.228110313,-0.2284148335,1
1013,516,6.167791367,0.1722757071,1
1013,532,5.654488564,-0.4738848805,1
1013,548,5.265833378,-0.9540575743,1
1013,564,4.818662643,-1.4599545,1
1013,580,5.251142502,-1.105371833,1
1013,596,6.086482048,-0.3274693489,1
1013,612,5.605831146,0.2544790506,1
1013,628,5.670072556,1.167526722,1
1013,644,6.120990753,1.878216147,1
1013,660,6.012377262,1.977488637,1
1013,676,5.688306332,1.482227564,1
1013,692,5.740710735,1.627569914,1
1013,708,5.774251938,1.295526743,1
1013,724,5.730110168,2.040633678,1
1013,740,5.463670731,1.768739939,1
1013,756,5.058356762,1.843974352,1
1013,772,5.189545155,1.790733218,1
