PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 5, filenames: A:[5]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[6]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,961,-4.51665926,-17.12470436,1
111,993,-4.129762173,-17.48153305,1
111,1025,-3.97822547,-17.14959526,1
111,1057,-4.412713051,-16.33992004,1
111,1089,-3.49020052,-15.21194458,1
111,1121,-2.756580353,-15.54459858,1
111,1153,-2.84516716,-15.31197834,1
111,1185,-2.658070326,-14.26808357,1
111,1217,-2.09921813,-13.73847198,1
111,1249,-1.078873873,-12.78772449,1
111,1281,2.834658146,-10.2250967,1
111,1313,0.6423358917,-10.16450119,1
111,1345,-1.739671469,-10.93092632,1
111,1377,-2.990736961,-11.69881821,1
111,1409,-3.980503798,-12.23788834,1
111,1441,-3.473263741,-11.45304012,1
111,1473,-3.41045022,-10.23297215,1
111,1505,-3.135410786,-9.541471481,1
111,1537,-2.826307535,-9.726513863,1
111,1569,-2.913772821,-9.809480667,1
111,1601,-3.618686199,-8.749108315,1
111,1633,-4.333143711,-6.705317974,1
111,1665,-2.631065369,-4.983847141,1
111,1697,-2.225792646,-4.581254482,1
111,1729,-3.781327248,-4.316901684,1
111,1761,-4.609334946,-4.958234787,1
111,1793,-6.170152187,-4.653979301,1
111,1825,-7.335803986,-3.298317432,1
111,1857,-7.634421349,-2.061394215,1
111,1889,-8.366055489,-1.399585128,1
111,1921,-7.506897926,-1.14489758,1
111,1953,-6.739478111,-0.01645594835,1
111,1985,-7.30893898,1.580584288,1
111,2017,-7.019016266,-1.737860203,1
143,33,-21.004076,0.5182876587,1
143,65,-12.51916885,-23.07757187,1
143,97,-12.0295639,-24.79535103,1
143,129,-11.74067307,-26.2771225,1
143,161,-13.63612175,-27.04359245,1
143,193,-14.1726408,-25.54487228,1
143,225,-14.14380455,-26.39034462,1
143,257,-14.82881069,-25.94210052,1
143,289,-14.89484787,-26.0213623,1
143,321,-14.2744627,-25.72880363,1
143,353,-14.05834484,-25.15053749,1
143,385,-12.93885708,-24.49680519,1
143,417,-11.61640835,-22.96238708,1
143,449,-11.18710232,-21.95412064,1
143,481,-20.11587143,-6.578050613,1
143,513,-11.21155167,-20.66861343,1
143,545,-11.17746735,-19.70080376,1
143,577,-10.1343689,-19.89893723,1
143,609,-9.495443344,-19.55026245,1
143,641,-8.10088253,-19.13303185,1
143,673,-9.378166199,-18.80016708,1
143,705,-11.00169182,-17.96854019,1
143,737,-9.911547661,-17.58634377,1
143,769,-8.21016407,-16.9747715,1
143,801,-5.914892673,-16.68984604,1
143,833,-4.271651268,-15.72770119,1
143,865,-4.623423576,-15.34977913,1
143,897,-4.797287464,-15.50526428,1
143,929,-4.293492317,-15.85009766,1
143,961,-3.011136055,-16.83045006,1
143,993,-2.654643059,-17.45542145,1
143,1025,-2.980216026,-16.69922447,1
143,1057,-2.977859497,-16.26264,1
143,1089,-1.958298206,-15.3751936,1
143,1121,-0.2181651592,-13.54476452,1
143,1153,-0.836486578,-14.4395113,1
143,1185,-1.012504339,-13.80357265,1
143,1217,-0.4928381443,-13.5347929,1
143,1249,3.271193504,-9.791538239,1
143,1281,2.254357815,-6.885169983,1
143,1313,-0.3449910879,-9.711550713,1
143,1345,-1.209087372,-11.22408581,1
143,1377,-1.093820214,-11.54712105,1
143,1409,-1.875338435,-11.96557903,1
143,1441,-3.181925297,-11.04475021,1
143,1473,-2.964306593,-10.37040997,1
143,1505,-2.579619646,-10.35735512,1
143,1537,-2.8913908,-10.32931137,1
143,1569,-2.891802788,-10.53582096,1
143,1601,-3.535316706,-7.928781033,1
143,1633,-4.094145298,-5.802195072,1
143,1665,-3.822689056,-4.567684174,1
143,1697,-4.005249977,-3.905667305,1
143,1729,-4.440042973,-4.333422661,1
143,1761,-4.949960232,-7.242028236,1
143,1793,-7.130461693,-5.670552254,1
143,1825,-7.550517559,-3.040006399,1
143,1857,-7.387728214,-1.63562119,1
143,1889,-7.714686871,-0.7972540855,1
143,1921,-6.84518528,0.4982272387,1
143,1953,-6.639257431,-0.2370576262,1
143,1985,-7.137541294,-1.568984032,1
143,2017,-8.010102272,-1.680531263,1
175,33,-29.31352234,0.2068576813,1
175,65,-10.77930164,-25.69262123,1
175,97,-9.382480621,-26.35770607,1
175,129,-12.20257378,-26.71923637,1
175,161,-12.40684891,-27.4678936,1
175,193,-11.11432362,-25.01097488,1
175,225,-12.85925484,-25.26245308,1
175,257,-13.39897251,-25.08727264,1
175,289,-13.67077446,-24.824646,1
175,321,-12.80330944,-25.05591583,1
175,353,-11.93202782,-25.4921608,1
175,385,-11.17438984,-24.96232796,1
175,417,-10.25628281,-23.37704659,1
175,449,-9.685038567,-22.29933929,1
175,481,-9.737547874,-20.94684219,1
175,513,-10.1129961,-18.89554787,1
175,545,-9.798362732,-19.15956497,1
175,577,-8.139466286,-19.95625496,1
175,609,-8.390182495,-19.16322327,1
175,641,-7.908338547,-19.44942284,1
175,673,-8.611985207,-18.7821064,1
175,705,-10.33131123,-17.89531898,1
175,737,-9.411135674,-17.92408943,1
175,769,-7.098184586,-17.43271828,1
175,801,-4.833564758,-16.05807877,1
175,833,-2.566979408,-14.32778454,1
175,865,-2.902442455,-14.72791862,1
175,897,-2.56196785,-15.34539413,1
175,929,-1.867631078,-16.22759247,1
175,961,-1.25442493,-16.45391846,1
175,993,-1.184647322,-16.84745789,1
175,1025,-1.106328487,-15.59068012,1
175,1057,-0.7504140139,-15.33712482,1
175,1089,-0.3188210726,-15.70292854,1
175,1121,0.009983569384,-15.78063869,1
175,1153,0.7370499969,-15.23331738,1
175,1185,0.5708944798,-14.25667095,1
175,1217,0.825910449,-14.18693256,1
175,1249,0.8060359955,-12.20112324,1
175,1281,0.6458687782,-10.05385971,1
175,1313,-0.7265338898,-11.23313522,1
175,1345,-0.8280537128,-11.24358654,1
175,1377,-0.3643055558,-11.1402235,1
175,1409,-0.4091703892,-10.94731617,1
175,1441,-1.069138765,-10.98961544,1
175,1473,-1.742995977,-10.94439793,1
175,1505,-2.104896545,-10.80819607,1
175,1537,-2.293779135,-10.42182255,1
175,1569,-2.479216337,-9.963348389,1
175,1601,-3.120953798,-7.185665131,1
175,1633,-3.669874668,-5.030949116,1
175,1665,-3.851993561,-3.986685276,1
175,1697,-4.29180479,-3.212606907,1
175,1729,-4.795075893,-6.892589092,1
175,1761,-4.238179207,-9.152030945,1
175,1793,-5.226861,-5.904133797,1
175,1825,-6.209859371,-2.265316486,1
175,1857,-6.533542633,-0.1184109449,1
175,1889,-6.877083302,1.701509476,1
175,1921,-5.695946693,2.439287424,1
175,1953,-6.438743114,-0.4991472661,1
175,1985,-6.834561825,-2.521787167,1
175,2017,-7.736294746,-0.4016001225,1
207,33,-2.491749763,0.4976892471,1
207,65,-10.55433655,-24.36837578,1
207,97,-10.1217804,-25.46967697,1
207,129,-10.7712183,-26.50275612,1
207,161,-8.576174736,-24.85449219,1
207,193,-8.340370178,-24.50813484,1
207,225,-9.304244995,-24.84732056,1
207,257,-11.71863365,-24.26931572,1
207,289,-11.71927261,-24.30289459,1
207,321,-10.93269062,-25.2537384,1
207,353,-10.55346966,-27.33590508,1
207,385,-10.40553761,-25.93168831,1
207,417,-9.316827774,-23.07953644,1
207,449,-8.82332325,-21.86156273,1
207,481,-7.857369423,-21.37652779,1
207,513,-8.706665039,-19.48107529,1
207,545,-9.250602722,-19.53931236,1
207,577,-8.537134171,-19.95102119,1
207,609,-7.411997795,-20.36172295,1
207,641,-6.101140022,-22.81173706,1
207,673,-7.807812691,-20.34079933,1
207,705,-9.892886162,-18.71880531,1
207,737,-9.061315536,-17.98349571,1
207,769,-6.255516052,-17.36596489,1
207,801,-3.497262239,-14.75251007,1
207,833,-1.731799126,-13.55668545,1
207,865,-0.9725408554,-13.91618061,1
207,897,-0.01922607422,-14.91586304,1
207,929,2.025372505,-15.79133701,1
207,961,1.04220295,-15.84628391,1
207,993,0.05583786964,-15.72544956,1
207,1025,0.002308368683,-14.72696114,1
207,1057,-0.2021024227,-14.4048481,1
207,1089,1.118181944,-15.35433483,1
207,1121,0.4361920357,-17.18107414,1
207,1153,-0.5148683786,-17.63714027,1
207,1185,0.6096383333,-15.6172266,1
207,1217,0.753921032,-15.05583191,1
207,1249,0.9217966795,-13.67412567,1
207,1281,1.641881943,-11.88683033,1
207,1313,0.7029153109,-12.22918987,1
207,1345,0.7163580656,-11.52788734,1
207,1377,1.34375906,-10.82418537,1
207,1409,1.238043666,-10.50752831,1
207,1441,1.117980003,-10.44350624,1
207,1473,0.001982092857,-11.05247974,1
207,1505,-0.3354362249,-11.03175926,1
207,1537,-1.446244478,-10.64247227,1
207,1569,-2.324868202,-9.290135384,1
207,1601,-2.658684254,-7.261222839,1
207,1633,-2.648025274,-5.587547779,1
207,1665,-2.414595604,-3.594779491,1
207,1697,-2.335617065,-3.589684963,1
207,1729,-4.066452026,-8.053150177,1
207,1761,-4.426619053,-10.25762749,1
207,1793,-4.501962662,-4.730733871,1
207,1825,-5.067569256,-1.674282551,1
207,1857,-5.236645699,1.616491199,1
207,1889,-6.259442329,4.094120979,1
207,1921,-6.966671467,1.032765627,1
207,1953,-6.994876862,-0.6748121977,1
207,1985,-6.836231709,-0.8992921114,1
207,2017,-8.548887253,-0.2167699337,1
239,33,-17.1780529,1.615007401,1
239,65,-31.00316238,-19.55798912,1
239,97,-8.980822563,-26.64304543,1
239,129,-9.200948715,-27.73932076,1
239,161,-7.086790085,-24.52876854,1
239,193,-8.031973839,-24.17246246,1
239,225,-9.109007835,-24.98389053,1
239,257,-9.757866859,-24.23593521,1
239,289,-9.406707764,-24.79617691,1
239,321,-9.351695061,-25.71206856,1
239,353,-9.796037674,-26.54423141,1
239,385,-9.696710587,-24.57717133,1
239,417,-8.075878143,-22.33155823,1
239,449,-7.440031528,-21.14920044,1
239,481,-7.443499565,-20.98530579,1
239,513,-8.230067253,-20.90547562,1
239,545,-9.298330307,-21.14523697,1
239,577,-8.554893494,-20.4007206,1
239,609,-6.262029171,-20.62635231,1
239,641,-6.275020123,-23.4575386,1
239,673,-8.191939354,-22.33501625,1
239,705,-8.15883255,-18.69357681,1
239,737,-5.523596287,-16.8826828,1
239,769,-3.572776318,-15.0193634,1
239,801,-1.539177418,-13.15736198,1
239,833,-3.060254097,-12.48941994,1
239,865,-0.5760107636,-13.50500393,1
239,897,1.29013741,-15.16257954,1
239,929,3.628655434,-14.88885212,1
239,961,2.998817682,-15.4474411,1
239,993,1.413505554,-14.96309185,1
239,1025,0.9243291616,-13.37258434,1
239,1057,1.012243867,-13.33587837,1
239,1089,1.383778572,-14.67520237,1
239,1121,0.8479361534,-16.1022892,1
239,1153,0.5562140942,-15.88766575,1
239,1185,1.909440517,-15.21245956,1
239,1217,2.133668423,-14.91707993,1
239,1249,2.221894264,-14.83454323,1
239,1281,2.823719501,-14.42827034,1
239,1313,3.104712725,-13.49429798,1
239,1345,3.027278423,-12.13372231,1
239,1377,2.825824022,-10.36028671,1
239,1409,2.914289713,-9.867678642,1
239,1441,2.954564571,-10.46104431,1
239,1473,3.001212597,-10.58500576,1
239,1505,3.140674829,-11.75814819,1
239,1537,0.6146401167,-11.0370245,1
239,1569,-2.154139757,-8.986690521,1
239,1601,-2.788882017,-7.248333454,1
239,1633,-1.41221869,-5.715573788,1
239,1665,-1.380543113,-3.694064617,1
239,1697,-1.370212078,-6.053060055,1
239,1729,-2.797876358,-8.486099243,1
239,1761,-5.253399849,-9.381666183,1
239,1793,-3.98482132,-4.103255272,1
239,1825,-4.00851202,-0.7276614904,1
239,1857,-4.752519131,3.100959778,1
239,1889,-5.653831482,3.599200726,1
239,1921,-5.800560474,0.681278348,1
239,1953,-5.797497749,0.278522253,1
239,1985,-5.775104046,2.772472858,1
239,2017,-6.554979801,0.2230739594,1
271,33,-13.39779568,-0.8504962921,1
271,65,-11.75436974,-30.66455841,1
271,97,-10.54244137,-25.6814518,1
271,129,-10.1928854,-27.04463196,1
271,161,-9.957028389,-26.58478737,1
271,193,-9.094156265,-24.85092926,1
271,225,-8.954213142,-25.11929893,1
271,257,-9.051669121,-25.20103264,1
271,289,-8.823221207,-25.050354,1
271,321,-8.686917305,-25.93529701,1
271,353,-8.839436531,-25.74806786,1
271,385,-7.929912567,-23.99765396,1
271,417,-6.995883942,-22.89646912,1
271,449,-6.747999668,-21.66178513,1
271,481,-7.743065834,-21.26423645,1
271,513,-8.956615448,-21.10503769,1
271,545,-8.583803177,-20.87192345,1
271,577,-7.684416771,-20.26433182,1
271,609,-6.858694077,-19.89491272,1
271,641,-6.891300678,-21.1814537,1
271,673,-6.629654884,-21.27218819,1
271,705,-5.059408188,-17.87224388,1
271,737,-3.31902504,-15.62826347,1
271,769,-1.805613041,-14.52491856,1
271,801,-0.4765388966,-13.62241268,1
271,833,-0.1630550623,-14.25404072,1
271,865,-0.4661817551,-13.65164948,1
271,897,0.9988136292,-14.78054333,1
271,929,2.851216316,-15.54396915,1
271,961,3.499974012,-15.83580208,1
271,993,2.912882805,-14.92141914,1
271,1025,3.226037025,-12.81930828,1
271,1057,3.945385933,-11.31850052,1
271,1089,3.119036913,-14.16584587,1
271,1121,4.178247452,-16.75623512,1
271,1153,2.451354027,-14.84667301,1
271,1185,2.975921154,-14.96912766,1
271,1217,3.270824671,-14.99975872,1
271,1249,2.36281085,-15.19782257,1
271,1281,3.416128159,-15.28762054,1
271,1313,5.471794128,-15.24302673,1
271,1345,5.680734634,-13.08821678,1
271,1377,4.566350937,-10.5002861,1
271,1409,5.361477852,-9.82968235,1
271,1441,4.93671608,-11.4198885,1
271,1473,3.882347345,-12.92251205,1
271,1505,3.143748522,-12.80873013,1
271,1537,1.671775699,-11.41311169,1
271,1569,-0.5308980942,-8.821302414,1
271,1601,-0.7426327467,-7.351669312,1
271,1633,0.3210966587,-6.239846706,1
271,1665,-0.2277393341,-5.772713184,1
271,1697,-0.5111474991,-6.683865547,1
271,1729,-0.7229839563,-6.353579521,1
271,1761,-2.369505882,-4.993593693,1
271,1793,-3.376528502,-3.303532124,1
271,1825,-3.885391951,-0.4437872171,1
271,1857,-4.444546223,2.362357855,1
271,1889,-4.789421082,2.689148426,1
271,1921,-5.01900959,1.510497808,1
271,1953,-5.392502785,2.19013834,1
271,1985,-2.963703156,4.024625778,1
271,2017,-4.131459236,-0.1410970688,1
303,33,-18.87461472,-40.50343704,1
303,65,-12.02621841,-28.78922844,1
303,97,-11.47842503,-26.61823082,1
303,129,-10.71219444,-26.37877464,1
303,161,-10.7267437,-25.36845398,1
303,193,-8.921414375,-25.52643013,1
303,225,-7.621622086,-25.7163353,1
303,257,-8.088745117,-25.0499897,1
303,289,-8.018089294,-24.92171478,1
303,321,-7.793120384,-25.60203934,1
303,353,-7.603577137,-25.58905792,1
303,385,-6.994946957,-24.91363335,1
303,417,-6.384875298,-23.3574295,1
303,449,-6.163483143,-22.43062401,1
303,481,-6.515898228,-21.93289185,1
303,513,-7.563706875,-21.20593071,1
303,545,-7.742202759,-20.15070724,1
303,577,-7.14136219,-19.32248497,1
303,609,-7.106688499,-18.99552917,1
303,641,-6.561316013,-19.52067757,1
303,673,-3.850821495,-18.69706917,1
303,705,-2.833673239,-17.20560074,1
303,737,-2.60138011,-15.34266472,1
303,769,-0.7056476474,-14.71801567,1
303,801,0.8716421723,-13.82034111,1
303,833,2.253191948,-14.47808456,1
303,865,2.47394228,-13.81310177,1
303,897,2.173084259,-15.39077473,1
303,929,2.29087472,-15.95270061,1
303,961,2.917747259,-15.90869522,1
303,993,3.69477272,-15.34172153,1
303,1025,3.809678078,-13.60355473,1
303,1057,3.563568592,-12.99972534,1
303,1089,4.513452053,-14.36851788,1
303,1121,6.025782585,-15.45716572,1
303,1153,4.41453886,-15.20980167,1
303,1185,4.038177967,-15.57354736,1
303,1217,4.707994461,-15.82489681,1
303,1249,5.642766953,-15.6784277,1
303,1281,5.606396675,-15.72898388,1
303,1313,6.262235641,-16.11569214,1
303,1345,6.756291389,-14.04945469,1
303,1377,5.040052414,-12.45991802,1
303,1409,4.175712585,-11.48282719,1
303,1441,3.411575556,-11.99106979,1
303,1473,3.285514832,-12.82394218,1
303,1505,3.462163448,-12.23109913,1
303,1537,3.693718672,-10.74156952,1
303,1569,2.153530121,-9.319176674,1
303,1601,1.447922111,-8.060238838,1
303,1633,0.5970230103,-6.969712257,1
303,1665,-0.1333404779,-7.180947781,1
303,1697,0.05973178148,-7.048316002,1
303,1729,0.5208277702,-5.934776306,1
303,1761,-0.8363735676,-4.792934418,1
303,1793,-2.394487858,-2.898436308,1
303,1825,-2.871691704,-0.7050273418,1
303,1857,-2.55748868,0.06086719036,1
303,1889,-3.560943604,1.723625183,1
303,1921,-4.303451538,2.113520861,1
303,1953,-4.015477657,2.371978521,1
303,1985,-4.03733778,2.061518908,1
303,2017,-3.89452219,-0.5237472057,1
335,33,-6.447825432,-4.798545837,1
335,65,-10.09810925,-24.30670929,1
335,97,-9.982123375,-26.15426254,1
335,129,-10.12375927,-27.51037598,1
335,161,-10.04053497,-25.89803314,1
335,193,-9.0207901,-25.72425461,1
335,225,-8.196456909,-25.32536507,1
335,257,-7.744436741,-23.89090157,1
335,289,-7.528800488,-24.33751106,1
335,321,-7.164847374,-25.65402985,1
335,353,-6.568196774,-25.4573307,1
335,385,-6.838576317,-24.83123398,1
335,417,-6.722948074,-24.04137993,1
335,449,-4.95637846,-22.57977867,1
335,481,-4.992951393,-22.58836555,1
335,513,-6.469020844,-21.73257446,1
335,545,-5.762573719,-20.28209877,1
335,577,-5.208064079,-19.38875771,1
335,609,-4.826532364,-18.86318207,1
335,641,-3.864706278,-18.59408951,1
335,673,-1.310991287,-17.34871101,1
335,705,-0.5366482735,-16.98767662,1
335,737,-0.3176145554,-16.13817406,1
335,769,1.149327159,-15.22269058,1
335,801,1.934329629,-13.46066475,1
335,833,2.991230488,-11.2994442,1
335,865,2.688021183,-14.22590065,1
335,897,2.198047876,-15.99580956,1
335,929,3.409290314,-16.12934875,1
335,961,4.547783852,-16.09835243,1
335,993,5.582870007,-15.45482635,1
335,1025,5.288315773,-14.08385086,1
335,1057,4.127001762,-13.7903471,1
335,1089,4.722303391,-14.85270309,1
335,1121,5.05659771,-15.62431717,1
335,1153,4.258101463,-15.63224888,1
335,1185,4.914281845,-15.59078026,1
335,1217,5.811104774,-16.16516113,1
335,1249,8.851333618,-15.1717453,1
335,1281,7.80501461,-16.21417999,1
335,1313,8.105485916,-15.62565517,1
335,1345,7.828493595,-14.89190292,1
335,1377,5.823699951,-14.72963047,1
335,1409,4.135156631,-12.55733299,1
335,1441,2.844194889,-11.71817684,1
335,1473,2.495112896,-12.42276764,1
335,1505,2.874143839,-11.02092838,1
335,1537,2.931093693,-9.248656273,1
335,1569,2.690941811,-8.796730995,1
335,1601,2.411627293,-8.129320145,1
335,1633,0.5324703455,-7.750807762,1
335,1665,-0.2873700261,-8.190101624,1
335,1697,0.006341844797,-7.770303249,1
335,1729,0.4746428132,-6.425430298,1
335,1761,-0.5259270668,-4.829102516,1
335,1793,-2.327231407,-3.015977383,1
335,1825,-2.381090879,-1.613396168,1
335,1857,-2.273036957,-0.1263184547,1
335,1889,-3.330847979,1.887619376,1
335,1921,-3.703236341,2.050532341,1
335,1953,-3.462276697,2.523835182,1
335,1985,-4.734569073,2.017942905,1
335,2017,-4.053501129,-1.909283638,1
367,33,-7.094044685,-5.048013687,1
367,65,-11.85700607,-24.89104843,1
367,97,-11.57147026,-27.25642776,1
367,129,-9.373940468,-26.34135246,1
367,161,-9.379956245,-25.87340927,1
367,193,-9.11041832,-25.45854759,1
367,225,-8.566761017,-25.0548954,1
367,257,-8.288194656,-24.7449894,1
367,289,-7.778818607,-25.53422928,1
367,321,-7.780324459,-27.77276802,1
367,353,-5.07630825,-26.41303444,1
367,385,-5.917218685,-24.77442741,1
367,417,-5.169257641,-23.2131424,1
367,449,-3.853203297,-22.80329132,1
367,481,-3.653543949,-23.28930092,1
367,513,-3.377577305,-21.86755562,1
367,545,-2.721818924,-20.2795887,1
367,577,-2.209836721,-19.2574501,1
367,609,-1.44731462,-18.21717453,1
367,641,1.760670662,-16.09879303,1
367,673,2.736783504,-17.01179314,1
367,705,1.627571821,-17.27850151,1
367,737,1.498788238,-17.30830574,1
367,769,2.335279226,-16.83206177,1
367,801,3.131099701,-14.51880169,1
367,833,2.499342918,-11.87197113,1
367,865,0.3763751984,-14.15711308,1
367,897,1.825949192,-16.7790699,1
367,929,3.834574461,-16.83312225,1
367,961,5.326676369,-16.39001274,1
367,993,6.734717369,-15.46083069,1
367,1025,7.325035572,-14.62964153,1
367,1057,7.072628021,-14.89820004,1
367,1089,6.581447124,-14.08467102,1
367,1121,4.194351673,-15.22738266,1
367,1153,5.065935135,-14.79289055,1
367,1185,6.218151093,-15.64975262,1
367,1217,6.723757744,-15.84056568,1
367,1249,3.881559849,-16.92934608,1
367,1281,5.822562218,-17.22511864,1
367,1313,8.547687531,-16.05874825,1
367,1345,8.837082863,-15.23602104,1
367,1377,6.666462421,-15.27305508,1
