PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[10]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
1711,1345,-3.608428955,-4.130269527,1
1711,1377,-3.238245249,-5.974456787,1
1711,1409,-2.810191393,-7.049888134,1
1711,1441,-2.978070736,-6.534170151,1
1711,1473,-3.608656168,-5.455197811,1
1711,1505,-4.052090645,-4.304026604,1
1711,1537,-3.94578743,-3.761924744,1
1711,1569,-3.201559782,-2.939370394,1
1711,1601,-1.703363776,-2.366310358,1
1711,1633,-0.2225771546,-2.867584944,1
1711,1665,0.05561992526,-3.287692308,1
1711,1697,-0.07940191031,-2.226216793,1
1711,1729,-0.5328663588,-2.029173851,1
1711,1761,-0.7575941682,-2.266120911,1
1711,1793,0.3786799908,-1.19880271,1
1711,1825,1.602913141,-0.9600703716,1
1711,1857,0.688367188,-0.3420875072,1
1711,1889,0.4502620101,0.9250172973,1
1711,1921,1.06251061,1.120984077,1
1711,1953,0.3060365915,-0.1028101444,1
1711,1985,0.4239672422,-0.6425608993,1
1711,2017,1.09475565,-1.033422112,1
1743,33,-3.963184834,2.803653717,1
1743,65,-3.936380148,-2.869632244,1
1743,97,-3.598227024,-6.98252964,1
1743,129,-3.237441063,-8.465790749,1
1743,161,-3.597018003,-9.531413078,1
1743,193,-4.770513058,-8.700367928,1
1743,225,-5.258393764,-7.920507431,1
1743,257,-5.120087624,-8.568029404,1
1743,289,-7.241261482,-7.71689558,1
1743,321,-7.799976349,-7.249516487,1
1743,353,-6.676167965,-7.155994892,1
1743,385,-5.277570248,-6.743483067,1
1743,417,-5.811751842,-6.791338921,1
1743,449,-5.173339367,-7.58124876,1
1743,481,-3.757701397,-6.548921108,1
1743,513,-4.126490593,-4.086458206,1
1743,545,-6.748719215,-3.003342867,1
1743,577,-9.681798935,-1.676581144,1
1743,609,-10.02391148,-1.544320345,1
1743,641,-10.60653877,-0.8268017173,1
1743,673,-11.65915012,-0.2702338696,1
1743,705,-12.33312511,-0.3783399463,1
1743,737,-12.32549763,-0.6576002836,1
1743,769,-12.73311424,-2.212421417,1
1743,801,-12.50472546,-3.127393723,1
1743,833,-12.31930923,-2.85423255,1
1743,865,-12.74947834,-3.875643492,1
1743,897,-12.37473106,-5.88386631,1
1743,929,-12.04379082,-4.458749771,1
1743,961,-12.20820999,-3.799879313,1
1743,993,-11.53917313,-3.214045048,1
1743,1025,-10.79416466,-2.859549761,1
1743,1057,-10.4712534,-3.232344627,1
1743,1089,-9.182632446,-4.403404236,1
1743,1121,-8.706234932,-5.595565319,1
1743,1153,-8.6959095,-6.186285019,1
1743,1185,-7.157896042,-6.627416134,1
1743,1217,-6.719042301,-5.275989532,1
1743,1249,-6.095686436,-4.009864807,1
1743,1281,-5.293172359,-3.733655453,1
1743,1313,-4.573601723,-3.896621704,1
1743,1345,-3.634358406,-3.35795784,1
1743,1377,-3.17933321,-4.704006195,1
1743,1409,-2.297486305,-7.04081583,1
1743,1441,-0.5408985615,-5.677866459,1
1743,1473,-1.566961527,-3.340151787,1
1743,1505,-3.131955147,-3.166404963,1
1743,1537,-3.599308491,-3.003029346,1
1743,1569,-3.183040857,-1.630066872,1
1743,1601,-1.865681529,-1.152886391,1
1743,1633,-0.9855527878,-1.763840437,1
1743,1665,-0.4266965389,-3.471740723,1
1743,1697,0.3720305562,-1.253446817,1
1743,1729,0.1412192583,-0.6063752174,1
1743,1761,0.5915480256,0.04997086525,1
1743,1793,1.427530885,0.5601534843,1
1743,1825,2.02816391,-0.6114474535,1
1743,1857,1.747461319,-0.9922409058,1
1743,1889,1.45769453,-0.04409658909,1
1743,1921,0.9075223207,0.2714372277,1
1743,1953,0.2465718091,-0.4515022039,1
1743,1985,-0.2155070901,-0.3537130952,1
1743,2017,-0.3897448778,-0.7422838807,1
1775,33,-2.600298405,-7.199395657,1
1775,65,-4.265396118,-7.422613621,1
1775,97,-3.375974178,-8.480588913,1
1775,129,-3.362745762,-9.948458672,1
1775,161,-4.224388599,-10.19649124,1
1775,193,-5.42986393,-9.279050827,1
1775,225,-6.123610497,-8.604039192,1
1775,257,-5.79888916,-8.525310516,1
1775,289,-6.591516018,-8.601301193,1
1775,321,-7.826045513,-8.146879196,1
1775,353,-5.665228844,-7.871697903,1
1775,385,-3.658420086,-6.989770889,1
1775,417,-4.128840923,-6.390300274,1
1775,449,-3.16195488,-5.815454006,1
1775,481,-3.281841278,-6.132664204,1
1775,513,-4.428087234,-4.918633461,1
1775,545,-6.852918148,-5.18838501,1
1775,577,-9.859751701,-3.214452982,1
1775,609,-9.657566071,-1.669647574,1
1775,641,-9.473140717,-0.4983259439,1
1775,673,-10.29767704,0.5210505724,1
1775,705,-10.58582211,0.1570041776,1
1775,737,-10.9574604,-1.666634917,1
1775,769,-11.44851112,-2.622465134,1
1775,801,-11.62810707,-3.467182159,1
1775,833,-11.20231438,-3.650307894,1
1775,865,-11.34830856,-4.063386917,1
1775,897,-11.72011185,-5.257431507,1
1775,929,-11.39531612,-4.635793686,1
1775,961,-10.82628727,-4.324801922,1
1775,993,-10.2752924,-3.511406898,1
1775,1025,-9.787207603,-3.370277166,1
1775,1057,-9.135117531,-3.571753979,1
1775,1089,-7.612469673,-4.129431248,1
1775,1121,-7.604902267,-5.841276646,1
1775,1153,-8.26574707,-6.020160198,1
1775,1185,-8.367652893,-5.481901646,1
1775,1217,-7.245525837,-4.900861263,1
1775,1249,-6.265196323,-2.557683229,1
1775,1281,-5.272616863,-2.566883087,1
1775,1313,-5.145452976,-3.626280546,1
1775,1345,-4.710357666,-2.988921165,1
1775,1377,-3.433534861,-5.006261349,1
1775,1409,-3.191225529,-6.114149094,1
1775,1441,-3.08423543,-4.031270504,1
1775,1473,-2.471141815,-3.759842396,1
1775,1505,-2.737188339,-3.898890734,1
1775,1537,-2.957041979,-2.72052002,1
1775,1569,-2.58709383,-2.146853209,1
1775,1601,-2.011455774,-1.72562027,1
1775,1633,-1.294180632,-1.46311605,1
1775,1665,-0.9731636047,-1.589943647,1
1775,1697,-0.6902759671,-0.9565732479,1
1775,1729,-0.1335254014,-0.443765074,1
1775,1761,0.04172573984,0.7224734426,1
1775,1793,0.447902441,0.7488680482,1
1775,1825,0.5207178593,-0.8327642083,1
1775,1857,0.03215542436,-1.263585806,1
1775,1889,-0.2335647643,-1.072307944,1
1775,1921,0.02969905734,-0.4089236259,1
1775,1953,0.3930933774,-0.4190394282,1
1775,1985,-0.7435799241,0.7338129282,1
1775,2017,-1.27596724,-0.3779136837,1
1807,33,-2.581442833,-7.208694458,1
1807,65,-3.65538168,-9.113331795,1
1807,97,-4.258686066,-10.24287224,1
1807,129,-3.943658352,-10.42793655,1
1807,161,-5.231555462,-10.17365837,1
1807,193,-6.065649033,-10.57717133,1
1807,225,-5.62738657,-9.011891365,1
1807,257,-5.082406521,-7.832427502,1
1807,289,-5.281399727,-7.518826962,1
1807,321,-6.176890373,-7.406479359,1
1807,353,-5.884900093,-6.75346756,1
1807,385,-4.381147385,-6.319115162,1
1807,417,-4.546935081,-5.570161343,1
1807,449,-4.094213963,-4.278281212,1
1807,481,-3.888461113,-4.679238796,1
1807,513,-5.118645191,-5.135281563,1
1807,545,-7.309473038,-4.809098244,1
1807,577,-8.379721642,-3.9766078,1
1807,609,-8.732480049,-2.143242836,1
1807,641,-8.349809647,-0.8703223467,1
1807,673,-6.500909805,-0.4146575928,1
1807,705,-5.001246452,-0.6212605238,1
1807,737,-9.517546654,-2.866006851,1
1807,769,-9.887131691,-2.977540255,1
1807,801,-10.68968582,-3.518404484,1
1807,833,-10.92837429,-3.512899876,1
1807,865,-11.14354038,-3.616629124,1
1807,897,-11.39405918,-4.294017792,1
1807,929,-10.72309113,-5.049575329,1
1807,961,-9.489398003,-5.23748827,1
1807,993,-9.048899651,-5.019043446,1
1807,1025,-8.950494766,-4.024727345,1
1807,1057,-8.264514923,-3.230503559,1
1807,1089,-7.064706802,-3.295684814,1
1807,1121,-5.68194437,-6.61050272,1
1807,1153,-6.936226845,-6.914437294,1
1807,1185,-7.664435387,-4.652578354,1
1807,1217,-5.450021267,-10.24788284,1
1807,1249,9.383764267,7.706560135,1
1807,1281,-4.463757038,-3.101309776,1
1807,1313,-5.550954342,-4.554335117,1
1807,1345,-6.025126934,-3.833461761,1
1807,1377,-3.84470129,-4.99118042,1
1807,1409,-3.270150661,-5.807468414,1
1807,1441,-3.74705863,-3.758524895,1
1807,1473,-2.748060226,-3.497347355,1
1807,1505,-2.441853523,-3.422896624,1
1807,1537,-1.979170799,-2.83767581,1
1807,1569,-1.542542458,-2.563602686,1
1807,1601,-1.752928257,-2.315537214,1
1807,1633,-1.824909091,-1.786054134,1
1807,1665,-1.846440673,-0.8588950634,1
1807,1697,-1.057209015,-0.7271456718,1
1807,1729,0.2268288136,-0.571202457,1
1807,1761,-0.4470226169,0.7863891125,1
1807,1793,-0.1707339883,0.03632164001,1
1807,1825,-0.7594643235,-1.081531644,1
1807,1857,-2.477791071,-1.694852233,1
1807,1889,-1.404023409,-1.191328645,1
1807,1921,-0.3312931955,-0.2372390032,1
1807,1953,0.1692680269,-0.1552137733,1
1807,1985,-0.3078521788,0.09015986323,1
1807,2017,-1.682174087,-0.05673909187,1
1839,33,-14.44022751,0.6591722965,1
1839,65,-3.327251434,-8.125702858,1
1839,97,-4.273121834,-9.817790985,1
1839,129,-4.738522053,-10.09472084,1
1839,161,-5.993129253,-10.71982574,1
1839,193,-6.267164707,-10.27311802,1
1839,225,-5.022654533,-8.5257864,1
1839,257,-4.83053875,-7.311263084,1
1839,289,-5.312841892,-7.080771923,1
1839,321,-5.726838112,-6.990015507,1
1839,353,-7.164058208,-6.359521866,1
1839,385,-5.861828327,-4.912391663,1
1839,417,-5.110318184,-4.94196701,1
1839,449,-5.167637825,-3.930162907,1
1839,481,-9.85093689,-0.6470508575,1
1839,513,-6.295032501,-4.816763878,1
1839,545,-7.249778748,-4.091107368,1
1839,577,-8.045901299,-3.315260172,1
1839,609,-8.375699043,-2.496469975,1
1839,641,-7.407790184,-1.376247883,1
1839,673,-5.553339958,-0.8975045681,1
1839,705,-5.164123535,-2.323754311,1
1839,737,-5.117544174,-3.328531742,1
1839,769,-6.703679085,-3.292742252,1
1839,801,-8.556035995,-3.161531925,1
1839,833,-10.10150433,-2.659414053,1
1839,865,-10.62268925,-2.588909388,1
1839,897,-10.27210808,-3.560851097,1
1839,929,-9.123238564,-5.589296341,1
1839,961,-7.866282463,-8.626296997,1
1839,993,-8.30510807,-6.560862064,1
1839,1025,-8.141200066,-4.344040871,1
1839,1057,-7.667820454,-1.905356169,1
1839,1089,-7.055045128,-1.251081944,1
1839,1121,-6.952082634,-5.349563599,1
1839,1153,-6.920017242,-6.226418018,1
1839,1185,-6.351768017,-4.412045956,1
1839,1217,-5.760142326,-2.143381119,1
1839,1249,-5.991577148,-3.550289631,1
1839,1281,-5.996333122,-6.072126865,1
1839,1313,-5.824965,-5.10209465,1
1839,1345,-5.319482327,-3.967022896,1
1839,1377,-3.965845585,-4.648017883,1
1839,1409,-3.583685875,-4.961693764,1
1839,1441,-2.273748875,-2.388695955,1
1839,1473,-0.6403782368,-1.525349379,1
1839,1505,-1.260665655,-2.168774843,1
1839,1537,-1.070700169,-1.877218723,1
1839,1569,-1.85824728,-2.468597412,1
1839,1601,-1.989938855,-2.061824322,1
1839,1633,-2.202850342,-1.841584802,1
1839,1665,-2.422609806,-1.554704666,1
1839,1697,-1.484542847,-0.8128222227,1
1839,1729,-1.288475871,-0.582490027,1
1839,1761,-1.308436036,-0.6400277615,1
1839,1793,-0.8059546947,-0.8369421363,1
1839,1825,-0.997197628,-1.207321167,1
1839,1857,-0.8019968271,-1.517551541,1
1839,1889,-0.4932489991,-2.142138243,1
1839,1921,-0.3824394643,-0.5665501356,1
1839,1953,0.2294798493,0.137794435,1
1839,1985,-0.1509594172,-0.04010562599,1
1839,2017,-1.611356974,0.1415619254,1
1871,33,4.878728867,0.6670184135,1
1871,65,-2.445713282,-7.301064491,1
1871,97,-3.347610235,-8.847406387,1
1871,129,-4.164016724,-9.42428112,1
1871,161,-6.033767223,-9.82258606,1
1871,193,-5.781498909,-8.594822884,1
1871,225,-4.794822693,-7.755284786,1
1871,257,-5.270737648,-7.511662006,1
1871,289,-5.721442223,-7.219229221,1
1871,321,-5.310265064,-7.992398739,1
1871,353,-5.363823891,-6.203928947,1
1871,385,-6.335517406,-5.013346672,1
1871,417,-5.800630093,-4.835650444,1
1871,449,-4.852641106,-4.427034378,1
1871,481,-6.856402397,-2.154659271,1
1871,513,-7.307236671,-4.256626129,1
1871,545,-7.363854408,-4.075015068,1
1871,577,-8.005794525,-2.850643873,1
1871,609,-9.112267494,-2.044241667,1
1871,641,-8.085479736,-1.714258194,1
1871,673,-6.637440205,-2.176430225,1
1871,705,-4.812100887,-2.923694849,1
1871,737,-4.17496109,-3.258924723,1
1871,769,-5.1611166,-3.220577955,1
1871,801,-5.315229416,-3.321312904,1
1871,833,-7.37439537,-1.383256674,1
1871,865,-9.891891479,-1.749719143,1
1871,897,-9.47516346,-2.930844545,1
1871,929,-7.279449463,-6.409591198,1
1871,961,-6.780477524,-8.81394577,1
1871,993,-7.005025864,-8.579912186,1
1871,1025,-7.715466022,-5.092095375,1
1871,1057,-7.613215923,-4.081546783,1
1871,1089,-6.850673676,-4.021591663,1
1871,1121,-7.260763645,-4.74755764,1
1871,1153,-7.844727039,-4.747833252,1
1871,1185,-6.441117764,-3.934182167,1
1871,1217,-4.781869888,-3.028128862,1
1871,1249,-6.327573299,-3.981452703,1
1871,1281,-7.229807854,-5.533655167,1
1871,1313,-6.392418385,-4.346377373,1
1871,1345,-5.501458168,-3.834257126,1
1871,1377,-4.995969296,-4.741343021,1
1871,1409,-4.464472771,-4.394888878,1
1871,1441,-2.946694374,-3.209404945,1
1871,1473,-2.346242428,-2.834501743,1
1871,1505,-2.261085033,-2.960607767,1
1871,1537,-2.192598343,-2.514148474,1
1871,1569,-2.133182526,-2.617094755,1
1871,1601,-2.222973347,-2.30159831,1
1871,1633,-2.841872931,-1.768850088,1
1871,1665,-2.242137194,-1.741419315,1
1871,1697,-1.256280065,-1.17148459,1
1871,1729,-1.755605221,-0.3815767765,1
1871,1761,-1.136842251,-0.7706587315,1
1871,1793,-0.1708510518,-1.010793805,1
1871,1825,0.3340087831,-1.010751724,1
1871,1857,-0.07190275192,-1.115171313,1
1871,1889,-0.102938816,-1.487856388,1
1871,1921,-0.4374786019,-1.012771249,1
1871,1953,0.0268304199,-0.5218465924,1
1871,1985,-0.1112719774,-0.1561064273,1
1871,2017,-0.604287982,0.1245357692,1
1903,33,-0.2602124214,0.1492037773,1
1903,65,-1.754012346,-7.292847157,1
1903,97,-2.632719517,-8.751749039,1
1903,129,-3.037406206,-8.929226875,1
1903,161,-2.942130327,-8.249094009,1
1903,193,-2.506183863,-5.830943584,1
1903,225,-3.119429827,-6.469162941,1
1903,257,-4.403953552,-7.686219215,1
1903,289,-5.122829437,-8.526422501,1
1903,321,-5.303406239,-8.15926075,1
1903,353,-5.547884941,-5.769799709,1
1903,385,-6.164404869,-5.025371075,1
1903,417,-6.063493729,-5.032215118,1
1903,449,-5.691618919,-4.48529911,1
1903,481,-6.26892662,-4.48707819,1
1903,513,-7.698940754,-4.146891594,1
1903,545,-7.565689087,-3.90898037,1
1903,577,-7.33482933,-2.902512312,1
1903,609,-7.650348186,-2.775532961,1
1903,641,-7.514899254,-2.999515533,1
1903,673,-6.504890919,-2.978963137,1
1903,705,-5.754182339,-3.214202881,1
1903,737,-5.700639725,-0.4942193031,1
1903,769,-5.818362713,-3.167600155,1
1903,801,-6.049100876,-4.03292799,1
1903,833,-8.57561779,-2.299530745,1
1903,865,-9.434009552,-2.206683636,1
1903,897,-9.617128372,-2.87675643,1
1903,929,-8.877082825,-4.08524704,1
1903,961,-7.784707069,-7.466927052,1
1903,993,-7.189640522,-7.94601059,1
1903,1025,-6.52823019,-6.124579906,1
1903,1057,-7.745950222,-5.665730476,1
1903,1089,-7.532750607,-5.115013123,1
1903,1121,-7.664470673,-4.525200844,1
1903,1153,-7.851771355,-4.078019142,1
1903,1185,-5.364524841,-2.881570339,1
1903,1217,-4.058177471,-3.557537079,1
1903,1249,-6.273562908,-3.838098764,1
1903,1281,-7.26442337,-3.952505827,1
1903,1313,-7.182090282,-3.455137253,1
1903,1345,-5.999621868,-2.833795071,1
1903,1377,-5.441338539,-3.321863174,1
1903,1409,-5.119045258,-3.680021048,1
1903,1441,-3.668623686,-3.637506247,1
1903,1473,-2.839560986,-2.796993971,1
1903,1505,-2.148463488,-3.243033886,1
1903,1537,-2.325174809,-3.907469988,1
1903,1569,-1.387451172,-2.816986322,1
1903,1601,-1.493109465,-2.314983606,1
1903,1633,-1.893639565,-2.015540123,1
1903,1665,-0.8335856199,-1.949000239,1
1903,1697,-0.287315011,-1.254798174,1
1903,1729,-0.8230285048,-0.4396668673,1
1903,1761,-1.232743025,-0.7227730155,1
1903,1793,-0.7033799887,-0.8801423311,1
1903,1825,0.1309642494,-0.6269842386,1
1903,1857,0.2581285238,-0.5807316303,1
1903,1889,0.3639461994,-0.6834536791,1
1903,1921,0.2136410475,-0.9092695713,1
1903,1953,-0.1308295727,-2.310897827,1
1903,1985,-0.0005097985268,-0.8098765612,1
1903,2017,0.1154213697,-0.07470732927,1
1935,33,1.904415131,1.011140347,1
1935,65,-0.9553024769,-8.083539963,1
1935,97,-1.361502409,-8.698935509,1
1935,129,-1.365992546,-8.465860367,1
1935,161,-0.535405755,-7.613746166,1
1935,193,-0.1854391098,-5.772924423,1
1935,225,-1.327076674,-6.431800365,1
1935,257,-4.018226624,-7.666041851,1
1935,289,-4.918299198,-7.436640263,1
1935,321,-4.138363838,-5.856226921,1
1935,353,-5.321317673,-4.665703297,1
1935,385,-5.605121136,-3.386661053,1
1935,417,-5.713261127,-4.344367504,1
1935,449,-5.630819321,-4.626779079,1
1935,481,-6.187241554,-4.596284866,1
1935,513,-7.175178528,-3.922470093,1
1935,545,-6.887729645,-3.031558514,1
1935,577,-5.868059158,-2.261254549,1
1935,609,-5.811207771,-3.442013025,1
1935,641,-6.438976288,-3.894178867,1
1935,673,-6.172804832,-3.54016304,1
1935,705,-5.276752949,-2.89821291,1
1935,737,-5.110527515,-0.7064745426,1
1935,769,-5.883027077,-2.75108099,1
1935,801,-6.990586758,-3.317494869,1
1935,833,-8.213817596,-2.777912378,1
1935,865,-8.903891563,-2.62846899,1
1935,897,-9.027576447,-2.474053621,1
1935,929,-8.672674179,-2.766813993,1
1935,961,-8.52141571,-5.244832039,1
1935,993,-6.3487854,-5.820381165,1
1935,1025,-6.282959461,-5.796242714,1
1935,1057,-7.788849831,-5.679175377,1
1935,1089,-7.764039993,-5.588037491,1
1935,1121,-8.234797478,-4.709569454,1
1935,1153,-8.78478241,-3.716375828,1
1935,1185,-7.711956978,-2.824234009,1
1935,1217,-6.943459034,-6.342938423,1
1935,1249,-6.573093414,-3.612397194,1
1935,1281,-6.467431545,-2.043042421,1
1935,1313,-6.251473904,-1.845052719,1
1935,1345,-5.699164391,-1.676305294,1
1935,1377,-4.721273899,-2.71590519,1
1935,1409,-4.584987164,-3.756373882,1
1935,1441,-4.437547684,-3.66020155,1
1935,1473,-3.260544062,-2.254929066,1
1935,1505,-2.16070199,-2.748324871,1
1935,1537,-1.525630951,-2.06770277,1
1935,1569,-0.9077601433,-1.9442904,1
1935,1601,-0.9707090855,-1.494050026,1
1935,1633,-1.171586394,-1.452414989,1
1935,1665,0.3205361366,-0.725636363,1
1935,1697,-0.1411468983,-0.3195915222,1
1935,1729,-0.3410005569,-0.2587830424,1
1935,1761,-0.7928103805,0.1821812093,1
1935,1793,-1.270487189,0.7547211647,1
1935,1825,-0.9029292464,1.186239839,1
1935,1857,-0.2535838783,0.1505061686,1
1935,1889,0.8259215355,-0.522841692,1
1935,1921,1.269538045,-0.9505742192,1
1935,1953,1.03810513,-0.7210219502,1
1935,1985,0.9564076066,-0.3920892477,1
1935,2017,0.7155742049,-0.1878026724,1
1967,33,-15.02059174,2.748592377,1
1967,65,-0.2395989895,-9.081886292,1
1967,97,0.5362956524,-8.348808289,1
1967,129,0.7175452709,-7.93821907,1
1967,161,-0.5953903198,-8.106315613,1
1967,193,-1.179256678,-6.555586815,1
1967,225,0.2106950283,-8.411329269,1
1967,257,-3.512209892,-10.27376175,1
1967,289,-4.638130188,-7.642346859,1
1967,321,-4.949146748,-5.679966927,1
1967,353,-8.046831131,-5.038856506,1
1967,385,-6.709849358,-3.577260971,1
1967,417,-5.024749756,-3.925728798,1
1967,449,-3.624608994,-4.398172379,1
1967,481,-4.664394855,-4.181815624,1
1967,513,-6.577969551,-2.776316881,1
1967,545,-4.00871706,-2.030624866,1
1967,577,-10.72823429,15.45701981,1
1967,609,-10.6893568,12.09627342,1
1967,641,-4.404267788,-3.76155591,1
1967,673,-4.345468521,-3.948064804,1
1967,705,-4.592884064,-3.560556889,1
1967,737,-5.505657673,-2.78236413,1
1967,769,-5.722836971,-2.229699612,1
1967,801,-6.1766119,-2.776548386,1
1967,833,-7.467412949,-3.166612864,1
1967,865,-8.58344841,-2.512442589,1
1967,897,-8.872361183,-1.494453669,1
1967,929,-7.497208118,-2.476002693,1
1967,961,-6.666532516,-2.392916679,1
1967,993,-3.350428581,-2.462035179,1
1967,1025,-5.997177124,-4.317051888,1
1967,1057,-7.86550045,-4.714015961,1
1967,1089,-8.108389854,-5.537582397,1
1967,1121,-8.325667381,-5.276765823,1
1967,1153,-9.067799568,-4.337015152,1
1967,1185,-9.494510651,-4.14668417,1
1967,1217,-8.11767292,-5.604944229,1
1967,1249,-7.245303631,-2.893196583,1
1967,1281,-7.28841877,-0.7902646065,1
1967,1313,-6.422679901,-1.47497797,1
1967,1345,-4.861115932,-1.640003681,1
1967,1377,-3.98671627,-2.547430515,1
1967,1409,-4.0042243,-3.395575047,1
1967,1441,-4.252375126,-3.113638163,1
1967,1473,-2.380284786,-1.132590771,1
1967,1505,-1.170394421,-0.8474433422,1
1967,1537,-0.7064164877,-0.455489397,1
1967,1569,-0.4653403759,-0.3700282574,1
1967,1601,-0.7628132105,-0.3681312799,1
1967,1633,-0.5559028983,-0.4465198517,1
1967,1665,0.6377114058,0.2571921945,1
1967,1697,0.6341478825,0.01411736012,1
1967,1729,0.3160463572,0.2408771515,1
1967,1761,-0.0814730227,0.6628941298,1
1967,1793,-0.8961157799,0.5702092648,1
1967,1825,-1.354701877,1.588499427,1
1967,1857,-1.187165737,0.9552122951,1
1967,1889,2.1703825,-1.351924658,1
1967,1921,2.518014908,-1.589808702,1
1967,1953,1.873009682,-0.2569432259,1
1967,1985,1.767157912,0.7637150288,1
1967,2017,0.730497241,-0.1707470417,1
1999,33,-17.73509026,-0.2804546356,1
1999,65,1.558559179,-8.247014999,1
1999,97,4.591715813,-7.339510918,1
1999,129,2.410148859,-7.596452713,1
1999,161,-1.172363043,-9.567959785,1
1999,193,0.7731356621,-6.95501709,1
1999,225,-1.669583321,9.936143875,1
1999,257,-1.296215057,-27.7252655,1
1999,289,-3.60463953,-10.72030544,1
1999,321,-6.464354515,-13.11444187,1
1999,353,-11.22749805,12.43342209,1
1999,385,-6.264774799,-4.218655586,1
1999,417,-3.139667511,-3.384293079,1
1999,449,-1.371112823,-4.355922699,1
1999,481,-1.940821171,-4.961788654,1
1999,513,-3.813748598,-2.829175472,1
1999,545,-1.011227608,-3.105718136,1
1999,577,-17.9372406,-17.75115204,1
1999,609,-2.371153355,-2.551253557,1
1999,641,-2.862569809,-2.943695545,1
1999,673,-3.68863678,-4.019260406,1
1999,705,-5.29800415,-3.707574844,1
1999,737,-7.598658562,-3.14375639,1
1999,769,-7.342876434,-2.612753153,1
1999,801,-6.337869644,-2.444942951,1
1999,833,-6.143019199,-3.799454689,1
1999,865,-7.174294472,-3.369674206,1
1999,897,-8.66765976,-1.936153173,1
1999,929,-6.266478539,-2.366164684,1
1999,961,-2.415847301,-1.930476189,1
1999,993,-2.141602993,-1.885096312,1
1999,1025,-4.620175362,-1.500094891,1
1999,1057,-7.22905159,-2.330483675,1
1999,1089,-8.931639671,-3.826982498,1
1999,1121,-8.240153313,-5.90460825,1
1999,1153,-7.563067436,-4.580970764,1
1999,1185,-8.137879372,-4.806244373,1
1999,1217,-8.058642387,-4.679026604,1
1999,1249,-7.979948997,-1.909314394,1
1999,1281,-7.713384628,-0.3550753593,1
1999,1313,-6.033730507,-1.067065477,1
1999,1345,-3.733539581,-1.981933594,1
1999,1377,-3.168227196,-2.367196083,1
1999,1409,-3.149757624,-1.427995205,1
1999,1441,-2.354917765,-0.2563912868,1
1999,1473,-1.201077342,1.351525068,1
1999,1505,-0.2812029123,1.753965378,1
1999,1537,0.1169084311,0.9160788059,1
1999,1569,-0.05291557312,1.188687086,1
1999,1601,-0.05685412884,0.7815275192,1
1999,1633,2.52406311,0.513510704,1
1999,1665,2.005287409,0.2314972878,1
1999,1697,0.9747837782,-0.0338267684,1
1999,1729,0.7277318835,0.3984618783,1
1999,1761,0.2504000664,1.237822294,1
1999,1793,-1.145934343,0.8217823505,1
1999,1825,-0.7427384853,0.1031810641,1
1999,1857,0.1388043761,-0.0889083147,1
1999,1889,1.861903191,-1.520123482,1
1999,1921,2.977789402,-1.89539206,1
1999,1953,3.646654606,-0.104088068,1
1999,1985,3.263557911,0.3499129117,1
1999,2017,1.010766983,-0.182515502,1
