PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[10]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
40,549,-3.671488523,2.747920513,1
40,565,-3.466882229,2.943401337,1
40,581,-2.971632719,2.854767561,1
40,597,-2.393769979,3.101429224,1
40,613,-1.421594143,3.00754714,1
40,629,-3.049780369,2.356657267,1
40,645,-3.441797972,2.095035553,1
40,661,-4.300658703,3.294639587,1
40,677,-4.889546394,3.169348955,1
40,693,-3.983359098,3.092132807,1
40,709,-2.121356964,3.521787643,1
40,725,-1.32484293,3.058746338,1
40,741,-0.2045874596,0.9597783089,1
40,757,0.2409251928,2.309258938,1
40,773,-1.488835096,2.079992294,1
40,789,-0.7288837433,2.258472919,1
40,805,0.1577984095,1.634333849,1
40,821,-0.4460244179,1.851183891,1
40,837,-1.883830309,3.65835309,1
40,853,-2.66337657,5.672496796,1
40,869,-2.800584316,4.027003288,1
40,885,-0.529125452,3.069280863,1
40,901,-3.343769073,1.492993832,1
40,917,-2.798627615,0.8604859114,1
40,933,-3.243816853,1.86362648,1
40,949,-4.219191551,2.469282866,1
40,965,-3.802165747,2.083336115,1
40,981,-3.396663666,2.259871006,1
40,997,-3.308469296,2.767088652,1
40,1013,-2.85807848,3.341359615,1
40,1029,-3.005719185,3.795214653,1
40,1045,-3.635084152,4.364477634,1
40,1061,-3.732203007,4.123026848,1
40,1077,-1.293391705,0.5796165466,1
40,1093,-2.186187506,3.091291189,1
40,1109,-1.633661866,3.531492949,1
40,1125,-2.053230524,3.912689447,1
40,1141,-3.116932869,3.231966972,1
40,1157,-3.150678873,3.363341093,1
40,1173,-3.715709686,3.282048225,1
40,1189,-4.027562141,3.585688353,1
40,1205,-3.921852589,3.5622015,1
40,1221,-3.742909431,3.729286432,1
40,1237,-3.481035709,3.914840937,1
40,1253,-2.147386074,2.38552618,1
40,1269,-11.28891373,1.628861904,1
40,1285,-10.3238821,4.004858017,1
56,21,-5.06828928,-2.764141083,1
56,37,-4.543726444,-2.916873455,1
56,53,-4.156847954,-2.857528687,1
56,69,-4.782090187,-2.080399513,1
56,85,-5.259942532,-2.209592104,1
56,101,-4.109062672,-2.807409525,1
56,117,-4.459460735,-2.000395298,1
56,133,-4.988229752,-1.801632404,1
56,149,-4.904905319,-2.662845612,1
56,165,-4.133457661,-0.7088329792,1
56,181,-2.975230694,-2.886930466,1
56,197,-4.196959972,-3.93940258,1
56,213,-4.977588177,-3.018485308,1
56,229,-5.290545464,-2.435765982,1
56,245,-5.275602341,-2.497475386,1
56,261,-5.332089901,-2.278536797,1
56,277,-4.410372257,-2.582084656,1
56,293,-3.759146214,-3.32780242,1
56,309,-3.832602024,-1.991021395,1
56,325,-3.997914553,-0.6853480339,1
56,341,-4.081067085,0.4039423466,1
56,357,-4.322797298,0.1469687521,1
56,373,-4.182911396,0.2087292075,1
56,389,-4.213161945,-0.8510867357,1
56,405,-2.486608744,2.282710075,1
56,421,-2.898548603,1.256891131,1
56,437,-4.806426048,-0.1278543472,1
56,453,-3.902843475,1.52072227,1
56,469,-4.218673706,1.003012776,1
56,485,-5.020650387,1.369003654,1
56,501,-4.623948574,2.213526964,1
56,517,-4.850141525,1.179739714,1
56,533,-4.537883759,2.60227704,1
56,549,-3.913433313,3.464168787,1
56,565,-4.07967186,3.077237844,1
56,581,-2.624066353,2.694232702,1
56,597,-1.82722044,2.75617671,1
56,613,-2.836685896,2.93743968,1
56,629,-3.095816851,2.483386993,1
56,645,-0.8660302162,-1.749416113,1
56,661,-4.347497463,3.161935329,1
56,677,-4.355291367,2.939200878,1
56,693,-3.007143974,3.129836559,1
56,709,-2.169039249,3.674930811,1
56,725,-2.414088488,2.845488787,1
56,741,0.5253558159,2.04522872,1
56,757,1.333838701,2.637603283,1
56,773,-1.135689616,2.617376328,1
56,789,-0.8895334005,3.562057257,1
56,805,-0.08842545748,2.854011536,1
56,821,-0.707487464,1.950558901,1
56,837,-0.4215462208,2.903349638,1
56,853,-1.386421323,1.7734828,1
56,869,-1.878437519,2.403970957,1
56,885,-2.360877991,1.989322424,1
56,901,-2.819204092,2.556763172,1
56,917,-2.684714794,1.65806365,1
56,933,-3.203218699,2.303757191,1
56,949,-4.396821022,2.96526885,1
56,965,-3.812341213,2.598653793,1
56,981,-3.022608757,3.025938749,1
56,997,-2.403825283,4.770093918,1
56,1013,-3.413285017,-3.847167253,1
56,1029,-1.840497971,2.227895021,1
56,1045,-3.810299397,3.827880144,1
56,1061,-3.917515516,3.456289291,1
56,1077,-2.882818699,2.767444849,1
56,1093,-2.828453779,3.29395318,1
56,1109,-2.31370163,3.4864676,1
56,1125,-3.346769571,3.329293489,1
56,1141,-3.424836397,2.570458651,1
56,1157,-2.493901253,3.86274147,1
56,1173,-3.416905642,4.426458359,1
56,1189,-3.725601196,4.097381592,1
56,1205,-3.19327116,4.057450771,1
56,1221,-3.901535988,4.454792976,1
56,1237,-4.090904236,4.353561401,1
56,1253,-4.15384388,3.81581831,1
56,1269,-5.958246708,12.80267811,1
56,1285,-10.63401699,4.124229431,1
72,21,-6.231414318,-3.605835915,1
72,37,-4.263122082,-3.302985907,1
72,53,-4.035467625,-3.278560162,1
72,69,-3.957845688,-2.862392664,1
72,85,-4.039459705,-2.733179569,1
72,101,-4.218432903,-2.420624018,1
72,117,-4.303770065,-1.437756777,1
72,133,-5.270318985,-1.84073925,1
72,149,-4.937842369,-2.793064833,1
72,165,-3.442570686,-0.987436533,1
72,181,-3.581374645,-3.140237093,1
72,197,-4.10561657,-4.929132462,1
72,213,-4.546472549,-3.947882175,1
72,229,-5.157031059,-2.803613186,1
72,245,-4.871679306,-2.146151781,1
72,261,-4.681060314,-2.037549973,1
72,277,-4.457611084,-1.310866833,1
72,293,-4.446752548,-2.055567265,1
72,309,-4.222242355,-1.695727587,1
72,325,-4.716311932,-0.7683273554,1
72,341,-4.814277172,0.02512085438,1
72,357,-4.62934351,0.0189794898,1
72,373,-4.998693466,0.3139951229,1
72,389,4.921572208,1.723419666,1
72,405,-4.305805206,2.157907248,1
72,421,-3.603061199,1.707736015,1
72,437,-3.48098135,1.283500552,1
72,453,-3.505143404,1.137321472,1
72,469,-3.603393555,0.9218099713,1
72,485,-3.939382076,0.751116991,1
72,501,-3.449985027,0.3300938606,1
72,517,-3.381336689,0.9424262047,1
72,533,-3.865118504,2.477133274,1
72,549,-3.864592075,3.029720306,1
72,565,-3.985863447,2.757459402,1
72,581,-4.000463963,2.402654171,1
72,597,-4.447881699,3.620057344,1
72,613,-4.304660797,2.466504574,1
72,629,-4.411857128,1.506396532,1
72,645,-4.290246487,3.681707382,1
72,661,-5.308276653,2.67425251,1
72,677,-3.96114707,2.871409416,1
72,693,-2.461832523,3.711138487,1
72,709,-1.840846062,3.725613594,1
72,725,-1.95581007,2.692439795,1
72,741,-1.52402091,2.792700052,1
72,757,-0.9383511543,2.478483677,1
72,773,-1.885052919,5.571992874,1
72,789,-1.98463273,5.520732403,1
72,805,-1.950890422,1.874639511,1
72,821,-1.200351477,3.848548412,1
72,837,-1.047333241,3.350051165,1
72,853,-1.085609436,2.013775349,1
72,869,-1.416044712,2.048456669,1
72,885,-1.857564926,2.167481899,1
72,901,-2.089849472,1.841516137,1
72,917,-2.400776863,2.070417881,1
72,933,-2.629686832,2.669759274,1
72,949,-3.321680307,3.332927227,1
72,965,-3.106856346,3.521381378,1
72,981,-2.636635542,3.641840458,1
72,997,-2.372136593,5.974891663,1
72,1013,-2.550491333,-4.00690937,1
72,1029,-2.496890068,0.143099308,1
72,1045,-2.300615311,2.315281153,1
72,1061,-2.5381217,3.120530605,1
72,1077,-3.169485092,3.186219931,1
72,1093,-3.798907995,3.125434637,1
72,1109,-3.997652054,2.860344172,1
72,1125,-3.9346385,3.175753117,1
72,1141,-3.338154078,3.406665802,1
72,1157,-3.097091198,4.31506443,1
72,1173,-3.054708004,4.98475647,1
72,1189,-2.859967232,4.323195457,1
72,1205,-2.894261837,4.225614548,1
72,1221,-3.845848799,4.41891861,1
72,1237,-4.195116043,5.036821842,1
72,1253,-5.384221077,4.631249428,1
72,1269,-4.967482567,5.51695919,1
72,1285,2.255025864,4.087413788,1
88,21,-4.224091053,-2.911994934,1
88,37,-4.555017471,-3.424266338,1
88,53,-4.497313023,-3.059495926,1
88,69,-4.311353207,-3.625326395,1
88,85,-4.022716045,-3.324810505,1
88,101,-10.66600704,-8.593662262,1
88,117,-4.498534679,-3.233705997,1
88,133,-4.397620201,-3.493477821,1
88,149,-4.10951519,-3.400653124,1
88,165,-2.936789989,-3.430608034,1
88,181,-3.672514915,-4.328504562,1
88,197,-3.646949768,-5.029725552,1
88,213,-4.329218388,-3.778449535,1
88,229,-5.281038761,-3.011571646,1
88,245,-4.636955738,-2.418634892,1
88,261,-4.593831539,-1.894337177,1
88,277,-4.514122486,-1.048380494,1
88,293,-4.093840599,-1.702374697,1
88,309,-3.724166393,-1.583563924,1
88,325,-4.028981686,-1.219862342,1
88,341,-4.022364616,-1.401362419,1
88,357,-3.74040556,-1.200207233,1
88,373,-5.317900181,1.419207096,1
88,389,-5.818799019,1.631266236,1
88,405,-3.562959194,0.8935885429,1
88,421,-3.55307126,0.5808134079,1
88,437,-3.550897598,0.5604358912,1
88,453,-2.805716991,0.6954374313,1
88,469,-3.425852299,0.2315019667,1
88,485,-3.417856693,0.3589342833,1
88,501,-2.798084497,0.3319648504,1
88,517,-2.61081934,3.098348379,1
88,533,-3.38922143,2.383039951,1
88,549,-3.362960815,2.655698776,1
88,565,-3.449180365,2.748678923,1
88,581,-4.043172836,2.566646576,1
88,597,-5.465925217,2.06220293,1
88,613,-6.698462009,1.42223084,1
88,629,-5.526641846,1.238534451,1
88,645,-11.29677105,2.379811287,1
88,661,-4.843158245,2.251471996,1
88,677,-4.042495728,2.694555283,1
88,693,-4.202466965,2.86985302,1
88,709,-2.43710041,3.086400986,1
88,725,-2.010137081,2.752939463,1
88,741,-2.008269787,2.760779381,1
88,757,-1.883307099,2.698386431,1
88,773,-1.205982566,4.602823257,1
88,789,-2.183885574,-5.780162811,1
88,805,-1.240950584,2.362647295,1
88,821,-0.9920644164,4.215522289,1
88,837,-1.156848669,4.141987324,1
88,853,-2.174386024,1.249276161,1
88,869,-1.659203291,1.840425134,1
88,885,-1.913261533,1.415581822,1
88,901,-2.252156496,0.9722831249,1
88,917,-2.300297499,2.054988861,1
88,933,-2.436965942,2.708306789,1
88,949,-2.719179869,3.39264226,1
88,965,-2.851621151,3.998227835,1
88,981,-3.512737751,3.833311558,1
88,997,-2.335671425,3.379141808,1
88,1013,-2.107199192,3.799649954,1
88,1029,-1.987260103,3.162059307,1
88,1045,-2.172293663,2.776526451,1
88,1061,-3.856256247,3.533810139,1
88,1077,-4.443042755,3.360095263,1
88,1093,-4.362892151,3.351679802,1
88,1109,-4.422252178,2.614098787,1
88,1125,-4.038546562,3.128551006,1
88,1141,-3.060879707,3.805952549,1
88,1157,-2.83981514,4.924125671,1
88,1173,-3.130636454,4.970157146,1
88,1189,-2.821863174,4.057307243,1
88,1205,-2.609154701,4.024615765,1
88,1221,-3.121688366,12.51797676,1
88,1237,-3.568636894,7.690565586,1
88,1253,-4.223554134,4.323438168,1
88,1269,-4.441903591,3.904999495,1
88,1285,-5.446166992,4.024294853,1
104,21,-3.678804398,-2.663847923,1
104,37,-4.056880951,-2.966621399,1
104,53,-4.729762554,-2.848176479,1
104,69,-4.083194733,-3.315541029,1
104,85,-3.856585503,-3.052960396,1
104,101,-4.206132889,-2.448499203,1
104,117,-3.887965679,-4.084296227,1
104,133,-3.671304226,-4.701261044,1
104,149,-4.102686882,-4.318715096,1
104,165,-3.978396654,-4.366101265,1
104,181,-3.747494936,-4.880244732,1
104,197,-4.095412254,-4.344207764,1
104,213,-4.123196602,-3.417102098,1
104,229,-5.228641987,-2.950739145,1
104,245,-5.371889591,-3.365350246,1
104,261,-4.256474972,-1.964302778,1
104,277,-4.250698566,-1.527151585,1
104,293,-3.43077445,-2.044626474,1
104,309,-2.790993929,-1.613236904,1
104,325,-3.190246582,-1.684372067,1
104,341,-4.00474453,-1.797642946,1
104,357,-4.002191544,-1.412083745,1
104,373,-3.36850214,1.123860121,1
104,389,-4.413008213,0.5900508761,1
104,405,-5.538770676,0.5578056574,1
104,421,-2.179277897,-1.345603466,1
104,437,-3.494355679,3.304380417,1
104,453,-2.545128822,0.2432930171,1
104,469,-3.706241846,-1.079985976,1
104,485,-4.034668922,-0.2693554759,1
104,501,-3.892099619,1.627847791,1
104,517,-3.542857647,3.873381615,1
104,533,-3.605154753,2.294251442,1
104,549,-3.16334033,2.396149158,1
104,565,-3.034000397,2.572865248,1
104,581,-3.792633295,3.044551611,1
104,597,-5.181995869,1.530661821,1
104,613,-5.484125137,0.3184138536,1
104,629,-5.577402592,0.8650400639,1
104,645,-6.213825703,0.4755574465,1
104,661,4.957005024,4.515629292,1
104,677,5.458819866,-0.2316122055,1
104,693,-3.792868137,1.595644712,1
104,709,-2.511975765,2.887328386,1
104,725,-2.397551298,3.206129074,1
104,741,-2.618276834,2.75192523,1
104,757,-1.944636822,2.543540716,1
104,773,-0.3713468909,2.884687185,1
104,789,0.3394869566,1.346910954,1
104,805,-0.1251505017,1.700279713,1
104,821,-0.7640229464,3.18806839,1
104,837,-1.428557754,2.695731878,1
104,853,-1.824223518,-0.1290733814,1
104,869,-2.127263069,0.5779584646,1
104,885,-2.719343662,-0.1629920006,1
104,901,-2.488873959,0.7453780174,1
104,917,-2.485856056,1.889937878,1
104,933,-2.650645733,2.675376892,1
104,949,-2.378996134,3.744184971,1
104,965,-2.039209366,3.940484762,1
104,981,-2.199338436,3.543446064,1
104,997,-2.659615517,3.103325844,1
104,1013,-3.085213661,3.288342237,1
104,1029,-2.754955769,3.510201693,1
104,1045,-2.257930517,3.314165354,1
104,1061,-2.77928257,3.740981102,1
104,1077,-3.662486553,3.8200109,1
104,1093,-4.54706049,3.751274586,1
104,1109,-4.682574272,3.933516026,1
104,1125,-4.644494534,3.871024847,1
104,1141,-3.753793955,3.893930674,1
104,1157,-3.294789314,4.886182785,1
104,1173,-3.405590296,4.672821045,1
104,1189,-3.25290513,3.661889791,1
104,1205,-3.416313648,3.863131046,1
104,1221,-2.627244473,12.39460754,1
104,1237,-4.857429981,6.047300339,1
104,1253,-4.350763321,3.847588301,1
104,1269,-3.960100412,3.174942255,1
104,1285,-4.126782417,-1.917263985,1
120,21,-3.345709801,-3.245126247,1
120,37,-4.058968544,-2.816981554,1
120,53,-4.251410961,-2.905963182,1
120,69,-4.052186012,-2.892460346,1
120,85,-4.022696495,-2.375578403,1
120,101,-4.1685462,-1.982628345,1
120,117,-3.661046028,-2.81363368,1
120,133,-3.592207909,-3.959242582,1
120,149,-3.406208754,-3.230573893,1
120,165,-3.189587831,-2.944971323,1
120,181,-3.676903963,-3.411268234,1
120,197,-3.720020533,-3.282561779,1
120,213,-3.651355028,-2.696696043,1
120,229,-4.022263527,-3.09807086,1
120,245,-4.804574966,-4.61107254,1
120,261,-3.904015064,-2.748831749,1
120,277,-3.989070892,-1.876616001,1
120,293,-2.883504391,-1.390567541,1
120,309,-1.48295188,-0.7462935448,1
120,325,-2.414205074,-1.847260714,1
120,341,-3.813017368,-2.476675034,1
120,357,-5.446201801,-1.773158073,1
120,373,-1.850453138,-0.8963720798,1
120,389,-1.949002743,-0.646500051,1
120,405,-5.795851231,0.1029809117,1
120,421,-3.658420563,-0.6912590265,1
120,437,-8.686057091,0.7707895041,1
120,453,-3.034098148,-0.08330386132,1
120,469,-3.652579069,-0.7777916193,1
120,485,-4.260777473,0.3202307224,1
120,501,-4.057303429,2.90073061,1
120,517,-3.823672056,3.241018295,1
120,533,-3.185686588,2.259739399,1
120,549,-2.77982235,2.234560013,1
120,565,-2.91203475,2.011885643,1
120,581,-3.361502886,2.299104452,1
120,597,-3.699210405,0.1716940403,1
120,613,-4.546292782,0.5618305206,1
120,629,-4.693333626,1.410899401,1
120,645,-10.81950951,-0.5881054401,1
120,661,-10.8151207,-2.154641867,1
120,677,-3.790171146,2.979278088,1
120,693,6.338513374,1.855289936,1
120,709,-0.4785070419,3.152356148,1
120,725,-1.51922226,3.577898741,1
120,741,-1.550076604,3.443745852,1
120,757,-1.008550167,3.014342308,1
120,773,-0.1823496222,2.707658768,1
120,789,0.2230188698,2.45105195,1
120,805,0.3998862505,2.210523844,1
120,821,0.7208385468,2.425248384,1
120,837,-1.555165529,2.329244614,1
120,853,-2.375436306,-0.3800631762,1
120,869,-4.131072044,1.261337638,1
120,885,-4.202698708,-0.5563309193,1
120,901,-2.141008615,0.1256489754,1
120,917,-2.420233965,1.301823139,1
120,933,-2.781414509,2.76378274,1
120,949,-2.857314348,3.765008211,1
120,965,-2.926554203,3.998641491,1
120,981,-2.27210784,3.838099957,1
120,997,-2.117807627,3.466281414,1
120,1013,-3.84302187,3.508873224,1
120,1029,-3.224240541,3.062440395,1
120,1045,-1.853669643,3.36540246,1
120,1061,-1.938199759,3.24849844,1
120,1077,-2.523847342,3.440608978,1
120,1093,-3.123393297,3.177565575,1
120,1109,-3.597151041,3.91331315,1
120,1125,-3.766386032,4.631711006,1
120,1141,-3.911872864,4.586330414,1
120,1157,-3.774494648,4.331679344,1
120,1173,-3.174005985,3.668320894,1
120,1189,-3.456237555,3.46054101,1
120,1205,-3.814850569,3.643469334,1
120,1221,-3.728149414,3.096698523,1
120,1237,-4.007165909,4.299032211,1
120,1253,-4.863427162,4.144927979,1
120,1269,-4.806181431,3.278355837,1
120,1285,-5.141255379,2.390920162,1
136,21,-4.105265617,-2.959079981,1
136,37,-4.147999287,-2.531676054,1
136,53,-4.18588829,-2.611981153,1
136,69,-3.769785404,-2.381643057,1
136,85,-3.649212837,-2.326346636,1
136,101,-4.774151325,-2.35340786,1
136,117,-4.212752342,-2.667090416,1
136,133,-3.604249477,-3.138271093,1
136,149,-3.407032251,-2.868056059,1
136,165,-2.606550694,-2.20294857,1
136,181,-3.847718239,-2.866680145,1
136,197,-3.928438663,-3.09382081,1
136,213,-3.696154118,-2.263832808,1
136,229,-2.902779102,-2.465624094,1
136,245,-2.914442062,-2.059536934,1
136,261,-0.2692847252,-5.446969032,1
136,277,-3.222331762,-2.432427168,1
136,293,-3.024440289,-0.9334049225,1
136,309,-2.070795059,-0.6958042383,1
136,325,-2.598288298,-2.156630993,1
136,341,-3.475835085,-3.257418633,1
136,357,-3.863797903,-2.409641981,1
136,373,-3.603903294,-1.735030293,1
136,389,-3.813513041,-1.099328756,1
136,405,-6.037423134,0.8233383298,1
136,421,-6.410140038,4.960506439,1
136,437,-5.409283638,-1.728948236,1
136,453,-4.678482533,0.1191484034,1
136,469,-6.311522961,0.13818115,1
136,485,-6.302852631,1.056826949,1
136,501,-3.948654652,2.354457855,1
136,517,-3.240101576,2.238685608,1
136,533,-2.068533421,2.158218861,1
136,549,-2.214017391,2.393049955,1
136,565,-2.749510765,2.117581129,1
136,581,-2.690340996,1.885935307,1
136,597,-3.127720356,0.9647564888,1
136,613,-3.886898518,1.428233027,1
136,629,-3.752062321,2.063730478,1
136,645,-2.367202282,2.936527967,1
136,661,-1.931592941,2.759057522,1
136,677,-2.844810963,3.241407633,1
136,693,-7.601651669,-2.975538254,1
136,709,-0.1766076088,3.665486813,1
136,725,-0.7318645716,4.202725887,1
136,741,-0.6765286922,3.404069662,1
136,757,-0.4984077215,3.307272673,1
136,773,-0.8059648275,3.317074299,1
136,789,-0.1564303041,3.669576406,1
136,805,0.4369175434,3.152602673,1
136,821,-0.4664441943,1.335838556,1
136,837,-2.068818092,2.216902733,1
136,853,-5.114118576,8.039234161,1
136,869,0.3037934303,-4.641386032,1
136,885,-0.3405182362,-0.440923214,1
136,901,-1.587947607,0.5612199306,1
136,917,-3.62165761,2.537291288,1
136,933,-3.893754959,2.807336807,1
136,949,-2.886147499,2.803825855,1
136,965,-2.902915239,3.589020491,1
136,981,-2.373592138,4.439993858,1
136,997,-0.9792714119,3.949483156,1
136,1013,-9.362789154,-2.149214745,1
136,1029,-2.787920713,3.557712317,1
136,1045,-2.438185692,4.158480167,1
136,1061,3.978909016,2.905688047,1
136,1077,-0.8385915756,1.578377008,1
136,1093,-1.145301342,1.305066109,1
136,1109,-1.546787977,0.6653256416,1
136,1125,-3.248703241,5.392618656,1
136,1141,-3.903212547,4.868300438,1
136,1157,-3.841678858,3.8294034,1
136,1173,-3.078354359,3.571119547,1
136,1189,-3.419023037,3.705547333,1
136,1205,-4.055537224,4.053718567,1
136,1221,-4.962456703,4.026966572,1
136,1237,-5.556595325,4.255166054,1
136,1253,-6.699589252,3.905321598,1
136,1269,-5.652054787,12.01065826,1
136,1285,-5.828418732,1.800043583,1
152,21,-4.406415939,-2.595830679,1
152,37,-4.611595631,-1.870300293,1
152,53,-6.210493088,-1.86909461,1
152,69,-4.441166878,-1.83961916,1
152,85,-4.698310852,-1.871807814,1
152,101,-4.583080292,-2.650736332,1
152,117,-3.851639509,-2.60968399,1
152,133,-3.603251696,-2.589930534,1
152,149,-4.758633614,-1.88902235,1
152,165,-4.237807274,-2.215839863,1
152,181,-4.473821163,-2.702642441,1
152,197,-5.159994125,-3.359123945,1
152,213,-0.066593647,-6.690903664,1
152,229,-4.087722301,-4.060218811,1
152,245,-4.231499672,-4.170932293,1
152,261,-0.9674487114,-4.574352741,1
152,277,-0.385137558,-2.248142719,1
152,293,-4.599224091,-1.770590067,1
152,309,-2.930364847,-2.593273401,1
152,325,-3.195866585,-2.301980495,1
152,341,-3.58521986,-2.49116087,1
152,357,-4.000021935,-2.224785328,1
152,373,-4.833271027,-1.666835189,1
152,389,-5.099856377,-0.914047122,1
152,405,-5.331231117,-0.4862350225,1
152,421,-4.650374889,1.381242156,1
152,437,-4.664013386,-0.5735307932,1
152,453,-4.650571346,0.5435054302,1
152,469,-7.406692028,0.557744801,1
152,485,-7.475239754,0.8262988329,1
152,501,-3.717533588,1.427067399,1
152,517,-2.46821332,1.483242989,1
152,533,-1.714639664,1.918934226,1
152,549,-2.054555416,2.271891117,1
152,565,-3.38253808,2.866160154,1
152,581,-1.979375601,2.035207748,1
152,597,-1.968534231,1.991266966,1
152,613,-2.562454939,2.132304192,1
152,629,-2.386268377,2.372946024,1
152,645,-2.377177954,1.582435369,1
152,661,-2.030281782,1.030242443,1
152,677,-1.624478579,2.878045082,1
152,693,1.096977234,3.635087729,1
152,709,1.498256683,3.472089529,1
152,725,-1.620588183,4.788188934,1
152,741,-1.421802759,3.17082119,1
152,757,-1.42042613,3.409340858,1
152,773,-3.084835768,3.78141284,1
152,789,-0.7763111591,3.779494047,1
152,805,0.3990287781,4.047466278,1
152,821,-0.9673234224,0.4809162617,1
152,837,-4.645736694,2.323231459,1
152,853,-4.510293961,2.427928448,1
152,869,-2.760747433,2.7043221,1
152,885,-1.77805233,2.469730377,1
