time (s),keratin (a.u.)
408.0,11.807
409.0,11.896
410.0,11.799
411.0,11.932
412.0,11.865
413.0,11.895
414.0,11.8
415.0,11.875
416.0,11.874
417.0,11.745
418.0,11.939
419.0,11.848
420.0,11.919
421.0,11.822
422.0,11.938
423.0,11.9
424.0,11.858
425.0,11.925
426.0,11.819
427.0,11.876
428.0,11.782
429.0,11.908
430.0,11.803
431.0,11.731
432.0,11.908
433.0,11.806
434.0,11.864
435.0,11.82
436.0,11.868
437.0,11.904
438.0,11.931
439.0,11.795
440.0,11.781
441.0,11.81
442.0,11.741
443.0,11.707
444.0,11.788
445.0,11.911
446.0,11.734
447.0,11.775
448.0,11.769
449.0,11.734
450.0,11.712
451.0,11.739
452.0,11.811
453.0,11.71
454.0,11.724
455.0,11.776
456.0,11.713
457.0,11.691
458.0,11.7
459.0,11.725
460.0,11.663
461.0,11.663
462.0,11.646
463.0,11.704
464.0,11.666
465.0,11.763
466.0,11.691
467.0,11.601
468.0,11.725
469.0,11.644
470.0,11.725
471.0,11.704
472.0,11.613
473.0,11.69
474.0,11.517
475.0,11.627
476.0,11.61
477.0,11.648
478.0,11.655
479.0,11.651
480.0,11.635
481.0,11.618
482.0,11.58
483.0,11.47
484.0,11.535
485.0,11.604
486.0,11.646
487.0,11.624
488.0,11.603
489.0,11.588
490.0,11.675
491.0,11.599
492.0,11.532
493.0,11.467
494.0,11.625
495.0,11.594
496.0,11.613
497.0,11.557
498.0,11.565
499.0,11.51
500.0,11.471
501.0,11.486
502.0,11.506
503.0,11.544
504.0,11.553
505.0,11.483
506.0,11.585
507.0,11.513
508.0,11.448
