time (s),keratin (a.u.)
144.0,9.372
145.0,9.302
146.0,9.352
147.0,9.33
148.0,9.423
149.0,9.458
150.0,9.492
151.0,9.389
152.0,9.529
153.0,9.449
154.0,9.527
155.0,9.446
156.0,9.508
157.0,9.567
158.0,9.584
159.0,9.603
160.0,9.582
161.0,9.642
162.0,9.654
163.0,9.646
164.0,9.666
165.0,9.766
166.0,9.791
167.0,9.719
168.0,9.744
169.0,9.747
170.0,9.839
171.0,9.752
172.0,9.749
173.0,9.851
174.0,9.78
175.0,9.805
176.0,9.83
177.0,9.975
178.0,9.892
179.0,9.914
180.0,9.974
181.0,9.943
182.0,9.976
183.0,9.994
184.0,10.031
185.0,9.987
186.0,10.1
187.0,10.045
188.0,10.135
189.0,10.117
190.0,10.144
191.0,10.149
192.0,10.212
193.0,10.194
194.0,10.215
195.0,10.205
196.0,10.301
197.0,10.288
198.0,10.269
199.0,10.238
200.0,10.249
201.0,10.248
202.0,10.356
203.0,10.387
204.0,10.437
205.0,10.372
206.0,10.421
207.0,10.406
208.0,10.423
209.0,10.406
210.0,10.431
211.0,10.5
212.0,10.486
213.0,10.587
214.0,10.582
215.0,10.552
216.0,10.659
217.0,10.559
218.0,10.642
219.0,10.67
220.0,10.66
221.0,10.734
222.0,10.637
223.0,10.427
224.0,10.373
225.0,10.261
226.0,10.229
227.0,10.071
228.0,10.085
229.0,10.106
230.0,10.035
231.0,9.988
232.0,10.016
233.0,10.117
234.0,10.113
235.0,10.1
236.0,10.047
237.0,10.1
238.0,10.117
239.0,9.999
240.0,10.049
241.0,9.993
242.0,9.914
243.0,9.851
244.0,9.845
245.0,9.871
246.0,9.708
247.0,9.732
248.0,9.702
249.0,9.625
250.0,9.643
251.0,9.624
252.0,9.503
253.0,9.504
254.0,9.396
255.0,9.433
256.0,9.411
257.0,9.355
258.0,9.351
259.0,9.246
260.0,9.284
261.0,9.261
262.0,9.203
263.0,9.185
264.0,9.04
265.0,9.141
266.0,9.11
267.0,9.044
268.0,9.04
269.0,9.006
270.0,8.959
271.0,8.984
272.0,8.97
273.0,9.017
274.0,8.943
275.0,8.875
276.0,8.863
277.0,8.781
278.0,8.894
279.0,8.804
280.0,8.74
281.0,8.822
282.0,8.752
283.0,8.782
284.0,8.692
285.0,8.73
286.0,8.656
287.0,8.646
288.0,8.708
289.0,8.633
290.0,8.619
291.0,8.556
292.0,8.564
293.0,8.565
294.0,8.565
295.0,8.554
296.0,8.494
297.0,8.528
298.0,8.478
299.0,8.565
300.0,8.541
301.0,8.432
302.0,8.439
303.0,8.368
304.0,8.357
305.0,8.327
306.0,8.4
307.0,8.384
308.0,8.345
309.0,8.288
310.0,8.337
311.0,8.347
312.0,8.27
313.0,8.325
314.0,8.348
315.0,8.244
316.0,8.256
317.0,8.337
318.0,8.247
319.0,8.226
320.0,8.225
321.0,8.188
322.0,8.201
323.0,8.151
324.0,8.191
325.0,8.163
326.0,8.085
327.0,8.081
328.0,8.093
329.0,8.086
330.0,8.089
331.0,8.02
332.0,8.026
333.0,8.05
334.0,8.065
335.0,8.05
336.0,8.004
337.0,7.948
338.0,7.919
339.0,7.964
340.0,7.961
341.0,7.907
342.0,7.861
343.0,7.87
344.0,7.943
345.0,7.93
346.0,7.902
347.0,7.842
348.0,7.856
349.0,7.812
350.0,7.857
351.0,7.828
352.0,7.752
353.0,7.722
354.0,7.791
355.0,7.832
356.0,7.743
357.0,7.769
358.0,7.645
359.0,7.695
360.0,7.674
361.0,7.724
362.0,7.711
363.0,7.638
364.0,7.686
365.0,7.685
366.0,7.689
367.0,7.674
368.0,7.625
369.0,7.664
370.0,7.676
371.0,7.648
372.0,7.701
373.0,7.509
374.0,7.598
375.0,7.618
376.0,7.576
377.0,7.538
378.0,7.591
379.0,7.597
380.0,7.565
381.0,7.531
382.0,7.584
383.0,7.562
384.0,7.559
385.0,7.526
386.0,7.515
387.0,7.492
388.0,7.508
389.0,7.48
390.0,7.488
391.0,7.483
392.0,7.557
393.0,7.456
394.0,7.542
395.0,7.514
396.0,7.466
397.0,7.438
398.0,7.486
399.0,7.488
400.0,7.434
401.0,7.435
402.0,7.457
403.0,7.398
404.0,7.485
405.0,7.375
406.0,7.384
407.0,7.456
408.0,7.343
409.0,7.391
410.0,7.381
411.0,7.416
412.0,7.357
413.0,7.365
414.0,7.373
415.0,7.339
416.0,7.289
417.0,7.329
418.0,7.287
419.0,7.332
420.0,7.268
421.0,7.317
422.0,7.262
423.0,7.317
424.0,7.269
425.0,7.344
426.0,7.287
427.0,7.293
428.0,7.339
429.0,7.287
430.0,7.241
431.0,7.284
432.0,7.326
433.0,7.257
434.0,7.32
435.0,7.281
436.0,7.263
437.0,7.267
438.0,7.229
439.0,7.248
440.0,7.265
441.0,7.262
442.0,7.237
443.0,7.251
444.0,7.254
445.0,7.306
446.0,7.278
447.0,7.254
448.0,7.244
449.0,7.264
450.0,7.18
451.0,7.245
452.0,7.25
453.0,7.201
454.0,7.315
455.0,7.172
456.0,7.213
457.0,7.206
458.0,7.182
459.0,7.236
460.0,7.225
461.0,7.201
462.0,7.245
463.0,7.222
464.0,7.219
465.0,7.171
466.0,7.148
467.0,7.085
468.0,7.181
469.0,7.143
470.0,7.183
471.0,7.17
472.0,7.159
473.0,7.126
474.0,7.141
475.0,7.113
476.0,7.137
477.0,7.168
478.0,7.081
479.0,7.125
480.0,7.048
481.0,7.129
482.0,7.131
483.0,7.099
484.0,7.093
485.0,7.076
486.0,7.09
487.0,7.079
488.0,7.02
489.0,7.103
490.0,7.001
491.0,7.038
492.0,7.032
493.0,7.071
494.0,6.941
495.0,7.047
496.0,7.057
497.0,7.079
498.0,7.005
499.0,7.024
500.0,6.964
501.0,7.047
502.0,7.06
503.0,6.974
504.0,6.988
505.0,7.047
506.0,7.037
507.0,6.966
508.0,6.951
509.0,6.93
510.0,6.933
511.0,6.924
512.0,6.94
513.0,6.938
514.0,6.929
515.0,6.908
516.0,6.929
517.0,6.996
518.0,6.899
519.0,6.957
520.0,6.952
521.0,6.92
522.0,6.904
523.0,6.907
524.0,6.95
525.0,6.896
526.0,6.91
527.0,6.937
528.0,6.914
529.0,6.852
530.0,6.922
531.0,6.904
