time (s),keratin (a.u.)
263.0,8.827
264.0,8.749
265.0,8.791
266.0,8.775
267.0,8.82
268.0,8.732
269.0,8.761
270.0,8.675
271.0,8.737
272.0,8.727
273.0,8.665
274.0,8.645
275.0,8.704
276.0,8.692
277.0,8.66
278.0,8.697
279.0,8.658
280.0,8.722
281.0,8.634
282.0,8.676
283.0,8.654
284.0,8.643
285.0,8.594
286.0,8.626
287.0,8.545
288.0,8.553
289.0,8.468
290.0,8.564
291.0,8.579
292.0,8.525
293.0,8.496
294.0,8.486
295.0,8.402
296.0,8.454
297.0,8.561
298.0,8.445
299.0,8.462
300.0,8.524
301.0,8.456
302.0,8.436
303.0,8.365
304.0,8.378
305.0,8.421
306.0,8.367
307.0,8.331
308.0,8.253
309.0,8.357
310.0,8.329
311.0,8.334
312.0,8.268
313.0,8.267
314.0,8.266
315.0,8.295
316.0,8.294
317.0,8.209
318.0,8.249
319.0,8.2
320.0,8.264
321.0,8.232
322.0,8.152
323.0,8.211
324.0,8.163
325.0,8.19
326.0,8.099
327.0,8.089
328.0,8.118
329.0,8.069
330.0,8.036
331.0,8.063
332.0,8.007
333.0,8.104
334.0,8.024
335.0,8.016
336.0,8.006
337.0,8.0
338.0,7.968
339.0,8.07
340.0,8.012
341.0,8.05
342.0,8.001
343.0,7.914
344.0,7.989
345.0,7.894
346.0,7.987
347.0,7.96
348.0,7.897
349.0,7.914
350.0,7.933
351.0,7.865
352.0,7.92
353.0,7.901
354.0,7.864
355.0,7.873
356.0,7.837
357.0,7.799
358.0,7.818
359.0,7.76
360.0,7.871
361.0,7.829
362.0,7.807
363.0,7.824
364.0,7.802
365.0,7.765
366.0,7.81
367.0,7.786
368.0,7.718
369.0,7.735
370.0,7.718
371.0,7.734
372.0,7.643
373.0,7.761
374.0,7.674
375.0,7.681
376.0,7.665
377.0,7.648
378.0,7.662
379.0,7.686
380.0,7.685
381.0,7.701
382.0,7.633
383.0,7.622
384.0,7.633
385.0,7.602
386.0,7.68
387.0,7.647
388.0,7.603
389.0,7.58
390.0,7.675
391.0,7.575
392.0,7.6
393.0,7.541
394.0,7.565
395.0,7.56
396.0,7.602
397.0,7.597
398.0,7.598
399.0,7.496
400.0,7.575
401.0,7.568
402.0,7.504
403.0,7.539
404.0,7.47
405.0,7.454
406.0,7.574
407.0,7.464
408.0,7.523
409.0,7.415
410.0,7.49
411.0,7.498
412.0,7.46
413.0,7.409
414.0,7.476
415.0,7.487
416.0,7.471
417.0,7.501
418.0,7.374
419.0,7.407
420.0,7.439
421.0,7.44
422.0,7.432
423.0,7.456
424.0,7.477
425.0,7.426
426.0,7.453
427.0,7.338
428.0,7.437
429.0,7.421
430.0,7.402
431.0,7.413
432.0,7.381
433.0,7.419
434.0,7.418
435.0,7.37
436.0,7.284
437.0,7.383
438.0,7.325
439.0,7.313
440.0,7.35
441.0,7.335
442.0,7.371
443.0,7.33
444.0,7.249
445.0,7.353
446.0,7.261
447.0,7.238
448.0,7.314
449.0,7.255
450.0,7.276
451.0,7.29
452.0,7.231
453.0,7.316
454.0,7.277
455.0,7.211
456.0,7.363
457.0,7.26
458.0,7.191
459.0,7.189
460.0,7.168
461.0,7.204
462.0,7.257
463.0,7.176
464.0,7.196
465.0,7.139
466.0,7.227
467.0,7.174
468.0,7.161
469.0,7.136
470.0,7.233
471.0,7.152
472.0,7.15
473.0,7.201
474.0,7.123
475.0,7.15
476.0,7.208
477.0,7.119
478.0,7.143
479.0,7.14
480.0,7.105
481.0,7.174
482.0,7.136
483.0,7.154
484.0,7.13
485.0,7.12
486.0,7.158
487.0,7.128
488.0,7.114
489.0,7.102
490.0,7.11
491.0,7.095
492.0,7.109
493.0,7.09
494.0,7.093
495.0,7.13
496.0,7.148
497.0,7.102
498.0,7.109
499.0,7.155
500.0,7.078
501.0,7.057
502.0,7.121
503.0,7.082
504.0,7.088
505.0,7.043
506.0,7.051
507.0,7.108
508.0,7.078
509.0,7.086
510.0,7.093
511.0,7.103
512.0,7.085
513.0,7.074
514.0,7.067
515.0,7.079
516.0,7.077
517.0,7.032
518.0,7.093
519.0,7.056
520.0,7.021
521.0,7.045
522.0,7.023
523.0,6.976
524.0,6.992
525.0,7.084
526.0,7.019
527.0,6.946
528.0,7.086
529.0,7.03
530.0,6.977
531.0,7.016
