PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 2, filenames: A:[2]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[3]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
41,138,-0.1361546814,0.02116487175,1
41,146,-0.1530476958,0.09739211202,1
41,154,-0.1169316992,0.1098235175,1
41,162,-0.1648448259,0.07699525356,1
41,170,-0.2527654171,-0.09074039012,1
49,10,-0.1351787746,-0.1524698287,1
49,18,-0.07562106848,-0.1570879817,1
49,26,-0.09124688804,-0.06164765358,1
49,34,-0.1063027382,0.07672330737,1
49,42,-0.129690811,0.2266720235,1
49,50,-0.1613164097,0.05833412707,1
49,58,-0.2049310952,0.03769406304,1
49,66,-0.2864111662,0.01611820608,1
49,74,-0.3650012612,-0.1028968543,1
49,82,-0.285264194,0.06054020673,1
49,90,-0.2644482255,0.09560018778,1
49,98,-0.1462647915,0.102302745,1
49,106,-0.04637348652,0.1778516769,1
49,114,-0.1090478301,0.003933623433,1
49,122,-0.182685256,0.05178461596,1
49,130,-0.1920565963,0.005754716694,1
49,138,-0.1605626792,-0.01880356111,1
49,146,-0.1164218783,0.08191607147,1
49,154,-0.115059182,0.1438754499,1
49,162,-0.156390965,0.06427571177,1
49,170,-0.1415301114,-0.130463019,1
57,10,-0.2074659169,-0.04440969229,1
57,18,-0.0348879844,-0.08654024452,1
57,26,-0.08816681802,-0.02137313038,1
57,34,-0.1181423515,0.003531135619,1
57,42,-0.1220171899,0.06458241493,1
57,50,-0.2140221745,0.1301192492,1
57,58,-0.1676622778,0.157009244,1
57,66,-0.2573075593,0.07614990324,1
57,74,-0.354737103,0.006567778066,1
57,82,-0.2089660913,0.06365673989,1
57,90,-0.2490202338,0.09286798537,1
57,98,-0.2480694354,0.1900376379,1
57,106,-0.180686906,0.312887311,1
57,114,-0.1380015016,0.205389753,1
57,122,-0.07561446726,0.09741279483,1
57,130,-0.1087695509,-0.01573164761,1
57,138,-0.2530284226,-0.2149259746,1
57,146,-0.2334354967,-0.07465282083,1
57,154,-0.2082249969,0.116616942,1
57,162,-0.2110335678,0.06663503498,1
57,170,-0.1424736381,-0.06232284009,1
65,10,-0.2402274907,0.01363235712,1
65,18,-0.1437150538,-0.005290115252,1
65,26,-0.1278927177,0.04507303238,1
65,34,-0.1355609298,0.1583714932,1
65,42,-0.05744953454,0.09756590426,1
65,50,-0.2088746578,0.1133059487,1
65,58,-0.1845810711,0.2706978321,1
65,66,-0.1877288371,0.1931300014,1
65,74,-0.3080963492,0.03975524753,1
65,82,-0.1245092303,0.006843004376,1
65,90,-0.04444698989,-0.00602055341,1
65,98,-0.2391190082,0.2313178778,1
65,106,-0.2979024649,0.3962639272,1
65,114,-0.2674001455,0.2662480175,1
65,122,-0.13462089,-0.01104277372,1
65,130,-0.05726393312,-0.03919631243,1
65,138,-0.1484315544,-0.1065698415,1
65,146,-0.313708365,-0.1160656139,1
65,154,-0.2460538149,0.1350888312,1
65,162,-0.1265797168,0.07782965899,1
65,170,-0.04628907889,0.2363700122,1
73,10,-0.1967371106,0.01763903722,1
73,18,-0.09273897111,-0.1449761093,1
73,26,-0.1365968138,-0.08117710054,1
73,34,-0.3132432401,0.1577684432,1
73,42,-0.2710744143,0.2029898167,1
73,50,-0.2206575274,0.1566846967,1
73,58,-0.3686337769,0.1015606225,1
73,66,-0.3696762919,0.2170989215,1
73,74,-0.3526230752,0.07925692201,1
73,82,-0.03732922673,0.02155663446,1
73,90,-0.05433954298,-0.06088204309,1
73,98,-0.1919414997,0.01615574211,1
73,106,-0.1661650091,0.2318972349,1
73,114,-0.2658641338,0.1168579608,1
73,122,-0.212478444,0.005077518523,1
73,130,-0.05273868144,-0.0352438353,1
73,138,-0.08598721027,-0.05208942294,1
73,146,-0.2540571988,-0.1789686233,1
73,154,-0.3470897675,0.1428152025,1
73,162,-0.192555666,0.09866858274,1
73,170,-0.02985483408,0.2292541414,1
81,10,-0.2774723768,0.003980986774,1
81,18,-0.1007230878,-0.0829116106,1
81,26,-0.002914391458,-0.08844488114,1
81,34,-0.04552923143,0.02227997035,1
81,42,-0.1826020032,0.1761552691,1
81,50,-0.216123715,0.122791037,1
81,58,-0.1595313251,-0.02559387684,1
81,66,-0.156032443,0.03160534799,1
81,74,-0.165803507,0.08453277498,1
81,82,-0.2113541514,0.06460667402,1
81,90,-0.3864449561,0.06721314043,1
81,98,-0.4260749221,-0.04397962242,1
81,106,-0.3309473395,0.1145394593,1
81,114,-0.3222329021,0.1252454072,1
81,122,-0.2525395155,0.008107874542,1
81,130,-0.1539701521,-0.05056769028,1
81,138,-0.1358190477,-0.04244278371,1
81,146,-0.1453273892,-0.1166412234,1
81,154,-0.195853591,0.1244231313,1
81,162,-0.1338325292,0.1057497635,1
81,170,-0.0944917202,0.1234090179,1
89,10,-0.3021498621,0.02195724845,1
89,18,-0.2954455912,-0.0008247047663,1
89,26,-0.1369512975,0.09762343764,1
89,34,0.04155188054,-0.03757086769,1
89,42,0.08835099638,0.02660838887,1
89,50,-0.09717088938,-0.07585406303,1
89,58,-0.1417313665,-0.08506858349,1
89,66,-0.03150311112,-0.1088590696,1
89,74,-0.1127215326,-0.09027332067,1
89,82,-0.2517766058,0.09504055977,1
89,90,-0.3774007261,0.03890899941,1
89,98,-0.3968013823,-0.0328335017,1
89,106,-0.4284765124,0.1055118963,1
89,114,-0.4801297486,0.04641326889,1
89,122,-0.3487578928,0.02787256055,1
89,130,-0.1845851541,-0.1109179035,1
89,138,-0.1562642902,-0.08179950714,1
89,146,-0.1172095835,-0.04756119847,1
89,154,-0.0623794347,0.04214244708,1
89,162,-0.1082380414,0.1247074381,1
89,170,-0.1489986181,0.1479172111,1
97,10,-0.1971016675,-0.05110636353,1
97,18,-0.2144085616,-0.003877677023,1
97,26,-0.1545920372,0.09964603931,1
97,34,-0.1000372469,-0.06953895092,1
97,42,-0.04735021293,0.06020028889,1
97,50,-0.01117183268,-0.0370746851,1
97,58,-0.0464271605,-0.1051885635,1
97,66,-0.1121005416,-0.07722958177,1
97,74,-0.1201458275,0.05297554657,1
97,82,-0.1868184507,0.07440503687,1
97,90,-0.3266333938,-0.07425510138,1
97,98,-0.373565346,-0.1058305576,1
97,106,-0.3727523386,0.1777386516,1
97,114,-0.3436014056,0.03198378161,1
97,122,-0.3821386099,0.01233009994,1
97,130,-0.4101514518,-0.2227500975,1
97,138,-0.09103992581,-0.1934018135,1
97,146,-0.1489019245,-0.06229465455,1
97,154,-0.2151815593,0.01502262428,1
97,162,-0.2180720866,0.14266105,1
97,170,-0.2146939635,0.2017091811,1
105,10,-0.2773233056,-0.04579249769,1
105,18,-0.156554997,0.05388443917,1
105,26,-0.06943388283,0.04778532684,1
105,34,-0.2703211308,-0.06200234592,1
105,42,-0.2626356483,0.002700448036,1
105,50,-0.1244385242,-0.0786640048,1
105,58,-0.2261702418,-0.1165655181,1
105,66,-0.3562178612,0.0560201183,1
105,74,-0.112787962,0.1475157887,1
105,82,-0.1482358426,-0.06459930539,1
105,90,-0.341321677,-0.110540323,1
105,98,-0.4354324639,-0.0982914269,1
105,106,-0.4118160307,0.1445735097,1
105,114,-0.1957456172,0.2199655622,1
105,122,-0.07769089937,0.1766468287,1
105,130,-0.2530041337,-0.1272512525,1
105,138,-0.1382373124,-0.04284834117,1
105,146,-0.1438977569,0.03750757873,1
105,154,-0.2040848881,0.01766282134,1
105,162,-0.2305602431,0.01097737998,1
105,170,-0.3444254398,0.1842131764,1
113,10,-0.3385720253,0.04311459512,1
113,18,-0.2789586782,0.04973938689,1
113,26,-0.2067187726,-0.007729977369,1
113,34,-0.1553739011,-0.06553762406,1
113,42,-0.1886028796,-0.125329718,1
113,50,-0.3920322657,-0.1851007789,1
113,58,-0.3386593461,-0.1474560946,1
113,66,-0.145068571,-0.1619647145,1
113,74,-0.1351639032,0.0719672367,1
113,82,-0.1954056025,-0.07791265845,1
113,90,-0.3637062907,-0.06176637113,1
113,98,-0.4621579647,-0.1123458818,1
113,106,-0.3460017443,0.05679588392,1
113,114,-0.29805848,0.2127538174,1
113,122,-0.2580936849,0.1773952544,1
113,130,-0.2396026254,-0.05755962431,1
113,138,-0.2806089818,-0.00280992873,1
113,146,-0.2279641032,0.1869673729,1
113,154,-0.1898782253,0.05597007275,1
113,162,-0.2676463127,0.01667257026,1
113,170,-0.3187585771,0.1461772919,1
121,10,-0.2634756267,-0.02152246237,1
121,18,-0.2770409882,0.01548573747,1
121,26,-0.2618669271,-0.02099839039,1
121,34,-0.07238423824,-0.1700707525,1
121,42,-0.1055108756,-0.1256142855,1
121,50,-0.3120549917,-0.05778359622,1
121,58,-0.2339362204,-0.160336405,1
121,66,-0.2378947437,-0.2873981595,1
121,74,-0.1977245808,0.05801342055,1
121,82,-0.1850551367,0.02553702891,1
121,90,-0.342761308,0.009755898267,1
121,98,-0.4949863553,-0.003535744734,1
121,106,-0.4027060568,0.05361101776,1
121,114,-0.283688724,0.08724083006,1
121,122,-0.2981641293,0.003874644637,1
121,130,-0.3130380809,-0.02637236193,1
121,138,-0.2779228687,0.01940217242,1
121,146,-0.2778516412,-0.0318300575,1
121,154,-0.3502982855,0.0513310954,1
121,162,-0.4953707159,0.1023308411,1
121,170,-0.4689780772,0.1031958759,1
129,10,-0.3460174203,-0.1464510262,1
129,18,-0.1686036289,-0.08442554623,1
129,26,-0.1855128258,0.01985564083,1
129,34,-0.2007840574,-0.0947323963,1
129,42,-0.1173553765,-0.114233695,1
129,50,-0.1847385764,-0.01135727018,1
129,58,-0.3032699823,-0.08949740231,1
129,66,-0.404276222,-0.1239718944,1
129,74,-0.4248011112,0.1390998363,1
129,82,-0.3637991548,0.02806533687,1
129,90,-0.3616997302,0.02920393646,1
129,98,-0.3762747347,0.06541734189,1
129,106,-0.3442240655,-0.01975268871,1
129,114,-0.3502829671,-0.009924843907,1
129,122,-0.2901450694,-0.02799701691,1
129,130,-0.2633494437,0.01555656828,1
129,138,-0.3514255881,0.06613339484,1
129,146,-0.4025820494,0.03447788954,1
129,154,-0.3699777126,0.1793067902,1
129,162,-0.3572726548,0.1605218947,1
129,170,-0.3094946742,0.02419915795,1
137,10,-0.3145360351,-0.08852657676,1
137,18,-0.1925545335,-0.14937675,1
137,26,-0.2311625481,-0.0232161954,1
137,34,-0.3400270939,-0.01134553924,1
137,42,-0.3920244873,-0.2438131422,1
137,50,-0.3943988681,-0.06228769198,1
137,58,-0.4206625819,0.05448003858,1
137,66,-0.3718195856,-0.08440552652,1
137,74,-0.3039374352,-0.01290911436,1
137,82,-0.3445649147,0.04618787766,1
137,90,-0.3331602812,0.07532975078,1
137,98,-0.1658250093,0.05033606663,1
137,106,-0.2591952682,-0.01573166065,1
137,114,-0.3479673266,-0.08100945503,1
137,122,-0.3760131299,-0.01718840376,1
137,130,-0.3207896352,0.04684571922,1
137,138,-0.3793689907,0.07013364136,1
137,146,-0.3927607834,0.1694669127,1
137,154,-0.2880041599,0.276322633,1
137,162,-0.2305167913,0.1696185768,1
137,170,-0.158438623,0.03334572166,1
145,10,-0.4572384357,-0.1206491143,1
145,18,-0.5152021646,-0.1443282068,1
145,26,-0.3334876001,-0.05145990103,1
145,34,-0.277818203,-0.0003502741456,1
145,42,-0.4277977347,-0.099678047,1
145,50,-0.489884913,0.04779461771,1
145,58,-0.4735692739,0.04744880646,1
145,66,-0.4060993195,0.01212034747,1
145,74,-0.3583693206,-0.06746223569,1
145,82,-0.3535070121,0.06351330876,1
145,90,-0.3214929402,0.08388010412,1
145,98,-0.3370866477,-0.003841429949,1
145,106,-0.3474629521,0.1217937469,1
145,114,-0.2607670426,0.06185569242,1
145,122,-0.2026267648,0.0515348874,1
145,130,-0.3424882889,0.08232729137,1
145,138,-0.3779473305,0.06056135148,1
145,146,-0.3657570481,0.09935159981,1
145,154,-0.2721967101,0.1145381257,1
145,162,-0.2023845613,0.1114938483,1
145,170,-0.2274230123,0.07362191379,1
153,10,-0.3804250062,-0.07268588245,1
153,18,-0.3974849582,-0.02846850455,1
153,26,-0.2331192195,-0.06762418896,1
153,34,-0.3194510937,-0.04280638322,1
153,42,-0.4417418242,0.01915812679,1
153,50,-0.5041671991,0.06893391907,1
153,58,-0.5111451149,0.0211135596,1
153,66,-0.3928691745,0.1445004791,1
153,74,-0.3810323477,-0.0003067925572,1
153,82,-0.4595533013,0.01352178119,1
153,90,-0.4541094601,0.08942757547,1
153,98,-0.3598161042,-0.04258673266,1
153,106,-0.3891560435,0.2162075639,1
153,114,-0.3849303424,0.3371272087,1
153,122,-0.3753961027,0.1185343191,1
153,130,-0.4118351936,0.03411095217,1
153,138,-0.3680658042,0.02671261132,1
153,146,-0.3237085044,0.1310020089,1
153,154,-0.2673640549,0.1837170273,1
153,162,-0.2204720676,0.1051888615,1
153,170,-0.3440968096,0.02703434788,1
161,10,-0.4433637857,0.03900197148,1
161,18,-0.4631669521,0.0427653417,1
161,26,-0.4156774282,-0.08575877547,1
161,34,-0.4970671535,-0.08044137806,1
161,42,-0.5513008833,-0.04326318577,1
161,50,-0.4968490303,-0.0004974678159,1
161,58,-0.467967838,0.02090029418,1
161,66,-0.4449557364,0.1404317021,1
161,74,-0.4813830554,0.02858589217,1
161,82,-0.5480128527,0.07043322176,1
161,90,-0.5537290573,0.110748522,1
161,98,-0.4342346489,-0.009453177452,1
161,106,-0.466137141,0.08846576512,1
161,114,-0.6139655709,0.2187988162,1
161,122,-0.8023256063,0.1373887062,1
161,130,-0.5086756945,-0.03942571953,1
161,138,-0.4631342888,-0.03676963598,1
161,146,-0.3918557763,0.06789778918,1
161,154,-0.2599097192,0.2134164423,1
161,162,-0.2619743347,0.1451657414,1
161,170,-0.459410727,0.02192956582,1
169,10,-0.3183297217,0.01776941121,1
169,18,-0.2564666867,-0.261297673,1
169,26,-0.2707322836,-0.1212770939,1
169,34,-0.3728571534,-0.0053447932,1
169,42,-0.4938891828,-0.01204554923,1
169,50,-0.5904405117,-0.04783410206,1
169,58,-0.5357468128,0.1356491297,1
169,66,-0.5553765297,0.1076570973,1
169,74,-0.5827980042,0.123324126,1
169,82,-0.7036672831,0.1723652631,1
169,90,-0.6642003655,0.1102363393,1
169,98,-0.4778308272,0.06300730258,1
169,106,-0.5846410394,0.06902401894,1
169,114,-0.6756319404,0.1441954374,1
169,122,-0.7265444994,0.1573004276,1
169,130,-0.7186300755,-0.01633435488,1
169,138,-0.4980094135,0.03564655781,1
169,146,-0.365526557,0.02164640278,1
169,154,-0.2925765216,0.1108698994,1
169,162,-0.4233143926,0.0993661806,1
169,170,-0.4519296587,-0.002454429865,1
177,10,-0.3230305016,0.1031067818,1
177,18,-0.2637855411,-0.08469182253,1
177,26,-0.3259569705,-0.1886939108,1
177,34,-0.4078359008,0.07092384994,1
177,42,-0.5076880455,0.0978461802,1
177,50,-0.568721652,0.1764683276,1
177,58,-0.6331820488,0.1708882451,1
177,66,-0.6640298367,0.06247251481,1
177,74,-0.5725659728,0.06303447485,1
177,82,-0.63110286,0.07502652705,1
177,90,-0.6031907201,0.1315586865,1
177,98,-0.4488111734,0.03762871027,1
177,106,-0.4822050929,-0.135143131,1
177,114,-0.5165941715,0.006469503045,1
177,122,-0.5901613235,0.03625310585,1
177,130,-0.4905680716,0.04143183678,1
177,138,-0.3294586539,0.1678588837,1
177,146,-0.2459775507,0.1308859587,1
177,154,-0.3253772259,0.04107329249,1
177,162,-0.3190126419,0.01840811223,1
177,170,-0.2200332582,-0.1296757162,1
185,10,-0.4610346556,0.1707391292,1
185,18,-0.3905716538,-0.05834404379,1
185,26,-0.3277775049,-0.08462747931,1
185,34,-0.4520537853,0.05711018667,1
185,42,-0.6528871059,0.085829705,1
185,50,-0.6232241392,0.1089862809,1
185,58,-0.6695109606,0.09115441889,1
185,66,-0.7143816948,0.07127981633,1
185,74,-0.5686967373,0.001192767173,1
185,82,-0.6145801544,-0.0388148427,1
185,90,-0.5664146543,-0.06416927278,1
185,98,-0.4805879891,-5.509704351e-06,1
185,106,-0.5009199977,-0.1466978639,1
185,114,-0.4082528055,-0.2300349176,1
185,122,-0.4173580408,0.03477026895,1
185,130,-0.3558056951,0.1413590908,1
185,138,-0.2904441953,0.1611355543,1
185,146,-0.289131701,0.1325351894,1
185,154,-0.3635428548,0.07264245301,1
185,162,-0.1661690474,-0.01089865528,1
185,170,-0.1124334931,-0.1115637347,1
193,10,-0.546058476,-0.01628820598,1
193,18,-0.5472974777,-0.04236529768,1
193,26,-0.451186955,0.1104758158,1
193,34,-0.5382819772,0.2102902979,1
193,42,-0.658880949,0.03557128459,1
193,50,-0.4887331724,-0.01808260381,1
193,58,-0.5657536983,0.1911113858,1
193,66,-0.7930636406,0.2324664593,1
193,74,-0.7357049584,0.1037341952,1
193,82,-0.515650034,-0.05655442178,1
193,90,-0.6226611733,-0.03976788372,1
193,98,-0.6610722542,0.0380621925,1
193,106,-0.4663550556,-0.04336351156,1
193,114,-0.3495207131,-0.1797599494,1
193,122,-0.3569610715,0.01098432392,1
193,130,-0.2924356759,0.06583634764,1
193,138,-0.270560503,0.07151319087,1
193,146,-0.3896557689,0.07471930236,1
193,154,-0.3065201044,0.01328740269,1
193,162,-0.1102413535,0.01199610904,1
193,170,-0.002088978887,-0.05642922223,1
201,10,-0.4890585542,-0.08530828357,1
201,18,-0.3106641769,0.07946304232,1
201,26,-0.2897601724,0.1169962436,1
201,34,-0.2929623127,0.1528548747,1
201,42,-0.3949962854,-0.001074325293,1
201,50,-0.537753284,-0.1784286499,1
201,58,-0.4209670722,0.172728911,1
201,66,-0.4917556942,0.3714976013,1
201,74,-0.7250412703,0.396633774,1
201,82,-0.3883286119,0.02471816167,1
201,90,-0.2841414809,-0.07592321932,1
201,98,-0.3441362083,-0.0502763316,1
201,106,-0.3048938513,-0.1083331704,1
201,114,-0.2492043674,-0.2233641446,1
201,122,-0.1862037331,-0.08848970383,1
201,130,-0.2460575402,-0.198935464,1
201,138,-0.2947240472,-0.1314141452,1
201,146,-0.2353340089,-0.06403892487,1
201,154,-0.1631715,-0.09147156775,1
201,162,-0.09216944873,0.02032628097,1
201,170,0.02978317067,0.07525817305,1
209,10,-0.264385879,-0.01209904999,1
209,18,-0.2505062521,0.1847375035,1
209,26,-0.1374273002,0.08446789533,1
209,34,-0.2115087211,0.04060746357,1
209,42,-0.1535204947,-0.03629585728,1
209,50,0.003505080938,-0.3166706264,1
209,58,0.0483944118,-0.1938021332,1
209,66,0.09529483318,0.2845321298,1
209,74,0.003048598766,0.6034909487,1
209,82,-0.08885860443,0.04164787754,1
209,90,0.03840211034,-0.1891180575,1
209,98,0.09786459804,-0.08522865176,1
209,106,0.07169955969,-0.07182808965,1
209,114,0.07579851151,-0.07620982826,1
209,122,0.02536810935,-0.2372922301,1
209,130,-0.1473584622,-0.004611641169,1
209,138,-0.1581441909,-0.07583269477,1
209,146,-0.07444447279,-0.1632624269,1
209,154,-0.1751549691,-0.170366168,2
209,162,-0.4256974757,-0.04460511357,1
209,170,0.06743369997,0.02336409129,1
217,10,0.09642663598,0.001505063847,1
217,18,0.1564089358,0.2206764221,1
217,26,0.4006345868,0.10695526,1
217,34,0.2923391461,0.1017238498,1
217,42,0.1904472411,-0.1460405886,1
217,50,0.3001331389,0.1182442456,1
217,58,0.4115278721,0.08756683767,1
217,66,0.5886979103,-0.01735275984,1
217,74,0.486025393,0.1502154022,1
217,82,0.414495647,-0.0387840867,1
217,90,0.3829435706,0.03710821271,1
217,98,0.3387642503,0.131525591,1
217,106,0.303448379,0.05880551413,1
217,114,0.2609390616,-0.1298882365,1
217,122,0.2111050934,-0.2621301115,1
217,130,0.3146266043,-0.08795465529,1
217,138,0.2587474883,-0.1052965373,1
217,146,0.1085683405,-0.2121530771,1
217,154,-0.03730645031,-0.3821255565,1
217,162,-0.09798026085,-0.1028943062,1
217,170,-0.03045931831,-0.06427959353,1
225,10,0.3724524975,0.08597257733,1
225,18,0.4112014174,0.09948831797,1
225,26,0.6493134499,0.01372291148,1
225,34,0.6211005449,0.1042030826,1
225,42,0.4323721528,0.02715379372,1
225,50,0.3766622841,0.102686055,1
225,58,0.5319084525,0.06424305588,1
225,66,0.7416639328,-0.04460975528,1
225,74,0.6881554723,0.1093897745,1
225,82,0.6997060776,0.01818582416,1
225,90,0.5898035169,0.1753526032,1
225,98,0.4425129592,0.2482616007,1
225,106,0.3944999576,0.07373418659,1
225,114,0.3115396202,-0.1307674646,1
225,122,0.2369604707,-0.1519279778,1
225,130,0.4202772081,-0.07640346885,1
225,138,0.3801078796,-0.06059022993,1
225,146,0.2458993047,-0.1565536261,1
225,154,0.192445308,-0.1817399263,1
225,162,0.04751957953,-0.1580983698,1
225,170,0.05245473981,0.09538653493,1
233,10,0.2719535232,0.2133882791,1
233,18,0.4362325072,-0.004473693669,1
233,26,0.6129689217,-0.03171203658,1
233,34,0.5939151049,0.05781908333,1
233,42,0.5177874565,0.006980717182,1
233,50,0.3626681566,0.08025372773,1
233,58,0.4823460579,0.08567026258,1
233,66,0.602943182,0.05059937388,1
233,74,0.5653553605,0.1827206612,1
233,82,0.573037684,0.1705685705,1
233,90,0.640704751,0.3588514924,1
233,98,0.5203364491,0.2550348938,1
233,106,0.404094547,0.1290262341,1
233,114,0.4640551805,-0.08835630864,1
233,122,0.3428861499,-0.01041914709,1
233,130,0.2749820948,0.1160999164,1
233,138,0.2114560157,0.1047844142,1
233,146,0.2196799964,-0.08446100354,1
233,154,0.2144299448,-0.1197336465,1
233,162,0.08854538202,-0.1758465767,1
233,170,0.1876065135,0.2434782237,1
241,10,0.2700565457,0.1320877373,1
241,18,0.3707343936,-0.08419336379,1
241,26,0.4936709702,0.003739560023,1
241,34,0.595941782,0.05820383877,1
241,42,0.4879710078,-0.09219574928,1
241,50,0.4300787449,0.06877049804,1
241,58,0.502884388,0.1964597851,1
241,66,0.3762158155,0.1720184386,1
241,74,0.4128411412,0.1169477403,1
241,82,0.7409386635,0.1145586073,1
241,90,0.7072356939,0.2210237086,1
241,98,0.4396653771,0.1011884138,1
241,106,0.4267216623,0.08444151282,1
241,114,0.403704077,-0.03323857859,1
241,122,0.3672438562,0.0537548773,1
241,130,0.2226401567,0.0625525713,1
241,138,0.1741888821,-0.06004595757,1
241,146,0.339599669,-0.1066118851,1
241,154,0.1581135392,-0.02902707458,1
241,162,-0.09580823779,0.1059298664,1
241,170,0.1118323803,0.2683541179,1
249,10,0.3402547836,0.07513171434,1
249,18,0.3635520637,-0.003887794912,1
249,26,0.3921962678,0.04043856263,1
249,34,0.6491479874,0.08609537035,1
249,42,0.7242369056,0.009079743177,1
249,50,0.5674628019,0.139701128,1
249,58,0.4233843386,0.1253772676,1
249,66,0.3612861335,0.1427431256,1
249,74,0.4449424446,0.1099898368,1
249,82,0.5084677935,-0.03373155743,1
249,90,0.2868086994,-0.07574991882,1
249,98,0.318105042,0.03869887441,1
249,106,0.4442484081,0.04752438515,1
249,114,0.365976721,0.02283557132,1
249,122,0.310777247,0.1646334231,1
249,130,0.1632372141,0.02974445373,1
249,138,0.08881358802,-0.01499250531,1
249,146,0.2144865096,-0.07595451176,1
