PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 9, filenames: A:[9]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[10]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
41,42,-0.005332302302,0.04042101651,1
41,50,0.05086030811,0.09036204219,1
41,58,0.02421109378,-0.04010982811,1
41,66,-0.01248215139,-0.08800024539,1
41,74,0.1350679249,-0.1655764133,1
41,82,0.1263388991,-0.07254368067,1
41,90,0.06119555235,-0.01635332033,1
41,98,0.002087779343,-0.04476606101,1
41,106,0.1304133832,0.01637869887,1
41,114,0.1281843632,0.003189530224,1
41,122,-0.04985680431,-0.09204629064,1
41,130,0.005694083869,-0.04416450858,1
41,138,0.002349726856,0.01470403373,1
41,146,-0.04946319386,0.0553295128,1
41,154,-0.00730772689,0.05489163101,1
41,162,-0.03368044645,0.07382016629,1
41,170,-0.201572746,0.02911318466,1
49,10,-0.0870860815,-0.03471419215,1
49,18,-0.1340200156,0.1258671582,1
49,26,-0.06679600477,0.1466368884,1
49,34,-0.05037797242,0.06598564982,1
49,42,-0.06483048201,0.003189012408,1
49,50,-0.04973367602,0.1090872958,1
49,58,-0.001349244267,-0.03696563467,1
49,66,0.02301879227,-0.1433030516,1
49,74,-0.03926991671,-0.02560385317,1
49,82,-0.03088089079,0.02806162462,1
49,90,0.06283519417,0.08182988316,1
49,98,0.08332212269,-0.00621912349,1
49,106,0.04683553427,-0.03989106417,1
49,114,-0.07254397869,-0.05637615174,1
49,122,-0.1701128632,-0.1119537354,1
49,130,-0.06140001863,-0.09080311656,1
49,138,0.02362015843,-0.1458538473,1
49,146,-0.05760852247,-0.04536625743,1
49,154,-0.1283355355,0.05458506942,1
49,162,-0.09897042066,0.0469539389,1
49,170,-0.1911286265,0.04431005567,1
57,10,0.005095345899,0.06333122402,1
57,18,0.1681221575,0.15596582,1
57,26,0.130844593,0.1161963046,1
57,34,-0.0971910283,0.222417444,1
57,42,-0.09682096541,0.05471595377,1
57,50,-0.03774581105,-0.02001813427,1
57,58,0.05869443715,0.01949294284,1
57,66,0.1285079271,0.007784450427,1
57,74,0.04730983824,0.005707179662,1
57,82,-0.06038030237,0.01032323204,1
57,90,-0.03600508347,0.03960170969,1
57,98,0.05262600631,-0.001223513857,1
57,106,0.02701099589,-0.09221913666,1
57,114,-0.1087749451,-0.05357336998,1
57,122,-0.113315098,-0.02636198327,1
57,130,-0.04916057736,-0.06595097482,1
57,138,-0.1110758334,-0.09845372289,1
57,146,-0.1823174953,0.002435464412,1
57,154,-0.03568204492,0.05567631498,1
57,162,0.04324242473,0.01832821593,1
57,170,-0.03736272454,0.02747087553,1
65,10,0.08334638178,0.2380551994,1
65,18,0.09339649975,0.1409232765,1
65,26,0.1304255426,-0.0169441849,1
65,34,-0.07008639723,0.1027530581,1
65,42,-0.1409882307,0.05277091265,1
65,50,-0.09589198232,0.0792112872,1
65,58,0.06108105928,0.06366543472,1
65,66,0.1364799887,0.05439307541,1
65,74,0.007684700191,-0.1009745896,1
65,82,0.0170648694,-0.06991132349,1
65,90,0.01127526164,0.04329778254,1
65,98,0.004949703813,0.04161252081,1
65,106,0.08477639407,0.008693207055,1
65,114,0.04338105023,-0.0734975487,1
65,122,0.07649378479,0.04165013507,1
65,130,0.03652991727,-0.008070901036,1
65,138,-0.06103633717,-0.0174188409,1
65,146,-0.02436628193,0.02737751976,1
65,154,-0.006528887898,0.1043715402,1
65,162,-0.007224164903,0.1261954606,1
65,170,0.01250603795,0.07276613265,1
73,10,-0.00529050827,0.2539232969,1
73,18,-0.05273514986,0.09008362889,1
73,26,-0.07385934889,-0.03932224214,1
73,34,-0.1081600338,0.04739123955,1
73,42,-0.1864547431,0.05520504713,1
73,50,-0.1144423559,0.06515778601,1
73,58,0.02677547187,0.04501545429,1
73,66,-0.09041805565,-0.03602503985,1
73,74,-0.02659914643,0.03372591734,1
73,82,0.112146005,-0.04462802783,1
73,90,0.1587834954,0.03849030286,1
73,98,0.05505488068,0.1102221012,1
73,106,0.01921849698,0.06830366701,1
73,114,0.02021061629,0.09013548493,1
73,122,0.1200185195,0.09608590603,1
73,130,0.1741601676,0.02360832319,1
73,138,0.07823816687,-0.01755720936,1
73,146,0.09752229601,-0.003720920533,1
73,154,0.02560265176,0.09143045545,1
73,162,-0.02330916375,0.06358884275,1
73,170,0.0722463727,-0.02901303023,1
81,10,-0.06636291742,0.1830951273,1
81,18,-0.04740735516,0.004733324051,1
81,26,0.01415834948,-0.04993801564,1
81,34,-0.08895529807,-0.07303201407,1
81,42,-0.1633067429,-0.0341584608,1
81,50,0.0146111697,0.1693851799,1
81,58,0.1760892272,0.2991686761,1
81,66,0.009494453669,0.2760402262,1
81,74,0.01738956571,0.1781721264,1
81,82,0.16321747,-0.04034927487,1
81,90,0.2195975184,-0.07026027143,1
81,98,0.1251473427,-0.00559162721,1
81,106,0.08408075571,0.07412043959,1
81,114,0.0422848314,0.08854293823,1
81,122,0.06561668217,0.09206541628,1
81,130,0.03735400736,0.008670073003,1
81,138,-0.03571456298,-0.01269792579,1
81,146,-0.04691568762,0.02664963529,1
81,154,-0.01843846031,-0.04205273464,1
81,162,0.01015114039,-0.09663978219,1
81,170,0.02862879634,-0.09293584526,1
89,10,-0.04739847779,0.2214802802,1
89,18,0.1125121713,0.07277434319,1
89,26,0.145927906,0.00863744691,1
89,34,0.1318314821,-0.03282856196,1
89,42,0.07140398771,0.0827042982,1
89,50,0.16483064,0.271643728,1
89,58,0.1803908944,0.3544493914,1
89,66,0.03971573338,0.1642152071,1
89,74,-0.05920580402,-0.004073664546,1
89,82,0.02214769274,-0.02536863834,1
89,90,0.06966917217,-0.04867497459,1
89,98,0.1089273244,0.1024932042,1
89,106,0.1246670336,0.2261919677,1
89,114,0.01642073691,0.07077492774,1
89,122,0.05061382428,0.03720420226,1
89,130,0.1072917283,-0.01002803445,1
89,138,-0.007482402958,-0.0677004382,1
89,146,-0.05605977774,-0.08989281952,1
89,154,-0.08803915232,-0.06030590832,1
89,162,-0.1027110517,-0.1509348154,1
89,170,-0.2270639688,-0.006799994502,1
97,10,-0.0001675710082,0.1480520368,1
97,18,0.06315612793,0.09075298905,1
97,26,0.1154099107,0.1046649441,1
97,34,0.167268917,0.1945455074,1
97,42,0.03162681311,0.1829347163,1
97,50,0.08577212691,0.1435551345,1
97,58,0.09266705811,0.1215644479,1
97,66,0.0127181299,0.1146904379,1
97,74,0.09692940116,0.1490538269,1
97,82,0.08423781395,0.05029071122,1
97,90,0.05530054122,0.04080269486,1
97,98,0.1645221412,0.09655103087,1
97,106,0.1460112035,0.1950475276,1
97,114,-0.09690628946,-0.0544373095,1
97,122,-0.09688937664,-0.08689661324,1
97,130,0.004419207573,-0.1427434087,1
97,138,0.04742516577,-0.08089268953,1
97,146,0.03099114075,-0.2442797124,1
97,154,-0.05298460647,-0.1433763206,1
97,162,-0.06743741035,-0.1461076736,1
97,170,-0.08727769554,0.05706176162,1
105,10,-0.012479119,0.1017738879,1
105,18,-0.02939373255,0.0934856236,1
105,26,-0.01710871607,0.08885050565,1
105,34,0.1065042466,0.06707961857,1
105,42,0.07945819199,0.09930682927,1
105,50,-0.01161912829,0.116541639,1
105,58,-0.1621884257,0.07260653377,1
105,66,-0.04569063336,0.2107169479,1
105,74,0.2568277121,0.2559229732,1
105,82,0.2013894171,0.09502719343,1
105,90,0.09285071492,0.01401881874,1
105,98,0.1385722756,0.04744295776,1
105,106,0.08190314472,0.003482621163,1
105,114,-0.1460911632,-0.2278043926,1
105,122,-0.1001786217,-0.1643344015,1
105,130,0.0005011335015,-0.1694305241,1
105,138,0.06410850585,-0.02783674002,1
105,146,0.06146159396,-0.09771250933,1
105,154,0.002785095945,-0.1318822652,1
105,162,-0.03780103847,-0.1012643129,1
105,170,-0.03689230978,0.04839817062,1
113,10,-0.01661302894,0.1037811339,1
113,18,-0.1100497544,0.1262992918,1
113,26,-0.09325660765,0.04430682957,1
113,34,0.07550875843,0.06252028793,1
113,42,0.0834993124,0.2191198617,1
113,50,-0.1464199722,0.1252904534,1
113,58,-0.1956039965,0.03017901629,1
113,66,-0.02403252572,-0.05078284442,1
113,74,0.09567512572,0.1124330461,1
113,82,0.05049079657,0.1360593587,1
113,90,0.07251176238,0.03357729316,1
113,98,0.1277337372,0.08212906867,1
113,106,0.04322272539,0.03560692072,1
113,114,0.05858277529,-0.0976947397,1
113,122,0.02308755741,-0.1026673764,1
113,130,-0.03399132192,-0.08603969961,1
113,138,-0.06756229699,-0.02908036113,1
113,146,-0.076715298,0.03483276069,1
113,154,-0.06663770974,-0.03546477109,1
113,162,-0.09524653852,-0.02105952427,1
113,170,-0.0293834433,0.06884590536,1
121,10,-0.01968531311,0.02025398985,1
121,18,-0.1081752628,0.06508023292,1
121,26,-0.2468105704,0.008545059711,1
121,34,-0.1267692596,0.02224789187,1
121,42,0.02107204497,0.1737909317,1
121,50,-0.136189267,0.0956786871,1
121,58,-0.2815637589,0.02456567064,1
121,66,-0.06102716923,-0.1144295633,1
121,74,0.009597661905,0.02147620916,1
121,82,0.004296518862,0.1613727957,1
121,90,0.09123513103,0.1573390365,1
121,98,0.1203278601,0.165781498,1
121,106,-0.01926717535,0.04635865241,1
121,114,-0.04628966749,-0.006454270333,1
121,122,0.02034288645,0.04437881708,1
121,130,0.01877805591,-0.01183585636,1
121,138,-0.06587005407,-0.01178584062,1
121,146,-0.06532233953,-0.06915781647,1
121,154,0.07879799604,0.02501968294,1
121,162,0.1261855662,0.02263154462,1
121,170,0.08294530958,-0.02705306001,1
129,10,0.05809996277,-0.02655153722,1
129,18,0.05353134871,-0.006690178066,1
129,26,-0.01407122239,0.001815021038,1
129,34,-0.07244045287,-0.1195382848,1
129,42,-0.08537600935,0.04927984998,1
129,50,-0.03873892501,0.1574195921,1
129,58,-0.1379774213,0.04825504124,1
129,66,-0.07140064985,-0.01473761722,1
129,74,-0.00880526565,-0.008119910955,1
129,82,0.09509298205,0.08243203163,1
129,90,0.1957187653,0.09298413992,1
129,98,0.1612572372,0.1243007928,1
129,106,0.05791667104,0.04063206166,1
129,114,-0.01102797594,0.03418200463,1
129,122,-0.05898793787,0.07981483638,1
129,130,-0.1031345204,0.01677267067,1
129,138,-0.04847314954,-0.01089975983,1
129,146,-0.03278556466,-0.05134314299,1
129,154,0.06419202685,0.05194078386,1
129,162,0.1040840447,0.02255651727,1
129,170,0.1203699261,-0.08043077588,1
137,10,0.07014272362,-0.04935943335,1
137,18,-0.09691895545,-0.01113142818,1
137,26,0.05731829628,0.03010448068,1
137,34,0.1625857949,-0.02500269562,1
137,42,0.02107162401,0.1606441587,1
137,50,-0.1012271643,0.1746876538,1
137,58,-0.04965367541,-0.04006681219,1
137,66,-0.06075837091,-0.1120994091,1
137,74,-0.08363839984,-0.01223596185,1
137,82,-0.0649350062,0.04190258682,1
137,90,-0.001987993717,0.002540500835,1
137,98,0.02318368107,0.01646870747,1
137,106,-0.04814808816,-0.03974155709,1
137,114,0.02007054165,0.009084525518,1
137,122,-0.05206285417,-0.0396143347,1
137,130,-0.1889294088,0.03035843931,1
137,138,-0.2938348651,0.001778738573,1
137,146,-0.262904644,-0.0182420481,1
137,154,-0.1437235177,-0.1030140296,1
137,162,0.03404418007,-0.02566498518,1
137,170,0.1386718899,-0.04257903621,1
145,10,0.1146776602,0.1248230338,1
145,18,-0.1034519002,0.09459037334,1
145,26,-0.1310588419,0.06604187191,1
145,34,0.05367057398,0.07398387045,1
145,42,-0.0312874876,0.09056629241,1
145,50,-0.07477355003,-0.01300544664,1
145,58,-0.02111721039,-0.1122494042,1
145,66,-0.0413210541,-0.1020633578,1
145,74,-0.1538968235,-0.002611253411,1
145,82,-0.1917341501,0.000540073961,1
145,90,-0.158553049,-0.07279022038,1
145,98,-0.1068964079,-0.05386538431,1
145,106,-0.09852015227,-0.1971229613,1
145,114,-0.1478052139,-0.09348469973,1
145,122,-0.1900477111,-0.01571152359,1
145,130,-0.2534798682,0.08078624308,1
145,138,-0.3028590679,0.05839766562,1
145,146,-0.2637526989,0.03502603993,1
145,154,-0.1917035282,-0.07557745278,1
145,162,-0.04301886261,-0.009605931118,1
145,170,0.02142229676,-0.03401520103,1
153,10,0.05405396596,0.2564757466,1
153,18,-0.007489053532,0.1640241146,1
153,26,-0.07684322447,0.05792139843,1
153,34,-0.09341225028,0.01124064252,1
153,42,-0.1019379199,-0.0135703627,1
153,50,-0.0708642751,-0.0689983964,1
153,58,-0.04094050825,-0.01026665047,1
153,66,-0.1104212254,0.0397419855,1
153,74,-0.1379260719,-0.04690863937,1
153,82,-0.1331589371,-0.09146681428,1
153,90,-0.1690302193,-0.06638579071,1
153,98,-0.03786762059,-0.01824421436,1
153,106,-0.06492567062,-0.1323734373,1
153,114,-0.2706560493,-0.09499330819,1
153,122,-0.3238312006,-0.02390639111,1
153,130,-0.1922155619,0.03165764362,1
153,138,-0.1035262495,0.07555130124,1
153,146,-0.1624778807,0.1629767865,1
153,154,-0.1889389008,0.07972379029,1
153,162,-0.03879132867,0.01285288483,1
153,170,-0.002033565193,-0.04825679585,1
161,10,-0.0427951403,0.3532497287,1
161,18,0.02884321846,0.1802007407,1
161,26,0.003352068365,0.0007567629218,1
161,34,-0.01773824543,-0.06483934075,1
161,42,-0.06665684283,-0.006807867438,1
161,50,-0.07690756023,-0.008904950693,1
161,58,-0.04615974426,-0.005278820172,1
161,66,-0.2233613431,0.09798169136,1
161,74,-0.2108888626,0.01087199897,1
161,82,-0.08771558851,-0.05431115627,1
161,90,-0.06446240842,0.02626967989,1
161,98,-0.07786211371,-0.01327131689,1
161,106,-0.1407001019,-0.0626783371,1
161,114,-0.1328848302,-0.05245002732,1
161,122,-0.2056849897,-0.01417534426,1
161,130,-0.1251749992,-0.1059322357,1
161,138,-0.07177974284,0.04124359414,1
161,146,-0.2443234026,0.1371671557,1
161,154,-0.1913175583,0.03011209518,1
161,162,-0.05839881301,-0.06307087839,1
161,170,-0.05840824544,-0.1067816541,1
169,10,0.02699607983,0.3031794429,1
169,18,0.02695835195,-0.02300435305,1
169,26,0.06240569428,-0.2039000541,1
169,34,0.03206180036,-0.0722874403,1
169,42,-0.1758076102,-0.02804588526,1
169,50,-0.2410482466,0.08468367904,1
169,58,-0.02677711099,0.01977695525,1
169,66,-0.04704764485,0.1555656642,1
169,74,-0.1442817748,0.1524170488,1
169,82,-0.1653691828,0.1046404094,1
169,90,-0.09953572601,0.08381354809,1
169,98,-0.1392826736,0.01824866235,1
169,106,-0.206810683,-0.08614324033,1
169,114,-0.1074660048,0.09977762401,1
169,122,-0.07797285914,0.1362462789,1
169,130,-0.07531500608,0.03871296346,1
169,138,-0.09920090437,0.09445750713,1
169,146,-0.1127154678,0.01127130538,1
169,154,-0.1148159951,-0.09712678939,1
169,162,-0.06603429466,-0.1325980723,1
169,170,0.1062322706,-0.1293490529,1
177,10,-0.01179648191,0.09340873361,1
177,18,-0.06450814009,-0.007443714887,1
177,26,0.01887692511,-0.06847384572,1
177,34,-0.006865993142,-0.01205292344,1
177,42,-0.1840454787,-0.0277927313,1
177,50,-0.2217009962,-0.02788215876,1
177,58,-0.1366686225,0.1290735304,1
177,66,-0.06686335802,0.2632267475,1
177,74,-0.2053242028,0.1859482229,1
177,82,-0.2840744853,0.1496200413,1
177,90,-0.1344250441,0.05239019915,1
177,98,-0.09238122404,0.0371799916,1
177,106,-0.1614222527,-0.07321372628,1
177,114,-0.1239557862,0.1089313924,1
177,122,-0.1389743537,0.0429874137,1
177,130,-0.1131356508,0.05241575092,1
177,138,-0.1002626866,0.089882195,1
177,146,-0.1271523982,-0.03812749311,1
177,154,-0.115611054,-0.03961934149,1
177,162,-0.06055834889,-0.07368829101,1
177,170,0.1567019969,0.01239839941,1
185,10,-0.2515333891,-0.008931860328,1
185,18,-0.09159318358,0.0677350536,1
185,26,0.01373760402,0.04316717386,1
185,34,-0.07552693784,0.06291678548,1
185,42,-0.1036589071,0.03400698677,1
185,50,-0.1681312919,-0.01728215069,1
185,58,-0.10751082,0.0851931721,1
185,66,0.02174669504,0.09905786812,1
185,74,-0.3257275522,0.1503594667,1
185,82,-0.3690306544,0.08677968383,1
185,90,-0.1766691059,0.1098841727,1
185,98,-0.08543610573,0.05373074114,1
185,106,-0.1671709418,-0.1193055511,1
185,114,-0.1543490142,-0.07560588419,1
185,122,-0.142310679,-0.07696928829,1
185,130,-0.1598306596,-0.02098473161,1
185,138,-0.1034517735,0.04197178036,1
185,146,-0.1772761047,-0.07316542417,1
185,154,-0.1486878246,-0.02649300545,1
185,162,-0.1150090694,-0.05616014078,1
185,170,-0.09708108008,-0.00791335851,1
193,10,-0.2439557165,0.03256852925,1
193,18,-0.2117314637,0.09602676332,1
193,26,-0.1122030914,-0.02967074513,1
193,34,-0.1837509871,0.009681739844,1
193,42,-0.176269263,-0.01960642263,1
193,50,-0.1536797434,-0.09526060522,1
193,58,-0.292950213,-0.04568579048,1
193,66,-0.2688957751,0.04452966899,1
193,74,-0.2926858664,0.2488109469,1
193,82,-0.3324396014,0.1113355458,1
193,90,-0.132791847,0.1083679944,1
193,98,-0.131429702,0.02609306201,1
193,106,-0.1519380808,-0.08860436827,1
193,114,-0.1097492352,-0.07457718253,1
193,122,-0.1390241683,-0.04973240197,1
193,130,-0.1321364045,-0.03870934993,1
193,138,0.0748533234,0.02522498369,1
193,146,0.05811019987,0.1087134853,1
193,154,-0.06859952211,0.04018061981,1
193,162,-0.2164444029,-0.03243009746,1
193,170,-0.1828205884,-0.02788560092,1
201,10,-0.1814312488,0.08891495317,1
201,18,-0.232511431,0.05332980305,1
201,26,-0.135174185,-0.1799386144,1
201,34,-0.1230576262,-0.1712231785,1
201,42,-0.2422368824,-0.1031292155,1
201,50,-0.197583437,-0.1409548223,1
201,58,-0.188136816,-0.2039119899,1
201,66,-0.1450208127,0.09721571207,1
201,74,-0.1808682382,0.4634128809,1
201,82,-0.1555144489,0.1532972604,1
201,90,-0.1255995929,0.006407372653,1
201,98,-0.1526227295,-0.05691240355,1
201,106,-0.1030698419,0.02175021172,1
201,114,-0.3804218471,-0.06268855929,1
201,122,-0.05195663869,-0.08609776944,1
201,130,0.006916232407,-0.04153862968,1
201,138,0.03113638982,0.02016617358,1
201,146,0.02971957438,0.2955869138,1
201,154,0.02358875796,0.4379823506,1
201,162,-0.003639880568,0.1900725663,1
201,170,-0.08492597193,0.03462985158,1
209,10,0.02491272986,0.06127435714,1
209,18,0.01255067438,-0.08959151059,1
209,26,0.02839461342,-0.3932250142,1
209,34,-0.01395375282,-0.2282631993,1
209,42,0.004095807672,-0.09329521656,1
209,50,0.01253202558,-0.01088762283,1
209,58,-0.01907946914,-0.1070868298,1
209,66,-0.05921323597,0.1612926424,1
209,74,-0.07195410132,0.3639362454,1
209,82,-0.06803190708,0.203390494,2
209,90,0.03018054366,0.2434323132,1
209,98,-0.08343302459,0.08058580756,1
209,106,-0.1138482094,0.05982496589,1
209,114,-0.08734235913,-0.146195814,1
209,122,0.02861185372,-0.1851519346,1
209,130,0.2718537748,0.01835381985,1
209,138,0.2083545625,-0.02144892514,1
209,146,-0.1956547201,-0.2217610478,1
209,154,-0.05305762962,0.1652172059,2
209,162,0.0001863203943,0.3100610077,1
209,170,0.1322202832,-0.09982562065,1
217,10,0.321208775,0.09996772557,1
217,18,0.02459031343,0.05993913859,1
217,26,0.03459600359,0.02076661214,1
217,34,0.1003441066,-0.3171990216,1
217,42,0.1432586312,-0.2024449557,2
217,50,0.1544452608,-0.2860222459,1
217,58,0.1791553199,0.08188842982,1
217,66,0.1319688112,0.1156562194,1
217,74,0.0992488116,0.118595317,1
217,82,-0.07483963668,0.05289617181,1
217,90,0.1278708279,-0.07977226377,1
217,98,0.146401614,0.1688315272,1
217,106,0.09345266223,-0.02172712609,1
217,114,0.1215399429,-0.1288986206,1
217,122,0.1274391115,0.2716632485,1
217,130,0.09044748545,0.3823826611,1
217,138,0.04263379797,0.01739952713,1
217,146,-0.04649502039,0.1035101414,1
217,154,-0.04035087675,0.1345864981,2
217,162,-0.0138524957,0.1682059765,1
217,170,0.0958128944,0.1006811559,1
225,10,0.3679212928,0.09333373606,1
225,18,0.1867191792,0.1627536416,1
225,26,0.2387663722,0.078837201,1
225,34,0.3855698109,-0.2373078316,1
225,42,0.3141493499,-0.1132633537,1
225,50,0.1858347654,-0.08268687129,1
225,58,0.2187137902,0.009055253118,1
225,66,0.1913185418,0.04390823096,1
225,74,0.07399664819,0.03848377615,1
225,82,0.1668218225,-0.02024096251,1
225,90,0.4487475157,-0.1221370995,1
225,98,0.208217293,0.1872723699,1
225,106,0.04707937688,0.0576527901,1
225,114,0.2203847468,-0.1422834098,1
225,122,0.1576880515,-0.01731281355,1
225,130,0.08358468115,0.0857412219,1
225,138,0.05135256425,-0.05963274837,1
225,146,-0.1350012124,-0.0586213544,1
225,154,-0.04799836129,0.1014126539,1
225,162,0.08733922243,0.1668607891,1
225,170,0.0251795426,0.2051021457,1
233,10,0.1886233985,0.08507651836,1
233,18,0.1614011675,0.1380246878,1
233,26,0.1553548574,0.08888609707,1
233,34,0.2175051421,0.03697160259,1
233,42,0.3181858361,0.08128880709,1
233,50,0.1976902038,0.03222820163,1
233,58,0.2266278118,-0.01285576448,1
233,66,0.2922834158,-0.05220476538,1
233,74,0.1454892457,0.02739532106,1
233,82,0.2060667723,-0.07329557091,1
233,90,0.3068943024,-0.05420146883,1
233,98,0.2269949019,0.2157171071,1
233,106,0.06769143045,0.09911426902,1
233,114,0.1097111702,0.004154313356,1
233,122,0.1279323846,-0.1571215093,1
233,130,0.0599308759,-0.16866225,1
233,138,-0.03442842141,-0.1094317436,1
233,146,0.02321558446,-0.3739141226,1
233,154,0.1304999739,-0.1628795862,1
233,162,0.2253421843,0.2579497993,1
233,170,-0.006166625768,0.3432164788,1
241,10,0.03698152304,0.09711480141,1
241,18,0.08716031909,0.06027632207,1
241,26,0.1317837387,0.05230333656,1
241,34,0.1725816131,0.09057180583,1
241,42,0.2034264505,0.06260441244,1
241,50,0.1400265992,0.08734441549,1
241,58,0.1509950161,-0.01326819882,1
241,66,0.2206407487,-0.02437084168,1
241,74,0.1789130569,0.05891688168,1
241,82,0.141124025,-0.0439328514,1
241,90,0.1748033911,-0.02692474611,1
241,98,0.1352032572,0.1163468435,1
241,106,0.1542073041,0.08635070175,1
241,114,0.1124254838,0.07316848636,1
241,122,0.04820676148,-0.04184179008,1
241,130,-0.01467132568,-0.1062687561,1
241,138,-0.05724237859,-0.04776682705,1
241,146,0.04409114271,-0.3072525859,1
241,154,0.09634782374,-0.3196629286,1
241,162,0.1325985342,0.2233113199,1
241,170,-0.01793182641,0.3378736675,1
249,10,-0.00273341313,0.1639563292,1
249,18,0.04425786063,0.05147170275,1
249,26,0.1049460545,0.03511503339,1
249,34,0.09763444215,0.1061150655,1
249,42,0.1088000983,0.1110367328,1
249,50,0.1832521409,0.09995239228,1
249,58,0.2178203315,0.01432435215,1
249,66,0.2407426834,-0.01997262612,1
249,74,0.2692725062,0.0990357697,1
249,82,0.1975746453,0.03971551731,1
249,90,0.1243145019,-0.08733850718,1
249,98,0.1515907198,0.008398968726,1
249,106,0.108648926,0.05102784187,1
249,114,0.1007353291,0.02997270972,1
249,122,0.1765803397,-0.0321441479,1
249,130,0.1362446845,-0.02650155127,1
249,138,0.07943940163,-0.09152109176,1
249,146,-0.02455830202,-0.1223730519,1
249,154,-0.00385446474,-0.2304689735,1
249,162,0.03926541656,0.1317723542,1
249,170,0.06918531656,0.1538732052,1
257,10,0.07805414498,0.2123267949,1
257,18,0.02498530596,0.1560219973,1
257,26,-0.004974417388,0.1121527404,1
257,34,0.006457895041,0.07909990102,1
