PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 7, filenames: A:[7]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[8]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
415,193,1.016884327,6.404531479,1
415,257,1.520188808,5.049383163,1
415,321,2.036064386,4.483916283,1
415,385,NaN,NaN,2
415,449,6.229738712,3.998363495,1
415,513,7.016726017,3.838772058,1
415,577,8.461621284,3.183481455,1
415,641,10.72711372,3.068754673,1
415,705,15.87043858,1.250852108,1
415,769,18.67528152,-0.7304311991,1
415,833,20.86697006,-2.456918716,1
415,897,15.93824768,-6.372123241,1
415,961,14.36824417,-11.01721954,1
415,1025,17.61069679,-15.39218044,1
415,1089,30.28591156,-12.13089275,1
415,1153,29.64354706,-13.81567764,1
415,1217,25.17750549,-14.33538151,1
415,1281,25.62566948,-15.78136158,1
415,1345,24.49968147,-16.04167175,1
415,1409,17.47365189,-12.52211189,1
415,1473,16.25021744,-12.8561182,1
415,1537,16.19551086,-16.07839012,1
415,1601,14.02616501,-15.21769333,1
415,1665,13.62571907,-12.98048687,1
415,1729,11.11827946,-12.85078621,1
415,1793,10.09089661,-12.45937729,1
415,1857,8.935343742,-12.46107578,1
415,1921,8.279290199,-12.5067625,1
415,1985,6.558468819,-12.43607616,1
479,65,-0.0991897583,5.391162395,1
479,129,-1.132227063,4.826658726,1
479,193,0.3517751992,6.078710556,1
479,257,0.9903995991,4.363906384,1
479,321,1.622942448,5.30616045,1
479,385,3.136479139,5.496564388,1
479,449,5.232958317,4.494379044,1
479,513,6.844311237,4.164580822,1
479,577,9.812129974,3.242544413,1
479,641,13.02245522,2.237787724,1
479,705,15.93167877,1.064563513,1
479,769,18.54711914,-1.509609342,1
479,833,22.64797592,-11.00180435,1
479,897,14.37542248,-16.6135025,1
479,961,15.31703377,-13.44859505,1
479,1025,17.45522308,-10.2611742,1
479,1089,29.19025993,-13.73551846,1
479,1153,27.47278023,-16.10909843,1
479,1217,20.66358566,-14.14862442,1
479,1281,24.54198265,-16.82129669,1
479,1345,23.52025795,-17.81878662,1
479,1409,20.11951065,-16.15088654,1
479,1473,16.84183884,-14.19237518,1
479,1537,16.48047638,-15.90810871,1
479,1601,14.71299839,-15.47339821,1
479,1665,12.63993454,-13.09955025,1
479,1729,11.71221924,-12.81381607,1
479,1793,10.21510792,-12.38005733,1
479,1857,8.697241783,-12.15504456,1
479,1921,7.83868885,-12.00302029,1
479,1985,5.931354523,-11.88224316,1
543,65,0.976995945,4.894016266,1
543,129,-0.4550932646,5.309195042,1
543,193,-0.5423843861,4.845774174,1
543,257,0.4780993462,3.412959576,1
543,321,1.27164793,4.745128155,1
543,385,2.500080109,5.689246178,1
543,449,3.788663864,4.077248573,1
543,513,10.06294823,2.542882919,1
543,577,14.34209442,2.616838217,1
543,641,16.00151825,1.421041012,1
543,705,16.16929436,0.03306543827,1
543,769,15.76511574,-1.924035788,1
543,833,NaN,NaN,2
543,897,5.908252716,-4.889638901,1
543,961,9.6726017,-7.66722393,1
543,1025,14.34762001,-8.798833847,1
543,1089,29.14603615,-15.91636181,1
543,1153,22.41945267,-20.46619415,1
543,1217,21.01484108,-16.71302414,1
543,1281,19.36141205,-16.66711426,1
543,1345,18.56460953,-18.87582779,1
543,1409,17.03936577,-17.18656158,1
543,1473,15.65814209,-10.09678268,1
543,1537,14.52699089,-15.8428936,1
543,1601,13.4247427,-16.06448936,1
543,1665,12.10971069,-13.55736256,1
543,1729,11.24826241,-13.19860649,1
543,1793,10.17085934,-13.4462204,1
543,1857,8.771057129,-14.18158245,1
543,1921,7.635039806,-11.26612854,1
543,1985,5.241193771,-11.13092709,1
607,65,-1.335505724,3.520062447,1
607,129,-3.51286602,4.031173706,1
607,193,-0.8448882103,3.951233625,1
607,257,0.1262564063,4.34871006,1
607,321,0.7365555167,3.990826607,1
607,385,1.623941422,4.29569912,1
607,449,2.459898949,3.564679861,1
607,513,4.631620407,0.7277357578,1
607,577,7.990244865,0.6539342403,1
607,641,12.1290884,0.9760130048,1
607,705,15.76459312,-0.6088593006,1
607,769,12.84541321,-5.01570797,1
607,833,NaN,NaN,2
607,897,13.37042713,-5.375491142,1
607,961,14.17165375,-8.681973457,1
607,1025,15.64788532,-9.244182587,1
607,1089,17.57575035,-11.79522419,1
607,1153,29.62590981,-19.72017479,1
607,1217,26.99534416,-20.94233322,1
607,1281,15.54594803,-16.88440895,1
607,1345,11.98648834,-16.1858902,1
607,1409,10.6428175,-12.39308453,1
607,1473,NaN,NaN,2
607,1537,12.07369614,-16.54501152,1
607,1601,11.62654495,-16.56092072,1
607,1665,5.763175964,-5.749930382,1
607,1729,2.862686157,-1.961549759,1
607,1793,8.149368286,-10.68256187,1
607,1857,6.846513748,-10.15537357,1
607,1921,6.605250359,-9.478475571,1
607,1985,6.056385517,-9.095973015,1
671,65,-0.3532538414,1.833240747,1
671,129,-2.442474365,3.146977425,1
671,193,-1.232969642,3.40267992,1
671,257,-1.904023051,2.42814827,1
671,321,-1.261249304,2.818875313,1
671,385,1.24712491,2.940678596,1
671,449,2.945194721,3.518191814,1
671,513,4.489983559,2.819044352,1
671,577,4.44599247,1.538323402,1
671,641,7.556766033,1.34534359,1
671,705,12.40659237,-0.9102948904,1
671,769,11.87143326,-2.561863422,1
671,833,14.42956352,-12.91136551,1
671,897,20.06566238,-14.90482426,1
671,961,23.5451088,-11.97726917,1
671,1025,22.92948151,-8.937544823,1
671,1089,18.7764225,-12.28386211,1
671,1153,22.77223587,-14.9623003,1
671,1217,26.5713253,-21.48484421,1
671,1281,13.67676735,-17.5142231,1
671,1345,12.77920628,-16.74407578,1
671,1409,8.876752853,-11.15286064,1
671,1473,11.72035789,-16.0226326,1
671,1537,10.65457916,-17.50115776,1
671,1601,9.385253906,-16.14204025,1
671,1665,3.122742653,-4.69329834,1
671,1729,0.9640264511,-1.322842598,1
671,1793,3.905175209,-8.302989006,1
671,1857,1.797112942,0.2766551971,1
671,1921,2.529424191,-7.967216492,1
671,1985,7.783524513,-8.625766754,1
735,65,2.018438339,1.684672117,1
735,129,-0.1958716214,3.017689228,1
735,193,-1.235127926,3.411704302,1
735,257,-2.199198246,1.6340909,1
735,321,-1.811404228,1.932500601,1
735,385,0.9752864838,2.262615204,1
735,449,2.765300751,2.397420883,1
735,513,3.291643381,2.177464008,1
735,577,2.657059908,1.790860891,1
735,641,4.710953712,1.052882195,1
735,705,7.012706757,-0.3962703347,1
735,769,12.89401436,-1.797354102,1
735,833,18.39710236,-5.750787258,1
735,897,17.84851456,-14.94500923,1
735,961,23.74993896,-17.00913048,1
735,1025,27.24246597,-11.51139069,1
735,1089,23.23997116,-13.81302929,1
735,1153,NaN,NaN,2
735,1217,21.25690842,-14.11197281,1
735,1281,14.56261539,-15.72321415,1
735,1345,12.87857342,-16.23742867,1
735,1409,11.99716568,-7.477233887,1
735,1473,12.19914246,-16.01758766,1
735,1537,10.85046864,-18.47112083,1
735,1601,8.066961288,-15.42408276,1
735,1665,6.737877846,-13.92086411,1
735,1729,4.250207424,-12.39301395,1
735,1793,2.970061779,-9.240394592,1
735,1857,3.744103909,-5.997229576,1
735,1921,4.844383717,-7.84905529,1
735,1985,7.368462086,-9.2762146,1
799,65,3.829006195,2.645832777,1
799,129,0.4143030643,3.343662024,1
799,193,-0.9969407916,4.346984386,1
799,257,-1.532987952,3.068618774,1
799,321,-0.9010050893,3.199056864,1
799,385,0.3854062259,2.33835125,1
799,449,1.184324145,0.6010092497,1
799,513,0.8347682953,0.4166775942,1
799,577,0.9550611973,1.773450375,1
799,641,3.287979126,1.724321604,1
799,705,4.468775272,1.189517856,1
799,769,5.556098938,-1.721977711,1
799,833,NaN,NaN,2
799,897,37.74053192,-4.486886501,1
799,961,36.71044159,-16.39562607,1
799,1025,30.20877647,-17.49943924,1
799,1089,19.56084251,-14.97815418,1
799,1153,18.97567177,-26.84697723,1
799,1217,15.89594364,-14.0505085,1
799,1281,13.19166756,-16.11706543,1
799,1345,12.19965076,-17.68851852,1
799,1409,10.92295361,-17.11669159,1
799,1473,10.62565613,-15.34843636,1
799,1537,9.633170128,-16.67357635,1
799,1601,7.114442825,-13.49942207,1
799,1665,4.72711277,-11.81241608,1
799,1729,3.601419449,-11.1635437,1
799,1793,3.159183502,-8.909582138,1
799,1857,3.32245779,-7.829220772,1
799,1921,4.306759834,-7.421699047,1
799,1985,5.399865627,-7.481266022,1
863,65,3.384025097,4.196320534,1
863,129,1.66062367,4.651810646,1
863,193,0.4062045515,4.954790115,1
863,257,-2.415132523,4.689405441,1
863,321,-2.203957319,4.532942772,1
863,385,-1.34028697,3.619963884,1
863,449,0.1408194304,1.794519663,1
863,513,0.3385338783,1.25249505,1
863,577,-2.699268103,2.278383493,1
863,641,2.480894566,8.164522171,1
863,705,2.432257175,2.710172415,1
863,769,8.686824799,-1.745727658,1
863,833,18.06462097,-5.445940971,1
863,897,30.41193962,-5.658181667,1
863,961,34.87840271,-26.22682953,1
863,1025,32.12099457,-26.90784073,1
863,1089,16.5703373,-18.51763916,1
863,1153,14.95355225,-19.41289902,1
863,1217,10.24007607,-17.54904556,1
863,1281,11.21376896,-17.90996933,1
863,1345,11.23614979,-17.58818436,1
863,1409,9.173226357,-16.45467567,1
863,1473,7.334947109,-12.58546352,1
863,1537,6.435078144,-8.323307037,1
863,1601,5.629972458,-9.500337601,1
863,1665,3.783373833,-9.626311302,1
863,1729,2.808876514,-9.391074181,1
863,1793,3.418136597,-8.155766487,1
863,1857,5.07957077,-7.108649254,1
863,1921,4.878420353,-6.124213696,1
863,1985,4.388226509,-5.068114758,1
927,65,4.315970421,5.119227409,1
927,129,3.467775345,6.168767929,1
927,193,1.62152648,7.197110176,1
927,257,-3.261435747,7.09808445,1
927,321,-1.732733369,7.161547661,1
927,385,-2.267702103,5.833446503,1
927,449,-1.904710054,4.071928024,1
927,513,-0.4178458452,3.409369469,1
927,577,-0.4379037619,3.213300228,1
927,641,-4.016746521,1.45573616,1
927,705,-3.774757862,0.3311498165,1
927,769,5.132054329,-0.6448380351,1
927,833,9.665802002,1.931619644,1
927,897,NaN,NaN,2
927,961,NaN,NaN,2
927,1025,NaN,NaN,2
927,1089,NaN,NaN,2
927,1153,14.02648926,-11.91676903,1
927,1217,9.998947144,-13.11180687,1
927,1281,7.685408592,-12.88763142,1
927,1345,6.9575634,-11.99589443,1
927,1409,8.459686279,-10.18603802,1
927,1473,9.382009506,-9.333885193,1
927,1537,4.682896614,-7.782546997,1
927,1601,4.580293655,-1.237994671,1
927,1665,4.242678642,-7.560631752,1
927,1729,3.829657555,-7.013250351,1
927,1793,4.550532341,-6.831335545,1
927,1857,2.020783901,-6.640636444,1
927,1921,2.824115276,-5.667572021,1
927,1985,5.0001688,-5.332569599,1
991,65,3.318943262,5.97926712,1
991,129,2.867663622,7.325369835,1
991,193,1.322939515,8.996997833,1
991,257,-1.281594753,9.461654663,1
991,321,-1.844906449,10.04177952,1
991,385,-1.910082102,8.466550827,1
991,449,-1.854972839,6.939582825,1
991,513,-1.822023988,5.772484303,1
991,577,-3.034240246,-3.743176937,1
991,641,-5.927298546,1.501295567,1
991,705,-5.880954266,2.950852633,1
991,769,-0.265155375,3.163151264,1
991,833,-0.1438026428,5.852133274,1
991,897,-7.151008129,-4.723383427,1
991,961,-5.490361214,-8.788955688,1
991,1025,-1.761430502,-4.020635605,1
991,1089,12.47999668,-3.802513838,1
991,1153,5.005008698,-6.205008507,1
991,1217,3.955899239,-5.819277763,1
991,1281,4.023100376,-7.823848248,1
991,1345,2.288965225,-8.72586441,1
991,1409,2.520976543,-7.841416836,1
991,1473,3.772561312,-8.551270485,1
991,1537,2.817883968,-6.733932495,1
991,1601,2.755908251,-5.940424919,1
991,1665,3.780616283,-6.486096382,1
991,1729,4.459228039,-6.460970402,1
991,1793,5.109946728,-6.015202522,1
991,1857,5.827877045,-5.390742302,1
991,1921,5.782112598,-2.562068462,1
991,1985,5.33287096,-3.220961094,1
1055,65,1.168052554,5.762502193,1
1055,129,1.349315763,9.052633286,1
1055,193,-0.1208338737,9.70472908,1
1055,257,-2.275037289,10.87730217,1
1055,321,-2.516242981,11.53463459,1
1055,385,-2.669899702,10.53049469,1
1055,449,-1.972645283,9.954628944,1
1055,513,-2.371303797,9.545619011,1
1055,577,-3.195812225,7.107141495,1
1055,641,-5.662746429,6.202010632,1
1055,705,-7.518233299,10.86279774,1
1055,769,-2.668241024,3.744293928,1
1055,833,-4.563067436,8.521879196,1
1055,897,-6.720555305,2.170195103,1
1055,961,-6.357283592,0.6836271286,1
1055,1025,-2.368538618,-3.385257244,1
1055,1089,0.296038866,-1.564847469,1
1055,1153,0.63250947,-1.976459742,1
1055,1217,1.130326986,-2.995537281,1
1055,1281,1.551096201,-5.84930706,1
1055,1345,0.1866116524,-6.382685184,1
1055,1409,0.2953698635,-6.629520893,1
1055,1473,2.209269047,-5.923137188,1
1055,1537,2.268643856,-6.230436325,1
1055,1601,2.960180283,-5.029626846,1
1055,1665,3.503251076,-6.119107246,1
1055,1729,4.074069977,-5.306201935,1
1055,1793,5.301364422,-4.572878838,1
1055,1857,6.921378613,-4.03945303,1
1055,1921,6.58991909,-4.176872253,1
1055,1985,5.055256844,-3.730476379,1
1119,65,-2.367171288,4.655968666,1
1119,129,-5.333716393,7.159486771,1
1119,193,-6.590882301,10.61926842,1
1119,257,-4.094724178,13.65519428,1
1119,321,-3.68544817,14.36800861,1
1119,385,-5.485859871,12.1964016,1
1119,449,-5.42764473,12.32203484,1
1119,513,-6.581772327,11.18578434,1
1119,577,-6.621386528,9.770283699,1
1119,641,-6.180535793,9.960288048,1
1119,705,-6.152774811,15.98307037,1
1119,769,-5.477279663,5.335114479,1
1119,833,-9.159754753,8.772139549,1
1119,897,-8.615089417,5.232698441,1
1119,961,-7.411009312,5.180303574,1
1119,1025,-2.727667809,-0.8217222691,1
1119,1089,-2.551673412,-0.111964345,1
1119,1153,-0.4735535383,-0.5548381805,1
1119,1217,0.2662818432,-1.983997583,1
1119,1281,0.3056848049,-3.892332792,1
1119,1345,1.056443572,-4.628109932,1
1119,1409,3.21478343,-4.405756474,1
1119,1473,4.383764267,-1.454336166,1
1119,1537,2.646465778,-1.759467602,1
1119,1601,2.561288834,-2.868214607,1
1119,1665,3.208052397,-3.681593418,1
1119,1729,3.800403357,-3.814508438,1
1119,1793,4.615371227,-3.385006905,1
1119,1857,6.115157604,-3.179522753,1
1119,1921,6.20700264,-3.272813082,1
1119,1985,5.153515339,-3.661433697,1
1183,65,-2.501378775,-5.228754997,1
1183,129,-6.189488411,9.141266823,1
1183,193,-5.048732758,12.31312656,1
1183,257,-5.248482227,14.98208046,1
1183,321,-5.519271851,15.32347775,1
1183,385,-6.418953419,13.35928345,1
1183,449,-6.394309998,16.32115173,1
1183,513,-9.707830429,13.51926231,1
1183,577,-10.19607925,12.39411068,1
1183,641,-17.01920319,13.57473183,1
1183,705,-16.89016151,16.06679344,1
1183,769,-13.4024601,7.360113144,1
1183,833,-11.57705593,9.794095993,1
1183,897,-9.440665245,7.391829014,1
1183,961,-1.598930359,3.697622061,1
1183,1025,-3.022043228,4.240865707,1
1183,1089,-4.133370399,0.5850007534,1
1183,1153,-1.872124672,-0.2109003067,1
1183,1217,-0.6787822247,-0.9265772104,1
1183,1281,-0.3031362295,-1.854779482,1
1183,1345,0.6122808456,-1.444812775,1
1183,1409,2.851440907,-1.372758865,1
1183,1473,2.966181517,-2.513424873,1
1183,1537,2.077029228,-2.332353354,1
1183,1601,2.375883818,-2.150588512,1
1183,1665,2.991282225,-2.426561356,1
1183,1729,2.465002537,-1.424278736,1
1183,1793,3.482485294,-1.826675653,1
1183,1857,4.519770622,-2.698583603,1
1183,1921,4.569981098,-0.3510718346,1
1183,1985,4.961818695,-2.006320715,1
1247,65,NaN,NaN,2
1247,129,-5.581940174,12.20999813,1
1247,193,-6.323339939,12.73223972,1
1247,257,-6.761052608,14.07335377,1
1247,321,-6.925706387,15.7893362,1
1247,385,-7.559317589,15.79094887,1
1247,449,-10.93017578,18.28858566,1
1247,513,-13.48354435,17.21146774,1
1247,577,-17.60237122,18.95152473,1
1247,641,-16.8098774,14.91841698,1
1247,705,-18.55762863,12.7798748,1
1247,769,-19.03162766,11.66137123,1
1247,833,-17.80669785,10.25256157,1
1247,897,-10.01676464,9.640768051,1
1247,961,-4.579030037,5.187775612,1
1247,1025,-0.6188085079,8.865678787,1
1247,1089,-4.144251823,2.03065896,1
1247,1153,-3.193347692,1.088961363,1
1247,1217,-1.236082792,-0.2209270597,1
1247,1281,-0.2066810876,-1.02251327,1
1247,1345,0.5057659149,0.4002305269,1
1247,1409,2.475619078,-0.1133487821,1
1247,1473,2.970594883,-0.6046799421,1
1247,1537,2.604777098,-0.9185949564,1
1247,1601,2.487827778,-1.055270433,1
1247,1665,3.304865122,-1.349393606,1
1247,1729,2.387024879,-0.29626894,1
1247,1793,2.938874722,-0.6394220591,1
1247,1857,4.944509029,-2.324410439,1
1247,1921,3.638952971,-2.345062733,1
1247,1985,2.326697111,-1.490121722,1
1311,65,-6.35296154,8.593087196,1
1311,129,-7.526092052,12.08088493,1
1311,193,-7.321131706,13.31531811,1
1311,257,NaN,NaN,2
1311,321,-9.077367783,16.34082794,1
1311,385,-10.90651989,18.12171173,1
1311,449,-13.50190926,18.60757065,1
1311,513,-15.33181381,16.30310059,1
1311,577,-20.12779427,15.5850563,1
1311,641,-17.87267685,16.39196777,1
1311,705,-17.45269394,11.37957668,1
1311,769,-18.65268898,9.639907837,1
1311,833,-15.18096161,5.756524086,1
1311,897,-11.85992813,8.91474247,1
1311,961,-5.441397667,9.521468163,1
1311,1025,-1.97739315,4.667854309,1
1311,1089,-3.180677176,3.637192726,1
1311,1153,-3.182048082,2.848489523,1
1311,1217,-1.638656139,1.873660803,1
1311,1281,0.01657885313,0.7507139444,1
1311,1345,1.407359123,0.2280386686,1
1311,1409,1.882129908,0.9429309368,1
1311,1473,2.396696568,0.5805950165,1
1311,1537,2.856404066,-0.1187931299,1
1311,1601,2.753915548,-0.3018817902,1
1311,1665,3.770682096,-0.6743432283,1
1311,1729,3.95237112,-0.7286156416,1
1311,1793,3.491379261,-1.031167388,1
1311,1857,3.842715979,-2.07314229,1
1311,1921,3.13375473,-2.052112818,1
1311,1985,1.731027126,-1.069802999,1
1375,65,-7.341096401,9.382301331,1
1375,129,-9.980545044,10.66222286,1
1375,193,-7.317914009,16.46980476,1
1375,257,-10.02321053,14.21614265,1
1375,321,-12.64583778,17.33575821,1
1375,385,-14.01399994,19.30292892,1
1375,449,-15.70641232,19.08800316,1
1375,513,-16.61650276,14.60732174,1
1375,577,-15.65194321,12.83090115,1
1375,641,-20.26775742,14.37350559,1
1375,705,-21.71813774,10.75274181,1
1375,769,-20.85229683,6.827573299,1
1375,833,-16.35155106,5.314529419,1
1375,897,-14.01392365,6.063388348,1
1375,961,-7.401641369,4.575779438,1
1375,1025,-4.516618729,6.623301029,1
1375,1089,-3.288181782,4.349133492,1
1375,1153,-2.347428083,2.924884796,1
1375,1217,-1.298264027,2.938942194,1
1375,1281,-0.04992261529,1.692231297,1
1375,1345,0.7389721274,1.080343008,1
1375,1409,0.7200618982,1.70555079,1
1375,1473,2.13002634,0.5489047766,1
1375,1537,3.127566338,0.06639039516,1
1375,1601,2.650767803,0.6637438536,1
1375,1665,2.110571623,0.4696782231,1
1375,1729,3.138859034,0.7487679124,1
1375,1793,3.281998634,0.3104827404,1
1375,1857,3.247873306,-0.975132823,1
1375,1921,3.074275255,-1.161076427,1
1375,1985,2.678010702,-0.7966763973,1
1439,65,-7.544017792,10.90174866,1
1439,129,NaN,NaN,2
1439,193,-9.138959885,12.45704079,1
1439,257,-10.89725685,14.92895317,1
1439,321,-13.28131771,14.52516937,1
1439,385,-17.04612732,18.03282547,1
1439,449,-16.94990921,14.59366322,1
1439,513,-17.71011162,15.10602665,1
1439,577,-19.74489975,15.34614468,1
1439,641,-18.04626656,11.66483498,1
1439,705,-16.41003227,7.75798893,1
1439,769,-15.22774506,6.141668797,1
1439,833,-10.6899538,4.650760174,1
1439,897,-11.34069538,4.532863617,1
1439,961,-8.322061539,3.889831781,1
1439,1025,-5.707411766,5.978673935,1
1439,1089,-3.542413473,4.256176949,1
1439,1153,-2.085425615,2.829141617,1
1439,1217,-1.300419092,2.706821918,1
1439,1281,-0.3433558345,2.499294281,1
1439,1345,0.2685926557,1.92954576,1
1439,1409,0.9592266083,1.446939826,1
1439,1473,1.72167182,0.7351218462,1
1439,1537,2.765946865,0.8921602964,1
1439,1601,2.641866922,1.300448418,1
1439,1665,2.518601894,1.426641107,1
1439,1729,2.47118783,2.326793432,1
1439,1793,2.821909904,1.393751383,1
1439,1857,2.817443848,0.9069390297,1
1439,1921,3.55500555,0.0317350626,1
1439,1985,3.784437656,-2.45559144,1
1503,65,-6.873597145,12.76078224,1
1503,129,-7.453565598,11.27199745,1
1503,193,-10.6782074,11.98852348,1
1503,257,-14.98775387,13.9858284,1
1503,321,-15.41027355,14.39394951,1
1503,385,-16.78055954,16.13583755,1
1503,449,-18.49523926,15.75422096,1
1503,513,-19.01565742,15.54776478,1
1503,577,-18.20121384,13.6005888,1
1503,641,-14.95615482,8.652486801,1
1503,705,-17.94394302,6.652776241,1
1503,769,-15.81765652,5.546447754,1
