PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[10]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
143,225,0.1003281474,0.3376104832,1
143,257,-0.02912798524,0.4753490686,1
143,289,-0.4492884874,1.162447453,1
143,321,-1.488272905,1.039291501,1
143,353,-1.419554353,1.299084187,1
143,385,-0.8718298674,0.9724119902,1
143,417,-0.8590962291,-0.09475648403,1
143,449,-1.085835218,0.005738824606,1
143,481,-1.122732759,0.01279959083,1
143,513,-1.107072711,0.3924517334,1
143,545,-0.9943959713,0.5665632486,1
143,577,-1.008573055,1.425740838,1
143,609,-1.129709959,0.006447959691,1
143,641,-1.186671138,-0.3027089238,1
143,673,-0.839064002,0.0702034384,1
143,705,-0.7337129712,0.3523116112,1
143,737,-0.6898777485,0.2723400593,1
143,769,-1.878199458,0.8947556019,1
143,801,-2.234791994,0.7100455761,1
143,833,-1.340599656,0.7139043808,1
143,865,0.0751350224,1.287435889,1
143,897,-8.188179016,-1.42646122,1
143,929,-9.564711571,-1.701584816,1
143,961,-1.16456604,0.1768993139,1
143,993,0.01633507013,0.3509227633,1
143,1025,1.564626694,0.590608716,1
143,1057,2.747279167,1.037425876,1
143,1089,0.9473266602,0.5701111555,1
143,1121,2.133157253,0.4092890024,1
143,1153,3.448121071,0.941357255,1
143,1185,2.605713606,0.9710605145,1
143,1217,3.043395758,1.564321518,1
143,1249,4.197473049,2.392202377,1
143,1281,3.404822588,1.901504636,1
143,1313,3.879323006,1.981093645,1
143,1345,4.128204346,2.309751749,1
143,1377,3.329942465,2.317204475,1
143,1409,3.015099525,2.856442928,1
143,1441,3.118195057,2.220249653,1
143,1473,3.430398226,1.966935158,1
143,1505,3.661298037,1.714790821,1
143,1537,3.194571495,0.6830708981,1
143,1569,3.249400616,0.9247099757,1
143,1601,2.781597614,1.438630462,1
143,1633,1.004672527,0.3467921019,1
143,1665,-0.1854250431,0.6009116173,1
143,1697,0.6237437725,0.9909344912,1
143,1729,1.802071571,0.9243022203,1
143,1761,2.240925789,0.3061971962,1
143,1793,3.333400011,-1.043347001,1
143,1825,3.133694172,-1.991919637,1
143,1857,1.838267326,-2.096505404,1
143,1889,1.573763013,-0.9215832949,1
143,1921,1.672658205,-0.4470240474,1
143,1953,1.706856251,-0.1918978989,1
143,1985,1.451324463,0.07844606042,1
143,2017,1.020435572,-0.1571967602,1
175,33,-2.381649971,0.7411657572,1
175,65,-2.903553724,9.851411819,1
175,97,-9.255018234,1.378418922,1
175,129,0.6059189439,2.94690752,1
175,161,1.902278423,2.611010075,1
175,193,2.130292654,1.301241159,1
175,225,0.7314721346,0.1921703815,1
175,257,0.3701066971,0.04646110535,1
175,289,0.04036714137,0.3793926835,1
175,321,-0.8142196536,0.8797209263,1
175,353,-0.7472619414,1.225145936,1
175,385,-0.2427518666,1.049469352,1
175,417,-0.3792116046,0.5239098072,1
175,449,-0.9662610292,0.3732630908,1
175,481,-0.8933579922,0.3455955088,1
175,513,-0.4113467932,1.083542824,1
175,545,-0.5453566313,1.811593533,1
175,577,-0.7602855563,0.4314261675,1
175,609,-0.8466624022,0.1266744286,1
175,641,-0.7451200485,0.009965158999,1
175,673,-0.4974654913,0.08507762104,1
175,705,-0.7135329843,0.2869368196,1
175,737,-0.6952269077,0.06492784619,1
175,769,-1.198857546,-0.2721318305,1
175,801,-0.8774852753,-0.5063165426,1
175,833,-0.4009467959,0.06317842007,1
175,865,0.4495210648,1.059540272,1
175,897,0.4327690005,0.6007856727,1
175,929,-0.2861971259,0.2495069504,1
175,961,-0.3179082572,0.270935595,1
175,993,0.06647622585,0.7966265082,1
175,1025,0.6285507679,0.8610537052,1
175,1057,1.345067024,0.869894743,1
175,1089,1.559702992,0.7388978601,1
175,1121,1.680413723,0.6114240885,1
175,1153,1.699352264,0.02064281702,1
175,1185,1.701099873,-0.02183103561,1
175,1217,2.758614063,1.183461666,1
175,1249,3.573583841,1.970565915,1
175,1281,3.091682673,1.907772541,1
175,1313,3.650442123,1.935373783,1
175,1345,3.999365091,1.717689276,1
175,1377,3.578154564,1.669221759,1
175,1409,3.700765133,2.017895222,1
175,1441,3.652697802,2.135254383,1
175,1473,3.042129755,1.267117977,1
175,1505,2.567059755,0.330316782,1
175,1537,3.468438864,0.8017469049,1
175,1569,3.336472034,1.464320302,1
175,1601,2.589666843,1.579280734,1
175,1633,1.615189791,0.6114125848,1
175,1665,1.703847051,1.171320081,1
175,1697,2.234696865,1.70486784,1
175,1729,2.580738783,1.258489847,1
175,1761,2.957017183,0.4920700788,1
175,1793,2.638219357,-2.112056732,1
175,1825,2.135782719,-2.121333838,1
175,1857,1.50691843,-2.48239994,1
175,1889,1.293631434,-1.530960679,1
175,1921,1.701381683,-1.145164967,1
175,1953,1.727728844,-0.3926872611,1
175,1985,1.495500088,0.006622582674,1
175,2017,0.3732956648,-0.3680170774,1
207,33,-0.8087067604,0.7673001289,1
207,65,-0.8658203483,8.778739929,1
207,97,-16.83140373,10.58974266,1
207,129,1.299652815,2.448860407,1
207,161,1.607078075,2.845806122,1
207,193,1.932366967,1.523966312,1
207,225,1.531066656,0.5865373611,1
207,257,0.7675535679,-0.1012560725,1
207,289,0.6570218801,-0.2324867249,1
207,321,0.100661695,0.7755041718,1
207,353,0.3198910356,1.781520128,1
207,385,0.3592652082,2.262820244,1
207,417,0.7378899455,0.936424017,1
207,449,0.1726270914,0.2808253765,1
207,481,0.3460734487,0.5255271196,1
207,513,0.589081645,1.512439013,1
207,545,0.1528000832,2.978317738,1
207,577,-0.1377435327,0.4750022888,1
207,609,-0.2342261076,0.2895328999,1
207,641,-0.2704373896,0.2378792763,1
207,673,-0.5124504566,0.02359087765,1
207,705,-0.1912947595,-0.02233842015,1
207,737,-0.04670989513,-0.8212886453,1
207,769,-0.002417564392,0.0347776413,1
207,801,-0.3133648336,0.7825729251,1
207,833,-0.1161901653,0.7873266935,1
207,865,0.08162236214,1.324211359,1
207,897,0.0396374017,1.251689911,1
207,929,0.231813997,0.8669810295,1
207,961,0.3347455859,0.6399964094,1
207,993,-0.4498945475,1.142909288,1
207,1025,0.9132211208,1.709297419,1
207,1057,1.654124498,1.288492799,1
207,1089,1.268142939,0.9244351387,1
207,1121,1.150430679,1.058976173,1
207,1153,1.019289613,-0.005747318268,1
207,1185,1.423588514,0.3642343879,1
207,1217,2.280145168,0.9122871161,1
207,1249,3.774691105,1.390013456,1
207,1281,4.284782887,1.538372636,1
207,1313,3.676416397,1.618445039,1
207,1345,21.18085098,10.5500679,1
207,1377,21.45914459,10.54418945,1
207,1409,3.770720005,1.956359744,1
207,1441,3.276072264,1.578228831,1
207,1473,2.756547689,0.5909839869,1
207,1505,2.564809322,0.2048709393,1
207,1537,3.23688221,0.6351516843,1
207,1569,3.445022821,1.012538075,1
207,1601,1.906500578,1.013114214,1
207,1633,-11.37143803,-7.754494667,1
207,1665,2.07693243,1.219685435,1
207,1697,3.144992352,1.658224702,1
207,1729,3.227547407,0.6378626227,1
207,1761,3.020531178,-0.09536859393,1
207,1793,3.308570385,-1.960712671,1
207,1825,3.338049173,-1.862863183,1
207,1857,5.328991413,-1.159239054,1
207,1889,5.081736565,-1.467831135,1
207,1921,3.83413434,-1.502962828,1
207,1953,2.817511559,-0.9272132516,1
207,1985,0.930064559,0.07097095251,1
207,2017,-0.6047643423,-0.05665540695,1
239,33,-0.7811942101,0.6551269889,1
239,65,-6.494342327,-17.99394417,1
239,97,-14.51348019,9.478729248,1
239,129,0.1549447477,0.3133119345,1
239,161,0.3511044383,3.738050699,1
239,193,0.5095734,4.07404995,1
239,225,0.8927993774,0.6282262802,1
239,257,1.096763134,0.7437430024,1
239,289,1.147634029,0.5844635367,1
239,321,0.9284490347,-0.203776598,1
239,353,1.086601019,1.854168892,1
239,385,0.4302585125,3.125601768,1
239,417,-0.4706909657,1.112221956,1
239,449,1.260200262,-0.2522420883,1
239,481,0.9179794788,0.2524446845,1
239,513,0.6309071183,0.6785588264,1
239,545,0.7043344378,0.6810326576,1
239,577,0.4554937184,0.767021358,1
239,609,-0.1544972509,0.8901350498,1
239,641,-0.1409647912,0.7895364761,1
239,673,-0.3125082254,0.5468423367,1
239,705,-0.06769318879,-0.396459043,1
239,737,-0.3118750155,-0.4903639853,1
239,769,-0.4948816895,-0.1115419865,1
239,801,0.0788615942,0.6238611341,1
239,833,0.3334038556,0.7389348745,1
239,865,-0.305259794,1.410704374,1
239,897,-0.1435651779,1.347508311,1
239,929,0.7289929986,1.105982184,1
239,961,1.380809307,1.070183516,1
239,993,1.72821641,1.22323525,1
239,1025,2.649245739,2.77072525,1
239,1057,3.380563259,2.839871168,1
239,1089,5.254479408,0.4996107817,1
239,1121,2.24816823,1.086061716,1
239,1153,1.962077737,0.608820498,1
239,1185,2.120028734,0.6639955044,1
239,1217,2.680043459,1.109191298,1
239,1249,3.697019815,1.376070738,1
239,1281,3.945705891,1.494696498,1
239,1313,2.908378124,1.334248066,1
239,1345,1.571043015,1.42951107,1
239,1377,4.814667702,1.612029076,1
239,1409,4.196208,2.474163055,1
239,1441,3.144543171,1.684085965,1
239,1473,1.981742144,0.2368129492,1
239,1505,1.523147583,0.00458984077,1
239,1537,2.689741373,0.3872659206,1
239,1569,2.421033144,0.5249863267,1
239,1601,1.309126377,0.3427377939,1
239,1633,0.744764328,1.183727741,1
239,1665,2.177875519,1.277464628,1
239,1697,2.829977036,0.3246107101,1
239,1729,2.921092272,-1.313023925,1
239,1761,2.950365782,-0.5498737097,1
239,1793,2.276424885,-0.1397457421,1
239,1825,0.5989303589,16.28941154,1
239,1857,1.290418267,-1.926927805,1
239,1889,1.208216667,-1.217030525,1
239,1921,1.715283871,-1.121771455,1
239,1953,1.556263089,-1.160535455,1
239,1985,0.4330003262,-0.2402024865,1
239,2017,-0.8758873343,0.03812420368,1
271,33,-0.30499506,0.4446430206,1
271,65,0.1990592331,0.07525461912,1
271,97,0.5203948617,0.6715977192,1
271,129,-0.3921898007,0.775800705,1
271,161,0.2316405773,2.204085827,1
271,193,-0.03477704525,3.501236677,1
271,225,0.2406621575,0.8432030678,1
271,257,1.259165406,0.8147309422,1
271,289,1.566850185,0.7397528291,1
271,321,1.657337546,0.5774690509,1
271,353,1.81160152,1.093574047,1
271,385,1.260298252,2.724125385,1
271,417,0.1759352684,1.075173378,1
271,449,1.063552499,-0.1574395895,1
271,481,-12.02085876,-2.623121023,1
271,513,-11.40490055,-1.731417418,1
271,545,2.691266537,0.7510791421,1
271,577,1.99834013,1.250944138,1
271,609,0.02608534694,1.424415827,1
271,641,-0.7965036035,1.88828826,1
271,673,-0.7030658722,1.671368361,1
271,705,-0.08594596386,0.2916485071,1
271,737,-0.1734173149,0.4495873451,1
271,769,-0.6362797022,0.5354730487,1
271,801,-0.07143175602,0.8452375531,1
271,833,0.1979348958,0.8777205348,1
271,865,-0.4712257683,1.061245322,1
271,897,-0.1473067999,1.199798942,1
271,929,0.8290218711,1.182218552,1
271,961,1.472606421,1.34915638,1
271,993,2.012177944,1.456274748,1
271,1025,3.523471594,3.130919933,1
271,1057,3.889203072,3.382955313,1
271,1089,2.258358002,1.249317408,1
271,1121,1.738500595,1.290815115,1
271,1153,1.828636646,1.710366368,1
271,1185,2.585170507,1.180148482,1
271,1217,2.97244978,1.054528713,1
271,1249,3.252761364,1.298669457,1
271,1281,3.601570129,1.798139334,1
271,1313,2.095759392,1.353759289,1
271,1345,17.68039894,16.70382118,1
271,1377,4.812190056,1.753828526,1
271,1409,5.207894325,2.148447037,1
271,1441,2.159865856,0.6542916298,1
271,1473,2.23499918,-0.1649798155,1
271,1505,2.598535061,-0.2585479617,1
271,1537,3.936658621,0.09128051996,1
271,1569,2.01947093,0.4716932774,1
271,1601,0.7072393894,0.5439209938,1
271,1633,1.932047844,0.9638429284,1
271,1665,17.32004547,-13.49276161,1
271,1697,3.326885223,-0.2065429688,1
271,1729,3.140901089,-1.190430045,1
271,1761,3.07624507,-0.9164188504,1
271,1793,2.522684097,-0.334397316,1
271,1825,1.844192743,1.675750494,1
271,1857,1.102869868,-1.117767096,1
271,1889,1.071278811,-1.34058249,1
271,1921,1.981883764,-1.519854665,1
271,1953,0.6255679131,-1.232882261,1
271,1985,-13.41808891,-3.884827137,1
271,2017,-0.4064525366,-0.150018692,1
303,33,-10.27117157,0.6592636704,1
303,65,0.7322813272,0.2085155845,1
303,97,0.9746164083,0.4000155926,1
303,129,0.7314659953,0.2311676145,1
303,161,0.9412244558,0.8487057686,1
303,193,0.8515282869,1.225101352,1
303,225,1.023612738,0.8013947606,1
303,257,2.134139061,0.6590250134,1
303,289,2.316343069,0.6084716916,1
303,321,2.243246078,0.4215941429,1
303,353,2.270361423,0.4932306409,1
303,385,2.062599897,0.6965634227,1
303,417,1.264592171,0.7478245497,1
303,449,0.834307909,-0.2153928578,1
303,481,1.144128919,-0.0743091628,1
303,513,1.650096178,0.008740708232,1
303,545,1.859318972,-0.1138882041,1
303,577,1.385093212,1.324324489,1
303,609,0.5989392996,1.172826052,1
303,641,0.271502614,1.782077432,1
303,673,0.3133158386,2.944901466,1
303,705,0.4289060235,0.979901135,1
303,737,0.2973721921,0.7994061708,1
303,769,-0.2034684718,0.7880108356,1
303,801,-0.5098387599,0.5769022107,1
303,833,-1.22631979,19.22834969,1
303,865,0.09806093574,0.1470719576,1
303,897,0.6684418917,0.8905036449,1
303,929,1.284865141,1.071513057,1
303,961,1.776272297,1.403215647,1
303,993,2.059901714,1.428121328,1
303,1025,0.2104706764,3.136939049,1
303,1057,0.9272799492,2.788237095,1
303,1089,2.834719896,0.7911510468,1
303,1121,3.31569767,2.10539031,1
303,1153,3.291901827,2.733665466,1
303,1185,3.472343922,1.538997054,1
303,1217,3.786671877,0.7620750666,1
303,1249,4.197457314,0.9482896328,1
303,1281,4.388229847,1.164879918,1
303,1313,4.602972507,1.325374603,1
303,1345,4.542693138,1.376347423,1
303,1377,4.971848965,1.918070436,1
303,1409,5.122924328,2.192208052,1
303,1441,2.868427753,0.5510827303,1
303,1473,2.954567194,0.02088344097,1
303,1505,4.287303925,-0.154916361,1
303,1537,5.658970833,-0.3373093903,1
303,1569,3.241708517,1.017681599,1
303,1601,3.140491962,1.305279255,1
303,1633,4.119257927,0.3586645722,1
303,1665,4.271889687,-0.4406679869,1
303,1697,4.577397823,-0.3339648247,1
303,1729,4.049572468,-0.04841935635,1
303,1761,3.470357895,-0.2500260174,1
303,1793,2.960077524,-0.9495752454,1
303,1825,2.877838373,-1.888585567,1
303,1857,2.42313695,-1.900110006,1
303,1889,2.17142415,-1.425911307,1
303,1921,2.091835499,-1.535768628,1
303,1953,1.549936056,-1.140070915,1
303,1985,0.1549447775,-0.1128931046,1
303,2017,0.7011122704,-0.3183553815,1
335,33,-11.74594402,1.420410275,1
335,65,-0.3672991991,0.4709905982,1
335,97,-0.2630719244,-0.6041327715,1
335,129,0.3971514702,-1.055160999,1
335,161,1.708380222,-0.7953054905,1
335,193,3.803655148,-1.421243072,1
335,225,2.092702389,0.2595678568,1
335,257,2.855061531,0.6272435188,1
335,289,2.831388712,0.5430924892,1
335,321,2.574573994,0.320073843,1
335,353,1.634448409,0.3099167347,1
335,385,0.7896196842,0.9913968444,1
335,417,1.098749518,0.9274923801,1
335,449,1.088788271,0.03689171374,1
335,481,1.530528903,-0.5632054806,1
335,513,1.84071672,-1.303299427,1
335,545,1.631783724,-0.5552566051,1
335,577,1.488723993,0.04575797915,1
335,609,0.5435556769,0.6643922329,1
335,641,0.5886149406,1.482358932,1
335,673,1.027808309,2.126325607,1
335,705,0.7579315305,1.078850627,1
335,737,0.4525126815,0.819550395,1
335,769,0.2289713323,0.4465873241,1
335,801,-0.2180616409,-0.5477632284,1
335,833,-0.92306602,-0.02277809381,1
335,865,-0.2938364744,-0.4471351504,1
335,897,0.8877948523,-0.4101573229,1
335,929,2.1330266,0.884937048,1
335,961,2.615632057,1.29166007,1
335,993,2.199347019,1.321067929,1
335,1025,-1.127194285,2.545048952,1
335,1057,-0.8085234165,3.25175333,1
335,1089,4.805397034,1.860524416,1
335,1121,3.823434591,2.263589144,1
335,1153,4.253929615,2.438536406,1
335,1185,4.994215965,1.666083813,1
335,1217,5.285203934,0.6632597446,1
335,1249,6.704346657,-0.6157435179,1
335,1281,4.996910095,0.5548983812,1
335,1313,4.901777267,1.066822052,1
335,1345,5.023906231,1.408587694,1
335,1377,5.48810339,1.658084869,1
335,1409,5.240174294,2.160821438,1
335,1441,3.951974869,1.319024205,1
335,1473,3.500473976,0.82490623,1
335,1505,4.450714588,-0.04812511802,1
335,1537,5.483921051,-0.02099281549,1
335,1569,4.88875103,2.11470437,1
335,1601,4.88781023,2.448338985,1
335,1633,4.78472662,0.6701663136,1
335,1665,4.858544827,-0.06500378251,1
335,1697,4.789963722,-0.2043350339,1
335,1729,4.629310131,0.008777469397,1
335,1761,4.46566534,0.02104622126,1
335,1793,3.374580622,-0.4474566579,1
335,1825,3.073449135,-1.935756326,1
335,1857,3.486590385,-2.654940605,1
335,1889,2.912190199,-1.480533242,1
335,1921,2.58597374,-1.397307396,1
335,1953,2.117058277,-1.340243816,1
335,1985,1.60135448,-0.5613876581,1
335,2017,1.472972274,-0.2031190991,1
367,33,-4.374308109,1.951045871,1
367,65,-1.755032063,-0.2269631028,1
367,97,-1.261446357,-2.177871227,1
367,129,-0.3926862776,-2.144367456,1
367,161,0.7192661166,-0.6981822252,1
367,193,3.629878759,-0.6033284664,1
367,225,4.940232277,-0.8962051868,1
367,257,2.380550146,1.341140985,1
367,289,1.778323412,0.9556823969,1
367,321,1.515891671,1.155042291,1
367,353,1.088726044,0.7319654822,1
367,385,0.5658648014,0.2817798853,1
367,417,0.7328350544,0.2177338004,1
367,449,1.090187669,0.4174722731,1
367,481,1.163899541,-0.3387440443,1
367,513,0.9764333963,-1.481774569,1
367,545,0.7441759109,-1.162261605,1
367,577,0.5001581907,-0.5562887788,1
367,609,-0.9960938692,0.2254659235,1
367,641,-0.1828479171,1.168858528,1
367,673,1.291767001,1.042446136,1
367,705,1.247936606,0.6518344879,1
367,737,0.9346511364,0.5309967995,1
367,769,0.4894750118,0.3618407547,1
367,801,0.2299601436,-0.7356466055,1
367,833,1.351974487,0.4946739972,1
367,865,-17.85667229,-3.47261095,1
367,897,0.6882261038,-0.1028654575,1
367,929,6.484601021,1.462140322,1
367,961,3.776230574,0.5526804328,1
367,993,1.352536559,0.9273799658,1
367,1025,1.298044801,1.579784393,1
367,1057,2.265258789,2.705430984,1
367,1089,4.410410404,2.141095877,1
367,1121,3.989789724,1.854839802,1
367,1153,4.063361645,1.99341464,1
367,1185,4.799474239,3.332387209,1
367,1217,6.850843906,1.105594158,1
367,1249,6.672348976,0.06538289785,1
367,1281,5.214471817,0.7628121376,1
367,1313,4.828838825,1.157103539,1
367,1345,5.311236382,1.108922958,1
367,1377,5.326238155,1.285498381,1
367,1409,4.970272064,1.692120314,1
367,1441,4.81367445,1.741969824,1
367,1473,5.070098877,1.005336046,1
367,1505,5.656199455,-0.2821057141,1
367,1537,5.784118652,0.5340368152,1
367,1569,7.086778641,2.795621872,1
367,1601,6.039108276,1.228298426,1
367,1633,5.448834896,0.6160039902,1
367,1665,5.123840809,0.4478122592,1
367,1697,4.612186909,-0.3001354337,1
367,1729,4.791090488,-0.3649571836,1
367,1761,5.619131565,-0.42454952,1
367,1793,5.09053421,-0.7683343291,1
367,1825,3.889621258,-1.770891547,1
367,1857,4.057808876,-1.282455683,1
367,1889,3.65623045,-0.9715710878,1
367,1921,3.572569847,-1.312686563,1
