PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 7, filenames: A:[7]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[8]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
23,945,4.12806797,-0.8933885098,1
23,961,4.921000481,-0.9482729435,1
23,977,4.507152557,5.31942606,1
23,993,3.234041929,2.860013008,1
23,1009,3.323511839,0.1910976171,1
23,1025,2.509162903,1.132031918,1
23,1041,-0.1410531998,-0.8558840752,1
23,1057,-0.8085281849,-1.518654585,1
23,1073,1.985042572,-1.557950735,1
23,1089,3.415627956,-0.1915852726,1
23,1105,6.386312485,2.335882902,1
23,1121,6.812675476,3.215593815,1
23,1137,6.70821619,2.050266027,1
23,1153,7.213155746,1.01672864,1
23,1169,6.67874527,-0.8830633759,1
23,1185,8.046363831,0.1232622862,1
23,1201,8.116453171,1.195290327,1
23,1217,7.798437119,0.5932044983,1
23,1233,8.235941887,1.426144361,1
23,1249,6.236919403,2.341021776,1
23,1265,-0.2953667641,-0.2469544411,1
23,1281,-3.391353607,-2.885522842,1
23,1297,9.303913116,0.1361217499,1
23,1313,6.816018581,5.621077061,1
23,1329,8.617898941,8.538732529,1
23,1345,8.943901062,1.075355172,1
23,1361,9.68445015,0.07586109638,1
23,1377,9.010019302,-1.721984506,1
23,1393,7.611636639,1.491810083,1
23,1409,6.304458141,2.902919054,1
23,1425,5.758966923,1.368737459,1
23,1441,4.776202679,0.2668378353,1
23,1457,4.313884258,-0.2374885082,1
23,1473,4.413164139,-0.259345293,1
23,1489,4.12567091,-0.7145931721,1
23,1505,3.583490849,-1.31468153,1
23,1521,4.213204384,-2.122127295,1
23,1537,4.636906624,-1.759584785,1
23,1553,-1.392308235,-7.190654278,1
23,1569,-1.77240777,-9.751132965,1
23,1585,-5.688067436,-1.861646175,1
23,1601,13.39645767,-8.610729218,1
23,1617,3.218018532,-6.802782536,1
23,1633,7.192732334,-4.002189159,1
23,1649,7.096314907,-2.413356066,1
23,1665,6.319999218,-1.279327393,1
23,1681,4.744869232,-0.1917040348,1
23,1697,4.937402248,-9.718243599,1
23,1713,6.442960262,-2.436732769,1
23,1729,5.162755489,-1.082636833,1
23,1745,7.858945847,-3.234937906,1
23,1761,6.485505104,1.829884052,1
23,1777,2.664754868,5.820859909,1
23,1793,11.31210136,-5.525374413,1
23,1809,-5.777719498,-1.909985304,1
23,1825,1.24280405,0.2461169958,1
23,1841,0.1005344391,1.835675478,1
23,1857,-6.138332844,-6.222373962,1
23,1873,-0.1513772011,-0.6624391079,1
23,1889,-1.059216261,-2.34236145,1
23,1905,-0.3800878525,-0.3967832327,1
23,1921,1.148039103,1.056709051,1
23,1937,1.783187866,1.506779671,1
23,1953,-1.090837002,5.366046906,1
23,1969,1.597831488,8.183820724,1
23,1985,0.5628970265,-0.02547192574,1
23,2001,5.323509693,-5.232107162,1
23,2017,-1.260185599,0.1944259703,1
23,2033,-2.074975967,6.72329998,1
39,17,-3.792817116,0.6537959576,1
39,33,-0.2930948734,1.657435894,1
39,49,-0.5717790127,1.950749159,1
39,65,0.2590270042,2.743326187,1
39,81,1.29821372,4.045101166,1
39,97,1.183978915,4.508770466,1
39,113,-0.3495460749,5.075597286,1
39,129,-2.451423407,5.960351944,1
39,145,5.013824463,5.490036011,1
39,161,-1.220814228,3.090015411,1
39,177,-0.9204230309,2.508639812,1
39,193,0.1871394217,3.938136578,1
39,209,0.5477330089,3.071805,1
39,225,0.9343690872,2.706683874,1
39,241,-5.885866165,0.6527802944,1
39,257,-7.057446957,0.4282400608,1
39,273,0.9971227646,4.54436779,1
39,289,0.7051318288,5.176882744,1
39,305,0.5669178963,4.311145782,1
39,321,3.916467905,2.268804312,1
39,337,1.736060858,1.795721054,1
39,353,1.156720877,2.132141113,1
39,369,-0.08524465561,-6.180119514,1
39,385,0.3923323452,2.639365196,1
39,401,-0.9310974479,1.046117067,1
39,417,0.7010874748,0.419278264,1
39,433,0.2163808346,1.26821506,1
39,449,-1.63331604,2.002959728,1
39,465,-7.684601784,3.92824626,1
39,481,-7.937971592,5.122702122,1
39,497,0.8079752922,2.855505466,1
39,513,0.4469549656,3.566811323,1
39,529,-5.775076866,6.654792309,1
39,545,-4.156845093,6.457722664,1
39,561,2.75911355,-0.9259462357,1
39,577,6.069410324,-7.438024044,1
39,593,10.35155106,-7.491053104,1
39,609,1.792527199,-1.769656658,1
39,625,5.31627512,-9.881716728,1
39,641,7.063581944,-8.69907093,1
39,657,2.367916346,0.3608542681,1
39,673,3.003471851,0.2269682437,1
39,689,3.458498716,0.8008958101,1
39,705,3.978015184,0.3999052346,1
39,721,4.663887024,0.04960906506,1
39,737,3.791092634,0.5795781612,1
39,753,4.42550087,0.831171155,1
39,769,4.36622858,0.2029782534,1
39,785,5.198796749,-4.880689144,1
39,801,5.21834898,-4.732485771,1
39,817,5.267393589,-2.367516041,1
39,833,7.08223629,1.543305159,1
39,849,4.847609997,0.9202843904,1
39,865,4.872198582,0.2462979555,1
39,881,-3.673085213,1.205900788,1
39,897,4.802501202,1.376226902,1
39,913,4.993861675,1.672661543,1
39,929,4.00184536,1.478410602,1
39,945,3.368529797,0.7858154774,1
39,961,3.00287509,-0.8001973629,1
39,977,2.062999725,0.9154978395,1
39,993,2.689396143,1.710794687,1
39,1009,2.931181669,0.8538228273,1
39,1025,2.984111309,0.5207880735,1
39,1041,2.321973085,-0.2667910457,1
39,1057,1.702618122,-0.9085870981,1
39,1073,2.973687172,-0.8387714624,1
39,1089,4.263831139,0.09177601337,1
39,1105,4.122112274,1.07140255,1
39,1121,5.122189522,1.68263042,1
39,1137,5.319071293,1.820628524,1
39,1153,5.530409813,0.8222820759,1
39,1169,5.170553207,0.6901526451,1
39,1185,9.143718719,0.8285138607,1
39,1201,10.7469759,-7.142136097,1
39,1217,7.752291203,0.0889275074,1
39,1233,7.694854736,1.075344086,1
39,1249,4.262827873,1.267732024,1
39,1265,-0.08623981476,2.748360872,1
39,1281,8.651874542,4.993868828,1
39,1297,10.53588104,3.569537878,1
39,1313,1.964776516,-6.354692459,1
39,1329,7.132851601,8.569467545,1
39,1345,12.39699364,-0.7892943621,1
39,1361,14.19592094,0.7361769676,1
39,1377,7.50763607,-0.876603961,1
39,1393,7.540751934,-0.7195235491,1
39,1409,7.053785324,-0.8200819492,1
39,1425,6.276019096,-1.459523559,1
39,1441,5.633872032,-2.050636768,1
39,1457,4.957051277,-2.114488602,1
39,1473,5.046424389,-2.295272827,1
39,1489,5.454823971,-10.8933506,1
39,1505,3.419513702,-3.35967207,1
39,1521,2.427221298,-1.99589324,1
39,1537,0.4768385887,-0.8152630329,1
39,1553,-0.01595044136,-9.270318985,1
39,1569,3.221581221,-2.355103254,1
39,1585,1.475064516,-10.05000401,1
39,1601,4.82708168,4.369514465,1
39,1617,3.486542702,4.305200577,1
39,1633,5.261399269,-4.230964661,1
39,1649,3.998298645,-3.916723013,1
39,1665,3.405133247,-1.97110486,1
39,1681,5.16086483,-1.693448305,1
39,1697,5.537291527,-3.341919184,1
39,1713,5.440883636,-3.222712994,1
39,1729,4.348247051,-2.007778168,1
39,1745,3.511289597,-1.335537672,1
39,1761,1.861738205,-5.789956093,1
39,1777,1.4897995,0.8965660334,1
39,1793,2.020965099,-1.431306362,1
39,1809,1.703457117,-0.6679361463,1
39,1825,1.896464825,0.3850947022,1
39,1841,1.819239378,1.139751434,1
39,1857,0.4880919456,-0.5874444246,1
39,1873,-0.1675205231,-1.187940836,1
39,1889,-0.7601516247,-1.405008554,1
39,1905,-0.1443770528,-0.9353823066,1
39,1921,0.4883998632,-0.8661008477,1
39,1937,0.4547905922,0.06872281432,1
39,1953,-0.3893303871,0.465188235,1
39,1969,-0.2954895496,-0.1655454338,1
39,1985,0.5700941682,-0.4353131056,1
39,2001,0.6683961749,-0.7818881869,1
39,2017,0.943824172,-0.3689111173,1
39,2033,0.9926708341,1.330272436,1
55,17,-0.7961032391,4.28115654,1
55,33,0.7474164963,2.418841839,1
55,49,1.335574031,1.356458426,1
55,65,1.200291157,1.467372894,1
55,81,1.937768102,3.471981525,1
55,97,1.2339288,4.711779118,1
55,113,0.6518660784,5.414924622,1
55,129,0.6111005545,5.460240841,1
55,145,1.160260201,5.731109619,1
55,161,-7.629778862,-0.7093236446,1
55,177,0.2736914158,2.560864449,1
55,193,0.7166179419,2.622781754,1
55,209,2.413434505,2.868566513,1
55,225,3.715373278,3.537916422,1
55,241,2.049848557,3.285553455,1
55,257,2.180118561,3.893738031,1
55,273,0.7194041014,6.202078819,1
55,289,0.6937758327,3.710954666,1
55,305,-5.374996662,-1.585683584,1
55,321,1.301892281,2.151007652,1
55,337,1.403855443,2.113102913,1
55,353,0.2919025421,2.109194279,1
55,369,-1.939686656,5.871023655,1
55,385,-2.259223938,6.887904167,1
55,401,-0.8213452101,2.40191555,1
55,417,-1.147138357,1.994833469,1
55,433,-1.555793762,1.780899048,1
55,449,-1.985594988,1.717486024,1
55,465,-0.04359740019,1.237369299,1
55,481,1.065131903,1.343903303,1
55,497,1.966644645,4.441783905,1
55,513,1.175491571,4.89965868,1
55,529,1.591368318,1.959886789,1
55,545,3.628667831,-0.6084494591,1
55,561,3.712795496,-1.206988096,1
55,577,3.307816505,-2.40367198,1
55,593,3.801197529,-3.964675903,1
55,609,1.382450819,-1.614772797,1
55,625,-6.179404736,-3.571203232,1
55,641,2.615996122,-1.385721207,1
55,657,2.655173063,-0.2281241417,1
55,673,2.783667803,0.6838871837,1
55,689,3.30008626,0.7371819019,1
55,705,3.842571259,0.4055247903,1
55,721,4.390612602,-2.16399622,1
55,737,4.580251217,0.835760355,1
55,753,4.798328876,1.552892327,1
55,769,10.72029877,5.475382805,1
55,785,6.860658169,-4.68034935,1
55,801,6.819268227,-3.928508043,1
55,817,6.806324959,-1.107291222,1
55,833,5.146762371,0.7588168383,1
55,849,6.262013912,4.66772747,1
55,865,5.601588249,2.941457033,1
55,881,4.833752155,1.224226236,1
55,897,4.080374718,0.2821020484,1
55,913,4.460565567,0.0462334156,1
55,929,4.122534275,1.115156054,1
55,945,4.003975868,1.010341167,1
55,961,3.912376404,-0.6087539196,1
55,977,1.618172884,0.892357409,1
55,993,2.15695715,2.304271698,1
55,1009,3.197814703,1.528870344,1
55,1025,3.83986783,1.155685186,1
55,1041,3.741235256,0.1463620067,1
55,1057,3.874671936,-1.370811343,1
55,1073,3.924879074,-0.02565428615,1
55,1089,3.293375015,0.2479260564,1
55,1105,4.066746235,-0.1021662354,1
55,1121,4.255501747,-0.3433744907,1
55,1137,4.990900993,0.2221082449,1
55,1153,5.530707836,0.505489707,1
55,1169,5.754702568,1.333781242,1
55,1185,6.153773785,-6.51629734,1
55,1201,8.501329422,-2.306831837,1
55,1217,7.920672417,0.5924447179,1
55,1233,8.342299461,0.678149581,1
55,1249,9.903604507,1.495114923,1
55,1265,10.52522469,2.709189892,1
55,1281,9.77812767,4.295022011,1
55,1297,10.82258892,4.168896198,1
55,1313,9.695617676,1.42588377,1
55,1329,7.62993288,0.6818622351,1
55,1345,13.05363369,-1.697508693,1
55,1361,7.711202145,-0.9802767634,1
55,1377,7.158673763,-1.878856897,1
55,1393,7.390185356,-2.789721012,1
55,1409,7.389154434,-3.191637516,1
55,1425,6.893677235,-2.937603474,1
55,1441,6.325714111,-3.263331652,1
55,1457,-0.3888158798,-10.10549641,1
55,1473,4.839148045,-3.677211046,1
55,1489,5.07935667,-3.61443758,1
55,1505,4.305526733,-4.426963806,1
55,1521,2.560189962,-2.782467842,1
55,1537,-1.869867682,5.783157825,1
55,1553,-4.878438473,-8.113710403,1
55,1569,2.755049229,-0.7478995323,1
55,1585,3.194068432,-2.832005739,1
55,1601,0.6945636272,-12.1791935,1
55,1617,3.543339014,-4.169440269,1
55,1633,3.843611479,-4.029109001,1
55,1649,-3.99946928,2.243458033,1
55,1665,6.333254337,-11.0842371,1
55,1681,4.626088142,-2.716267347,1
55,1697,4.023167133,-2.694117308,1
55,1713,3.648174286,-3.158511162,1
55,1729,-1.552447319,-3.870872498,1
55,1745,-2.457777023,-3.408525229,1
55,1761,1.437481403,3.476724625,1
55,1777,4.042286873,2.04821682,1
55,1793,4.465252876,-1.187280774,1
55,1809,3.568136454,-0.5602346659,1
55,1825,3.094772816,0.04303771257,1
55,1841,-2.269368887,3.157520294,1
55,1857,1.35217905,0.5693055987,1
55,1873,0.8707457781,-0.8277881742,1
55,1889,0.3905643225,-0.7808314562,1
55,1905,0.837074399,-1.0639323,1
55,1921,0.8156706095,-1.639550686,1
55,1937,0.5269638896,-0.9837840796,1
55,1953,-0.307964623,-0.5616327524,1
55,1969,-0.002951979637,-0.7023246884,1
55,1985,0.2654675841,-0.3590195477,1
55,2001,0.5034371614,-0.5754374266,1
55,2017,1.485942721,-0.5148504972,1
55,2033,2.350280762,0.6204214096,1
71,17,-0.3158960342,5.539173126,1
71,33,1.779356956,2.38606596,1
71,49,2.791775942,1.348813534,1
71,65,2.360924721,0.7717262506,1
71,81,1.901261568,1.979854822,1
71,97,0.919757247,3.836512089,1
71,113,0.1815434694,4.848638058,1
71,129,0.7030569315,7.14811945,1
71,145,0.3863046765,7.972901821,1
71,161,1.983308196,2.744047165,1
71,177,-0.1489846706,2.404538155,1
71,193,0.3018155098,1.849726439,1
71,209,9.083618164,2.303403854,1
71,225,1.759907246,2.743414402,1
71,241,1.059387445,3.039636612,1
71,257,0.6969823241,4.273519516,1
71,273,0.0741289556,6.219803333,1
71,289,-7.960915565,4.929928303,1
71,305,0.6291679144,2.745842218,1
71,321,1.716421127,2.211346865,1
71,337,1.815806866,2.172108173,1
71,353,1.560704827,2.026382446,1
71,369,1.298202038,-2.488666058,1
71,385,0.9946982861,1.581148982,1
71,401,0.4470905066,2.162832499,1
71,417,-1.651944399,2.860110044,1
71,433,-0.4562847614,4.678170204,1
71,449,-7.139939308,1.347407818,1
71,465,-3.073951244,2.306105614,1
71,481,-0.8542224169,1.834756136,1
71,497,1.667055368,4.475773811,1
71,513,1.445289135,4.393155575,1
71,529,1.638051987,1.775580168,1
71,545,3.598595381,-0.3484764695,1
71,561,5.004571915,-1.949359179,1
71,577,4.325117111,-3.192071915,1
71,593,3.219244957,-5.378472328,1
71,609,2.553771734,-9.446334839,1
71,625,1.905802727,0.4097539186,1
71,641,2.823894024,-0.5547747016,1
71,657,4.220540047,-0.4298896492,1
71,673,0.7071456909,1.965440631,1
71,689,3.592738628,0.3567851186,1
71,705,3.722282648,-0.02151444554,1
71,721,3.803277016,0.1658729911,1
71,737,4.372021675,2.492382526,1
71,753,4.87404871,-0.9897726178,1
71,769,5.721000195,-1.495286703,1
71,785,5.775793076,-1.155249834,1
71,801,6.283293247,-0.5149822235,1
71,817,6.4993577,-0.3215795755,1
71,833,5.669077873,-0.3571625948,1
71,849,8.368469238,-0.3603253365,1
71,865,6.98300457,4.465898037,1
71,881,5.608766079,1.848706484,1
71,897,4.497716904,-8.09147644,1
71,913,4.151679993,-0.8655956984,1
71,929,0.5788831711,0.5651125908,1
71,945,4.42722702,0.5096974969,1
71,961,5.850818634,-0.2225856185,1
71,977,5.292598724,0.9045037627,1
71,993,3.639342785,0.9314132929,1
71,1009,4.431548119,1.779202938,1
71,1025,5.033729553,2.155435562,1
71,1041,4.173909187,0.9669841528,1
71,1057,4.38099432,-1.256248355,1
71,1073,4.824727535,0.6071118116,1
71,1089,0.8292851448,-7.421791553,1
71,1105,4.99057436,-0.4728524089,1
71,1121,3.01316452,-3.878691196,1
71,1137,3.178226471,-4.433292389,1
71,1153,5.92031765,-3.564662933,1
71,1169,6.038994312,1.588895798,1
71,1185,5.715310097,-6.34153223,1
71,1201,6.627449512,0.3100403547,1
71,1217,7.65907383,0.2815012336,1
71,1233,11.48863029,-0.8744522333,1
71,1249,10.08301258,1.983687997,1
71,1265,11.34174347,2.396692514,1
71,1281,2.87454319,-0.4694703817,1
71,1297,8.880680084,3.007343054,1
71,1313,7.982131004,1.626554966,1
71,1329,7.572615147,-8.714024544,1
71,1345,7.045489788,1.325484037,1
71,1361,7.216798782,-0.9916312695,1
71,1377,7.760345459,-2.614616632,1
71,1393,6.876945019,-3.275209665,1
71,1409,6.367260933,-4.066842556,1
71,1425,6.973943233,-3.872594833,1
71,1441,9.583209991,-3.783722639,1
71,1457,5.338868618,-4.110771656,1
71,1473,5.088688374,-3.941053391,1
71,1489,5.551059246,-4.756819725,1
71,1505,4.324169159,-5.30723381,1
71,1521,3.440219879,-5.009451389,1
71,1537,6.231359482,-10.31500816,1
71,1553,0.8679050207,-2.55006361,1
71,1569,1.300435305,-2.405928373,1
71,1585,-5.18319416,-0.243065834,1
71,1601,2.476816654,-4.046368599,1
71,1617,3.434888124,-4.110091686,1
71,1633,3.27504015,-3.257582188,1
71,1649,3.431873083,-3.393802404,1
71,1665,4.546181679,-2.8749578,1
71,1681,4.732067585,-1.663840771,1
71,1697,4.988399029,-2.649670362,1
71,1713,4.98666048,-3.209196568,1
71,1729,2.995110989,-2.659155369,1
71,1745,-2.150504589,-4.012726784,1
71,1761,13.58666039,-2.169237375,1
71,1777,6.019582748,3.071195602,1
71,1793,5.088165283,-1.327968001,1
71,1809,4.707584381,-1.873392105,1
71,1825,-2.276079178,-6.220674515,1
71,1841,-0.8725492954,-7.902974606,1
71,1857,1.565196276,-1.211138248,1
71,1873,2.440399647,-1.866584778,1
71,1889,2.233654261,-0.9027963281,1
71,1905,0.4716966152,6.918466568,1
71,1921,0.1405652761,-4.41728878,1
71,1937,4.13189888,-5.595484257,1
71,1953,0.4138853848,-3.579436064,1
71,1969,0.2335056663,-0.5891014338,1
71,1985,-0.1835161448,-0.6703165174,1
71,2001,0.206567049,-0.1622086167,1
71,2017,3.174890518,-0.5709120035,1
71,2033,2.315910339,-0.8791596889,1
87,17,-0.3535940647,2.500685692,1
87,33,1.514545441,1.336987257,1
87,49,1.973535061,2.453977585,1
87,65,2.578736305,2.204969883,1
87,81,1.587921739,2.249782324,1
87,97,1.069749355,2.922308683,1
87,113,0.5430207849,3.973998785,1
87,129,0.435434252,3.916503191,1
87,145,1.010346413,3.006211519,1
87,161,0.1480803937,2.799619913,1
87,177,-0.2420271039,2.279642582,1
87,193,0.4434535801,1.142933369,1
87,209,1.493275642,1.816323519,1
87,225,-7.23491478,0.3095896244,1
87,241,0.981474638,3.643423796,1
87,257,-0.06844334304,3.596271515,1
87,273,-1.145109892,6.17357254,1
87,289,-0.5580079556,6.184207439,1
87,305,0.8700513244,3.474607229,1
87,321,1.562056303,2.785449743,1
87,337,1.673661947,2.551830292,1
87,353,1.77220726,2.629414797,1
87,369,1.750789881,1.834548712,1
87,385,2.24561429,1.475014329,1
87,401,0.3826062083,1.883338451,1
87,417,-0.3724018335,2.75094533,1
87,433,-0.7724742293,4.685797691,1
87,449,-0.4342771173,2.233612299,1
87,465,-1.304898739,-5.81506443,1
87,481,1.350895643,3.282298088,1
87,497,1.560988426,3.492643595,1
87,513,1.684380293,3.538057804,1
87,529,1.467743874,1.783548355,1
87,545,2.535546541,0.5079926252,1
87,561,2.584216595,1.252943277,1
87,577,6.63163662,-8.170143127,1
87,593,3.129404306,-1.009028673,1
87,609,3.098641872,-1.337686539,1
87,625,2.563102007,-0.2804819942,1
87,641,3.063144445,0.2872416675,1
87,657,5.113739014,0.1566127241,1
87,673,-5.118367195,-2.272195578,1
87,689,-5.030427933,-0.2166598141,1
87,705,4.774930954,-1.43299377,1
87,721,5.486261845,0.1180663109,1
87,737,4.202628136,4.574733257,1
87,753,5.349388123,-0.8755639195,1
87,769,6.32098484,-1.603798866,1
87,785,6.000479221,-0.634249568,1
87,801,5.758973598,0.6690732837,1
87,817,5.941444397,2.23077631,1
87,833,6.267743111,2.734819174,1
87,849,7.195075035,1.20391345,1
87,865,9.841434479,8.934232712,1
87,881,3.331804276,-6.551041603,1
87,897,5.295464516,-7.332472801,1
87,913,5.313605785,0.8354908228,1
87,929,5.661567211,0.5777808428,1
87,945,4.865365505,-0.5068327785,1
87,961,4.735464573,-0.6666477919,1
87,977,3.815568447,1.890930533,1
87,993,3.976194382,1.395987749,1
87,1009,9.843511581,5.652370453,1
87,1025,4.874595642,3.469035625,1
87,1041,5.2450037,2.791227579,1
87,1057,6.728200436,1.839511275,1
87,1073,11.04688263,-6.67902422,1
87,1089,1.912662983,-7.439684868,1
87,1105,9.684942245,7.900233269,1
87,1121,6.208137512,-1.494070053,1
87,1137,3.813486099,-4.289736748,1
87,1153,7.310022831,-4.875720501,1
87,1169,11.52163696,3.783307076,1
87,1185,6.352264881,-7.787927628,1
87,1201,5.340034485,1.033537388,1
87,1217,6.98267746,1.591435194,1
87,1233,7.797566414,0.9404299259,1
87,1249,9.071813583,0.9293758869,1
87,1265,8.72544384,1.926597953,1
87,1281,2.219450951,-0.5031582117,1
87,1297,8.266781807,1.869930983,1
87,1313,3.295162678,-2.041974545,1
87,1329,2.806242466,-3.763320923,1
87,1345,12.702425,-2.21685791,1
87,1361,4.090941429,-1.753048658,1
87,1377,1.158368587,-1.875200868,1
87,1393,11.61503029,6.610572815,1
87,1409,7.281907558,-4.176846504,1
87,1425,6.800379753,-3.754387617,1
87,1441,12.10151291,-4.63577652,1
87,1457,-2.736884117,-4.295729637,1
87,1473,0.09487581253,2.912697792,1
87,1489,6.788387299,-4.515194893,1
87,1505,7.261966705,5.576742172,1
87,1521,8.082196236,-4.893928528,1
87,1537,6.165730953,1.062065601,1
87,1553,2.936383724,-2.495257139,1
87,1569,3.39359808,-2.821940899,1
87,1585,3.599400759,-2.672395468,1
87,1601,3.594738245,-3.183485985,1
87,1617,3.736737728,-4.061938763,1
87,1633,3.745270729,-2.998322964,1
87,1649,4.001431465,-2.49572587,1
87,1665,5.373218536,-3.104761362,1
87,1681,5.623222351,-1.245102644,1
87,1697,8.521847725,0.6355955601,1
87,1713,5.199130058,-3.195479393,1
87,1729,4.470477581,-2.342646837,1
87,1745,4.788093567,-4.812774658,1
87,1761,5.608779907,-3.898767471,1
87,1777,3.057012081,7.00075531,1
87,1793,3.033882618,-9.739761353,1
87,1809,5.392359734,-1.326571226,1
87,1825,4.738131046,-0.6461696625,1
87,1841,4.623150349,-1.623913527,1
87,1857,3.685183048,-0.6761837602,1
87,1873,3.618858099,-1.07333982,1
87,1889,3.598038435,-1.437078714,1
87,1905,2.580465078,-3.250179768,1
87,1921,2.197865248,-4.377701283,1
87,1937,-5.533708572,-7.562347889,1
87,1953,0.1841539741,-1.091297746,1
87,1969,0.146578759,-0.4484552145,1
87,1985,-0.05079481006,-1.66744411,1
87,2001,0.03717637062,-0.9599339962,1
87,2017,1.151123405,-0.7281085253,1
87,2033,-5.378622532,3.803272486,1
103,17,0.1578722,1.569982052,1
103,33,2.783404827,0.8737558126,1
103,49,2.559954882,1.039419413,1
103,65,2.827932358,1.786861062,1
103,81,2.450984478,2.627144814,1
103,97,1.11160326,3.61873436,1
103,113,0.6796902418,3.601686239,1
103,129,0.8919002414,3.123137951,1
103,145,0.310900569,2.934597969,1
103,161,-0.6192406416,2.887411356,1
103,177,-0.6275730133,2.461581945,1
103,193,0.1232242584,0.9202268124,1
103,209,0.9239065647,6.576171875,1
103,225,1.831918836,3.392204523,1
103,241,1.135725021,3.721283913,1
103,257,0.5361410379,2.658429384,1
103,273,-1.147369146,4.030855179,1
103,289,-0.003740668297,4.832274914,1
103,305,-0.1014034748,4.989506245,1
103,321,1.234252214,5.189112663,1
103,337,1.982359648,2.565666914,1
103,353,1.869223356,1.898900509,1
103,369,2.225152493,1.624318361,1
103,385,1.658455253,1.527195215,1
103,401,1.149223804,2.628375769,1
103,417,2.768493891,3.744055986,1
103,433,0.5307893753,1.285278082,1
103,449,0.8891895413,3.97955513,1
103,465,0.96468997,2.990586042,1
103,481,1.308223009,3.070282936,1
103,497,1.559799671,3.360916376,1
103,513,1.581228495,2.553921461,1
103,529,-0.8201491833,0.9304950237,1
103,545,6.779269218,8.084441185,1
103,561,-3.292699575,6.468544006,1
103,577,-0.0534594059,-7.464689732,1
103,593,2.169643879,-0.9025263786,1
103,609,2.729851723,-1.340284109,1
103,625,2.87157011,-0.7274540067,1
103,641,-0.4865398407,0.794310987,1
103,657,-0.1763882637,1.522193909,1
103,673,11.18912792,-0.2504590154,1
103,689,3.952401638,0.1009825468,1
103,705,4.593323231,-0.582316339,1
103,721,5.117691994,0.2936275005,1
103,737,7.276974678,-8.029495239,1
103,753,6.846541882,-0.4173487723,1
103,769,7.230435371,-1.065592289,1
103,785,6.289832592,0.8264088631,1
103,801,5.783641815,2.316724777,1
103,817,4.934494019,4.010464191,1
103,833,5.07708168,5.682807446,1
103,849,5.530869961,2.624541521,1
103,865,6.327950001,2.588081837,1
103,881,6.098214626,2.322503805,1
103,897,6.000319958,1.802895069,1
103,913,5.025800228,-4.544424534,1
103,929,7.016486168,1.341526866,1
103,945,4.96924305,0.03261619061,1
103,961,4.698165417,-3.052986145,1
103,977,7.345463276,-0.07012847066,1
103,993,7.712703228,9.51631546,1
103,1009,5.515671253,5.024952888,1
103,1025,6.295060635,5.085965633,1
103,1041,5.974344254,1.898544431,1
