LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_185,18,18,13,0,0,0,0,0,12.0,0.0,12.0,103.1813147512684,564.1158856831904,294.24447723052543,0.0,15.088475414416433,38.60842081992122,4.625998275302566,13.531692564124768,9.62069245512052,56264.0,181.06170497299718,103.1813147512684,0.569868237828957,8.598442895939034,0.569868237828957,1.5929564900755826
Track_186,19,19,13,0,0,0,0,0,12.0,0.0,12.0,175.33251925368046,990.2415621086687,950.3546299358391,0.0,39.782042834102626,105.83649684756729,2.652450803745925,25.14754621416841,36.24999497883161,32064.23076923077,477.38451400923157,192.13594396003572,0.3672773500363062,14.611043271140039,0.36727735003630624,1.2681607590443553
Track_187,20,20,13,0,0,0,0,0,12.0,0.0,12.0,107.82946129330303,1366.6018858175876,945.71235468275,0.0,43.412308858883215,93.17207077482007,5.264663813827419,43.70010326352522,33.08369785441157,88082.61538461539,520.9477063065985,151.2983907970093,0.20698711211877585,8.985788441108586,0.20698711211877585,2.168434561970947
Track_188,21,21,13,0,0,0,0,0,12.0,0.0,12.0,108.50978537546071,531.9252913623127,654.4410475970578,0.0,15.31933552321345,48.07995128257144,2.8779498562022554,12.718686229187963,13.621887725364845,96420.30769230769,183.83202627856141,120.11379869285348,0.590265948605905,9.042482114621725,0.590265948605905,0.9139504834441915
Track_189,22,22,13,0,0,0,0,0,12.0,0.0,12.0,160.63498473225917,1456.7427637132178,584.219854345319,0.0,19.12113527010367,76.11024022586916,2.925795143111797,15.166816726653913,20.66886199980478,96390.30769230769,229.45362324124403,169.74856737791507,0.7000760435295894,13.386248727688264,0.7000760435295893,1.2851974258168157
Track_190,23,23,13,0,0,0,0,0,12.0,0.0,12.0,332.6369053950502,850.0964519653751,627.9914860739747,0.0,46.9371262463064,167.71815557623492,1.9956459940578233,28.604501436162955,51.570179682310304,63250.53846153846,563.2455149556768,356.1295408507019,0.5905717783145175,27.71974211625418,0.5905717783145175,0.5983719667480749
Track_191,24,24,13,0,0,0,0,0,12.0,0.0,12.0,165.26132537393576,227.30586604313964,1164.9980241291162,0.0,32.151254621270596,83.14899649405676,1.9669671803889017,26.166938967954927,26.669981268635365,90516.23076923077,385.8150554552471,223.378457467774,0.4283433812061421,13.771777114494647,0.42834338120614207,1.765688818620812
Track_192,25,25,11,0,0,0,0,0,10.0,0.0,10.0,123.55984058572986,720.4781367616836,466.2578943298174,0.0,43.189626966054774,115.26484924503814,7.987834954911862,43.70079040218774,32.6249043189869,65317.63636363636,431.89626966054783,206.82720728423428,0.2860868436831896,12.355984058572986,0.28608684368318965,1.0163746663677262
Track_193,26,26,13,0,0,0,0,0,12.0,0.0,12.0,139.25013470339866,585.3637974947932,876.0255002404875,0.0,16.256998282878516,47.13932761425523,2.29616392720441,11.772343856793446,15.606078526309881,31832.153846153848,195.08397939454215,152.179265111561,0.7137958490265165,11.604177891949888,0.7137958490265163,0.9942665284039744
Track_194,27,27,13,0,0,0,0,0,12.0,0.0,12.0,208.82323455476177,1001.5176986615837,380.0973221510045,0.0,30.86150593043338,83.6428489858103,10.501679467371671,26.79453536171249,20.097234792468768,45215.307692307695,370.3380711652006,250.03038997481272,0.5638719073568048,17.401936212896814,0.5638719073568048,1.2372482649569219
Track_195,28,28,11,0,0,0,0,0,10.0,2.0,12.0,23.67453597875326,1609.7565435970291,1143.0087492653263,0.0,18.28505663043888,53.48565445722802,6.540479350828533,10.270027987911487,17.648550461256058,69032.0,182.8505663043888,50.10485502233115,0.12947477526179815,2.367453597875326,0.12947477526179813,1.3591317024439316
Track_196,29,29,8,0,0,0,0,0,7.0,2.0,9.0,56.87436501193162,469.925432745283,1583.478686154863,0.0,13.928024479468815,35.21048422982749,6.060971274359943,11.199943555803454,9.795386842203277,34969.625,97.4961713562817,65.45975872626357,0.5833497276943808,8.124909287418804,0.5833497276943809,1.6330895124890967
Track_197,30,30,11,0,0,0,0,0,10.0,2.0,12.0,80.87454029760437,337.54953834075815,1655.4868965085732,0.0,22.76520172917202,66.65822668431831,2.1924727269727873,12.160285902320961,25.34621061259848,53719.181818181816,227.65201729172026,80.87454029760437,0.3552551005685544,8.087454029760437,0.3552551005685545,1.8223926322963802
Track_198,31,31,3,0,0,0,0,0,2.0,2.0,4.0,12.90820755969475,616.7098286163772,1788.5831241794422,0.0,6.454716791075251,8.624371484638306,4.285062097512196,8.624371484638306,3.0683550933033144,41599.333333333336,12.909433582150502,12.90820755969475,0.9999050289504996,6.454103779847375,0.9999050289504996,0.02926716830922583
