LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(sec),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID3227,3227,0,55200.0,840.4158801186012,291.1305458432218,0.0,6.0,6,132.55333797177295,1,,3.001938230232769,3.0,0.0,8.0,165722.0,0.15100517070028568,-0.18070799011284744,-8.76957536793305,0.7369040974723465,2.1526027449651983,154.74333235643496,117.52847318218286,1.8173147544064199,1.316645474638003,55199.0,972.3448545262038,0.7336694465070828,0.9608013785660823,4.138612025423029
ID3135,3135,0,50213.0,846.0586454503485,272.5280415425339,0.0,4.0,4,126.38539295951837,1,,1.0122539252410936,1.0,0.0,32.0,50803.0,0.6347930356412611,-0.8337901529193101,-15.998796841542873,-2.682423225854314,3.4551486586552542,145.46292954577856,115.17298283060505,-1.2720346131995803,1.2629952439429617,50181.49999999995,931.6151499850955,0.7265749455293985,0.9500922989539442,4.15876828159426
ID3520,3520,1,92892.0,338.7843616946835,939.0684524610517,0.0,12.0,12,171.9533788052894,1,,10.999838515201102,11.0,0.0,35.0,1021753.0,0.2687918353625957,0.09312515811846284,6.972641973245562,7.380432896005961,2.346689913395392,250.33886393621515,125.78915404137649,0.29479686284611617,1.9901466532946859,92890.4999999998,1343.659686070699,0.6465507058938805,0.9189845616569114,4.408629850609355
ID3105,3105,1,93206.0,291.4869824346887,918.8099349658025,0.0,1.0,1,172.2700949630358,1,,13.997511130182911,14.0,0.0,31.0,1304778.0,0.27225778387343286,0.15836818851043305,14.05794496723047,0.8637455790364502,1.4455753674415264,190.63093417294436,160.30711948465907,-0.22729970190540694,1.1891607483545807,93233.00000000004,1200.4821151540611,0.8129580472101428,0.9632851689026884,3.931613927249697
ID3139,3139,1,127034.0,262.7008279129432,948.7078334310512,0.0,0.0,0,201.11320979182997,1,,12.004713937199968,12.0,0.0,27.0,1525439.0,0.4058122329216718,-0.08911675660298238,-5.788330709061088,17.13781251064688,14.289183041565176,236.34443297589382,195.042614696399,-0.6469106066659744,1.2117579193848727,127066.49999999993,1685.2578388673555,0.5622224972013087,0.7960712204840332,4.727709926490322
ID3145,3145,1,92626.0,343.6924434971085,930.325596057164,0.0,5.0,5,171.73758551660887,1,,10.011720141159712,10.0,0.0,36.0,927696.0,0.5610694815824028,-0.22541122112865744,-10.385475384596543,-1.2352852590161032,-0.8250963528616839,232.95531976390427,127.77283374482361,0.35483974337499546,1.8231991334647992,92657.49999999987,1232.4276385187825,0.7665978268060527,0.9752035237097874,4.048751669805044
ID3179,3179,1,91422.0,344.356963215676,933.6409300325124,0.0,4.0,4,170.61675096918222,1,,8.004603809898738,8.0,0.0,34.0,731989.0,0.38224384781037984,-0.09706782318388815,-4.50245616500423,-1.2256844054388898,-1.5098642509459725,221.51556161525465,132.18009001996083,0.29407402287256273,1.675861785097915,91451.99999999974,1206.9619769206759,0.7888889889071001,0.9776989031195851,3.9911402089695804
ID3243,3243,1,88456.0,332.2887823464819,933.498325582797,0.0,2.0,2,167.82956939578412,1,,8.015356105718709,8.0,0.0,41.0,709351.0,0.7552697869252257,-0.3292957950300118,-10.420915191008108,1.0397967128370613,0.9845388544621859,198.73584469533117,142.91201947897903,0.35453696011260627,1.3906167264298108,88488.49999999985,1166.3596651412952,0.8173945020540603,0.9790283678527155,3.9209298820944123
ID3501,3501,1,89748.0,339.0561676953586,938.898354464226,0.0,9.0,9,169.02916542444584,1,,13.999710293494974,14.0,0.0,19.0,1256418.0,0.18099558358541834,0.11062621119727639,15.408884015587827,2.2511413715187256,3.433504560452699,238.02411430196773,126.76173344534162,0.3239644564858013,1.8777284582069977,89757.99999999996,1261.1349697009987,0.7091855767347248,0.9697120292994381,4.209446408650464
ID3219,3219,1,88369.0,341.75153695866993,935.2836150776587,0.0,3.0,3,167.72474808790477,1,,12.01781147448229,12.0,0.0,37.0,1062014.0,0.7159768194234984,-0.24078220410023793,-10.646685543923427,1.0286538465065156,-0.4092725791345182,217.97791126221014,132.72700698308992,0.27832287789129495,1.6423026196166814,88378.00000000019,1176.7565637915525,0.8020118300940088,0.9777895790807175,3.9583532140092204
ID3316,3316,1,88745.0,352.45131693850533,944.1626665539875,0.0,6.0,6,168.0750029721734,1,,18.997949249560552,19.0,0.0,24.0,1686030.0,0.23938415535183766,0.17694108163590955,23.86246326646932,1.2801854344252,1.2198408754614638,233.83410330497725,122.18343811172552,0.28739026280187674,1.9137954121994625,88747.50000000042,1243.3622146631426,0.721390903279615,0.9656859011327455,4.173684353323819
ID3417,3417,1,88686.0,344.4794941450759,938.4400624099405,0.0,8.0,8,168.04375143947462,1,,17.99997745767679,18.0,0.0,25.0,1596994.0,0.23055454180779655,0.11981051796889475,16.706238541919788,-0.6469916371862526,0.23025545098752592,238.10345081327904,121.18553024151016,0.32563021533818914,1.964784494805309,88714.50000000009,1259.2878192133453,0.7029986128814478,0.9727947102653098,4.227929120855389
ID3483,3483,1,92622.0,333.20928623734034,939.7736806878721,0.0,10.0,10,171.7153424764549,1,,17.998186411036983,18.0,0.0,25.0,1667244.0,0.24326217298650074,0.12489552009422311,16.42929141724374,5.954058004474347,2.8403151881257713,244.56003706635508,126.42594898044202,0.2931695336941802,1.9344132991573455,92633.50000000009,1280.306274466051,0.7101501608186646,0.9691876311095078,4.206586629867538
ID3261,3261,1,88789.0,349.26443761295883,938.9321684148889,0.0,7.0,7,168.12896920997414,1,,13.999166713585947,14.0,0.0,21.0,1243196.0,0.24212143865162425,0.09312004410150243,9.850862349690793,1.792586537764822,-0.03792928099991182,239.70807831105213,121.42103210903694,0.3217567471211207,1.9741891017348014,88804.49999999999,1247.68265733804,0.7168636521084403,0.963946117274168,4.186842768090595
