PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 4, filenames: A:[4]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[5]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
207,993,9.215252876,-1.462955713,1
207,1025,7.803071976,-2.519047022,1
207,1057,6.412033081,-3.289614916,1
207,1089,5.267482758,-3.377140045,1
207,1121,25.79048347,-9.280323029,1
207,1153,6.988552094,-2.484127522,1
207,1185,7.125320435,-3.101270676,1
207,1217,7.308171272,-2.637885571,1
207,1249,8.46064949,-3.994714737,1
207,1281,8.356380463,-3.157827139,1
207,1313,4.004879475,-1.854052067,1
207,1345,1.832614899,-1.204059124,1
207,1377,1.850059986,-0.4361741543,1
207,1409,2.146240234,-1.102002382,1
207,1441,0.9129658937,-1.52276063,1
207,1473,-0.9513375759,-2.075761557,1
207,1505,2.182175636,-0.4149844646,1
207,1537,4.42015028,0.08005535603,1
207,1569,5.298161507,-0.1234490871,1
207,1601,5.081569672,0.3949027061,1
207,1633,4.33933115,0.9879127741,1
207,1665,1.990149021,1.890243173,1
207,1697,1.519882798,3.122725725,1
207,1729,0.9427640438,0.50920856,1
207,1761,0.2212587893,-0.6599978209,1
207,1793,-0.03628176451,-0.7811233997,1
207,1825,0.07923945785,-0.5753026009,1
207,1857,-0.2045608461,-0.1392445713,1
207,1889,-0.4528257847,-0.256624639,1
207,1921,-0.4467865229,-0.291135937,1
207,1953,-0.03062266111,0.1069425344,1
207,1985,-0.06902113557,-0.1141039878,1
207,2017,0.1116113067,0.1411613822,1
239,33,4.111199856,2.098147392,1
239,65,4.153522968,-3.01408577,1
239,97,4.013611317,-2.359724283,1
239,129,4.146921158,-2.190368414,1
239,161,4.823636532,-0.3301279545,1
239,193,4.827906132,0.2711014152,1
239,225,4.471116066,0.2810740471,1
239,257,4.251240253,0.4314156771,1
239,289,5.152277946,-2.502947569,1
239,321,5.408542633,-2.573236704,1
239,353,4.662733555,-2.161566973,1
239,385,5.610392094,-2.036936045,1
239,417,7.172209263,-2.69041872,1
239,449,7.968379021,-3.23465991,1
239,481,7.243645668,-2.165179491,1
239,513,7.379961491,-1.570247769,1
239,545,8.68319416,-1.273986578,1
239,577,8.759645462,-2.787024021,1
239,609,8.015628815,-3.610111237,1
239,641,-8.36652565,9.732042313,1
239,673,6.013781071,-2.083981991,1
239,705,6.010282516,-1.833538413,1
239,737,6.29958868,-2.583031178,1
239,769,7.220613003,-2.80159688,1
239,801,7.886555672,-2.241465807,1
239,833,8.422167778,-2.540371418,1
239,865,9.141257286,-2.95757556,1
239,897,9.46515274,-2.777151346,1
239,929,10.06152058,-1.39418292,1
239,961,10.12459278,-0.06304526329,1
239,993,10.10619354,-1.09436059,1
239,1025,8.346788406,-2.990449905,1
239,1057,9.30120945,-3.075738907,1
239,1089,6.774812698,-3.263581038,1
239,1121,7.581097603,-0.6751644611,1
239,1153,8.825407028,-0.7914333344,1
239,1185,8.136778831,-2.139266014,1
239,1217,9.17581749,-2.190594435,1
239,1249,9.346496582,-3.756768465,1
239,1281,7.898450851,-2.913693428,1
239,1313,5.539646626,-1.081581116,1
239,1345,4.085861206,-0.1496174335,1
239,1377,3.953035355,-0.0981785059,1
239,1409,-0.9011158943,-5.673429489,1
239,1441,-0.8546800613,-7.075165749,1
239,1473,3.951551914,-0.6452131271,1
239,1505,4.58935833,1.975159645,1
239,1537,6.262347698,1.434710264,1
239,1569,5.451494694,0.9923164248,1
239,1601,4.661983967,1.605023384,1
239,1633,2.98067832,1.552812219,1
239,1665,1.848581791,3.151987553,1
239,1697,1.59405303,3.493874073,1
239,1729,1.596739173,1.365660667,1
239,1761,1.527356863,0.4143791199,1
239,1793,0.8297923803,-0.2435210496,1
239,1825,0.4973495901,-0.4710746408,1
239,1857,-0.05627894402,-0.2479999959,1
239,1889,-0.8802554607,-0.2962727845,1
239,1921,-1.026247382,-0.1823874414,1
239,1953,-0.390586853,0.3691621125,1
239,1985,-0.4820975065,0.06318414211,1
239,2017,0.3437401056,-0.2433753014,1
271,33,3.86313343,1.925567627,1
271,65,4.863612175,-2.046587706,1
271,97,4.419383526,-3.086586237,1
271,129,4.636999607,-3.189072609,1
271,161,3.779672146,0.1466855407,1
271,193,4.196438789,-0.6033581495,1
271,225,4.850703239,-1.102640152,1
271,257,5.428349495,-1.4565593,1
271,289,5.362499714,-1.875316739,1
271,321,4.62760973,-1.846158743,1
271,353,4.593774319,-2.194624662,1
271,385,5.475586414,-1.515316486,1
271,417,7.343605518,-1.712264061,1
271,449,7.401508331,-3.350217819,1
271,481,6.381750107,-1.881639242,1
271,513,6.027172089,-1.609617949,1
271,545,7.238628864,-2.55844593,1
271,577,8.114336014,-2.534575462,1
271,609,7.437338352,-1.546811342,1
271,641,25.93248367,2.787536621,1
271,673,6.565548897,-1.75784421,1
271,705,5.859048843,-1.508145213,1
271,737,6.353040218,-2.432925224,1
271,769,7.187999725,-3.082695961,1
271,801,7.484388828,-3.330054283,1
271,833,25.50071335,-12.16178322,1
271,865,9.405762672,-2.194908619,1
271,897,9.144648552,-1.726104736,1
271,929,10.94813538,-0.4383673668,1
271,961,12.57776737,-0.1870143414,1
271,993,12.66260529,-0.9622229338,1
271,1025,30.10407257,-0.3078221083,1
271,1057,9.945876122,-2.206291676,1
271,1089,9.043213844,-2.841114283,1
271,1121,9.701059341,-0.4761841297,1
271,1153,8.817146301,-0.3306591511,1
271,1185,9.805309296,-1.566268921,1
271,1217,10.37147141,-3.2310462,1
271,1249,10.46797562,-3.815618277,1
271,1281,9.485920906,-2.96709013,1
271,1313,7.129587173,-1.217227697,1
271,1345,5.326073647,-0.3513357639,1
271,1377,5.12688446,-0.880274415,1
271,1409,-1.280709267,-5.764169693,1
271,1441,5.809135437,-4.130270481,1
271,1473,6.215346336,-0.3548151851,1
271,1505,8.123719215,0.6139065027,1
271,1537,7.953371048,1.521077275,1
271,1569,6.170811176,1.854827166,1
271,1601,4.703147888,2.386826515,1
271,1633,2.977613688,3.690538406,1
271,1665,1.624217987,4.833658218,1
271,1697,1.881544471,3.915650368,1
271,1729,1.458802104,3.147968292,1
271,1761,1.730220079,1.830637336,1
271,1793,0.6796173453,0.1356871426,1
271,1825,-0.6578431129,-0.2573764026,1
271,1857,-1.496124983,0.3565218747,1
271,1889,-2.460085392,0.432295382,1
271,1921,-2.94441247,0.7219164371,1
271,1953,-2.492435455,0.4778392613,1
271,1985,-1.076034784,0.428355813,1
271,2017,0.3464021683,-1.464637518,1
303,33,4.982653618,1.163516521,1
303,65,4.289962292,-0.4666730464,1
303,97,3.872453928,-1.471735001,1
303,129,2.756245136,-1.14270556,1
303,161,3.761512756,-1.345057607,1
303,193,5.066655636,-1.79048562,1
303,225,5.606239319,-1.950296044,1
303,257,5.516054153,-1.771582007,1
303,289,5.061413288,-2.372841835,1
303,321,5.319399357,-1.440636992,1
303,353,5.528316975,-1.789910197,1
303,385,5.722336292,-1.26335907,1
303,417,6.09983778,-1.939865947,1
303,449,6.653899193,-2.666742325,1
303,481,6.640413284,-1.897856355,1
303,513,0.6391510963,-13.06579971,1
303,545,6.957490921,-2.201512337,1
303,577,7.041092396,-2.788617849,1
303,609,7.085038185,-2.217413187,1
303,641,7.694074154,-1.991249561,1
303,673,7.226233006,-1.629523158,1
303,705,5.740492821,-1.595509529,1
303,737,6.475488663,-2.23321104,1
303,769,7.17403841,-3.126748085,1
303,801,7.679796219,-3.074616909,1
303,833,8.282108307,-2.134292603,1
303,865,10.33431053,-1.07123208,1
303,897,17.26937866,8.91053772,1
303,929,9.874079704,-0.1894246936,1
303,961,11.9536581,-0.3194328547,1
303,993,11.90324116,-0.9338988662,1
303,1025,9.203773499,-4.263299465,1
303,1057,9.66804409,-2.419075251,1
303,1089,10.13230038,-1.321423769,1
303,1121,8.546534538,-1.910638094,1
303,1153,8.365732193,-0.743301034,1
303,1185,10.25994778,-1.677682638,1
303,1217,11.59322357,-3.620393038,1
303,1249,12.81239223,-4.314238548,1
303,1281,13.74224663,-3.1062994,1
303,1313,11.54133415,-1.013349295,1
303,1345,7.285877228,-0.1223816872,1
303,1377,5.741255283,-3.92899847,1
303,1409,6.938890457,-1.211343527,1
303,1441,7.267317295,-0.8307068348,1
303,1473,9.043963432,-1.346900225,1
303,1505,8.188581467,0.4063947201,1
303,1537,7.445742607,1.204612017,1
303,1569,6.482732296,2.115913391,1
303,1601,4.005319118,3.564990997,1
303,1633,2.295470953,6.011111259,1
303,1665,1.030394316,5.449346542,1
303,1697,1.43122077,4.025082111,1
303,1729,1.966100693,2.87046051,1
303,1761,1.235545397,1.622365117,1
303,1793,-0.5122694969,-0.227784276,1
303,1825,-2.336175442,0.2754746675,1
303,1857,-3.528755426,1.326873779,1
303,1889,-3.767562389,2.336734295,1
303,1921,-3.554070473,1.917476177,1
303,1953,-3.287130117,1.005008221,1
303,1985,-2.885896683,0.9674070477,1
303,2017,0.1254479289,-2.580485344,1
335,33,6.138035774,0.1532002687,1
335,65,4.145969868,-0.7384126782,1
335,97,3.865459681,-0.9045111537,1
335,129,3.162536383,-0.8157024384,1
335,161,3.614680767,-1.487874269,1
335,193,5.127993107,-1.946660876,1
335,225,5.089629173,-1.599650025,1
335,257,0.7044992447,15.95149231,1
335,289,3.364911079,-1.710321069,1
335,321,2.160146236,-0.7101268768,1
335,353,4.39329052,-0.8449354172,1
335,385,4.910857201,-0.975007534,1
335,417,4.799613953,-1.621547461,1
335,449,18.32309341,1.405142903,1
335,481,6.026071072,-1.689299464,1
335,513,5.929282665,-1.858926773,1
335,545,6.330877304,-1.784061193,1
335,577,6.562779427,-1.69190979,1
335,609,5.942122459,-1.656855106,1
335,641,6.128036022,-1.287624121,1
335,673,6.347673893,-1.210777879,1
335,705,5.997465134,-1.251654744,1
335,737,6.315279961,-1.433947802,1
335,769,7.439222336,-2.816734314,1
335,801,8.111213684,-3.050712585,1
335,833,9.176213264,-1.331087589,1
335,865,11.06370449,0.6362063885,1
335,897,-2.540141106,10.69687462,1
335,929,-4.95867157,-2.296704769,1
335,961,12.10855007,-0.132864356,1
335,993,11.86595917,-0.4685687423,1
335,1025,10.97227383,-1.59402442,1
335,1057,10.63617134,-3.151232719,1
335,1089,9.181609154,-2.288358212,1
335,1121,8.294342995,-1.528215408,1
335,1153,9.594215393,-2.145049572,1
335,1185,10.1942091,-2.435999632,1
335,1217,11.23026371,-3.386679649,1
335,1249,12.11152554,-5.797972202,1
335,1281,14.49719715,-3.539350748,1
335,1313,12.43959427,-1.414883375,1
335,1345,5.660175323,15.45678902,1
335,1377,7.11393261,-7.456472397,1
335,1409,7.151795864,-1.235125899,1
335,1441,7.442200184,-0.5684169531,1
335,1473,10.16009712,-0.6649358273,1
335,1505,8.471599579,0.5676021576,1
335,1537,6.486124992,1.808443189,1
335,1569,5.298293114,3.048191071,1
335,1601,3.396689415,4.667342186,1
335,1633,0.8785564899,6.421581745,1
335,1665,-0.850659132,5.067625999,1
335,1697,0.08695435524,4.713125229,1
335,1729,0.1825501919,3.151978493,1
335,1761,-0.4161713123,0.5885531902,1
335,1793,-1.696024776,0.4884068966,1
335,1825,-2.817327499,2.238527775,1
335,1857,-3.694275141,2.66132617,1
335,1889,-4.353638649,2.909698009,1
335,1921,-3.931490421,3.774831295,1
335,1953,-4.364617825,0.3501262665,1
335,1985,-3.361908913,-0.4344767332,1
335,2017,0.3425778151,-2.947945118,1
367,33,5.744719982,-0.2055080086,1
367,65,4.615663528,-0.3605288863,1
367,97,4.865250587,-0.5060998201,1
367,129,3.707403183,-0.7233432531,1
367,161,3.431980133,-1.476575613,1
367,193,4.904911041,-1.780807137,1
367,225,4.839827538,-2.797105312,1
367,257,-9.853042603,13.0723362,1
367,289,3.812186718,-0.9034224749,1
367,321,4.038921833,-0.6190266609,1
367,353,4.615720749,-1.516512513,1
367,385,4.610666752,-1.616994023,1
367,417,4.098922253,-1.417455673,1
367,449,3.855988503,-1.204519033,1
367,481,4.470806122,-1.516310334,1
367,513,-13.92068863,-5.530310631,1
367,545,25.35341454,2.188733101,1
367,577,6.336349487,-1.039042354,1
367,609,6.374605656,-0.6673107147,1
367,641,5.179899216,-0.3843097687,1
367,673,4.723477364,-0.3120685816,1
367,705,5.724263191,-0.6609070301,1
367,737,6.688385963,-0.4856222868,1
367,769,7.192909718,-0.547349453,1
367,801,7.961399078,-1.047657847,1
367,833,8.571086884,-0.431350708,1
367,865,9.601921082,0.8850390911,1
367,897,10.48879433,1.129350543,1
367,929,12.0291729,0.6857676506,1
367,961,13.27197742,0.3083344698,1
367,993,12.93047428,0.1223231554,1
367,1025,12.0244112,-0.6751999855,1
367,1057,10.3478651,-2.309053898,1
367,1089,8.41149807,-2.404885292,1
367,1121,9.955579758,-2.293483257,1
367,1153,10.75358009,-3.451159716,1
367,1185,11.00309658,-3.629869223,1
367,1217,11.35645485,-3.628679514,1
367,1249,10.82143784,-7.028067112,1
367,1281,14.40767574,-4.556505203,1
367,1313,13.67871284,-3.195266724,1
367,1345,7.477765083,-6.71320343,1
367,1377,9.035525322,-1.900762796,1
367,1409,7.375396252,-1.485317588,1
367,1441,6.933194637,-0.8458393216,1
367,1473,7.446209908,0.9064680338,1
367,1505,6.064842224,1.026148081,1
367,1537,4.947988987,1.985759258,1
367,1569,3.790875673,3.434577703,1
367,1601,2.143609047,4.882604122,1
367,1633,0.4612831473,5.622023106,1
367,1665,-20.0148716,5.294504642,1
367,1697,-1.036841393,24.70326424,1
367,1729,-0.8852655888,3.760573387,1
367,1761,-1.132996559,1.291906595,1
367,1793,-2.641690493,-14.41754341,1
367,1825,-4.289293289,5.204566002,1
