 ,Area,Mean,X,Y,Major,Minor,Angle
214,440.163,18.292,453.158,509.044,30.602,18.314,75.212
215,687.478,14.106,432.084,516.806,32.228,27.161,70.422
216,928.905,11.413,148.065,526.784,47.709,24.790,118.639
217,1336.682,11.257,475.350,525.684,45.228,37.630,78.125
218,794.943,11.626,185.647,524.437,40.350,25.084,98.896
219,771.389,15.668,238.635,522.695,38.268,25.666,78.759
220,731.642,15.701,404.035,523.569,37.278,24.989,52.032
221,989.262,11.818,375.631,537.866,54.821,22.976,57.462
222,1233.634,12.848,324.579,536.698,51.342,30.593,121.057
223,902.407,12.894,267.180,532.578,46.009,24.973,118.721
224,728.698,10.586,450.597,553.581,44.258,20.964,69.931
225,684.534,11.174,432.774,547.712,39.916,21.835,73.810
226,718.393,11.414,401.312,548.733,50.908,17.968,35.613
227,1083.478,10.564,173.488,557.385,44.246,31.178,115.156
228,618.289,13.623,251.967,550.478,33.699,23.361,142.673
229,764.028,10.098,203.507,555.624,33.046,29.437,153.943
230,365.085,13.194,310.944,557.060,27.093,17.157,156.343
231,859.716,10.506,405.714,569.933,47.074,23.253,44.338
232,825.857,13.583,290.499,569.231,42.407,24.796,105.800
233,708.088,11.816,341.705,570.354,39.075,23.073,72.692
234,752.251,11.760,272.020,580.288,46.580,20.562,103.443
235,1123.225,12.705,369.420,576.693,40.319,35.471,82.676
236,581.486,8.477,219.767,581.324,36.597,20.230,106.267
237,633.010,10.899,315.770,579.304,32.730,24.625,48.235
238,447.523,12.864,253.286,583.541,30.662,18.584,89.512
239,479.910,10.131,198.849,583.460,31.168,19.605,128.083
