PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 9, filenames: A:[9]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
143,161,-2.391428709,-1.71695745,1
143,193,-2.848418713,-2.108861685,1
143,225,-3.218435287,-1.597816229,1
143,257,-3.066956758,-0.8071740866,1
143,289,NaN,NaN,2
143,321,NaN,NaN,2
143,353,-7.635660172,1.962871194,1
143,385,NaN,NaN,2
143,417,-4.766881943,0.2831846476,1
143,449,-5.97114706,1.029885173,1
143,481,-8.995627403,1.633028984,1
143,513,-8.195708275,2.690814972,1
143,545,-5.99034071,3.027243614,1
143,577,-4.191719055,0.2760548592,1
143,609,-3.28328681,-0.7500963211,1
143,641,-1.616325855,-0.09560212493,1
143,673,-2.116444111,-0.378058672,1
143,705,NaN,NaN,2
143,737,NaN,NaN,2
143,769,4.244641304,9.089706421,1
143,801,NaN,NaN,2
143,833,NaN,NaN,2
143,865,NaN,NaN,2
143,897,NaN,NaN,2
143,929,-2.943716049,4.121135712,1
143,961,NaN,NaN,2
143,993,-4.000174522,0.2905339599,1
143,1025,-4.280988216,-1.74758029,1
143,1057,-3.313854694,-0.7257784605,1
143,1089,NaN,NaN,2
143,1121,NaN,NaN,2
143,1153,-1.819579124,4.012910366,1
143,1185,0.1782437563,2.247238398,1
143,1217,0.9889886379,1.265190601,1
143,1249,0.728202343,0.5381967425,1
143,1281,-0.05649933219,0.615997076,1
143,1313,0.04038131237,1.75379014,1
143,1345,NaN,NaN,2
143,1377,-1.234773397,3.468693733,1
143,1409,0.6117270589,2.426793575,1
143,1441,1.834532857,3.803516626,1
143,1473,1.977008343,2.722267866,1
143,1505,1.646291733,1.916065216,1
143,1537,1.302080631,1.766598701,1
143,1569,0.7818748355,1.855949879,1
143,1601,-0.2268322706,0.4515191317,1
143,1633,-1.742412448,1.92475009,1
143,1665,-0.876391232,3.036867619,1
143,1697,-1.436488032,1.437487483,1
143,1729,-2.756910324,0.6074791551,1
143,1761,-3.191776276,1.381638408,1
143,1793,-2.732412815,1.616202831,1
143,1825,-1.766911507,0.5086842775,1
143,1857,-1.476439953,1.880036592,1
143,1889,-2.535589457,1.994516373,1
143,1921,NaN,NaN,2
143,1953,-3.611442566,3.050362587,1
143,1985,-1.330322027,1.225204468,1
143,2017,0.5090869069,-2.421099424,1
175,33,3.380130529,1.888670802,1
175,65,-0.2797645926,-0.3067827821,1
175,97,-2.835902691,-1.957093,1
175,129,-1.938908815,-1.502759337,1
175,161,-2.008102894,-0.9582669735,1
175,193,-2.164984465,-0.9704788923,1
175,225,-1.950965285,0.3811542988,1
175,257,-0.2279698849,0.07139307261,1
175,289,NaN,NaN,2
175,321,NaN,NaN,2
175,353,NaN,NaN,2
175,385,NaN,NaN,2
175,417,-4.386752605,0.755920887,1
175,449,-5.22521925,-0.3023535311,1
175,481,-6.668824673,1.054691315,1
175,513,-7.404286861,2.582308292,1
175,545,-6.201303482,4.059802055,1
175,577,-7.851070404,1.277985811,1
175,609,-5.856078148,-0.3868964911,1
175,641,-1.042934179,-0.8762009144,1
175,673,-0.6930446625,-1.25118804,1
175,705,-2.082125187,-3.686711788,1
175,737,NaN,NaN,2
175,769,NaN,NaN,2
175,801,NaN,NaN,2
175,833,NaN,NaN,2
175,865,NaN,NaN,2
175,897,NaN,NaN,2
175,929,-4.16608572,0.6466321945,1
175,961,-2.916874409,0.544717133,1
175,993,NaN,NaN,2
175,1025,NaN,NaN,2
175,1057,-4.345414162,-0.5353910923,1
175,1089,-3.556642532,1.60610199,1
175,1121,-1.850950956,1.696650028,1
175,1153,-1.582624555,2.298893213,1
175,1185,-0.777449131,1.729214549,1
175,1217,NaN,NaN,2
175,1249,0.3111537695,-0.3643708825,1
175,1281,0.230940789,0.6222984791,1
175,1313,NaN,NaN,2
175,1345,NaN,NaN,2
175,1377,-2.315835476,6.03559351,1
175,1409,-1.977990389,4.279421806,1
175,1441,1.526530385,2.921728134,1
175,1473,1.897506595,2.120878458,1
175,1505,1.811251163,1.578953624,1
175,1537,1.119727492,1.070178747,1
175,1569,NaN,NaN,2
175,1601,-2.131411076,-1.310950041,1
175,1633,0.06003706157,-0.1808047295,1
175,1665,NaN,NaN,2
175,1697,NaN,NaN,2
175,1729,NaN,NaN,2
175,1761,-2.556390047,2.067209721,1
175,1793,NaN,NaN,2
175,1825,-2.851742506,0.7006878853,1
175,1857,-2.141102076,1.952551961,1
175,1889,-3.626294136,2.000022411,1
175,1921,-4.886590004,2.247914314,1
175,1953,NaN,NaN,2
175,1985,-1.723171711,1.841548443,1
175,2017,1.13937068,-2.653205872,1
207,33,2.504384041,2.07498455,1
207,65,0.3649869263,-0.3911364079,1
207,97,-1.519361019,-0.9313791394,1
207,129,NaN,NaN,2
207,161,NaN,NaN,2
207,193,-0.2191331387,0.07249975204,1
207,225,0.98772645,1.918785334,1
207,257,NaN,NaN,2
207,289,NaN,NaN,2
207,321,NaN,NaN,2
207,353,NaN,NaN,2
207,385,8.107034683,-0.04606348276,1
207,417,NaN,NaN,2
207,449,NaN,NaN,2
207,481,-4.267757893,-0.2792932987,1
207,513,-5.052073002,1.410453439,1
207,545,NaN,NaN,2
207,577,-8.178839684,2.917547464,1
207,609,-4.890166759,0.6996847391,1
207,641,-2.550340652,-1.588235259,1
207,673,0.3934266567,-1.128245115,1
207,705,-2.378330708,-0.8127959371,1
207,737,-3.886434317,-0.2004231215,1
207,769,NaN,NaN,2
207,801,NaN,NaN,2
207,833,NaN,NaN,2
207,865,-2.415795803,-1.185603619,1
207,897,NaN,NaN,2
207,929,NaN,NaN,2
207,961,-6.25496912,-2.435562611,1
207,993,NaN,NaN,2
207,1025,-3.239131212,-2.144545794,1
207,1057,-2.712661028,-0.06773683429,1
207,1089,-2.883041143,0.2355999351,1
207,1121,-2.014391422,0.6335222125,1
207,1153,-1.524679422,0.7701929808,1
207,1185,-1.794975281,0.4675070643,1
207,1217,NaN,NaN,2
207,1249,NaN,NaN,2
207,1281,0.6602141857,1.013854265,1
207,1313,-0.3017899096,1.716702819,1
207,1345,NaN,NaN,2
207,1377,NaN,NaN,2
207,1409,-0.01213115454,1.917105675,1
207,1441,1.093185067,2.942636013,1
207,1473,2.074745178,2.276707649,1
207,1505,1.815842032,0.9137753248,1
207,1537,1.347532153,0.3967619538,1
207,1569,0.7870374918,-0.9837858081,1
207,1601,0.4463676512,-1.300336599,1
207,1633,0.802448988,-1.516137362,1
207,1665,NaN,NaN,2
207,1697,-1.904723167,4.597111225,1
207,1729,-2.973078489,3.187884808,1
207,1761,-3.145882607,5.174566269,1
207,1793,-3.65848279,3.122046232,1
207,1825,NaN,NaN,2
207,1857,NaN,NaN,2
207,1889,-3.022407055,4.115080357,1
207,1921,-3.090602875,2.753390551,1
207,1953,-3.20877409,1.55001545,1
207,1985,-2.735286951,1.790728092,1
207,2017,1.639155388,-2.605977774,1
239,33,2.501321793,2.138761282,1
239,65,-0.175948143,-2.388920307,1
239,97,NaN,NaN,2
239,129,-2.341814756,-3.233953953,1
239,161,-2.321521044,-0.9550548196,1
239,193,-0.5876199007,-0.5435647368,1
239,225,NaN,NaN,2
239,257,NaN,NaN,2
239,289,NaN,NaN,2
239,321,NaN,NaN,2
239,353,NaN,NaN,2
239,385,NaN,NaN,2
239,417,NaN,NaN,2
239,449,-2.390665054,-0.6781388521,1
239,481,-3.174665451,-0.7432738543,1
239,513,NaN,NaN,2
239,545,NaN,NaN,2
239,577,-7.316718578,4.373407841,1
239,609,-4.521600246,0.06537461281,1
239,641,-3.934826612,-1.559916258,1
239,673,-3.491505623,-0.9067891836,1
239,705,-4.716324806,-0.1526452303,1
239,737,-4.777137756,-0.2349401116,1
239,769,-2.968539476,0.5891313553,1
239,801,NaN,NaN,2
239,833,NaN,NaN,2
239,865,NaN,NaN,2
239,897,NaN,NaN,2
239,929,NaN,NaN,2
239,961,-5.756781101,-1.353848338,1
239,993,-5.131570339,-0.1480746865,1
239,1025,-3.094704628,-0.2679244876,1
239,1057,-2.170945644,0.1833620369,1
239,1089,-2.177404404,-0.1267596185,1
239,1121,-2.663318396,0.263756305,1
239,1153,-2.70108366,1.324279308,1
239,1185,-2.21044898,0.2984205186,1
239,1217,NaN,NaN,2
239,1249,NaN,NaN,2
239,1281,-1.610147715,1.344444275,1
239,1313,-0.9805408716,1.676163197,1
239,1345,NaN,NaN,2
239,1377,-0.4094077349,1.028635263,1
239,1409,0.0104759708,0.6315912008,1
239,1441,1.509770751,0.6801299453,1
239,1473,3.139868259,1.095577717,1
239,1505,0.9147751331,0.5703068972,1
239,1537,NaN,NaN,2
239,1569,1.915704489,0.4834529757,1
239,1601,2.304044008,-0.07063281536,1
239,1633,1.834598303,-0.2308273911,1
239,1665,NaN,NaN,2
239,1697,-2.38241148,3.443185806,1
239,1729,-1.56566453,2.608383179,1
239,1761,NaN,NaN,2
239,1793,NaN,NaN,2
239,1825,NaN,NaN,2
239,1857,NaN,NaN,2
239,1889,-5.136571884,5.037124634,1
239,1921,-2.374914169,3.826688528,1
239,1953,-2.830776215,2.002711535,1
239,1985,-1.886666179,1.10327363,1
239,2017,1.16041398,-2.637587309,1
271,33,0.2629606724,2.14440012,1
271,65,-0.4562450647,-3.050804853,1
271,97,-0.332904458,-2.962567329,1
271,129,-0.2790333033,-0.4264708757,1
271,161,-3.513063908,-1.010485172,1
271,193,-2.824391365,-0.734618485,1
271,225,NaN,NaN,2
271,257,NaN,NaN,2
271,289,NaN,NaN,2
271,321,NaN,NaN,2
271,353,NaN,NaN,2
271,385,NaN,NaN,2
271,417,-0.5275758505,-1.834566832,1
271,449,-2.724161625,-1.399264336,1
271,481,-2.437489986,-1.787415147,1
271,513,-3.049952269,-1.547142863,1
271,545,NaN,NaN,2
271,577,NaN,NaN,2
271,609,NaN,NaN,2
271,641,NaN,NaN,2
271,673,-5.3697896,-0.0191963315,1
271,705,-4.787068844,0.2972423434,1
271,737,-3.547721624,1.251668453,1
271,769,-2.972482204,0.09407301247,1
271,801,-3.461144924,0.3354079425,1
271,833,-3.360601902,0.1243176311,1
271,865,NaN,NaN,2
271,897,NaN,NaN,2
271,929,NaN,NaN,2
271,961,NaN,NaN,2
271,993,NaN,NaN,2
271,1025,NaN,NaN,2
271,1057,-1.042463779,0.5625213385,1
271,1089,-0.7006210089,0.7144233584,1
271,1121,-1.253477335,0.2846380174,1
271,1153,-3.266474724,-0.400694102,1
271,1185,-2.662109852,-0.2037252486,1
271,1217,NaN,NaN,2
271,1249,NaN,NaN,2
271,1281,-2.027973175,2.126682758,1
271,1313,NaN,NaN,2
271,1345,NaN,NaN,2
271,1377,-0.5837811828,-0.3582829237,1
271,1409,-0.2505280972,-0.7489599586,1
271,1441,0.1855967641,-0.333856523,1
271,1473,-0.3476676941,-0.2550836205,1
271,1505,-0.04014658928,0.6332080364,1
271,1537,NaN,NaN,2
271,1569,NaN,NaN,2
271,1601,1.816284657,-0.5056506991,1
271,1633,NaN,NaN,2
271,1665,NaN,NaN,2
271,1697,-0.7309641838,2.042626858,1
271,1729,-1.975353479,1.345865726,1
271,1761,-2.619627714,2.242262363,1
271,1793,-2.670488834,1.750601888,1
271,1825,-1.805184841,1.668545723,1
271,1857,NaN,NaN,2
271,1889,-2.868024349,2.716179848,1
271,1921,-1.878054857,2.998829126,1
271,1953,-2.22232008,2.898225307,1
271,1985,-2.216751099,1.187472105,1
271,2017,-0.3498251438,-2.747354269,1
303,33,-0.8534112573,2.095388174,1
303,65,-1.869007945,-2.315181971,1
303,97,-0.4171072245,-1.391564131,1
303,129,0.5301110744,-1.232476354,1
303,161,0.7709864378,-1.49874723,1
303,193,0.7123506069,-1.608100653,1
303,225,NaN,NaN,2
303,257,NaN,NaN,2
303,289,NaN,NaN,2
303,321,NaN,NaN,2
303,353,NaN,NaN,2
303,385,NaN,NaN,2
303,417,NaN,NaN,2
303,449,-1.304029226,-1.57900095,1
303,481,-1.967713356,-3.033966541,1
303,513,-2.885840893,-2.721477509,1
303,545,NaN,NaN,2
303,577,NaN,NaN,2
303,609,NaN,NaN,2
303,641,NaN,NaN,2
303,673,NaN,NaN,2
303,705,-6.612977028,1.406068683,1
303,737,-3.617630959,1.508079171,1
303,769,-3.106779099,-0.2288432121,1
303,801,-3.518961906,-0.2885768116,1
303,833,-3.839467049,-0.2020227015,1
303,865,NaN,NaN,2
303,897,-1.524035454,-0.09249418974,1
303,929,-1.241914749,-1.636715412,1
303,961,NaN,NaN,2
303,993,NaN,NaN,2
303,1025,-1.67073822,-0.1209011078,1
303,1057,-0.3939564228,0.6998764873,1
303,1089,1.212273359,0.5828294754,1
303,1121,1.905173779,0.5382474065,1
303,1153,NaN,NaN,2
303,1185,-1.425741911,-0.4045527577,1
303,1217,-2.027051449,1.671845794,1
303,1249,-1.82826972,1.30913806,1
303,1281,-2.599080324,1.837510109,1
303,1313,NaN,NaN,2
303,1345,-1.531952977,-0.1031539887,1
303,1377,-0.5133633614,-0.6861180067,1
303,1409,0.002439066768,-1.357091188,1
303,1441,0.6997138262,-0.7627991438,1
303,1473,-0.2293967605,-0.5589581728,1
303,1505,-1.228409767,0.4705687165,1
303,1537,NaN,NaN,2
303,1569,NaN,NaN,2
303,1601,NaN,NaN,2
303,1633,NaN,NaN,2
303,1665,-1.434962273,-0.1046344936,1
303,1697,-1.995062828,0.7325579524,1
303,1729,-3.398081303,0.8152943254,1
303,1761,-3.88688159,0.5324681997,1
303,1793,-1.879962921,-0.3652892113,1
303,1825,-1.40314436,1.788747668,1
303,1857,-1.074891329,3.013964653,1
303,1889,-1.977499723,4.289093971,1
303,1921,-2.043350458,2.810754538,1
303,1953,-1.916445971,2.734144211,1
303,1985,-3.452085495,0.6263226271,1
303,2017,-1.095805049,-2.312930107,1
335,33,0.07059249282,1.689049959,1
335,65,0.2910761833,-3.200396776,1
335,97,0.6732603312,-1.019720793,1
335,129,0.3852398396,-0.9961147308,1
335,161,1.437711477,-1.149869561,1
335,193,2.390211582,-1.335241914,1
335,225,-0.1707617044,-1.6532619,1
335,257,-0.6401400566,-2.039545774,1
335,289,NaN,NaN,2
335,321,NaN,NaN,2
335,353,NaN,NaN,2
335,385,NaN,NaN,2
335,417,NaN,NaN,2
335,449,0.1180952787,-1.758154869,1
335,481,-1.618083358,-3.213122606,1
335,513,-2.61299324,-3.003078222,1
335,545,-3.174816608,-1.879159212,1
335,577,NaN,NaN,2
335,609,NaN,NaN,2
335,641,-7.658731937,-0.1369572133,1
335,673,-8.19493866,0.2191399187,1
335,705,-7.943368912,0.09059937298,1
335,737,NaN,NaN,2
335,769,-2.540836334,-0.6167479157,1
335,801,-3.169357538,-1.095413208,1
335,833,-3.097155571,-0.4422914982,1
335,865,-2.845513582,-0.0995580405,1
335,897,-2.838760614,-0.1277662814,1
335,929,NaN,NaN,2
335,961,-2.3147614,0.7034757733,1
335,993,-1.885931969,0.6702541113,1
335,1025,-1.138283491,0.472320497,1
335,1057,-0.5693844557,0.5713688135,1
335,1089,-0.3350328803,0.3228805661,1
335,1121,-0.3066695929,0.3668159544,1
335,1153,NaN,NaN,2
335,1185,0.2038162947,0.853079319,1
335,1217,-1.667637944,1.511277437,1
335,1249,-2.016292095,1.532094359,1
335,1281,-3.336446285,0.9550464153,1
335,1313,-1.47598815,0.4698936343,1
335,1345,-0.5658974051,-0.127622515,1
335,1377,-0.3159121573,-0.5384341478,1
335,1409,-0.1303712577,-1.249027252,1
335,1441,-0.2090764046,-0.7153113484,1
335,1473,-1.191316128,-0.07456485927,1
335,1505,-2.179639101,-0.466154784,1
335,1537,-0.5597554445,0.2880448699,1
335,1569,NaN,NaN,2
335,1601,NaN,NaN,2
335,1633,-0.9782102108,-0.2383521944,1
335,1665,-1.700464487,-0.9211434126,1
335,1697,-2.352104425,-0.1621299982,1
335,1729,-2.785558701,0.4238721132,1
335,1761,-3.107643843,0.3610808253,1
335,1793,-2.044433117,0.2192091942,1
335,1825,-1.512819767,2.729567528,1
335,1857,-1.803892612,3.445001125,1
335,1889,-2.419577122,3.444247246,1
335,1921,-2.14968276,3.190716982,1
335,1953,-1.39675808,3.212982416,1
335,1985,-1.56319952,1.440152168,1
335,2017,-1.926647663,-1.211406708,1
367,33,0.8184483647,0.7829348445,1
367,65,0.8433334827,-2.420405149,1
367,97,1.617249012,0.1265381575,1
367,129,1.484811902,-0.506349504,1
367,161,1.547257781,-0.9505831003,1
367,193,1.327605486,-1.451138377,1
367,225,0.4876961112,-1.927150011,1
367,257,-2.825768471,-3.016248703,1
367,289,-3.526401758,-2.677837372,1
367,321,NaN,NaN,2
367,353,-2.17269206,-3.172880411,1
367,385,NaN,NaN,2
367,417,0.147358954,-0.148342371,1
367,449,-0.6851726174,-1.870744705,1
367,481,-1.307252049,-2.866022348,1
367,513,-1.705220699,-2.885012627,1
367,545,-2.177372456,-2.142066479,1
367,577,NaN,NaN,2
367,609,NaN,NaN,2
367,641,NaN,NaN,2
367,673,-5.285631657,-0.3403687477,1
367,705,-5.293744087,-1.837262392,1
367,737,NaN,NaN,2
367,769,-2.994464874,-1.104439855,1
367,801,-2.99955225,-0.3738440871,1
367,833,-3.112960339,0.09918564558,1
367,865,-3.520833254,0.6071581841,1
367,897,-4.347252846,0.2967920303,1
367,929,NaN,NaN,2
367,961,-0.6312155724,0.5118340254,1
367,993,-0.7036042213,0.5316871405,1
367,1025,-1.166102171,0.4734067321,1
367,1057,-1.059412718,0.3758485913,1
367,1089,-1.307778358,-0.3644528091,1
367,1121,-1.118935227,0.1896059215,1
367,1153,NaN,NaN,2
367,1185,NaN,NaN,2
367,1217,-1.226793051,1.931684136,1
367,1249,-1.3718853,1.086085081,1
367,1281,-3.458429575,-0.113180697,1
367,1313,-2.465213299,-0.344032824,1
367,1345,-0.633561492,-0.03949541599,1
367,1377,-0.2217807174,-0.2714310884,1
367,1409,-0.09286373854,-1.309766531,1
367,1441,-0.2007229626,-0.6852816939,1
367,1473,-0.6780785322,-0.108272776,1
367,1505,-1.060463905,0.04385385662,1
367,1537,-0.7697777748,0.8764088154,1
367,1569,-1.89410305,1.013649702,1
367,1601,NaN,NaN,2
367,1633,NaN,NaN,2
367,1665,-2.379515171,-0.1892357022,1
367,1697,-2.295789719,-0.3179514408,1
367,1729,-1.696253777,-0.02005192637,1
367,1761,-1.894633293,-0.1330391616,1
367,1793,-2.755491495,-0.8016354442,1
367,1825,-2.908333778,0.5984190702,1
367,1857,-2.861531496,1.999242783,1
367,1889,-2.462596893,1.099420309,1
367,1921,-3.169989109,3.267579079,1
367,1953,-2.983080626,3.484158993,1
367,1985,-2.617362022,5.350266933,1
367,2017,-4.050312519,-0.2574369311,1
399,33,-0.7718840837,0.09147679806,1
399,65,NaN,NaN,2
399,97,0.7277379036,2.368885994,1
399,129,NaN,NaN,2
399,161,1.647605896,-1.17409575,1
399,193,1.481143475,-0.5523529053,1
399,225,0.2859633565,-0.1482002735,1
399,257,-0.09218612313,-2.512176037,1
399,289,-0.9202432632,-2.380570412,1
399,321,-1.201132059,-1.648039579,1
399,353,NaN,NaN,2
399,385,NaN,NaN,2
399,417,NaN,NaN,2
399,449,-2.010296345,-4.099365711,1
399,481,-2.256043673,-3.278857708,1
399,513,0.2031981945,-2.953088284,1
399,545,-1.415744543,-2.508844376,1
399,577,-2.805621624,-2.313919544,1
399,609,NaN,NaN,2
399,641,NaN,NaN,2
399,673,NaN,NaN,2
399,705,-2.454331875,-2.528368473,1
399,737,NaN,NaN,2
399,769,-5.880814075,2.092167377,1
399,801,-3.179395676,1.488595486,1
399,833,-1.064502001,0.8231246471,1
399,865,-3.406025648,1.105495214,1
399,897,-3.757000923,0.8312635422,1
399,929,-4.031795025,0.4837168753,1
399,961,-3.702687502,0.1459234953,1
399,993,-2.154865265,0.3118568063,1
399,1025,-1.644901872,0.5892971158,1
399,1057,-4.720682144,0.5377887487,1
399,1089,-3.485091209,-0.8381202221,1
399,1121,-1.126059651,-0.2005046308,1
