PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[10]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
1071,193,-0.01663887501,-2.19896245,1
1071,225,0.07840812206,-1.764417648,1
1071,257,0.4061985016,-1.729793906,1
1071,289,2.604303598,-1.83231473,1
1071,321,1.466958523,-1.351423621,1
1071,353,0.8856174946,-1.7881881,1
1071,385,1.158787251,-2.357088089,1
1071,417,0.3085097969,-4.203619003,1
1071,449,0.05801899731,-5.222693443,1
1071,481,0.02483732998,-4.855801105,1
1071,513,-2.887210608,-5.261856079,1
1071,545,-1.619882464,-5.129553795,1
1071,577,-1.221339464,-6.108435631,1
1071,609,-2.067193985,-5.105111599,1
1071,641,-2.152241468,-5.526799679,1
1071,673,-1.825324059,-5.64046669,1
1071,705,14.44865799,-0.5996227264,1
1071,737,-1.661968946,-5.154451847,1
1071,769,-0.9521768093,-5.35388422,1
1071,801,-0.5276629329,-5.743869305,1
1071,833,0.05101427436,-4.099259377,1
1071,865,0.7225208282,-2.096403837,1
1071,897,9.195529938,7.101867676,1
1071,929,1.597765684,-1.653120399,1
1071,961,0.6936253309,-1.616153836,1
1071,993,0.5511991978,-1.291154027,1
1071,1025,-0.333763957,-0.03103601933,1
1071,1057,0.08810120821,-0.402238965,1
1071,1089,0.166938886,-0.4172128141,1
1071,1121,-0.5918990374,-0.151663512,1
1071,1153,-1.096440077,-0.1474698782,1
1071,1185,-0.7482204437,0.8131592274,1
1071,1217,-4.131491184,3.283205748,1
1071,1249,-3.250574589,0.4556460381,1
1071,1281,-1.943306565,0.2489736676,1
1071,1313,-0.6948217154,0.1517412663,1
1071,1345,0.261695385,1.99974227,1
1071,1377,0.4595748484,3.743010998,1
1071,1409,0.9736095667,4.387262344,1
1071,1441,1.157872319,4.616724491,1
1071,1473,1.318135738,4.87835598,1
1071,1505,2.721992016,6.244083881,1
1071,1537,3.065674782,5.980545044,1
1071,1569,3.073919296,5.146847248,1
1071,1601,3.067086697,5.49724102,1
1071,1633,3.13461566,5.532478809,1
1071,1665,2.846516609,4.734653473,1
1071,1697,1.760300398,4.184945583,1
1071,1729,0.9576550722,4.575890541,1
1071,1761,0.7438049316,4.316353321,1
1071,1793,0.8110182285,3.358448505,1
1071,1825,0.267234534,3.066696167,1
1071,1857,-0.1765992641,4.18530035,1
1071,1889,0.6018370986,4.82270813,1
1071,1921,-0.03427493572,2.519766808,1
1071,1953,0.7924780846,6.66408062,1
1071,1985,0.6295496225,5.695819855,1
1071,2017,-0.04963107407,-3.682902813,1
1103,33,0.6255911589,3.12215662,1
1103,65,-1.583251715,-0.7641198039,1
1103,97,-1.89911592,-2.674704075,1
1103,129,-1.2597965,-2.591663361,1
1103,161,-1.338249683,-2.37877512,1
1103,193,-1.000001192,-4.293592453,1
1103,225,-0.2265801132,-3.834937572,1
1103,257,-0.2284823656,-2.121401072,1
1103,289,0.3382440209,-1.180711746,1
1103,321,0.7024831772,-0.9565728903,1
1103,353,0.3251442313,-1.764245152,1
1103,385,0.05741542578,-2.64978075,1
1103,417,-0.05491419137,-4.791722298,1
1103,449,0.4232673049,-4.379374981,1
1103,481,0.5606937408,-4.488644123,1
1103,513,-0.107932359,-5.504700184,1
1103,545,-0.4258263707,-4.556067944,1
1103,577,-0.6898579597,-4.970613003,1
1103,609,-0.7457256317,-6.55469799,1
1103,641,-0.8255119324,-5.246874332,1
1103,673,-1.228621244,-4.680352688,1
1103,705,-0.2620271444,-4.646204948,1
1103,737,-0.8293910027,-4.757556438,1
1103,769,-0.7827163935,-4.761321068,1
1103,801,-0.1108551919,-4.344261169,1
1103,833,-0.7329120636,-3.794582844,1
1103,865,-0.2709515691,-2.279822826,1
1103,897,1.324773788,-2.090285063,1
1103,929,1.840191841,-1.42914319,1
1103,961,2.865262032,-1.79552114,1
1103,993,2.162542582,-1.314225554,1
1103,1025,1.321195006,-0.4851539135,1
1103,1057,1.717836261,-1.070299983,1
1103,1089,0.2149881721,-0.4383239746,1
1103,1121,-1.795508385,-0.01739931107,1
1103,1153,-4.747461319,0.9040548801,1
1103,1185,-1.184973359,2.565803051,1
1103,1217,-0.3425267935,0.9634741545,1
1103,1249,-0.365288198,-0.6437629461,1
1103,1281,-1.837433338,-0.1355925798,1
1103,1313,-3.10746932,0.2824790478,1
1103,1345,0.1064792126,2.310524464,1
1103,1377,1.535749197,4.861656189,1
1103,1409,1.948907971,4.554200172,1
1103,1441,2.528301954,6.167493343,1
1103,1473,2.702399015,6.799654961,1
1103,1505,3.06988287,5.93006134,1
1103,1537,3.139986992,6.679759979,1
1103,1569,2.994574785,6.656540871,1
1103,1601,3.523395538,6.33186388,1
1103,1633,4.096440792,6.649659157,1
1103,1665,1.660010815,8.684469223,1
1103,1697,1.699333668,4.860259056,1
1103,1729,-0.7686396837,3.279078484,1
1103,1761,1.173774481,6.227119446,1
1103,1793,-1.656956196,6.251138687,1
1103,1825,-1.325755835,6.59951973,1
1103,1857,0.7579438686,6.668432236,1
1103,1889,1.047821164,6.372903347,1
1103,1921,3.141332865,6.99285984,1
1103,1953,3.543963671,5.921171665,1
1103,1985,1.204130292,5.302952766,1
1103,2017,0.2288420498,-1.74177742,1
1135,33,0.2055885196,2.768957138,1
1135,65,-1.959370136,-5.82602787,1
1135,97,-4.728505135,-5.590805531,1
1135,129,-0.6573718786,-2.283970594,1
1135,161,-0.6973763704,-2.493167639,1
1135,193,-1.166547775,-4.657649994,1
1135,225,-1.860470414,-4.956466675,1
1135,257,-1.221835852,-2.303612232,1
1135,289,-0.1598440558,-1.391069055,1
1135,321,0.09376482666,-1.254695654,1
1135,353,-0.2799386084,-1.704618335,1
1135,385,-0.9853523374,-3.335790396,1
1135,417,-0.2613148093,-2.797985315,1
1135,449,0.01020605862,-2.989525557,1
1135,481,0.9695842266,-3.74885416,1
1135,513,1.182398677,-3.724900484,1
1135,545,0.1667410135,-3.228462219,1
1135,577,-0.5555360317,-4.189313412,1
1135,609,-0.5883414745,-5.376847267,1
1135,641,-0.1744418144,-4.783998966,1
1135,673,-0.8349919319,-4.519360065,1
1135,705,16.80043411,4.320751667,1
1135,737,-0.9280845523,-4.368268013,1
1135,769,-0.5214028358,-4.30660677,1
1135,801,-0.4045135975,-3.784482002,1
1135,833,-0.167412281,-4.345489502,1
1135,865,0.4057914019,-3.820308208,1
1135,897,1.530419469,-2.243696928,1
1135,929,3.315726042,-1.872519255,1
1135,961,4.348598003,-1.923329115,1
1135,993,5.390738487,-2.098989964,1
1135,1025,5.304137707,-3.364470959,1
1135,1057,2.119294167,-1.977794647,1
1135,1089,-0.1609405577,-0.6567695141,1
1135,1121,-1.165514946,-0.1781831831,1
1135,1153,-1.66326499,0.06876784563,1
1135,1185,-0.9041708708,0.5680156946,1
1135,1217,-0.6705819368,-0.5553777218,1
1135,1249,-0.4776394367,-0.9930223227,1
1135,1281,-0.2844604254,-0.3403251767,1
1135,1313,-1.904131651,0.8838715553,1
1135,1345,-2.068968534,1.026365519,1
1135,1377,0.634745121,0.9267570972,1
1135,1409,3.593737125,5.065719604,1
1135,1441,3.354333878,6.346506596,1
1135,1473,3.791679859,6.607965469,1
1135,1505,3.718549728,5.420974731,1
1135,1537,2.838309765,5.695511341,1
1135,1569,2.013647318,5.766829014,1
1135,1601,3.491250992,5.642113209,1
1135,1633,3.769659996,6.699204922,1
1135,1665,4.586016655,6.185976028,1
1135,1697,4.578846455,4.770681858,1
1135,1729,20.29583168,12.71788597,1
1135,1761,1.249700308,7.00406599,1
1135,1793,-0.7366528511,7.043767929,1
1135,1825,0.2285951376,8.22961235,1
1135,1857,1.615895033,8.391038895,1
1135,1889,2.012277126,7.465087414,1
1135,1921,3.93212533,7.030786514,1
1135,1953,4.172328949,5.559379578,1
1135,1985,2.277287722,4.21021986,1
1135,2017,1.484778881,-2.670482874,1
1167,33,1.046401501,1.753193498,1
1167,65,-7.518705845,-4.966290474,1
1167,97,-6.004131794,-6.118878365,1
1167,129,-0.6024496555,-2.304119587,1
1167,161,-1.353594899,-2.09010148,1
1167,193,-1.298754454,-0.6416921616,1
1167,225,-3.428573132,-2.934795618,1
1167,257,-1.657786608,-3.433534384,1
1167,289,0.1316679567,-1.984556198,1
1167,321,0.1892672777,-1.255203962,1
1167,353,-0.5127334595,-2.197210789,1
1167,385,-1.538173676,-5.73182106,1
1167,417,0.1466502845,-3.985883951,1
1167,449,0.5627385378,-3.291670799,1
1167,481,0.374037683,-1.925287485,1
1167,513,1.105810642,-2.639399529,1
1167,545,0.4400066435,-3.603988886,1
1167,577,-0.5027241707,-4.87823534,1
1167,609,-0.5732898712,-4.826623917,1
1167,641,0.8649814725,-4.895973682,1
1167,673,0.4589597583,-4.819451809,1
1167,705,-2.586591482,-3.087130547,1
1167,737,-1.89876771,-3.036568165,1
1167,769,0.05959969759,-3.081665277,1
1167,801,0.1454828978,-3.148143768,1
1167,833,0.7158204913,-4.37538147,1
1167,865,1.233622313,-2.868170261,1
1167,897,1.556210876,-1.645882845,1
1167,929,2.526037216,-1.79316473,1
1167,961,4.085622787,-2.332345247,1
1167,993,1.69201827,-6.206576347,1
1167,1025,-1.926018,-4.861186028,1
1167,1057,-0.625115037,-2.114676476,1
1167,1089,-0.6468864679,-0.3247179389,1
1167,1121,-1.895275712,0.04456327856,1
1167,1153,-2.4575243,-0.007633283734,1
1167,1185,-1.550677419,-0.1231076419,1
1167,1217,-0.7827199697,-0.5416713953,1
1167,1249,-0.3101247847,-0.08317258954,1
1167,1281,0.3301154375,-0.5756322145,1
1167,1313,-0.1435815692,0.2940473855,1
1167,1345,0.1597999334,0.4998688102,1
1167,1377,2.190181971,0.3248920441,1
1167,1409,6.335780144,4.547306061,1
1167,1441,6.019944668,5.293924809,1
1167,1473,5.22087431,6.557105064,1
1167,1505,4.456167221,5.123521805,1
1167,1537,2.803755283,3.599920273,1
1167,1569,2.640927792,4.700397968,1
1167,1601,3.650434971,5.245033264,1
1167,1633,4.011640549,5.563621521,1
1167,1665,4.168629646,4.674546242,1
1167,1697,4.588543415,3.874278069,1
1167,1729,21.36592484,11.760602,1
1167,1761,1.923857212,7.041862488,1
1167,1793,2.525090218,7.939079762,1
1167,1825,2.100256443,8.039148331,1
1167,1857,2.245080233,7.088487625,1
1167,1889,2.874723911,7.118344784,1
1167,1921,2.617213964,7.786614895,1
1167,1953,2.364476204,6.004387856,1
1167,1985,1.895148277,3.845947981,1
1167,2017,2.930300236,-5.637333393,1
1199,33,-0.3839479685,0.6197485924,1
1199,65,-1.339900732,-0.4477046132,1
1199,97,-0.8254729509,-0.9519807696,1
1199,129,-0.6005219221,-2.216563225,1
1199,161,-1.108075142,-2.675020218,1
1199,193,-1.794230938,-2.029218674,1
1199,225,-1.414530873,-2.135614395,1
1199,257,-0.7043190002,-2.309318542,1
1199,289,-0.04129105806,-2.099471569,1
1199,321,1.214083076,-1.488443971,1
1199,353,0.800134182,-1.918083191,1
1199,385,0.1681128293,-3.582299232,1
1199,417,0.4946166277,-4.275748253,1
1199,449,0.1704467386,-3.359155178,1
1199,481,-0.4175853133,-2.001909733,1
1199,513,0.2555326223,-2.212044954,1
1199,545,0.002501174808,-3.28164649,1
1199,577,-0.2145540267,-4.475418568,1
1199,609,0.1557022333,-4.563772678,1
1199,641,2.959237576,-4.964015961,1
1199,673,0.6449421644,-4.412656784,1
1199,705,-1.028343916,-2.974286079,1
1199,737,-1.141739488,-2.380761623,1
1199,769,0.08787988126,-1.988626957,1
1199,801,0.9840129018,-1.597340822,1
1199,833,1.801546931,-3.035331249,1
1199,865,2.080830336,-2.881958485,1
1199,897,2.118548155,-2.920742035,1
1199,929,2.838790894,-3.458050728,1
1199,961,2.959427357,-3.809313774,1
1199,993,-0.386038065,-5.229796886,1
1199,1025,-2.776382685,-3.973127604,1
1199,1057,-1.033768177,-1.51427722,1
1199,1089,-0.8731712103,-0.3569635153,1
1199,1121,-1.704084754,-0.5318595767,1
1199,1153,-2.319277287,-0.3533740938,1
1199,1185,-1.667309999,-0.1925865859,1
1199,1217,-0.1491401047,-0.003856293857,1
1199,1249,0.3924122453,0.1745950431,1
1199,1281,1.071207166,-0.8273280859,1
1199,1313,0.8424221277,0.1591840833,1
1199,1345,0.6088280678,0.5842595696,1
1199,1377,1.188815832,0.4508312345,1
1199,1409,6.576267719,2.220530987,1
1199,1441,6.870377541,3.404579163,1
1199,1473,5.777749538,4.496563911,1
1199,1505,5.114785671,3.45152235,1
1199,1537,5.0278368,3.012350559,1
1199,1569,4.276735306,4.769732475,1
1199,1601,4.653337002,5.748256683,1
1199,1633,5.332384586,5.111174583,1
1199,1665,4.881288528,4.153958797,1
1199,1697,5.217851639,3.645935059,1
1199,1729,4.564953804,4.812477589,1
1199,1761,4.293041706,6.911128044,1
1199,1793,5.496492863,9.04192543,1
1199,1825,3.786623716,8.378178596,1
1199,1857,3.200448275,6.132651329,1
1199,1889,3.182621956,6.676691055,1
1199,1921,3.431857824,6.72628355,1
1199,1953,2.774398565,5.208123207,1
1199,1985,-1.278268814,19.90632057,1
1199,2017,3.012088299,-5.198134422,1
1231,33,-1.865303516,-0.1290780306,1
1231,65,-1.132914543,-0.6612471342,1
1231,97,-0.7286695242,-0.3860275149,1
1231,129,-0.8359422088,-1.405335188,1
1231,161,-1.931368709,-2.885169268,1
1231,193,-2.38674593,-3.26743865,1
1231,225,-1.871596336,-3.364953995,1
1231,257,-1.179571152,-2.782470226,1
1231,289,-0.4274488091,-2.269292831,1
1231,321,0.507747829,-2.031349659,1
1231,353,0.5768564343,-1.736886263,1
1231,385,0.3415985703,-2.604946613,1
1231,417,0.4277357459,-3.083686113,1
1231,449,0.1201228499,-2.743295193,1
1231,481,-1.184345007,-2.542269707,1
1231,513,-1.444504023,-2.158241272,1
1231,545,-0.9340254068,-2.794238091,1
1231,577,-0.2538667321,-3.221465588,1
1231,609,0.5057905912,-4.518723965,1
1231,641,0.4549923539,-4.882207394,1
1231,673,-0.7856244445,-3.432041168,1
1231,705,-0.8902010322,-2.898920774,1
1231,737,-0.29131639,-2.601409197,1
1231,769,0.09337240458,-2.250381947,1
1231,801,0.4508731365,-1.797173738,1
1231,833,2.400206327,-2.78152442,1
1231,865,2.629066944,-3.069092751,1
1231,897,2.846522808,-3.5078125,1
1231,929,4.153924942,-5.455506325,1
1231,961,1.505509615,-4.518311024,1
1231,993,-1.940912008,-4.220171928,1
1231,1025,-2.04955864,-2.146417618,1
1231,1057,-0.5762057304,-0.761249423,1
1231,1089,-0.3630618751,-0.4318003058,1
1231,1121,-0.4813166261,-0.9002332687,1
1231,1153,-0.4387097359,-0.5197156668,1
1231,1185,-0.1111700237,-0.5067074299,1
1231,1217,0.907956481,-0.1533083022,1
1231,1249,1.849089384,-0.7141063213,1
1231,1281,1.118890882,-0.3745016754,1
1231,1313,0.87785393,-0.05867792666,1
1231,1345,-0.4060637355,0.5255751014,1
1231,1377,0.04843211174,0.6004753709,1
1231,1409,3.277937412,2.324987888,1
1231,1441,5.874482155,2.805446386,1
1231,1473,6.575853348,2.621546745,1
1231,1505,5.360325336,2.421417236,1
1231,1537,5.563920498,3.666380882,1
1231,1569,5.07828331,4.671662807,1
1231,1601,4.995568275,5.588756561,1
1231,1633,5.438896179,4.966489792,1
1231,1665,6.262302399,4.370902538,1
1231,1697,7.334671497,3.668673992,1
1231,1729,7.195374012,4.621580124,1
1231,1761,6.369752884,5.920050621,1
1231,1793,5.44509697,9.835771561,1
1231,1825,1.566446304,16.00317383,1
1231,1857,3.006719112,6.629729748,1
1231,1889,3.881972075,5.653607845,1
1231,1921,5.361150742,4.964794636,1
1231,1953,4.300294876,3.603416443,1
1231,1985,2.242192745,3.19312048,1
1231,2017,-1.982593894,-1.384904385,1
1263,33,-1.960648537,-0.09682549536,1
1263,65,-0.8855342865,-1.207660198,1
1263,97,-0.8482704163,-0.4663732052,1
1263,129,-1.485985279,-0.6396816969,1
1263,161,-2.595666647,-1.992387652,1
1263,193,-6.250274181,-4.895400524,1
1263,225,-5.367558002,-6.495107651,1
1263,257,-1.911081791,-3.40312314,1
1263,289,-0.9945254326,-0.530629158,1
1263,321,-2.199457645,-2.11423254,1
1263,353,-0.5476620793,-1.991639614,1
1263,385,0.1951519251,-2.608478546,1
1263,417,0.4381151497,-2.311695814,1
1263,449,0.4855206013,-2.117628098,1
1263,481,-0.709367156,-2.476538658,1
1263,513,-1.489682555,-2.316381931,1
1263,545,-0.6469523907,-2.449472904,1
1263,577,-0.103823781,-2.56146431,1
1263,609,-0.262755096,-3.705522537,1
1263,641,0.1567150503,-6.90978241,1
1263,673,-0.2046349347,-6.82602787,1
1263,705,-0.2626465261,-3.591150999,1
1263,737,19.95711136,-0.4588646889,1
1263,769,0.5697674751,-1.874394655,1
1263,801,1.023988366,-1.86274004,1
1263,833,2.54232502,-3.618909359,1
1263,865,3.495620012,-2.878301859,1
1263,897,2.86733222,-3.182312012,1
1263,929,3.411049843,-3.733307123,1
1263,961,1.265007496,-3.461930037,1
1263,993,-0.6358274221,-2.805105209,1
1263,1025,0.1038837433,-1.440785646,1
1263,1057,0.1836494654,-0.6232085228,1
1263,1089,0.2550778389,-0.6121489406,1
1263,1121,0.05460608006,-2.044389486,1
1263,1153,0.04826876521,-0.8852748871,1
1263,1185,0.8631078601,-0.1493764818,1
1263,1217,1.682045937,-0.1120273769,1
1263,1249,4.30153513,-0.7127989531,1
1263,1281,2.214034319,0.009496707469,1
1263,1313,0.5694590211,-0.007324181497,1
1263,1345,0.2641112804,0.3601519167,1
1263,1377,0.5821185112,0.6362943053,1
1263,1409,0.8754329085,0.7617717385,1
1263,1441,0.7167595625,0.7188668251,1
1263,1473,4.398958683,1.46364069,1
1263,1505,4.374171257,1.291267395,1
1263,1537,4.444832325,3.419649601,1
1263,1569,4.142868042,4.201434612,1
1263,1601,3.988294601,4.216666222,1
1263,1633,4.068636894,4.470488548,1
1263,1665,5.163174629,3.988829613,1
1263,1697,6.299412251,2.852181435,1
1263,1729,6.661353111,3.89343977,1
1263,1761,6.156675339,5.320159435,1
1263,1793,5.039907455,5.899102211,1
1263,1825,-1.482310772,17.77082253,1
1263,1857,-3.877739191,16.42854309,1
1263,1889,3.538695574,4.611581326,1
1263,1921,3.992014647,3.31692338,1
1263,1953,3.689961433,1.666152835,1
1263,1985,2.522439957,2.072658539,1
1263,2017,-0.02195119858,0.319817543,1
1295,33,-1.272364616,0.3000330627,1
1295,65,-1.300863981,-0.1612589359,1
1295,97,-2.769051075,-1.319079518,1
1295,129,-3.03143096,-1.058629394,1
1295,161,-3.741420746,-1.421630144,1
1295,193,-5.303743839,-3.874638081,1
1295,225,-5.831177235,-5.31672287,1
1295,257,-1.872529984,-3.104513645,1
1295,289,-1.248577952,-0.994751215,1
1295,321,3.491076946,-21.49754333,1
1295,353,-0.2043586373,-2.609146595,1
1295,385,0.3733145595,-3.39869833,1
1295,417,0.5681465268,-2.495126247,1
1295,449,0.4053245783,-0.8777916431,1
1295,481,0.05494448543,-2.25170064,1
1295,513,-0.3888507485,-4.120125294,1
1295,545,0.2116752863,-2.663181782,1
1295,577,0.08823105693,-2.382117987,1
1295,609,0.1183257252,-1.817939281,1
1295,641,0.7174875736,-5.398736954,1
1295,673,0.7946709394,-7.151518822,1
1295,705,0.2982468605,-5.184241772,1
1295,737,1.354381204,-2.017500877,1
1295,769,2.419781685,-1.087542295,1
1295,801,1.723453045,-0.8218655586,1
1295,833,1.918386936,-2.027238369,1
1295,865,2.308734417,-2.03570509,1
1295,897,2.314782381,-2.341174603,1
1295,929,2.359514713,-1.832663536,1
1295,961,0.8974226117,-2.496253729,1
1295,993,-0.07422894239,-2.422130108,1
1295,1025,0.3083080053,-0.814160347,1
1295,1057,3.148368597,-0.4302699566,1
1295,1089,4.906740665,-3.275505066,1
1295,1121,5.067617416,-5.888703823,1
1295,1153,0.1960556507,-0.5267748833,1
1295,1185,0.3056863546,-0.06462544203,1
1295,1217,0.6384418011,0.4107260108,1
1295,1249,1.025048375,0.2464377582,1
1295,1281,5.529489517,1.498775005,1
1295,1313,0.9711580276,0.2702197433,1
1295,1345,0.5348709226,0.1385555863,1
1295,1377,0.314086318,-0.5131669641,1
1295,1409,0.6299800873,0.1934022009,1
1295,1441,1.264541864,0.2812407017,1
1295,1473,6.845427036,0.2456854582,1
1295,1505,6.040899277,0.4833550453,1
1295,1537,-9.399525642,11.32513809,1
1295,1569,1.429321051,-0.1541256905,1
1295,1601,2.808726311,2.000852823,1
1295,1633,3.502216816,3.647093534,1
1295,1665,4.164911747,3.857373953,1
1295,1697,5.346906185,2.432417393,1
1295,1729,6.357970238,2.934546471,1
1295,1761,5.246275902,4.364513874,1
1295,1793,5.494749069,4.584586143,1
1295,1825,4.553457737,5.514341831,1
1295,1857,2.111325979,4.701426506,1
1295,1889,1.362781525,3.095099926,1
1295,1921,2.22741127,2.215849876,1
1295,1953,2.6681602,1.308625937,1
1295,1985,2.049168825,1.488842607,1
1295,2017,0.9951000214,-1.284644127,1
1327,33,-1.527932167,0.4955992699,1
1327,65,-1.897212744,0.3798655272,1
1327,97,-3.019483089,-0.6378709674,1
1327,129,-3.248731136,-1.125788212,1
1327,161,-3.130209446,-1.68891418,1
1327,193,-3.271564484,-4.234185219,1
1327,225,-4.174791336,-3.395220995,1
1327,257,-4.524982452,-2.161656857,1
1327,289,-1.443198919,-0.5643947124,1
1327,321,-0.4515026808,-0.8801615238,1
1327,353,-0.4485920966,-3.682582855,1
1327,385,0.07811787724,-4.105326176,1
1327,417,0.2603844404,-2.85475111,1
1327,449,0.1896161139,-1.068698883,1
1327,481,0.4546237886,-2.663317919,1
1327,513,-0.007337778807,-4.77299881,1
1327,545,0.02751559019,-3.07823658,1
1327,577,0.9002256989,-2.781022072,1
1327,609,1.732937574,-3.476732731,1
1327,641,1.655608296,-4.228714943,1
1327,673,0.879353404,-5.912214279,1
1327,705,1.163630009,-3.043411493,1
1327,737,1.328993797,-0.3915375471,1
1327,769,1.190639377,-0.217348218,1
1327,801,0.6480723023,-0.7551981211,1
1327,833,0.2125395536,0.2242566347,1
1327,865,0.6877377033,-0.08617007732,1
1327,897,1.461548209,-1.792645574,1
1327,929,1.68329227,-1.724836111,1
1327,961,0.7249225974,-2.214066505,1
1327,993,-0.5106480122,-1.941640377,1
1327,1025,-0.7690897584,-0.4602632523,1
1327,1057,1.619183302,-0.8894877434,1
1327,1089,4.374677658,-4.674506664,1
1327,1121,4.905478001,-5.081195354,1
1327,1153,-0.03683871031,0.511092484,1
1327,1185,-0.1598526835,-0.1002561748,1
1327,1217,0.3317328095,-0.4318795204,1
1327,1249,5.746628761,-1.195537686,1
1327,1281,5.097037792,-0.1698451638,1
1327,1313,3.474921703,0.4283205867,1
1327,1345,0.7921506763,0.03803417087,1
1327,1377,0.2126580477,-0.5197538733,1
1327,1409,1.023677468,0.3837218285,1
1327,1441,1.976836443,0.3025276065,1
1327,1473,6.345242023,-0.2288914323,1
1327,1505,3.071500063,-0.5540727377,1
1327,1537,3.395872593,-0.1429665089,1
1327,1569,2.008119583,-0.5507304668,1
1327,1601,3.108689785,1.052078962,1
1327,1633,4.589419842,3.674255371,1
1327,1665,3.953602314,5.250554085,1
1327,1697,5.741737843,2.254286289,1
1327,1729,5.528785229,2.503311396,1
1327,1761,4.218238831,3.035470247,1
1327,1793,4.863389015,3.561043739,1
1327,1825,4.080681324,4.171077251,1
1327,1857,2.879992723,3.590749264,1
1327,1889,0.1859760284,2.236827612,1
1327,1921,0.7064454556,2.453561306,1
1327,1953,1.466289043,1.946121216,1
1327,1985,0.1848752499,2.648057222,1
1327,2017,-0.9723156691,-2.621447086,1
1359,33,-2.388648987,0.1845260859,1
1359,65,-1.709632635,0.6207691431,1
1359,97,0.2190878391,0.3126875162,1
1359,129,-1.088909984,-0.5962539315,1
1359,161,-1.934837818,-2.385388613,1
1359,193,-2.737150908,-4.029500008,1
1359,225,-2.589682817,-4.005495071,1
1359,257,-2.31337738,-2.484668732,1
1359,289,-1.906038284,-0.7735078335,1
1359,321,-2.429411411,-3.337700129,1
1359,353,-0.9196361899,-4.751039505,1
1359,385,0.266587913,-4.390247345,1
1359,417,0.3734026551,-3.509012699,1
1359,449,0.7461743355,-1.601630688,1
1359,481,1.006910086,-2.000713348,1
1359,513,0.7625494003,-2.761250496,1
1359,545,-0.1333817244,-2.646138906,1
1359,577,1.253633142,-3.393591166,1
1359,609,1.778211713,-3.45073247,1
1359,641,2.024912596,-3.496011257,1
1359,673,1.981476188,-4.566062927,1
1359,705,2.563254118,-2.636058092,1
1359,737,2.146037817,-0.5140417814,1
1359,769,1.442332745,-0.9753929377,1
1359,801,0.5288966894,-1.139247417,1
1359,833,-0.06755578518,0.328573823,1
1359,865,0.5180588961,0.009984731674,1
1359,897,1.217976689,-1.177701831,1
1359,929,1.286855698,-0.9999554157,1
1359,961,0.7749105096,-0.8898649216,1
1359,993,-0.7947640419,-1.309670687,1
1359,1025,-0.6709038019,-1.129140973,1
1359,1057,1.713253021,-1.978069782,1
1359,1089,3.722964764,-3.391081333,1
1359,1121,1.812858105,-2.078789234,1
1359,1153,0.3299250603,0.06246519089,1
1359,1185,-0.3139287233,-0.003677159548,1
1359,1217,0.9027080536,-0.3710177541,1
1359,1249,5.17299366,-1.834202886,1
1359,1281,1.953437924,-0.3001817465,1
1359,1313,1.041430116,0.6292510629,1
1359,1345,0.06477487087,0.4433078766,1
1359,1377,0.3586176634,0.9558098316,1
1359,1409,0.8348367214,1.530837297,1
1359,1441,1.433433056,1.235314727,1
1359,1473,2.022555351,-0.5765752792,1
1359,1505,2.401544809,-0.4061803818,1
1359,1537,3.981461763,1.10767746,1
1359,1569,4.822916031,1.154941082,1
1359,1601,6.393753052,2.27812171,1
1359,1633,6.208223343,3.458234549,1
1359,1665,3.683239937,6.310520172,1
1359,1697,4.129657745,4.394210815,1
1359,1729,4.641983032,2.675481796,1
1359,1761,3.636549473,1.883450985,1
1359,1793,4.460597515,2.497909546,1
1359,1825,4.978052616,3.096829176,1
1359,1857,3.85134697,2.96037221,1
1359,1889,2.759843588,2.845582724,1
1359,1921,2.327918291,2.763479233,1
1359,1953,2.011194468,2.668400526,1
1359,1985,0.3300447464,2.463541508,1
1359,2017,-1.235459328,-2.57011342,1
1391,33,-1.734192371,0.07549703121,1
1391,65,-1.345072269,0.2819732428,1
1391,97,-6.415328979,-1.560693502,1
1391,129,-0.3668038845,-0.7535566688,1
1391,161,-1.87921524,-2.483403683,1
1391,193,-2.745566607,-3.661154985,1
1391,225,-2.300354958,-4.506731033,1
1391,257,-1.853422642,-2.9301579,1
1391,289,-1.150662303,-1.335542917,1
1391,321,-1.22670579,-2.623968363,1
1391,353,-1.114227295,-4.386120796,1
1391,385,0.06903769076,-3.649420261,1
1391,417,0.8291840553,-3.315016508,1
1391,449,1.088264704,-2.451717377,1
1391,481,1.055378437,-2.509704113,1
1391,513,1.407885075,-2.489682198,1
1391,545,1.6296556,-2.557498693,1
1391,577,1.082273126,-1.577519417,1
1391,609,1.751874447,-2.533447504,1
1391,641,2.636383533,-3.811783075,1
1391,673,2.303519726,-3.843640804,1
1391,705,2.389944077,-2.58195281,1
1391,737,2.360634804,-1.605905771,1
1391,769,1.641937256,-1.976374745,1
1391,801,0.7730000019,-1.452824831,1
1391,833,0.7679797411,-0.502551496,1
1391,865,0.7474929094,-0.6722599268,1
1391,897,1.300686359,-0.8659687638,1
1391,929,0.8436943293,-0.4825686216,1
1391,961,0.3519684076,-0.4284933805,1
1391,993,-0.6112882495,-0.9038450718,1
1391,1025,-0.3525435328,-0.8581780195,1
