 ,Area,Mean,Perim.,Major,Minor,Angle
77,980.430,38.680,148.297,57.541,21.694,105.056
78,344.475,38.603,78.169,26.741,16.402,136.693
79,867.077,25.754,116.873,34.285,32.200,177.860
80,578.542,22.608,101.308,34.263,21.499,104.918
81,490.215,24.535,100.131,34.175,18.264,82.601
82,635.954,33.155,103.440,34.970,23.155,109.583
83,874.437,43.387,123.858,47.478,23.450,78.915
84,1298.407,26.695,153.445,44.616,37.053,103.418
85,457.828,40.656,88.708,25.783,22.609,163.582
86,1261.604,29.170,147.881,46.805,34.319,88.387
87,463.717,32.302,93.145,32.495,18.170,105.644
88,290.007,53.203,73.732,24.827,14.873,64.267
89,376.862,46.164,83.855,29.787,16.109,29.470
90,519.657,19.850,99.592,28.285,23.393,142.054
91,603.568,40.098,98.242,31.346,24.516,92.952
92,525.546,29.507,92.851,27.614,24.232,76.137
93,669.813,21.499,111.431,40.827,20.889,91.130
94,554.988,29.761,92.434,30.027,23.534,6.779
95,775.805,34.888,117.706,40.147,24.604,74.774
96,737.530,31.788,113.858,35.843,26.199,50.788
97,653.620,26.935,113.736,34.826,23.896,51.538
98,706.616,30.296,112.730,40.740,22.084,73.331
99,741.947,30.611,111.847,33.771,27.973,74.857
100,809.664,37.625,120.427,42.322,24.358,54.754
101,354.780,52.805,83.855,26.884,16.802,87.230
102,472.549,36.125,87.581,26.875,22.388,88.859
103,441.635,38.770,87.997,28.228,19.920,105.862
104,789.054,23.299,123.148,40.477,24.821,83.979
105,902.407,31.199,122.609,40.537,28.344,95.825
106,313.561,28.216,74.565,23.802,16.774,81.184
107,765.501,30.006,113.563,35.809,27.219,43.345
108,1080.533,33.738,131.433,41.360,33.264,103.593
109,730.170,36.982,107.999,34.020,27.327,132.748
110,326.810,39.077,77.286,26.988,15.418,94.460
111,369.501,47.127,78.585,28.984,16.232,42.976
112,621.233,63.626,106.872,34.764,22.753,135.496
113,713.976,33.852,110.009,37.237,24.413,69.435
114,787.582,36.249,131.138,38.149,26.286,21.897
115,428.386,38.794,80.423,23.710,23.004,2.949
116,943.627,45.401,137.464,50.320,23.877,156.645
117,716.921,63.832,110.842,32.305,28.256,85.638
118,843.523,36.684,120.599,40.002,26.849,85.037
119,341.531,25.634,83.733,30.010,14.490,68.700
120,382.750,30.650,82.261,27.114,17.973,23.444
121,984.846,29.915,137.119,42.645,29.404,129.440
122,338.587,57.339,73.976,25.756,16.738,81.150
123,658.036,19.251,108.710,39.313,21.312,83.728
124,1065.812,35.204,141.017,41.386,32.789,138.650
125,725.753,55.416,111.431,36.995,24.978,99.561
126,794.943,39.694,121.554,39.315,25.745,45.671
127,509.352,39.902,90.475,31.082,20.865,54.556
128,759.612,35.791,120.305,36.699,26.354,108.002
129,416.609,37.760,87.581,29.396,18.045,108.749
130,610.928,22.800,105.156,35.045,22.196,89.560
131,768.445,34.398,126.874,41.365,23.653,113.496
132,643.315,33.851,100.425,32.837,24.944,144.838
133,331.226,89.520,75.154,23.346,18.065,109.950
134,298.840,28.128,67.285,21.270,17.889,87.015
135,769.917,41.011,113.319,39.333,24.923,54.771
136,703.672,32.414,105.745,31.830,28.148,80.558
137,896.519,40.388,124.397,39.318,29.032,98.000
138,587.374,30.110,110.720,41.167,18.167,107.038
139,528.490,69.900,94.150,27.368,24.587,91.898
140,696.311,26.698,104.029,32.604,27.192,80.022
141,537.322,34.293,94.445,31.138,21.971,111.983
142,465.189,28.842,100.547,36.806,16.093,104.962
143,911.240,32.141,123.615,36.894,31.448,108.993
144,347.419,25.352,81.306,28.556,15.491,70.677
145,638.899,27.150,103.735,33.724,24.121,74.705
146,546.155,23.081,96.455,31.878,21.814,63.149
147,784.638,27.893,110.720,32.595,30.650,101.933
148,422.497,22.976,88.708,26.688,20.157,78.095
149,404.832,47.498,86.576,28.316,18.203,69.949
150,1192.414,35.994,142.611,46.649,32.546,57.759
151,655.092,23.204,103.024,32.408,25.737,67.883
152,510.824,23.720,96.871,35.236,18.459,53.190
153,476.966,37.481,92.018,31.073,19.544,65.118
154,451.940,33.951,86.870,29.130,19.754,99.672
155,627.122,32.007,96.161,31.351,25.469,175.533
156,468.133,26.689,89.886,29.908,19.929,128.207
157,506.408,23.785,99.714,33.090,19.486,67.929
158,538.795,28.169,90.424,29.361,23.365,149.968
159,635.954,60.093,108.760,30.432,26.608,47.498
160,521.129,24.585,98.831,37.530,17.680,90.800
161,331.226,27.747,73.143,23.677,17.812,25.351
162,400.416,25.669,86.576,30.369,16.787,68.371
163,319.449,32.516,69.001,22.866,17.788,60.468
164,736.058,29.996,113.563,37.112,25.253,52.406
165,547.627,39.989,90.891,27.660,25.209,74.620
166,688.950,29.970,108.294,35.881,24.447,49.762
167,456.356,40.116,87.165,25.651,22.652,82.047
168,675.701,28.046,102.141,31.500,27.312,171.067
169,715.449,30.716,104.446,34.679,26.268,144.305
170,600.623,30.150,105.867,31.455,24.312,74.963
171,384.222,25.138,89.713,26.224,18.655,109.399
172,340.059,29.935,85.865,30.726,14.092,80.489
173,721.337,24.484,115.452,35.400,25.944,43.010
174,384.222,26.571,86.404,26.642,18.362,111.531
175,164.877,26.857,52.725,18.070,11.618,92.898
176,303.256,22.908,66.574,23.746,16.260,148.929
177,457.828,24.990,94.861,35.456,16.441,166.770
178,300.312,35.603,83.144,20.583,18.577,135.667
179,446.051,29.264,88.414,30.171,18.823,83.891
180,397.471,26.967,81.723,24.038,21.053,1.333
181,326.810,25.550,93.561,24.659,16.874,131.841
182,435.746,25.845,90.597,28.899,19.198,82.778
183,309.144,27.429,83.733,25.494,15.440,97.307
184,646.259,24.009,122.143,45.705,18.003,61.778
185,307.672,33.656,96.871,38.935,10.061,64.198
186,186.959,26.402,68.879,18.392,12.942,121.113
187,310.617,25.450,70.300,23.745,16.656,152.636
