 ,Area,Mean,Perim.,Major,Minor,Angle
144,1027.537,55.685,145.454,53.025,24.673,159.044
145,444.579,55.805,89.713,31.920,17.734,70.877
146,602.096,30.005,111.847,39.158,19.578,84.399
147,915.656,38.632,136.458,51.414,22.676,53.264
148,549.099,52.169,97.166,31.967,21.871,72.836
149,368.029,104.648,78.291,25.985,18.033,109.375
150,365.085,42.815,89.297,35.074,13.253,70.662
151,865.604,38.352,122.021,38.709,28.472,79.836
152,465.189,53.946,92.018,31.551,18.773,101.751
153,933.322,49.426,124.742,39.402,30.159,56.011
154,594.735,93.017,98.587,30.897,24.508,100.835
155,618.289,38.614,121.726,42.953,18.328,106.726
156,887.686,41.552,135.453,45.203,25.004,120.539
157,631.538,43.683,108.588,34.343,23.414,148.568
158,384.222,29.107,77.875,23.670,20.668,85.945
159,908.296,54.084,125.402,40.266,28.721,99.960
160,463.717,38.060,82.728,26.413,22.354,64.336
161,328.282,31.628,84.027,32.509,12.857,62.473
162,335.643,43.496,75.864,25.853,16.530,92.592
163,809.664,36.475,117.167,34.653,29.749,104.070
164,499.047,33.950,109.126,39.602,16.045,105.176
165,529.962,27.414,98.171,31.215,21.617,73.507
166,390.111,56.343,88.414,27.532,18.041,82.751
167,660.980,38.258,110.893,35.891,23.448,67.200
168,447.523,27.872,86.992,28.703,19.852,84.235
169,765.501,32.298,108.882,32.070,30.392,97.651
170,631.538,39.846,105.451,39.764,20.222,127.437
171,1227.745,44.337,140.895,40.161,38.924,118.281
172,481.382,45.000,93.440,31.277,19.596,67.650
173,444.579,41.685,87.581,29.543,19.160,68.463
174,824.385,36.227,114.446,35.105,29.900,136.406
175,677.174,28.257,104.029,31.838,27.081,89.322
176,474.021,43.385,86.454,31.676,19.054,124.793
177,419.553,33.379,90.130,28.998,18.422,98.025
178,635.954,41.887,99.298,29.513,27.436,151.303
179,675.701,70.222,111.481,32.603,26.388,24.708
180,519.657,32.088,102.435,33.102,19.988,68.894
181,438.691,29.312,97.531,39.912,13.995,88.769
182,575.598,37.575,110.476,41.960,17.466,62.089
183,574.125,35.823,95.155,31.723,23.043,162.444
184,395.999,39.260,82.850,26.014,19.382,114.979
185,672.757,35.685,111.309,41.111,20.836,47.131
186,446.051,48.274,89.886,28.023,20.267,44.146
187,597.679,38.185,95.866,33.601,22.647,155.385
188,518.185,39.736,104.029,40.334,16.358,61.199
189,491.687,38.569,97.410,31.486,19.883,37.132
190,440.163,31.682,92.729,30.740,18.232,138.981
191,270.869,26.918,65.153,20.018,17.229,2.881
192,628.594,33.164,97.998,30.769,26.011,78.874
193,213.457,26.331,57.284,20.453,13.288,171.566
194,575.598,30.069,114.446,41.251,17.766,49.421
195,329.754,51.366,116.579,40.626,10.335,71.267
196,605.040,29.873,123.392,44.337,17.375,74.899
197,325.338,36.633,90.302,29.263,14.156,63.822
