 ,Area,Mean,Perim.,Major,Minor,Angle
129,784.638,23.666,108.588,32.939,30.330,122.905
130,865.604,27.429,120.183,35.827,30.762,100.269
131,262.037,20.787,75.154,27.653,12.065,74.798
132,619.761,22.815,101.603,32.493,24.285,77.027
133,469.605,22.586,91.185,28.883,20.701,62.705
134,652.148,21.702,101.308,32.663,25.421,70.567
135,914.184,26.578,126.752,36.278,32.085,96.533
136,878.854,26.404,126.579,45.256,24.726,139.347
137,528.490,25.744,98.415,32.991,20.397,73.689
138,421.025,18.787,88.414,25.895,20.701,75.709
139,421.025,36.818,86.992,28.825,18.597,70.580
140,500.520,32.253,90.302,29.012,21.966,73.979
141,603.568,26.322,97.876,32.179,23.881,178.830
142,499.047,27.965,89.297,27.302,23.274,140.615
143,410.720,24.176,84.738,28.865,18.117,129.867
144,674.229,51.600,109.766,33.777,25.416,36.403
145,418.081,21.331,88.586,30.594,17.399,78.346
146,634.482,21.278,117.828,36.443,22.167,68.765
147,590.319,35.556,103.024,30.536,24.614,82.029
148,899.463,26.558,133.443,44.092,25.974,37.147
149,478.438,21.474,97.115,32.149,18.948,94.597
150,825.857,26.611,112.558,33.434,31.450,7.572
151,594.735,26.391,99.592,35.359,21.416,35.352
152,809.664,25.600,122.021,36.873,27.958,145.005
153,438.691,34.480,84.738,25.707,21.728,113.744
154,482.854,25.588,102.557,35.254,17.439,55.036
155,385.695,21.221,84.566,27.776,17.680,111.844
156,646.259,22.893,102.608,32.056,25.669,130.038
157,160.461,24.716,50.421,15.913,12.839,74.493
158,192.847,24.962,58.584,19.742,12.437,117.599
159,343.003,22.124,72.016,23.935,18.246,148.077
160,365.085,33.395,87.581,23.536,19.750,121.131
161,496.103,25.967,120.721,34.245,18.445,99.742
162,304.728,29.029,89.591,22.723,17.075,72.884
