 ,Area,Mean,Perim.,Major,Minor,Angle
71,518.185,28.747,92.140,28.209,23.389,116.603
72,378.334,33.362,81.601,25.654,18.777,133.911
73,597.679,20.862,98.587,33.240,22.894,101.160
74,338.587,42.178,73.854,24.756,17.414,14.903
75,549.099,30.791,100.719,35.244,19.837,108.259
76,1248.355,24.044,146.165,41.633,38.177,103.459
77,481.382,21.535,95.572,29.557,20.737,85.891
78,1215.968,27.191,143.322,45.820,33.789,97.026
79,372.445,40.340,81.134,27.699,17.120,19.115
80,454.884,38.269,85.571,28.805,20.106,139.130
81,719.865,31.775,104.984,30.748,29.809,54.773
82,471.077,29.744,95.450,32.502,18.454,108.850
83,519.657,18.476,96.282,26.669,24.810,11.228
84,494.631,26.604,93.145,26.672,23.613,103.421
85,524.073,25.815,87.287,27.703,24.086,17.792
86,572.653,36.578,100.009,32.153,22.677,46.502
87,518.185,40.619,97.288,33.903,19.460,116.592
88,653.620,19.484,110.304,38.956,21.363,93.882
89,725.753,31.430,114.985,38.195,24.193,75.944
90,703.672,27.956,111.725,33.539,26.713,50.019
91,640.371,24.844,112.020,32.652,24.971,49.117
92,712.504,28.411,108.832,31.834,28.498,80.506
93,385.695,23.115,83.266,26.856,18.286,47.223
94,343.003,46.764,77.286,24.902,17.538,78.115
95,924.489,27.610,123.320,40.774,28.869,103.239
96,803.776,34.886,120.427,40.019,25.573,43.096
97,410.720,37.455,81.845,26.434,19.783,114.381
98,797.887,22.474,119.300,39.535,25.696,87.421
99,540.267,27.790,104.567,34.900,19.710,25.661
100,690.423,33.352,105.989,32.250,27.258,142.143
101,1058.452,30.250,132.438,39.240,34.344,108.521
102,272.342,26.649,68.707,23.123,14.996,79.141
103,207.568,32.255,68.290,18.310,14.434,9.187
104,565.293,30.643,94.150,29.857,24.107,82.690
105,360.669,44.922,79.591,29.931,15.342,41.273
106,284.118,34.389,72.433,24.439,14.802,102.339
107,628.594,56.230,105.156,35.330,22.653,139.816
108,797.887,34.546,129.595,37.985,26.745,21.982
109,413.665,23.779,85.033,28.898,18.226,69.228
110,1180.637,30.146,142.439,46.251,32.502,99.744
111,755.196,32.193,109.299,34.358,27.986,82.811
112,677.174,56.711,112.142,30.592,28.184,123.137
113,875.909,42.134,129.300,47.801,23.331,161.040
114,329.754,47.036,73.854,24.201,17.349,79.779
115,962.764,26.812,131.260,40.430,30.320,124.875
116,260.565,22.932,77.164,29.279,11.331,63.627
117,529.962,35.208,94.912,31.700,21.286,62.708
118,669.813,18.262,108.710,39.143,21.788,88.684
119,309.144,34.733,77.164,21.770,18.081,38.484
120,761.084,52.979,117.878,35.770,27.091,99.453
121,730.170,31.462,109.888,35.225,26.392,65.413
122,856.772,38.162,128.712,41.808,26.092,51.064
123,822.913,30.834,129.300,42.858,24.447,111.724
124,415.137,35.525,86.576,27.655,19.113,103.449
125,635.954,21.056,106.872,36.398,22.247,88.352
126,438.691,32.970,84.566,27.450,20.348,77.129
127,864.132,36.491,122.021,38.300,28.727,51.001
128,332.698,26.372,76.453,25.525,16.595,48.954
129,652.148,28.752,104.446,30.038,27.643,85.637
130,323.866,24.786,69.001,22.005,18.740,62.318
131,309.144,81.062,70.422,23.657,16.638,107.489
132,297.368,34.599,72.433,20.387,18.572,50.661
133,900.935,39.582,123.980,38.066,30.135,100.102
134,282.646,28.432,82.434,32.720,10.999,71.124
135,544.683,26.276,104.151,39.365,17.617,110.397
136,883.270,29.797,148.886,51.956,21.646,91.132
137,522.601,65.082,92.434,26.919,24.719,92.187
138,715.449,24.370,107.045,33.507,27.186,87.323
139,478.438,26.963,97.410,33.700,18.076,105.091
140,875.909,28.600,122.193,35.931,31.038,103.536
141,310.617,21.801,82.017,28.488,13.883,72.855
142,793.471,25.558,115.573,33.198,30.432,62.234
143,493.159,22.782,91.896,28.306,22.183,64.168
144,650.675,25.215,107.755,35.429,23.384,82.318
145,637.426,20.924,98.882,31.321,25.912,68.204
146,1198.303,32.547,143.027,48.217,31.643,58.441
147,431.330,21.055,85.693,27.676,19.843,76.276
148,406.304,40.975,84.271,27.005,19.156,77.591
149,499.047,21.988,93.440,33.433,19.005,55.229
150,485.798,31.188,89.591,30.190,20.488,98.050
151,521.129,27.890,93.978,31.951,20.767,73.551
152,503.464,35.602,91.307,30.567,20.971,63.279
153,622.705,29.407,98.587,31.404,25.247,1.111
154,680.118,23.442,119.543,39.005,22.201,71.391
155,482.854,27.838,87.287,27.825,22.095,159.520
156,419.553,24.070,85.865,28.244,18.914,130.967
157,475.494,22.892,94.150,32.310,18.738,72.166
158,643.315,53.899,109.055,32.345,25.323,46.676
159,275.286,32.749,76.575,28.676,12.223,73.033
160,306.200,31.130,66.869,21.972,17.744,63.171
161,605.040,26.788,142.144,59.275,12.996,74.108
162,588.847,36.883,97.460,28.518,26.290,87.448
163,778.750,28.620,119.422,33.562,29.543,68.237
164,462.245,23.583,89.247,31.519,18.673,90.045
165,557.932,24.770,104.740,35.119,20.228,75.756
166,862.660,27.147,121.726,38.957,28.195,117.494
167,605.040,27.762,102.019,35.679,21.591,39.501
168,747.835,28.317,111.725,34.131,27.897,156.794
169,554.988,25.027,112.020,31.086,22.731,142.723
170,563.821,22.815,96.161,30.215,23.759,155.829
171,630.066,23.044,107.288,32.439,24.730,36.241
172,151.628,25.350,52.725,16.391,11.778,110.828
173,244.371,21.108,66.280,23.445,13.271,166.560
174,304.728,21.715,70.006,24.565,15.794,161.083
175,292.951,27.663,83.144,29.267,12.745,171.994
176,856.772,32.677,128.001,41.614,26.214,132.656
177,158.989,30.694,61.843,23.565,8.590,18.418
178,463.717,33.070,84.982,25.832,22.857,109.600
179,368.029,41.800,109.177,27.554,17.006,45.060
180,588.847,23.750,101.186,34.739,21.582,40.243
181,260.565,24.305,77.997,26.557,12.493,47.762
182,391.583,25.150,87.703,28.207,17.675,31.481
183,345.947,37.868,74.859,23.470,18.768,167.737
184,388.639,23.841,85.276,31.734,15.593,96.740
185,394.527,23.500,83.561,33.004,15.220,0.507
186,842.051,23.476,133.565,44.598,24.040,155.361
